QsWorldRanking,School,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,Term,LiveDate,DeadlineDate,Fees,AverageScholarshipAmount,CostPerCredit,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,Program duration,Tuition fee,Program name,Program Page url
951-1000,Belk College of Business,3.0,4.0,3.0,,"Fall, Spring, Summer",,,,,$680.35 (In-state) / $1209.85 (Out-of-state),"$1,000 - $15,000",,Merit-based,Can be completed in as little as 10 months (full-time) or up to two years (part-time),"$20,410.50 (In-state, full program) / $36,295.50 (Out-of-state, full program)",Master of Accountancy,https://academics.charlotte.edu/graduate-programs/
,The Belk College of Business,0.0,4.0,2.75,,"Fall, Spring, Summer",,,21114,,"$586.50 (in-state) | $1,078.58 (out-of-state)",Graduate assistantships may cover full-tuition and include a stipend.,,Merit-based,17 Months to 6 Years,"Estimated In-State Total Program Cost: $21,114, Estimated Out-of-State Total Program Cost: $38,829",Master in Business Administration (MBA),https://academics.charlotte.edu/program/business-administration-mba-dubois-center-online/
,Belk College of Business,,4.0,2.75,,Fall,,July 1,"In-state: $4,324.50/Semester; Out-of-state: $11,593.50/Semester",,"In-state: $540.63/credit hour; Out-of-state: $1,449.13/credit hour",,,"Graduate Assistantships, Scholarships",One calendar year,"In-state: $4,324.50/Semester; Out-of-state: $11,593.50/Semester",Master of Science in Economics,https://academics.charlotte.edu/graduate-programs/
,Belk College of Business,,4.0,3.0,,Summer,,,20000,,,,,Merit-based,11 months,20000,Master of Science in Management,https://academics.charlotte.edu/graduate-programs/
,Belk College of Business and College of Liberal Arts & Sciences,2.0,4.0,3.0,,Fall,,,,,"NC Residents: $440.05/credit hour; Non-NC Residents: $1,173.05/credit hour",,,"Merit-based, Graduate Assistantships",Three semesters,,Master of Science in Mathematical Finance,https://mathfinance.charlotte.edu/
951-1000,Belk College of Business,0.0,4.0,2.75,,"Fall, Spring",,,"In-state: $11,718.10/year; Out-of-state: $25,526.10/year",,"In-state: $458.50/credit hour (tuition only); Out-of-state: $1,225.50/credit hour (tuition only)",,,Merit-based fellowships and named scholarships,12 months,"In-state: $11,718.10/year; Out-of-state: $25,526.10/year",Master of Science in Real Estate,https://academics.charlotte.edu/graduate-programs/
,School of Data Science,,4.0,3.0,,Fall,,,"In-State: $10,505.50/Semester; Out-of-State: $19,392.50/Semester",,"In-State: $1,248.50; Out-of-State: $2,224.50",,,"Merit-based scholarships, Graduate assistantships, Fellowships",16 months (three semesters) or 21 months (four semesters),"In-State: $10,505.50/Semester; Out-of-State: $19,392.50/Semester",Master of Science in Data Science and Business Analytics,https://academics.charlotte.edu/graduate-programs/
801-850,College of Computing and Informatics,,4.0,3.0,,"Fall, Spring",,January 15,,,"$545.15/credit hour (In-State), $1433.65/credit hour (Out-of-State)","Minimum $17,000 stipend for doctoral assistants, plus tuition and health insurance support.",,Graduate Assistantships,4 to 5 years,"$8,093/Year (In-State), $23,929/Year (Out-of-State)",PhD in Computing and Information Systems,https://academics.charlotte.edu/graduate-programs/
801-850,Belk College of Business and College of Liberal Arts & Sciences,0.0,4.0,3.0,,Fall,Late August 2025,"December 1, 2025",,"$22,500 per year (stipend)","NC Resident: $472.25/credit hour; Non-Resident: $1,286.75/credit hour","All admitted students receive a funding package that includes a $22,500 per year stipend, tuition support, and health insurance.",,Assistantship,4 to 5 years,"NC Resident: $7,677/Year; Non-Resident: $22,311/Year (Note: Admitted students receive tuition support as part of their funding package)",PhD in Organizational Science,https://orgscience.charlotte.edu/directory/scott-tonidandel/
901-950,College of Liberal Arts & Sciences,,4.0,3.5,,Fall,Mid-September,January 15,"Out-of-State: $22,275/year; In-State: $7,831/year",,Out-of-State: $1502.11/credit hour; In-State: $599.36/credit hour,"Stipend of $22,000 for the academic year",Full tuition support,Graduate Assistantship,3-6 years,"Out-of-State: $22,275/year; In-State: $7,831/year",PhD in Public Policy,https://academics.charlotte.edu/graduate-programs/
