Concentration name,description,program website url,Accreditation status,Program name,Program Page url,Level
,"Accounting is the process of collecting, recording, classifying, summarizing and reporting the financial dealings of a business, organization or individual. Businesses must maintain accurate and timely accounting records to measure their economic performance, satisfy reporting requirements and make sound financial decisions. Accountants are essential in every industry, providing services in financial management, auditing, taxation and forensic accounting. With a bachelor's degree in accounting, you'll be prepared for careers as diverse as auditing, corporate accounting, tax preparation, risk management, financial planning and forensic accounting. In addition, an accounting degree is excellent preparation for law school and an MBA. Accounting majors at Baylor acquire a broad understanding of the functional areas of business and the accounting profession while developing effective critical thinking, analytical, problem-solving, and communication skills. Students apply theory to practice through experiential learning and case studies, gaining the necessary skills and professional judgment to succeed in a wide variety of accounting and business careers.",https://admissions.web.baylor.edu/undergraduate/majors/accounting,Accredited by the Association to Advance Collegiate Schools of Business (AACSB International).,Bachelor of Business Administration in Accounting,https://admissions.web.baylor.edu/about-baylor/majors-minors,
,,https://catalog.baylor.edu/undergraduate/college-arts-sciences/academic-departments/journalism-public-relations-new-media/journalism-public-relations-new-media.pdf,"The Department of Journalism, Public Relations, and New Media is accredited by the Accrediting Council on Education in Journalism and Mass Communications (ACEJMC).",Minor in Advertising,https://catalog.baylor.edu/undergraduate/college-arts-sciences/academic-departments/journalism-public-relations-new-media/journalism-public-relations-new-media.pdf,
,"The Department of Mechanical Engineering and the Department of Electrical & Computer Engineering at Baylor University collaborate to offer the Bachelor of Science in Aerospace Engineering. Students are taught aerospace engineering foundations while focusing on design and integration of aerospace systems. The program provides the intellectual foundation for those entering the aerospace industry, defense industry, space exploration or graduate study. Graduates are prepared for careers in manned and unmanned aircraft, rotorcraft, and spacecraft development and operations; aerospace product sales, marketing, and management; and more.",https://www.baylor.edu/engineering/,,Bachelor of Science in Aerospace Engineering,https://www.youtube.com/watch?v=Lm1eZwUu4_I,
,"The Aerospace Studies minor will expose students to leadership fundamentals through experiential learning and the study of aerospace history, national security policy, and space operations. The curriculum emphasizes critical thinking, problem-solving, effective communication, and ethical decision-making. These skills are essential for future leaders and are highly valued in both military and civilian careers. In addition to gaining a comprehensive understanding of aerospace studies, students will also develop a strong sense of discipline, teamwork, and social responsibility. This minor will prepare students for leadership roles in various fields, including military service, government, and industry.",https://catalog.baylor.edu/undergraduate/college-arts-sciences/academic-departments/aerospace-studies/aerospace-studies-minor/,,Minor in Aerospace Studies,https://catalog.baylor.edu/undergraduate/college-arts-sciences/academic-departments/aerospace-studies/aerospace-studies-minor/,
,"The American Sign Language Minor requires a minimum of 18 credit hours and is housed in the Department of Communication Sciences and Disorders. This Minor will help students develop a foundational knowledge of ASL and Deaf culture, which can enhance any major by developing an understanding of diversity, language acquisition, and communication differences. The minor helps prepare students to work with the Deaf community and also satisfy language requirements for graduate schools or professional schools (Law school, Medical school, etc.).",https://csd.robbins.baylor.edu/undergraduate/american-sign-language-minor,,Minor in American Sign Language,https://csd.robbins.baylor.edu/undergraduate/american-sign-language-minor,
,"Do you want to study American culture from a variety of perspectives? The American Studies program lets you explore the many dimensions of the American experience, including its history, literature, politics, religion, fine arts, and popular culture. The program provides the knowledge and critical thinking skills to prepare you for a wide range of graduate programs and careers, including law, journalism, public history, education, and museum studies. The American Studies major is an interdisciplinary program that allows students to explore American culture from multiple perspectives, including its history, literature, religion, fine arts, political science, and sociology. As a student, you will have the opportunity to take courses from a variety of departments, providing you with a broad understanding of the American experience.",https://admissions.web.baylor.edu/major/american-studies,,Bachelor of Arts in American Studies,https://admissions.web.baylor.edu/about-baylor/majors-minors,
General Anthropology Concentration,"The study of anthropology aims to provide an understanding of human experience and the human condition both past and present through cultural, archaeological, biological, and linguistic approaches. By examining humanity's diverse forms of social organization and meaning-making, anthropology seeks to promote an informed appreciation of differences in human cultures and societies, and an understanding of the relationship between local and global issues. As an academic discipline, anthropology is committed to interdisciplinary and holistic perspectives regarding humans, their institutions, and the environment. This commitment, in turn, supports Baylor's mission by fostering broad scholarship and promoting responsible citizenship that serves global communities. Through its courses and curriculum, the Anthropology program emphasizes critical thinking and communication skills, cultural and ethical reasoning, and qualitative and quantitative research methods.",https://catalog.baylor.edu/undergraduate/college-arts-sciences/academic-departments/anthropology/anthropology-general-anthropology-concentration-bs/anthropology-general-anthropology-concentration-bs.pdf,,Bachelor of Arts in Anthropology,https://catalog.baylor.edu/undergraduate/college-arts-sciences/academic-departments/anthropology/anthropology-general-anthropology-concentration-bs/anthropology-general-anthropology-concentration-bs.pdf,
General Anthropology Concentration,,https://catalog.baylor.edu/undergraduate/college-arts-sciences/academic-departments/anthropology/anthropology-general-anthropology-concentration-bs/anthropology-general-anthropology-concentration-bs.pdf,,Bachelor of Science in Anthropology,https://catalog.baylor.edu/undergraduate/college-arts-sciences/academic-departments/anthropology/anthropology-general-anthropology-concentration-bs/anthropology-general-anthropology-concentration-bs.pdf,
,"The Bachelor of Science (B.S.) in Apparel Design & Product Development prepares students for careers in the global apparel industry. Students will gain knowledge of apparel design, product development, production, merchandising, and entrepreneurship. The curriculum combines coursework in apparel, business, and fine arts. Students gain hands-on experience in garment construction, computer-aided design, textile science, product lifecycle management, global sourcing, and retail strategies. Emphasis is placed on ethical and sustainable practices within the fashion supply chain. Graduates are prepared for roles such as apparel designers, product developers, merchandisers, buyers, and entrepreneurs in various sectors of the apparel industry.",https://hsd.robbins.baylor.edu/apparel/apparel-design-product-development,,Bachelor of Science in Apparel Design & Product Development,https://hsd.robbins.baylor.edu/apparel/apparel-design-product-development,BS
,"The Minor in Apparel Merchandising provides an overview of the apparel industry and equips students with an understanding of key apparel merchandising components and professional functions. The curriculum exposes students to a variety of topics within apparel design and merchandising, including apparel product development, textile science, apparel manufacturing, visual merchandising, and buying and selling. Students develop knowledge and skills to successfully work in global apparel and retail industries. Students must earn a grade of “C” or better in all courses counted toward the minor.",https://catalog.baylor.edu/undergraduate/robbins-college-health-human-sciences/human-sciences-design/apparel-merchandising/,,Minor in Apparel Merchandising,https://catalog.baylor.edu/undergraduate/robbins-college-health-human-sciences/human-sciences-design/apparel-merchandising/,
,"The Bachelor of Science in Applied Mathematics focuses on mathematical modeling, computational methods, and analysis of real-world problems. It is designed for students interested in careers in scientific computing, data science, engineering, or graduate studies in applied mathematics or related fields.",https://math.artsandsciences.baylor.edu/academic-programs/undergraduate-programs/applied-mathematics-bs,,Bachelor of Science in Applied Mathematics,https://admissions.web.baylor.edu/about-baylor/majors-minors,
,"A minor in Arabic consists of a minimum of 18 semester hours beyond the first two semesters of Arabic (ARA 1301-1302). It is designed to provide students with the ability to communicate and understand Arabic, as well as an appreciation for the peoples and cultures where it is spoken. Studying Arabic also provides an avenue for students to develop an understanding of Islamic traditions and cultures.",https://modern-foreign-languages.web.baylor.edu/academics/arabic,,Minor in Arabic,https://admissions.web.baylor.edu/about-baylor/majors-minors,
,"The Bachelor of Arts in Arabic and Middle East Studies (AMES) at Baylor University provides students with a thorough grounding in the Arabic language, as well as an interdisciplinary understanding of the complex history, cultures, politics, and religions of the Middle East. Through rigorous language instruction, coursework in diverse fields, and opportunities for study abroad, students develop critical thinking, communication, and cross-cultural competencies essential for careers in government, international relations, non-governmental organizations, business, journalism, and academia. The program emphasizes both classical and modern Arabic, equipping graduates with a versatile linguistic foundation, and prepares them for advanced study or professional engagement in a globally interconnected world.",https://modernlanguages.artsandsciences.baylor.edu/academics/arabic-middle-east-studies,,Bachelor of Arts in Arabic and Middle East Studies,https://admissions.web.baylor.edu/about-baylor/majors-minors,
