Concentration name,description,program website url,Accreditation status,Program name,Program Page url,Level
,"The Department of Accounting offers a Bachelor of Science (B.S.) in Accounting. The accounting curriculum is designed to provide students with the conceptual, technical, and analytical competencies necessary for professional careers in accounting. Many students earning this degree elect to pursue one of the various professional accounting certifications (e.g., CPA, CMA, CIA, CISA).
The undergraduate accounting program is structured to provide students with a strong foundation in accounting principles, practices, and theories, while also developing their critical thinking, problem-solving, and communication skills. Students will gain an understanding of financial accounting, managerial accounting, auditing, taxation, and accounting information systems. The curriculum also includes courses in business law, economics, finance, and marketing, providing a well-rounded business education.
Graduates of the program are prepared for a variety of entry-level positions in public accounting firms, corporations, government agencies, and non-profit organizations. They may work as auditors, tax accountants, financial analysts, cost accountants, or internal auditors. The program also provides a solid foundation for those wishing to pursue graduate studies in accounting or business.",https://academics.charlotte.edu/undergraduate-programs/accounting-b.s.,,Bachelor of Science in Accounting,https://academics.charlotte.edu/undergraduate-programs/,
,"The Minor in Actuarial Mathematics, offered through the Department of Mathematics and Statistics, provides students with a strong theoretical and applied foundation in actuarial science and mathematical finance. Students pursuing the minor will learn to apply quantitative analytical skills to problems involving risk and uncertainty, particularly in the insurance and financial industries. Students completing the minor will be well-prepared for entry-level positions in actuarial science and mathematical finance fields, and will have completed coursework covering topics on the SOA/CAS Actuarial Exam FM (Financial Mathematics) and Actuarial Exam P (Probability).",https://academics.charlotte.edu/undergraduate-programs/actuarial-mathematics-minor,,Minor in Actuarial Mathematics,https://academics.charlotte.edu/undergraduate-programs/,
,"Are you interested in a career as an actuary? This undergraduate certificate provides students with the opportunity to gain expertise in actuarial science without having to complete a full degree program. The certificate is offered primarily to students in quantitative majors like mathematics, statistics, computer science, and engineering who want to strengthen their preparation for actuarial careers. Actuaries are business professionals who deal with the financial impact of risk and uncertainty. They use mathematics, statistics, and financial theory to study uncertain future events, especially those of concern to insurance and pension programs. Actuaries design and price insurance policies, pension plans, and other financial instruments and evaluate the probability of future events. The Undergraduate Certificate in Actuarial Studies at UNC Charlotte is designed to provide students with a strong foundation in actuarial science, enhancing their competitiveness for internships and entry-level positions in the actuarial field. The curriculum covers key actuarial topics, including financial mathematics, probability, statistics, and economics, which are essential for passing the preliminary exams required for actuarial professional accreditation. The certificate also helps students prepare for professional exams by the Society of Actuaries (SOA) and the Casualty Actuarial Society (CAS). Completing the certificate demonstrates a specialized skill set and commitment to the actuarial profession, making graduates more attractive to employers in insurance companies, consulting firms, government agencies, and other organizations that manage financial risk.",https://www.charlotte.edu/academics/programs/actuarial-studies-ug-certificate,,Undergraduate Certificate in Actuarial Studies,https://academics.charlotte.edu/undergraduate-programs/,
,"The Undergraduate Certificate in Advanced Dance Studies provides a pathway for undergraduate students to gain advanced proficiency in dance technique, choreography, and performance. Students explore contemporary dance and ballet techniques, creative processes, and repertory from multiple perspectives. The certificate provides opportunities for advanced study beyond that typically offered in a minor or as electives within a major. It is especially beneficial for students who plan to pursue graduate study in dance or to work professionally in the field. The certificate is open to all undergraduate students at UNC Charlotte. Courses may count toward fulfilling general education requirements, a major or minor, or as elective credits.",https://dance.charlotte.edu/academics/undergraduate-programs/undergraduate-certificate-advanced-dance-studies,,Undergraduate Certificate in Advanced Dance Studies,https://academics.charlotte.edu/undergraduate-programs/,
,"The Minor in Aerospace Studies is a 15-hour minor designed for students interested in developing leadership and management skills while also exploring military history, national security, and global issues. This minor is open to all students, regardless of their major, and can complement a wide range of academic interests. The curriculum provides a foundational understanding of the U.S. Air Force and Space Force, leadership principles, and the role of air and space power in national defense. Students will engage in coursework that fosters critical thinking, problem-solving, and communication skills, preparing them for leadership roles in various fields, both civilian and military. Completion of this minor does not obligate students to join the military but offers valuable insights and skills relevant to military service.",https://academics.charlotte.edu/undergraduate-programs/aerospace-studies-air-force-rotc-minor,,Minor in Aerospace Studies,https://academics.charlotte.edu/undergraduate-programs/,Minor
,"The Africana Studies B.A. program provides students with a multidisciplinary approach to the study of African-descended peoples across Africa, North and South America, and the Caribbean. Drawing from the Humanities and Social Sciences, our coursework investigates the history, cultures, and politics of Africana peoples throughout time. Students engage with key concepts in Africana Studies, including race, racism, ethnicity, class, gender, sexuality, and nationality, through courses in history, literature, music, political science, sociology, anthropology, and religious studies. Through this rigorous program of study, students develop critical thinking, analytical, and communication skills, preparing them for a wide range of careers in education, government, social justice, nonprofit organizations, and global affairs. Our program also provides excellent preparation for graduate studies in Africana Studies, History, English, Political Science, and other related fields.",https://africana.charlotte.edu/academics/undergraduate-program,,Bachelor of Arts in Africana Studies,https://academics.charlotte.edu/undergraduate-programs/,
Health & Environment Concentration,"The Health & Environment Concentration focuses on issues of health disparities, environmental racism, and environmental injustice, especially as they pertain to people of African descent. Students learn to critique conventional approaches to public health and environmental studies and explore new approaches that draw on the traditions of Africana Studies. The concentration prepares students for graduate study or careers in health, social work, public policy, environmental justice advocacy, and other related fields.",https://africana.charlotte.edu/academics/undergraduate-programs/ba-africana-studies,,"Bachelor of Arts in Africana Studies, Health and Environment Concentration",https://academics.charlotte.edu/undergraduate-programs/,
,"The minor in Africana Studies, housed in the Department of Africana Studies, provides students an interdisciplinary approach to the study of the peoples of African descent on the African continent and throughout the diaspora. It is designed to prepare students to understand the diverse histories, cultures, politics, and social experiences of these populations from antiquity to the present. The minor provides students the necessary intellectual tools to comprehend the origins, patterns, and consequences of global social inequalities. The program provides the intellectual framework for students to critically analyze racial formations, identity and power. A minor in Africana Studies enhances skills and knowledge that are essential in today’s diverse workforce and global society.",https://clas.charlotte.edu/africana-studies-minor,,Minor in Africana Studies,https://academics.charlotte.edu/undergraduate-programs/,
Popular Culture and Digital Media Concentration,"This concentration in Africana Studies equips students with a critical understanding of the historical, social, political, economic, and cultural forces that shape the lives of people of African descent, particularly as these forces are shaped and expressed through popular culture and digital media. Students will examine various forms of popular culture (e.g., music, film, television, sports, fashion, gaming) and digital media (e.g., social media, online platforms, digital activism) as sites of cultural production, resistance, and identity formation within Africana communities globally. The curriculum emphasizes interdisciplinary approaches, theoretical frameworks, and research methodologies to analyze the complexities of popular culture and digital media from an Africana Studies perspective. Through this concentration, students will develop strong analytical, critical thinking, research, and communication skills, preparing them for careers in media, communications, arts and entertainment, education, public policy, community organizing, or for further graduate studies.",https://academics.charlotte.edu/undergraduate-programs/africana-studies-popular-culture-and-digital-media-concentration-ba,,"Bachelor of Arts in Africana Studies, Popular Culture and Digital Media Concentration",https://academics.charlotte.edu/undergraduate-programs/,
Social Justice and the Law,"The Bachelor of Arts in Africana Studies (AFST) program is an interdisciplinary course of study that focuses on the study of people of African descent, the African continent, and the African diaspora from an historical and contemporary perspective. Drawing on a wide range of disciplines, the major provides an understanding of how race, gender, class, nationality, and sexuality shape individual and group identity and experiences. Through a critical lens, students investigate the impact of social, political, economic, and cultural forces on people of African descent. Students gain the critical thinking, communication, and research skills necessary to pursue a wide range of graduate studies and professional careers. Students can choose between four concentrations that enhance their major and lead to specific professional paths: General Concentration; Social Justice and the Law; Afro-Diasporic Languages and Global Studies; and Pre-doctoral Studies in Africana Studies.",https://africana.charlotte.edu/academics/undergraduate-programs/ba-africana-studies,,"Bachelor of Arts in Africana Studies, Social Justice and the Law Concentration",https://academics.charlotte.edu/undergraduate-programs/,
,"American Studies is an interdisciplinary field that examines the history, culture, and society of the United States. It encompasses a broad range of topics, including literature, history, art, music, film, religion, politics, economics, and popular culture. The field encourages students to think critically about the complexities and contradictions of American life, exploring both its unifying themes and its diverse experiences. An American Studies minor provides students with a broad understanding of American culture and society, developing their critical thinking, research, and communication skills.",https://history.charlotte.edu/academics/undergraduate-program/minor-american-studies,,Minor in American Studies,https://academics.charlotte.edu/undergraduate-programs/,
