Program name,Program Page url
Bachelor of Science in Accounting,https://academics.charlotte.edu/undergraduate-programs/
Minor in Actuarial Mathematics,https://academics.charlotte.edu/undergraduate-programs/
Undergraduate Certificate in Actuarial Studies,https://academics.charlotte.edu/undergraduate-programs/
Undergraduate Certificate in Advanced Dance Studies,https://academics.charlotte.edu/undergraduate-programs/
Minor in Aerospace Studies,https://academics.charlotte.edu/undergraduate-programs/
Bachelor of Arts in Africana Studies,https://academics.charlotte.edu/undergraduate-programs/
"Bachelor of Arts in Africana Studies, Health and Environment Concentration",https://academics.charlotte.edu/undergraduate-programs/
Minor in Africana Studies,https://academics.charlotte.edu/undergraduate-programs/
"Bachelor of Arts in Africana Studies, Popular Culture and Digital Media Concentration",https://academics.charlotte.edu/undergraduate-programs/
"Bachelor of Arts in Africana Studies, Social Justice and the Law Concentration",https://academics.charlotte.edu/undergraduate-programs/
Minor in American Studies,https://academics.charlotte.edu/undergraduate-programs/
"Bachelor of Arts in Anthropology, Applied Anthropology Concentration",https://academics.charlotte.edu/undergraduate-programs/
Minor in Anthropology,https://academics.charlotte.edu/undergraduate-programs/
Bachelor of Arts in Architecture,https://academics.charlotte.edu/undergraduate-programs/
Minor in Architecture,https://academics.charlotte.edu/undergraduate-programs/
Minor in Art,https://academics.charlotte.edu/undergraduate-programs/
"Bachelor of Fine Arts in Art, 3D Interdisciplinary Studies Concentration",https://academics.charlotte.edu/undergraduate-programs/
"Bachelor of Arts in Art, Art History Concentration",https://academics.charlotte.edu/undergraduate-programs/
"Bachelor of Fine Arts in Art, Ceramics Concentration",https://academics.charlotte.edu/undergraduate-programs/
"Bachelor of Fine Arts in Art, Digital Media Concentration",https://academics.charlotte.edu/undergraduate-programs/
"Bachelor of Fine Arts in Art, Fibers Concentration",https://academics.charlotte.edu/undergraduate-programs/
"Bachelor of Fine Arts in Art, Graphic Design Concentration",https://academics.charlotte.edu/undergraduate-programs/
"Bachelor of Fine Arts in Art, Illustration Concentration",https://academics.charlotte.edu/undergraduate-programs/
"Bachelor of Fine Arts in Art, Painting Concentration",https://academics.charlotte.edu/undergraduate-programs/
"Bachelor of Fine Arts in Art, Photography Concentration",https://academics.charlotte.edu/undergraduate-programs/
"Bachelor of Fine Arts in Art, Print Media Concentration",https://academics.charlotte.edu/undergraduate-programs/
"Bachelor of Fine Arts in Art, Sculpture Concentration",https://academics.charlotte.edu/undergraduate-programs/
Minor in Art History,https://academics.charlotte.edu/undergraduate-programs/
Minor in Asian Studies,https://academics.charlotte.edu/undergraduate-programs/
Minor in Astronomy,https://academics.charlotte.edu/undergraduate-programs/
Bachelor of Science in Biology,https://academics.charlotte.edu/undergraduate-programs/
Minor in Biology,https://academics.charlotte.edu/undergraduate-programs/
Minor in Biotechnology,https://academics.charlotte.edu/undergraduate-programs/
Minor in Business Administration,https://academics.charlotte.edu/program-type/minor/page/5/
"Bachelor of Science in Business Administration, Business Analytics Concentration",https://academics.charlotte.edu/undergraduate-programs/
Bachelor of Science in Chemistry,https://academics.charlotte.edu/undergraduate-programs/
Minor in Chemistry,https://academics.charlotte.edu/undergraduate-programs/
Minor in Chinese,https://academics.charlotte.edu/undergraduate-programs/
Bachelor of Science in Civil Engineering,https://academics.charlotte.edu/undergraduate-programs/
Minor in Civil Engineering,https://academics.charlotte.edu/undergraduate-programs/
Minor in Classical Studies,https://academics.charlotte.edu/undergraduate-programs/
Minor in Communication Studies,https://academics.charlotte.edu/undergraduate-programs/
"Bachelor of Arts in Communication Studies, Health Communication Concentration",https://academics.charlotte.edu/undergraduate-programs/
"Bachelor of Arts in Communication Studies, Mass Media Concentration",https://academics.charlotte.edu/undergraduate-programs/
"Bachelor of Arts in Communication Studies, Organizational Communication Concentration",https://academics.charlotte.edu/undergraduate-programs/
"Bachelor of Arts in Communication Studies, Public Advocacy Concentration",https://academics.charlotte.edu/undergraduate-programs/
"Bachelor of Arts in Communication Studies, Public Relations Concentration",https://academics.charlotte.edu/undergraduate-programs/
Bachelor of Science in Computer Engineering,https://academics.charlotte.edu/undergraduate-programs/
Minor in Computer Engineering,https://academics.charlotte.edu/undergraduate-programs/
Bachelor of Arts in Computer Science,https://academics.charlotte.edu/undergraduate-programs/
Bachelor of Science in Computer Science,https://academics.charlotte.edu/undergraduate-programs/
Minor in Computer Science,https://academics.charlotte.edu/undergraduate-programs/
Bachelor of Science in Construction Management,https://academics.charlotte.edu/undergraduate-programs/
Minor in Criminal Justice and Criminology,https://academics.charlotte.edu/undergraduate-programs/
Bachelor of Arts in Dance,https://academics.charlotte.edu/undergraduate-programs/
Minor in Dance,https://academics.charlotte.edu/undergraduate-programs/
Bachelor of Science in Data Science,https://academics.charlotte.edu/undergraduate-programs/
Minor in Data Science,https://academics.charlotte.edu/undergraduate-programs/
Bachelor of Science in Economics,https://academics.charlotte.edu/undergraduate-programs/
Minor in Economics,https://academics.charlotte.edu/undergraduate-programs/
Bachelor of Science in Electrical Engineering,https://academics.charlotte.edu/undergraduate-programs/
Minor in Electrical Engineering,https://academics.charlotte.edu/undergraduate-programs/
Bachelor of Arts in Elementary Education,https://academics.charlotte.edu/undergraduate-programs/
Bachelor of Arts in English,https://academics.charlotte.edu/undergraduate-programs/
Minor in English,https://academics.charlotte.edu/undergraduate-programs/
Bachelor of Science in Environmental Engineering,https://academics.charlotte.edu/undergraduate-programs/
Minor in Environmental Engineering,https://academics.charlotte.edu/undergraduate-programs/
Minor in Environmental Science,https://academics.charlotte.edu/undergraduate-programs/
Minor in Ethics and Applied Philosophy,https://academics.charlotte.edu/undergraduate-programs/
Minor in European Studies,https://academics.charlotte.edu/undergraduate-programs/
Bachelor of Science in Exercise Science,https://academics.charlotte.edu/undergraduate-programs/
Bachelor of Science in Finance,https://academics.charlotte.edu/undergraduate-programs/
Minor in Finance,https://academics.charlotte.edu/undergraduate-programs/
Minor in Fire and Emergency Management,https://academics.charlotte.edu/undergraduate-programs/
Minor in Foreign Language Education,https://academics.charlotte.edu/undergraduate-programs/
Minor in French,https://academics.charlotte.edu/undergraduate-programs/
Minor in Geography,https://academics.charlotte.edu/undergraduate-programs/
