QsWorldRanking,School,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,Term,LiveDate,DeadlineDate,Fees,AverageScholarshipAmount,CostPerCredit,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,Program duration,Tuition fee,Program name,Program Page url
1201-1400,Buchtel College of Arts and Sciences,,4.0,3.0,,Fall,,February 15,11547,,$641.50 (Resident); $966.26 (Non-Resident),Full-tuition scholarship and a stipend,,Graduate Assistantships,,"$11,547/Year (Resident); $17,392.68/Year (Non-Resident)",Master of Arts in Applied History and Public Humanities,https://www.uakron.edu/academics_majors/graduate_programs/
,Buchtel College of Arts and Sciences,,4.0,2.75,,"Fall, Spring, Summer",,,9421.5,,628.10,,,,15 credit hours,"$9,421.50 for the 15-credit program (based on the Ohio Resident Distance Learning rate of $628.10 per credit hour)",Certificate in Applied Politics,https://www.uakron.edu/academics_majors/graduate_programs/
1201-1400,"School of Dance, Theatre, and Arts Administration",,4.0,2.75,,"Fall, Spring",,,,,$551.20 per credit hour (in-state); $857.00 per credit hour (out-of-state),"Full tuition waiver and a stipend of $10,000 for the academic year.",,Graduate Assistantships,2 years,,Master of Arts in Arts Administration,https://www.uakron.edu/dtaa/artsadmin/
,Buchtel College of Arts and Sciences,,4.0,3.0,,Fall,,February 1,,,"Ohio Resident: $570.10/credit, Non-Resident: $891.98/credit","$12,500 stipend (for 2023-2024)",Full tuition waiver available via assistantship,Graduate Assistantships,,,Master of Arts in English: Composition,https://www.uakron.edu/academics_majors/graduate_programs/
,Buchtel College of Arts and Sciences,,4.0,3.0,,Fall,,,17684.16,12000,"Ohio Resident: $552.63, Non-Resident: $854.23","$12,000 stipend plus a full tuition waiver",100%,Graduate Assistantship,,,Master of Arts in English: Literature,https://english.osu.edu/
,Buchtel College of Arts & Sciences,,4.0,3.0,,Fall,,,"$11,996.10/Year (Resident), $20,296.26/Year (Non-Resident)","$18,000 stipend plus full tuition waiver","$666.45 (Resident), $1127.57 (Non-Resident)","Stipend of approximately $18,000 for the nine-month academic year and a full tuition scholarship.",100% tuition waiver for students with assistantships,Teaching and research assistantships,2 years,"$11,996.10/Year (Resident), $20,296.26/Year (Non-Resident)",Master of Science in Geology,https://bulletin.uakron.edu/graduate/colleges-programs/arts-sciences/geosciences/geology-ms/
1201-1400,Buchtel College of Arts and Sciences,,4.0,3.0,,Fall,,January 15,,,"$632.30/credit (Ohio Resident), $962.48/credit (Non-Ohio Resident)",23000,100%,Graduate Assistantships,4 to 6 years,,PhD in Integrated Bioscience,https://www.uakron.edu/academics_majors/graduate_programs/
1001-1200,Buchtel College of Arts and Sciences,,4.0,3.0,,"Fall, Spring",,,,,"Ohio Resident: $618.11, Non-Ohio Resident: $953.51",,,Graduate Teaching Assistantships,2 years,"Ohio Resident (Graduate): approx. $11,126 per year; Non-Ohio Resident (Graduate): approx. $17,163 per year. Based on 2023-24 rates for 9 credits per semester.",Master of Science in Mathematics: Applied Mathematics,https://science.indianapolis.iu.edu/academics/degrees-and-programs/_degrees/mathematics-ms-iupui-mathms.html
,Buchtel College of Arts and Sciences,,4.0,3.0,,"Fall, Spring",,,"Ohio Resident: $8,480.10/Year; Non-Ohio Resident: $12,917.40/Year",,Ohio Resident: $565.34/credit; Non-Ohio Resident: $861.16/credit,"Graduate assistantships provide a full tuition waiver and a minimum stipend of $12,000 for a 9-month appointment.",,Graduate Assistantships,2 years,"Ohio Resident: $8,480.10/Year; Non-Ohio Resident: $12,917.40/Year",Master of Arts in Political Science: Applied Politics,https://www.uakron.edu/academics_majors/graduate_programs/
801-1000,School of Polymer Science and Polymer Engineering,,4.0,3.0,,"Fall, Spring, Summer",,,"$18,383.40/Year",,"$662.30/credit (Resident), $1,021.30/credit (Non-Resident)",,,"Fellowships, Research Assistantships, Teaching Assistantships",,"$18,383.40/Year",Master of Science in Polymer Engineering,https://www.uakron.edu/polymer/programs/ms-polymer-engineering
,School of Polymer Science and Polymer Engineering,,4.0,3.0,,Fall,,,,"$30,000 per year stipend",Ohio Resident: $565.34/credit hour; Non-Ohio Resident: $888.64/credit hour,"$30,000 per year stipend plus tuition and fee waiver",100% of full-time Ph.D. students receive a graduate assistantship,Graduate Assistantship,4.5 years,,PhD in Polymer Science,https://www.uakron.edu/polymer/programs/phd-polymer-science
,Buchtel College of Arts and Sciences,,4.0,3.0,,Fall,,December 1,,"Stipend of $18,000 - $18,500 per year",Ohio Resident: $565.72/credit hour; Non-Ohio Resident: $886.50/credit hour,"Full tuition waiver plus a stipend of $18,000 - $18,500 per year",100% tuition coverage,Graduate Assistantships,5 years,,PhD in Psychology: Industrial/Organizational,https://www.uakron.edu/academics_majors/graduate_programs/
1001-1200,Buchtel College of Arts and Sciences,,4.0,3.0,,Fall,,December 1,"$10,635.94/Year (Ohio Resident), $15,642.10/Year (Non-Ohio Resident)",,"$514.88 (Ohio Resident), $793.00 (Non-Ohio Resident)","Full tuition waiver plus a minimum stipend of $10,000 for the nine-month academic year for graduate assistants.",100% tuition waiver for graduate assistants.,"Graduate Assistantships, Internships",2 years,"$10,635.94/Year (Ohio Resident), $15,642.10/Year (Non-Ohio Resident)",Master of Arts in Psychology: Industrial/Organizational,https://psychology.rice.edu/graduate/miop
1201-1400,School of Speech-Language Pathology and Audiology,,4.0,3.0,,Fall,,"January 15, 2026",,,"$665.41 per credit hour for Ohio Residents, $1,059.95 per credit hour for Non-Ohio Residents",,,Endowed scholarships,5 semesters,"$665.41 per credit hour for Ohio Residents, $1,059.95 per credit hour for Non-Ohio Residents (2024-2025 rates). The program requires a minimum of 53 credits.",Master of Arts in Speech-Language Pathology,https://hesp.umd.edu/undergraduate/program-highlights-master-arts-program-speech-language-pathology-%28spla%29
1201-1400,Buchtel College of Arts and Sciences,,4.0,3.0,,"Fall, Spring",,,,,"$596.16 (In-state), $866.40 (Out-of-state)",,,"Assistantships, Fellowships, Scholarships",2 years,,Master of Science in Statistics,https://www.uakron.edu/academics_majors/graduate_programs/
