QsWorldRanking,School,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,Term,LiveDate,DeadlineDate,Fees,AverageScholarshipAmount,CostPerCredit,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,Program duration,Tuition fee,Program name,Program Page url
,College of Aeronautics,2.0,4.0,2.5,,"Fall, Spring, Summer",,,$800/credit hour,,800,"Grants range from $500 to $1,500",10%,"Merit-based, Need-based",2-3 years,"$24,000 for the entire 30-credit program",Master of Science in Aeronautics,https://erau.edu/degrees
,College of Aviation / College of Aeronautics,,4.0,2.5,,Rolling,,,"$34,526/Year",,"$1,836",,,Merit-based,,"$33,048/Year",Master of Science in Aeronautics with Specialization in Aviation and Aerospace Sustainability,https://erau.edu/degrees
,College of Aviation,,4.0,2.5,,"Rolling admissions for Fall, Spring, and Summer terms",,,"$32,724/Year",,1818,"$5,000 - $13,500",,"Merit-based, Assistantships, Grants",2 years,"$32,724/Year",Master of Science in Aeronautics with Specialization in Small Uncrewed Aircraft Systems (sUAS) Operations,https://erau.edu/degrees
,College of Aviation,2.0,4.0,2.5,,"Fall, Spring, Summer",,,23460,,782,,,"Merit-based, Need-based",,$782 per credit hour (Worldwide/Online Campus),Master of Science in Aeronautics with Specialization in Uncrewed and Autonomous Systems,https://erau.edu/degrees/master/aeronautics
,College of Aviation,,4.0,2.5,,"Fall, Spring, Summer",,,"$33,048/Year (based on 18 credits)",,"$1,836 per credit hour","$1,000 - $3,000",,"Merit-based, Graduate Assistantships",As little as one year,"$33,048/Year (based on 18 credits)",Master of Science in Aeronautics with Specialization in Space Operations,https://erau.edu/degrees
,College of Aviation,0.0,4.0,2.5,,"Fall, Spring, Summer",,,"$32,674/Year",,"$1,750 per credit hour","$1,500",,"Merit-based, Alumni-based",,"$32,674/Year",Master of Science in Aeronautics with Specialization in Aviation Safety,https://erau.edu/degrees
,College of Aviation,2.0,4.0,,,"Fall, Spring, Summer",,,,,1836,"Up to $5,000 per year",10%,"Merit-based, Need-based, Affiliation-based",,,Master of Science in Aeronautics with Specialization in Human Factors,https://commons.erau.edu/cgi/viewcontent.cgi?article=1011&context=db-sgs-newletter
,College of Aeronautics,,4.0,2.5,,Multiple start terms,,,14094,,$748 per credit hour,"Up to $4,800",,"New student, Returning student, Affiliation-based",,14094,Master of Science in Aeronautics with Specialization in Aviation Maintenance,https://erau.edu/degrees/master/aeronautics
801-1000,College of Aviation,,4.0,2.5,,"Fall, Spring, Summer",,,"$32,436/Year",,"$1,802 per credit hour (Daytona Beach/Prescott) or $820 per credit hour (Worldwide)",,,Merit-based,30 credit hours,"Total Program Tuition: $54,060 (Daytona Beach/Prescott) or $24,600 (Worldwide)",Master of Science in Aeronautics with Specialization in Aviation Cybersecurity,https://erau.edu/degrees
,College of Business,,4.0,2.5,,Multiple monthly start dates,,,22860,,$762 per credit hour,"$1,000 - $1,500",,"Merit-based, Need-based",30 credit hours,"$22,860 for the entire program (30 credits * $762/credit)",Master of Science in Aerospace Business Analytics,https://erau.edu/degrees
,College of Engineering,,4.0,3.0,,"Fall, Spring, Summer",,,,,1868,"Graduate assistantships offer tuition waivers and stipends; grants up to $1,500/year are available.",,"Assistantships, Grants",,"$33,624/Year (based on 18 credits)",Master of Science in Aerospace Engineering,https://erau.edu/degrees
,College of Engineering,,4.0,3.0,,"Fall, Spring, Summer",,,"$32,580/Year",,1810,,,"Merit-based, Assistantships",,"$32,580/Year","Master of Science in Aerospace Engineering with Concentration in Aerodynamics, Propulsion, Computational Aero and Fluid Dynamics, Transition and Turbulence, Aeroacoustics, Heat Transfer, and Combustion",https://pe.gatech.edu/degrees/aerospace-engineering
,College of Engineering,,4.0,3.0,,"Fall, Spring, Summer",,,"$32,436/Year",,1802,"$1,500 - $6,000 per year",,"Merit-based, Need-based, Assistantships, Fellowships",2 years,"$32,436/Year",Master of Science in Aerospace Engineering with Concentration in Dynamics and Control,https://www.csulb.edu/college-of-engineering/master-of-science-aerospace-engineering
,College of Engineering,2.0,4.0,3.0,,"Fall, Spring, Summer",,,"$1,836 per credit hour",,1836,,,"Assistantships, Scholarships, Loans",18 months,"$1,836 per credit hour",Master of Science in Aerospace Engineering with Concentration in Structures and Materials,https://daytonabeach.erau.edu/-/media/files/daytona-beach/college-of-engineering/aerospace-engineering/032818-coe-newsletter-final-electronic.pdf
,College of Business,,4.0,3.0,,Monthly,,,,,$820 per credit hour,"$2,000",,"New Student Scholarship, Family Grant, Graduation Scholarship",As little as one year,"$24,600",Master of Science in Airline Management,https://research.com/advice/is-an-aviation-management-online-degree-worth-it
,David B. O'Maley College of Business,,4.0,3.0,,"Fall, Spring",,,"$1,926 per credit hour",,"$1,926","$1,000 - $10,000",,"Merit-based, Graduate Assistantships",30 credit hours,"$1,926 per credit hour",Master of Science in Airport and Air Mobility Management,https://erau.edu/degrees
,College of Aviation,,4.0,2.5,,Rolling Admissions,,,,,"$1,848 per credit hour",,,"Merit-based, Graduate Assistantships",1.5 to 2 years,"$33,264/Year",Master of Science in Airworthiness Engineering,https://erau.edu/degrees
,College of Aviation,,4.0,2.5,,"Fall, Spring, Summer",,,54060,,1802,,,"Scholarships, Assistantships, Fellowships, Grants",,"$1,802 per credit hour",Master of Science in Aviation,https://erau.edu/degrees/master/aviation
,David B. O'Maley College of Business,1.0,4.0,2.5,,"Fall, Spring, Summer",,,"$42,654/Year",,1860,,,"Merit-based, Need-based, Assistantships",,"$42,654/Year",Master of Business Administration in Aviation Management,https://erau.edu/degrees
,College of Engineering,,4.0,3.0,,"Fall, Spring, Summer",,,"$33,488/Year",,1836,,,"Graduate Assistantships, Merit-based, Need-based",,,Master of Science in Computer Science,https://erau.edu/degrees
,College of Arts & Sciences,,4.0,3.0,,"Fall, Spring, Summer",,,"$33,804/Year",,1878,,,Graduate Assistantships,,"$56,340 total program cost",Master of Science in Data Science,https://www.youtube.com/watch?v=dCJX6HUn-IY
,College of Business,0.0,4.0,2.5,,Monthly start dates,,,750,,820,"Up to $1,000",10%,"Institutional grants, Alumni scholarships, Family grants",1 year,24600,Master of Science in Engineering Management,https://engineeringmanagement.org/programs/embry-riddle-aeronautical-university-worldwide-online-mem/
,College of Arts and Sciences,,4.0,3.0,,"Fall, Spring",,,"$16,272/Semester",,"$1,808",,,Merit-based,2 years,"$54,240 - $65,088",Master of Science in Human Factors,https://www.eaap.net/read/6104/erau-master-of-science-in-human.html
,College of Arts & Sciences,,4.0,2.5,,Monthly,,,,,820,,,"Merit-based, Need-based, Location-based",30 credit hours,$820 per credit hour,Master of Science in Human Security and Resilience,https://www.youtube.com/watch?v=giXF02tKNLc
,College of Business,,4.0,2.5,,"January, March, May, August, October",,,,,762,"up to $2,600",10%,"New Student Scholarship, Continuation Scholarship, Alumni Scholarship",30 credit hours,22860,Master of Science in Management,https://www.mim-compass.com/universities/embry-riddle-aeronautical-university/master-of-science-in-management-online
,College of Engineering,,4.0,3.0,,"Fall, Spring",,,"$17,472/Semester or $34,944/Year",,"$1,940 per credit hour",,,"Merit-based (Graduate Assistantships, Fellowships)",,"$17,472/Semester or $34,944/Year",Master of Science in Mechanical Engineering,https://erau.edu/degrees
,College of Aviation,,4.0,3.0,,"Fall, Spring, Summer",,,"$1,626/Year",,"$1,836 per credit hour",,,"Assistantships, Fellowships",,"$33,048/Year",Master of Science in Occupational Safety Management,https://erau.edu/degrees
,College of Aviation,3.0,4.0,2.5,,"Fall, Spring, Summer",,,,,$810 per credit hour,"Up to $1,500",10%,"Merit-based, Need-based, Location-based",30 credit hours,,Master of Science in Space Operations,https://erau.edu/degrees
,"College of Engineering (Daytona Beach/Prescott), College of Aeronautics (Worldwide)",,4.0,2.5,,"Fall, Spring (Residential); January, March, May, June, August, October (Worldwide)",,,,,"$1,812 per credit hour (Residential) / $825 per credit hour (Worldwide)","Varies (e.g., $1,500)",,Merit-based,About two years (Worldwide),"$54,360 (Residential) or $24,750 (Worldwide)",Master of Science in Systems Engineering,https://erau.edu/degrees
,College of Aviation,,4.0,3.0,,"Fall, Spring, Summer",,,"$33,012/Year",,1834,,,"Merit-based, Need-based, and specialty scholarships",,"$33,012/Year",Master of Science in Uncrewed Systems,https://erau.edu/degrees
,College of Engineering,,4.0,3.5,,"Fall, Spring",,,"$32,544/Year",,"$1,808 per credit hour","$26,000 stipend for a 12-month appointment",Full tuition waiver,Graduate Research and Teaching Assistantships,,"$32,544/Year",PhD in Aerospace Engineering,https://erau.edu/degrees
,College of Aviation,0.0,4.0,3.0,,"Fall, Spring","Applications are typically available online one year prior to the desired start term. For Fall 2026, this would be approximately August 2025.","The priority application deadline for fall admission is January 15. For Fall 2026 admission, the deadline would be January 15, 2026.","$16,218 per semester",,1802,"Select students may be offered a Graduate Research Assistantship which includes a stipend of $22,000 for the academic year plus a tuition waiver.",,Graduate Research Assistantship,60 credit hours beyond the master's degree,"$16,218 per semester",PhD in Aviation,https://erau.edu/degrees
,College of Aviation,2.0,4.0,3.0,,Fall,,,"$33,048/Year",,"$1,836 per credit hour",,,Merit-based (Graduate Assistantships),,"$1,836 per credit hour",PhD in Aviation with Specialization in Aviation Safety,https://erau.edu/degrees
,College of Aviation,,4.0,3.0,,Fall,,,,,1836,"$20,000-$28,000 stipend plus full tuition for the academic year",,"Graduate Assistantships, Ph.D. Fellowships",Approximately 4 years,,PhD in Aviation with Specialization in Aviation Human Factors,https://www.prnewswire.com/news-releases/embry-riddle-aeronautical-university-introduces-phd-in-human-factors-gains-highest-accreditation-from-sacs-commission-on-colleges-271427091.html
,College of Aviation,,4.0,3.0,,Fall,,,"$1,985 per credit hour",,1985,"$4,000 to $25,000 annually",,Graduate assistantships and doctoral fellowships,Up to 7 years,"$1,985 per credit hour",PhD in Aviation with Specialization in Aviation Operations,https://erau.edu/degrees/doctoral/aviation
,College of Aviation,,4.0,3.0,,Fall,,January 15,32724,,"$1,818 per credit hour","Up to $2,500 per year for grants; Assistantships provide a full tuition waiver plus a stipend.",,"Graduate Assistantships, Graduate Grants",3-4 years of full-time study,"$32,724 per year (based on 18 credits)",PhD in Aviation with Specialization in Intradisciplinary,https://erau.edu/degrees
,College of Business,,4.0,3.0,,Fall,,,,,"$1,940",,,Need-based,,,Doctor of Aviation Business Administration,https://erau.edu/degrees
,College of Engineering,,4.0,3.5,,"Fall, Spring, Summer",,,"$34,200/Year",,1900,"The Dean's Doctoral Assistantship provides a $26,000 stipend per academic year plus a tuition waiver for up to 9 credit hours per semester.",,Assistantships,,"$34,200/Year",PhD in Electrical Engineering & Computer Science,https://erau.edu/degrees
,College of Arts & Sciences,2.0,4.0,3.0,,"Fall, Spring, Summer",,,"$34,398/Year",,"$1,836 per credit hour",,,Graduate Assistantships (Teaching and Research),,"$34,398/Year",PhD in Engineering Physics,https://erau.edu/degrees
,College of Arts and Sciences,,4.0,3.0,,Fall,,,,,1848,,,"Doctoral fellowships, Graduate assistantships",,,PhD in Human Factors,https://erau.edu/degrees/doctoral/human-factors
,College of Engineering,2.0,4.0,3.5,,"Fall, Spring, Summer",,,,,"$1,892 per credit hour",,,Graduate Assistantships,,"$34,056/Year",PhD in Mechanical Engineering,https://erau.edu/degrees
,College of Aviation,,4.0,,,"Fall, Spring, Summer",,,8280,,460,"Up to $12,000 per year",,Merit-based,18 credit hours,8280,Certificate in Airline Management,https://erau.edu/degrees
,College of Aeronautics,,4.0,2.5,,Monthly Starts,,,,,820,,,Grants,12 credit hours,9840,Graduate Certificate in Airworthiness Engineering,https://erau.edu/degrees
,College of Aviation,,4.0,2.5,,"Fall, Spring, Summer",,,,,"$1,812 (Daytona Beach Campus) / $820 (Worldwide Campus)",,"Up to 10% (e.g., Alumni Legacy Grant)","Merit-based, Alumni-based",As little as one year,"Worldwide Campus: $9,840 (total program estimate); Daytona Beach Campus: $21,744 (total program estimate)",Graduate Certificate in Human Factors,https://erau.edu/degrees
,David B. O'Maley College of Business,,4.0,2.5,,Monthly Starts,,,,,772,"Up to $2,500",,"Merit-based, Need-based",12-24 months,"$9,264 for the entire program",Graduate Certificate in Marketing,https://erau.edu/degrees
,College of Business,,4.0,2.5,,Multiple start dates year-round,,,,,820,,,"Military & Veteran Benefits, Corporate Partnerships, Federal Student Aid",As little as one year,14760,Graduate Certificate in Project Management,https://erau.edu/degrees
