QsWorldRanking,School,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,Term,LiveDate,DeadlineDate,Fees,AverageScholarshipAmount,CostPerCredit,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,Program duration,Tuition fee,Program name,Program Page url
,School of Arts & Sciences,,4.0,3.0,,"Fall, Spring",,,"$15,786/Semester",,1754,,20-40%,"Merit-based, Need-based, Assistantships",As little as one year,"$15,786/Semester",Master of Science in Applied Data Science,https://www.clarkson.edu/academics/graduate/programs
,Lewis School of Health Sciences,,4.0,3.0,,"Fall, Spring",,,"$31,608/Year",,1756,"starting at $6,000 per year",Up to 20%,Merit-based,1 year full-time,"$31,608/Year",Master of Arts in Bioethics,https://www.bioethicsdirectors.net/graduate-bioethics-education-programs-results/entry/1591/
751-800,School of Arts & Sciences,1.0,4.0,3.0,,"Fall, Spring",,,"$21,072/Semester or $42,144/Year",,1756,,20 to 40 percent,"Merit-based scholarships, Assistantships",30 credit hours,"$21,072/Semester or $42,144/Year","Master of Science in Bioscience and Biotechnology, Interdisciplinary",https://www.clarkson.edu/academics/graduate/programs
#491-500 band,David D. Reh School of Business,,4.0,3.0,,"Fall, Spring, Summer",,,51420,,1714,,,Merit-based,30 credit hours,51420,Master of Science in Business of Energy,https://www.grad.miami.edu/graduate-education/a-z-listing-graduate-programs/index.html
,Reh School of Business,,,,,"Fall, Spring, Summer",,,"$51,608 for the full program",,"$1,698",,,Merit-based,"One year, full-time","$51,608 for the full program",Master of Business Administration,https://www.clarkson.edu/academics/graduate/programs
,Reh School of Business,,4.0,3.0,,"Fall, Spring, Summer",,,71540,,"$1,460/credit",,,"Merit-based, Endowed/Restricted, External",As little as 21 months,71540,"Master of Business Administration, Online",https://www.clarkson.edu/academics/graduate/programs
,David D. Reh School of Business,,4.0,3.0,,"Fall, Spring, Summer","October 1, 2025","August 15, 2026",48284/Year,,1610,,15% to 60%,Merit-based,One-Year,48284/Year,Master of Business Administration in Business Analytics,https://www.clarkson.edu/news-events/clarkson-university-introduces-new-business-analytics-mba-program
,Wallace H. Coulter School of Engineering,,4.0,3.0,,"Fall, Spring",,,,,1754,"up to $10,000",,"Merit-based scholarships, Assistantships",three to four semesters,31572/Year,Master of Science in Chemical Engineering,https://www.clarkson.edu/academics/graduate/programs
,School of Arts & Sciences,0.0,4.0,3.0,,"Fall, Spring",,January 15 (priority deadline for funding for Fall admission); October 15 (priority deadline for funding for Spring admission),"$16,281/Semester",,1809,,,"Teaching assistantships, Research assistantships",2 years,"$16,281/Semester",Master of Science in Chemistry,https://www.clarkson.edu/academics/graduate/programs
,Wallace H. Coulter School of Engineering,,4.0,3.0,,"Fall, Spring, Summer",,,32418,,1801,"$5,000 to $15,000 per year",,Merit-based,one full academic year,,Master of Science in Civil and Environmental Engineering,https://www.clarkson.edu/academics/graduate/programs
