Program name,Program Page url
Master of Education in Art Education,https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
Art Education (Certification),https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
Master of Fine Arts in Communication Design,https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
Master of Education in Music Education,https://www.kutztown.edu/academics/colleges-and-departments/visual-and-performing-arts/majors-minors-and-certificates/music/music-degrees/master-of-education-in-music-education.html
Music Education (Certification),https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
Master of Business Administration (MBA),https://www.kutztown.edu/academics/colleges-and-departments/business/master-of-business-administration-(mba).html
Graduate Certificate in Business Decision-Making,https://www.kutztown.edu/decisionmakingcertificate
Master of Science in Computer Science,https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
Graduate Certificate in Data Analytics (MBA),https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
Graduate Certificate in Leadership (MBA),https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
Master of Public Administration (MPA),https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
Master of Education in Student Affairs in Higher Education,https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
Master of Arts in Addiction Counseling,https://www.kutztown.edu/academics/colleges-and-departments/education/academic-departments/counselor-education-and-student-affairs/student-handbook.html
Master of Arts in Clinical Mental Health Counseling,https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
"Master of Arts in Marriage, Couple and Family Counseling",https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
Master of Science in School Counseling,https://www.kutztown.edu/academics/colleges-and-departments/education/academic-departments/counselor-education-and-student-affairs/counseling-programs/master-of-science-in-school-counseling.html
Autism (Endorsement Certification),https://www.kutztown.edu/academics/colleges-and-departments/education/academic-departments/special-education/programs/autism-endorsement.html
Curriculum and Instruction (Supervisory Certificate),https://www.kutztown.edu/academics/colleges-and-departments/education/academic-departments/secondary-education/graduate-programs/supervisory-certification-curriculum-and-instruction.html
English as a Second Language (Certification),https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
Instructional Coach (Endorsement Certificate),https://prps.org/files/download/documents/Kutztown%20University.pdf
Master of Education in Instructional Technology,https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
Instructional Technology Specialist (Certification),https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
Master of Library Science (MLS),https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
Master of Library Science (MLS) plus Initial Certification or Extension of Certification,https://www.kutztown.edu/academics/colleges-and-departments/education/academic-departments/elementary-middle-level-library-and-technologies-education/library-science-programs.html
Master of Education in Multicultural Education,https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
PreK-12 Principal (Certification),https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
Master of Education in Reading Specialist,https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
Reading Specialist (Certification),https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
Master of Education in Secondary Education,https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
Secondary Education (M.Ed. plus Certification),https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
Special Education (Certification),https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
Doctor of Education in Transformational Teaching and Learning (EdD),https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
Visual Impairment (Certification),https://www.kutztown.edu/academics/colleges-and-departments/education/academic-departments/special-education/programs/visual-impairment-certification-preparation-program.html
Graduate Certificate in School Social Work,https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
Master of Social Work (MSW),https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
Doctor of Social Work (DSW),https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
Graduate Certificate in Communication Design: Creative Catalyst,https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
Graduate Certificate in Communication Design: Creative Futures,https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
Graduate Certificate in Communication Design: Creative Refresh,https://www.kutztown.edu/academics/colleges-and-departments/visual-and-performing-arts/majors-minors-and-certificates/art-and-design/graduate-certificates-in-communication-design.html
Graduate Certificate in Computer Science: Data Analytics,https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
Graduate Certificate in Computer Science: Database Design and Administration,https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
Graduate Certificate in Geography: Geospatial Information Technology,https://www.kutztown.edu/academics/colleges-and-departments/liberal-arts-and-sciences/departments/geography/program-and-course-information/geography-course-descriptions.html
