Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsRecommendationSystemOpted,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url,error
Required,Required,"A bachelor's degree from an accredited institution. A final undergraduate GPA of at least a 3.0. An official transcript from each institution where credits were earned. A 500-word statement addressing your career goals and how the KU M.Ed. in Art Education will help you achieve them. A portfolio of 15-20 images of your artwork. Two letters of recommendation from individuals who can speak to your academic and/or professional potential. A resume/CV. An active teaching certification is required to be admitted into the program. If you are not certified, please see our Art Education Certification Program. International applicants may have additional requirements.",Not Required,True,False,,False,False,False,,,program,Master of Education in Art Education,https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html,
Not Required,Required,Completed online application and payment of the application fee. An official transcript from each college or university attended. A Bachelor's degree from a regionally accredited institution with a major in Art with a minimum GPA of 3.0. Statement of goals. Two letters of recommendation. Portfolio of 20 images of personal artwork. Successful interview with the Art Education Graduate Coordinator. Basic skills testing requirements as mandated by the Pennsylvania Department of Education must be met.,Not Required,True,False,,False,False,False,,,program,Art Education (Certification),https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html,
Required,Required,"To be considered for the M.F.A. in Communication Design program, applicants must submit the following: A completed graduate application; a non-refundable $35 application fee; a bachelor's degree from a regionally accredited institution; official undergraduate/graduate transcripts from all colleges/universities attended; a minimum 3.00 GPA is required for all undergraduate/graduate work; a 500-word Statement of Intent outlining your purpose in pursuing graduate study in Communication Design; a portfolio of 15-20 images of your most accomplished work; a current résumé; and two letters of recommendation. An on-campus or telephone interview may be required.",Not Required,True,False,,False,False,False,,,program,Master of Fine Arts in Communication Design,https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html,
Not Required,Required,Complete the online application. Pay the application fee. Official transcripts from all colleges/universities attended. A cumulative undergraduate GPA of 3.0 or higher is required. A bachelor’s degree in Music Education from an accredited institution. A copy of teaching certification. Three letters of recommendation. A two-to-three page personal essay (statement of goals). Submission of a videotape demonstrating musical skills.,Not Required,True,False,False,False,False,False,,,program,Master of Education in Music Education,https://www.kutztown.edu/academics/colleges-and-departments/visual-and-performing-arts/majors-minors-and-certificates/music/music-degrees/master-of-education-in-music-education.html,
Required,Required,"In addition to the University's general requirements for admission to a graduate program, applicants for admission to the Music Education Certification program must meet the following criteria:
1. A baccalaureate degree in music (e.g. B.M., B.S. or B.A. in Music) from a regionally accredited institution with a minimum GPA of 3.0. A review of official transcripts from all institutions attended is required.
2. Passing scores on the PAPA (Pre-service Academic Performance Assessment) in Reading, Writing and Mathematics, or waiver via qualifying SAT or ACT scores. For further information about qualifying scores for the waiver, please go to the PDE website. Passing scores on all tests must be presented before formal admission can be granted.
3. A 300-500 word essay describing the applicant’s professional goals and reasons for pursuing certification.
4. Two letters of recommendation from persons who are able to comment on the applicant's potential for success as a music educator.
5. A resume which includes a listing of music experiences since graduation from high school (private lessons, performing ensembles, teaching positions, and other related employment).
6. Successful completion of the Music Department audition/interview.",Not Required,True,False,True,False,False,False,,,program,Music Education (Certification),https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html,
Required,Required,Completed online application. Official transcripts from ALL colleges/universities attended. A current resume. A personal statement outlining career goals and motivation for pursuing an MBA. Two letters of recommendation. GMAT is not required but scores can be submitted for consideration. Minimum 3.0 undergraduate GPA (on a 4.0 scale).,Not Required,True,True,,False,False,False,,,program,Master of Business Administration (MBA),https://www.kutztown.edu/academics/colleges-and-departments/business/master-of-business-administration-(mba).html,
,,,,,,,,,,,,error,Graduate Certificate in Business Decision-Making,https://www.kutztown.edu/decisionmakingcertificate,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Required,"In addition to the University graduate admission requirements, the MS in Computer Science program requires:
- A baccalaureate degree from a regionally accredited institution.
- Official transcripts from all institutions attended.
- A minimum cumulative undergraduate GPA of 3.00 (on a 4.0 scale).
- An undergraduate major in Computer Science or a closely related field is recommended. Students with other backgrounds may be admitted, but may be required to take up to four preparatory courses.
- Two letters of recommendation.
- A statement of purpose outlining the applicant's goals and objectives for pursuing the MS in Computer Science.
- International students must demonstrate English proficiency.",Not Required,True,False,False,True,False,False,,,program,Master of Science in Computer Science,https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html,
,,,,,,,,,,,,error,Graduate Certificate in Data Analytics (MBA),https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Required,Required,"All applicants must apply online and submit the following documents: 1. Official transcripts from all undergraduate and graduate institutions attended, with a GPA of 3.0 or higher preferred. 2. Two letters of recommendation from professional or academic references. 3. A written statement of professional goals. 4. Current resume.",Not Required,True,False,,False,False,False,,,program,Graduate Certificate in Leadership (MBA),https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html,
,,,,,,,,,,,,error,Master of Public Administration (MPA),https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,,error,Master of Education in Student Affairs in Higher Education,https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,,error,Master of Arts in Addiction Counseling,https://www.kutztown.edu/academics/colleges-and-departments/education/academic-departments/counselor-education-and-student-affairs/student-handbook.html,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
