QsWorldRanking,School,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,Term,LiveDate,DeadlineDate,Fees,AverageScholarshipAmount,CostPerCredit,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,Program duration,Tuition fee,Program name,Program Page url
,College of Visual and Performing Arts,,4.0,3.0,,"Fall, Spring",,,"In-state: $10,660/Year; Out-of-state: $15,304/Year",,PA Resident: $516.00; Non-Resident: $774.00,"Up to $5,000 stipend plus a tuition waiver per academic year",,Graduate Assistantships,As little as two years,,Master of Education in Art Education,https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
,College of Visual and Performing Arts,,4.0,3.0,,Rolling admissions,,,$10798.20/Year,,"$599.90 (in-state), $857.90 (out-of-state)","Graduate Assistantships provide a stipend of $2,500 or $5,000 per semester, plus a full tuition waiver of up to 9 credits per semester.",,Graduate Assistantships,33 credits,$10798.20/Year,Art Education (Certification),https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
,College of Visual and Performing Arts,,4.0,3.0,,"Fall, Spring",,,"PA Resident: $12,270.78/Year, Non-Resident: $16,914.78/Year",,"PA Resident: $707.46, Non-Resident: $965.46","Graduate Assistantships provide a stipend of $2,500, $5,000, or $10,000 per year and a waiver of tuition.",,Graduate Assistantships,2 years,"PA Resident: $12,270.78/Year, Non-Resident: $16,914.78/Year",Master of Fine Arts in Communication Design,https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
,College of Visual and Performing Arts,,4.0,3.0,,"Fall, Spring, Summer",,,4617,,$626.85 (in-state) / $883.35 (out-of-state),,,Graduate Assistantships,33 credit hours,,Master of Education in Music Education,https://www.kutztown.edu/academics/colleges-and-departments/visual-and-performing-arts/majors-minors-and-certificates/music/music-degrees/master-of-education-in-music-education.html
,College of Visual and Performing Arts,,4.0,3.0,,"Fall, Spring, Summer",,,,,$516 (PA Resident); $774 (Non-Resident),,,Graduate Assistantships,,"$4,644/Semester (PA Resident); $6,966/Semester (Non-Resident)",Music Education (Certification),https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
,College of Business,,4.0,3.0,,"Fall, Spring",,,"PA Resident: $17,230/program; Non-Resident: $24,970/program",,PA Resident: $553/credit; Non-Resident: $811/credit,"$5,000 stipend plus tuition waiver for 18 credits",,Graduate Assistantship,one calendar year for full-time students,"PA Resident: $17,230/program; Non-Resident: $24,970/program",Master of Business Administration (MBA),https://www.kutztown.edu/academics/colleges-and-departments/business/master-of-business-administration-(mba).html
,College of Business,,4.0,2.75,,"Fall, Spring",,,,,"$516.00 per credit (PA Resident), $774.00 per credit (Non-Resident)",,,"Merit-based, Need-based, Graduate Assistantships",12 credits / 2 semesters,,Graduate Certificate in Business Decision-Making,https://www.kutztown.edu/decisionmakingcertificate
,College of Liberal Arts and Sciences,,4.0,3.0,,"Fall, Spring",,,,,"$516.00 (PA Resident), $774.00 (Non-Resident)",,,Graduate Assistantships,,,Master of Science in Computer Science,https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
,College of Business,2.0,4.0,3.0,,"Fall, Spring, Summer",,,6192,,"$516 (in-state), $774 (out-of-state)","Stipends range from $2,500 to $10,000 per year plus tuition waiver for assistantships.",,"Graduate Assistantships, Grants",1 year,"$6,192 (in-state) or $9,288 (out-of-state) for the entire 12-credit program.",Graduate Certificate in Data Analytics (MBA),https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
,College of Business,0.0,4.0,3.0,,"Fall, Spring, Summer",,,,,"$531/credit (PA Resident), $797/credit (Non-Resident)",,,Graduate Assistantships,9 credits,"$4,779 (PA Resident) / $7,173 (Non-Resident) for the full 9-credit program",Graduate Certificate in Leadership (MBA),https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
,College of Liberal Arts and Sciences,,4.0,3.0,,"Fall, Spring, Summer",,,"$12,347.70/Year",,$516 per credit (PA Resident),"Stipends of $2,500, $3,750, or $5,000 per academic year are available through Graduate Assistantships.",,"Graduate Assistantships, Merit-based scholarships",2 years (full-time),"$12,347.70/Year",Master of Public Administration (MPA),https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
,College of Education,1.0,4.0,3.0,,"Fall, Spring",,,,,"$516.00 (PA Resident), $774.00 (Non-Resident)",,,"Graduate Assistantships, Scholarships",2 years (36 credits),,Master of Education in Student Affairs in Higher Education,https://www.kutztown.edu/about-ku/administrative-offices/graduate-studies/graduate-programs.html
,College of Education,2.0,4.0,3.0,,Fall,,,,,$516 (in-state); $774 (out-of-state) per credit,,,Graduate Assistantships,2 years (full-time) or 3-4 years (part-time),,Master of Arts in Addiction Counseling,https://www.kutztown.edu/academics/colleges-and-departments/education/academic-departments/counselor-education-and-student-affairs/student-handbook.html
