QsWorldRanking,School,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,Term,LiveDate,DeadlineDate,Fees,AverageScholarshipAmount,CostPerCredit,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,Program duration,Tuition fee,Program name,Program Page url
,College of Health & Human Services,,4.0,3.0,,Fall,"October 1, 2025","January 15, 2026",8754,,,,,"Merit-based, Need-based",,"$8,754/Year",Master of Arts in Applied Nutrition and Dietetics,https://www.csulb.edu/graduate-studies
,College of Health & Human Services,,4.0,3.0,,Summer,,,"$8,754/Year",,$396 per unit (for non-residents),,,"Merit-based, Need-based, Program-specific",2 years (24 months),"$6,408/Year",Master of Science in Athletic Training,https://www.csulb.edu/graduate-studies
,College of Health and Human Services,,4.0,3.0,,Fall,,,8490,,,,,"Merit-based, need-based",2 years,"$9,338/Year",Master of Science in Criminology and Criminal Justice,https://www.csulb.edu/graduate-studies
,College of Health and Human Services,,4.0,3.0,,Fall,"October 1, 2025","January 15, 2026","$4,836/Semester or $9,672/Year",,,,,"Merit-based, Need-based, Leadership",Two years (full-time) or three years (part-time),"$4,836/Semester or $9,672/Year",Master of Public Health (Community Health),https://www.csulb.edu/graduate-studies
,College of Health and Human Services,,4.0,2.75,,Fall,"October 1, 2025","April 1, 2026",8016,,,,,"Merit-based, Need-based",,"$4,008/Semester",Master of Arts in Curriculum and Instruction in Physical Education,https://www.csulb.edu/graduate-studies
,College of Health and Human Services,,4.0,3.0,,"Fall, Spring",,,"$17,825 for the entire 31-unit program",,575,,,"Merit-based, Need-based",15-22 months,"$17,825 for the entire 31-unit program",Master of Science in Emergency Services Administration,https://www.csulb.edu/graduate-studies
,College of Health & Human Services,,4.0,3.0,,Fall,"October 1, 2025","June 1, 2026",4635,,,1000,,Merit-based,2-3 years,"$3,399/Semester",Master of Science in Health Care Administration,https://www.csulb.edu/college-of-health-human-services/health-care-management/master-of-science-health-care
,College of Health & Human Services,,4.0,3.0,,Fall,"October 1, 2025","February 1, 2026","$14,628/Year",,,,,"Merit-based, Need-based",2 years (36 units),"$14,628/Year",Master of Arts in Kinesiology with option in Coaching and Student Athlete Development,https://www.csulb.edu/graduate-studies
1001-1200,College of Health & Human Services,,4.0,3.0,,Fall,"October 1, 2025","January 15, 2026","$9,014/Year",,,,,"Merit-based, Need-based",2 years,"$9,014/Year",Master of Arts in Kinesiology with option in Individualized Studies,https://www.csulb.edu/college-of-health-human-services/graduate-programs
,College of Health & Human Services,,4.0,3.0,,Fall,,,8670,,,,,"Merit-based, Need-based, Campus/community activities",,"$8,670/Year",Master of Arts in Kinesiology with option in Sport Management,https://www.csulb.edu/graduate-studies
,College of Health & Human Services,,4.0,3.0,,Fall,,,"$8,016/Year",,"$420 per unit (for non-residents, in addition to base tuition)",,,"Merit-based, Need-based, Program-specific",2 years,"$8,016/Year",Master of Science in Kinesiology with option in Exercise Physiology and Nutrition,https://www.csulb.edu/college-of-health-human-services/graduate-programs
,College of Health and Human Services,,4.0,3.0,,Fall,,,"$8,346/Year",,,,,"Merit-based, Need-based",2 years,"$8,346/Year",Master of Science in Kinesiology with option in Exercise Science,https://www.csulb.edu/graduate-studies
,College of Health and Human Services,,4.0,3.0,,Fall,,,8016/Year,,420 per unit (for non-residents),,,"Merit-based, Need-based",2 years,8016/Year,Master of Science in Kinesiology with option in Sport and Exercise Psychology,https://www.csulb.edu/academic-senate/master-of-science-sport-exercise-and-performance-psychology
,College of Health and Human Services,,4.0,3.0,,Fall,,,"$8,754/Year",,,"$100 - $20,000 per academic year",,"Departmental, university-wide, private (based on major, GPA, financial need, etc.)",2 years for full-time students,"$8,754/Year",Master of Science in Gerontology,https://www.csulb.edu/graduate-studies
1301-1400,College of Health & Human Services,,4.0,3.0,,Fall,"October 1, 2025","May 15, 2026","$4,583/Semester",,"$420 per unit (for non-residents, in addition to basic tuition and fees)","Awards typically range from $500 to $2,000",,"Merit-based, Need-based, campus/community activities, and work experience",2 years,"$4,583/Semester",Master of Science in Nutritional Science,https://www.csulb.edu/college-of-health-human-services/family-and-consumer-sciences/ms-program-nutritional-science
,College of Health and Human Services,,4.0,3.0,,Fall,"October 1, 2025","January 15, 2026",8754/Year,,396,,,"Merit-based, Need-based",2 years,8754/Year,Master of Public Health,https://www.csulb.edu/graduate-studies
,College of Health and Human Services,,4.0,3.0,,Fall,"October 1, 2025","May 1, 2026",8754/Year,,,"Up to $1,000",,"Merit-based, Need-based",2-3 years,"$8,754/Year",Master of Public Administration with option in Public Works Administration,https://www.csulb.edu/graduate-studies
,College of Liberal Arts,3.0,4.0,3.0,,Fall,,,"$4,377.00/Semester",,,,,"Merit-based, Need-based",2 years (full-time) to 3 years (part-time),"$4,377.00/Semester",Master of Public Administration with option in Urban Affairs,https://www.csulb.edu/sites/default/files/document/mpa_student_handbook.pdf
,College of Health & Human Services,,4.0,3.0,,Fall,,,9012,,,"Awards of $500 to $1,000 are available",,"Merit-based, Departmental",,"$9,012/Year",Master of Science in Recreation Administration,https://www.csulb.edu/college-of-health-human-services/recreation-and-leisure-studies/masters-degree-recreation
,School of Social Work,,4.0,2.5,,Fall,,,"$4,984/Semester",,$420 per unit for non-residents (in addition to base tuition),"Up to $18,500 for field-specific stipends",,"Field-specific stipends, need-based and merit-based scholarships",2-Year and 3-Year options available,"$4,984/Semester",Master of Social Work,https://www.csulb.edu/graduate-studies
,College of Health & Human Services,,4.0,3.0,,Fall,"October 1, 2025","January 15, 2026","$4,634.62/Semester",,,"$500 - $5,000",,"Merit-based, Need-based",Two years (plus one summer),"$3,588.00/Semester",Master of Arts in Speech-Language Pathology,https://www.csulb.edu/college-of-health-human-services/speech-language-pathology
,College of Liberal Arts,,4.0,3.0,,Fall,,,"$8,550/Year",,$396 per unit (for non-residents),,,"Departmental, Merit-based, Need-based",,"$8,550/Year",Master of Arts in Anthropology with option in General Anthropology,https://www.csulb.edu/graduate-studies
1201-1400,College of Liberal Arts,,4.0,3.0,,Fall,,,8910/Year,,,"Varies, with several departmental awards ranging from $500 - $1,000",,"Merit-based, Need-based",2 years,8910/Year,Master of Arts in Anthropology with option in Applied Anthropology,https://www.csulb.edu/graduate-studies
1201-1400,College of Liberal Arts,2.0,4.0,3.0,,Fall,"October 1, 2025","February 15, 2026",8408,,,,,"Merit-based, Need-based",2 years,"$8,408/Year",Master of Arts in Asian Studies with option in General Asian Studies,https://cla.csulb.edu/departments/aaas/graduate-credential/
1201-1400,College of Liberal Arts,,4.0,3.0,,Fall,,,"$8,996/Year",,420,"Varies, with specific awards from $500 to $2,500",,"Merit-based, Area of study-based",,"$8,996/Year",Master of Arts in Asian Studies with option in Chinese Studies,https://www.csulb.edu/graduate-studies
,College of Liberal Arts,,4.0,3.0,,Fall,October 1,February 1,"$7,314/Semester",,,,,"Merit-based, Need-based, Community Involvement",2 years,"$7,314/Semester",Master of Arts in Asian Studies - Teaching Chinese as a Foreign Language,https://cla.csulb.edu/departments/aaas/graduate-credential/
,College of Liberal Arts,0.0,4.0,3.0,,Fall,"October 1, 2025","February 15, 2026","$9,892/Year",,,,,Merit-based,2 years,"$9,892/Year",Master of Arts in Communication Studies,https://www.eiu.edu/commstudiesgrad/
,College of Liberal Arts,,4.0,2.75,,Fall,"October 1, 2025","January 15, 2026","$4,221/Semester",,$396 per unit for non-residents,,,"Department-specific scholarships, Graduate Assistantships, Teaching Associate positions, University-wide scholarships",2-3 years,"$3,510/Semester",Master of Arts in Economics,https://www.csulb.edu/graduate-studies
,College of Liberal Arts,,4.0,3.0,,Fall,,,"$8,490/Year",,,,,Merit-based,2 years,"$8,490/Year",Master of Arts in English,https://www.csulb.edu/graduate-studies
,College of Liberal Arts,,4.0,3.0,,Fall,"October 1, 2025","January 15, 2026",,,396,,,"Departmental, Merit-based, Teaching Assistantships",2-3 years,"$8,740/Year",Master of Fine Arts in English - Creative Writing,https://cla.csulb.edu/departments/english/mfa/wp-content/uploads/2021/09/MFA-Handbook-Rev-2021-1.pdf
,College of Liberal Arts,,4.0,3.0,,Fall,"October 1, 2025","April 1, 2026",,,$396 per unit for non-residents (in addition to base tuition and fees),,,"Merit-based scholarships, Graduate Assistantships",30 units,"$8,584 per year for full-time California residents. Non-residents pay an additional $396 per unit.",Master of Arts in French & Francophone Studies,https://www.csulb.edu/graduate-studies
,College of Liberal Arts,,4.0,2.75,,Fall,"October 1, 2025","January 15, 2026",,,800,,,"Merit-based, need-based, and major-specific",1 year,8000/Semester,Master of Science in Geographic Information Science,https://www.youtube.com/watch?v=r4DOUQ6COYA
,College of Liberal Arts,,4.0,3.0,,Fall,,,,,,,,"Teaching Assistantships, Graduate Assistantships, Departmental Scholarships",two years,,Master of Arts in Geography,https://cla.csulb.edu/departments/geography/wp-content/uploads/2019/10/INVITATION-TO-GRADUATE-STUDY-GEOGRAPHY-CSULB-web.pdf
