QsWorldRanking,School,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,Term,LiveDate,DeadlineDate,Fees,AverageScholarshipAmount,CostPerCredit,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,Program duration,Tuition fee,Program name,Program Page url
,Lubin School of Business,2.0,4.0,3.0,,"Fall, Spring",,,"$13,662/Semester",,1518,"$1,200-$6,500 annually",Up to 50%,Merit-based,30 credits,"$45,540",Master of Science in Accounting Data Analytics and Technology,https://catalog.pace.edu/graduate/programs-a-z/
,Lubin School of Business,,4.0,3.0,,"Fall, Spring, Summer",,,,,1455,,,,As little as one year (three semesters) full-time,56745,"Master of Business Administration in Accounting, Public Accounting, CPA Prep",https://catalog.pace.edu/graduate/programs-a-z/
,Lubin School of Business,1.0,4.0,3.0,,"Fall, Spring",,,1532,,1532,,,,30-51 credits,"$1,532 per credit","Master of Science in Accounting, Public Accounting, CPA Prep",https://catalog.pace.edu/graduate/programs-a-z/
,Seidenberg School of Computer Science and Information Systems,,4.0,3.0,,"Fall, Spring",,,"$1,450 per credit",,1450,"$3,300 - $11,000 per academic year",,"Pace Graduate Grants, Pace Graduate Scholarships, Restricted and Endowed Scholarships, Graduate Assistantships",30 credits,43500,Master of Science in Applied AI,https://catalog.pace.edu/graduate/programs-a-z/
,Lubin School of Business,1.0,4.0,3.0,,"Fall, Spring",,,,,1518,,,"Merit-based, Endowed Scholarships, Graduate Assistantships",Two years of full-time study or three years of part-time study,,Master of Business Administration in Arts and Entertainment Management,https://catalog.pace.edu/graduate/programs-a-z/
,Dyson College of Arts & Sciences,2.0,4.0,3.0,,"Fall, Spring",,,51984,,1444,"The Welcome to Pace Scholarship amount is $4,000 for the first year.",,"Merit-based, Need-based",36 credits,51984,Master of Science in Arts and Entertainment Management,https://catalog.pace.edu/graduate/programs-a-z/
,Seidenberg School of Computer Science and Information Systems,1.0,4.0,3.0,,,,,940,,1442.0,,,Graduate Assistantships and Scholarships,30 Credits,"$1,442.00/Credit",Master of Science in Artificial Intelligence,https://catalog.pace.edu/graduate/programs-a-z/
,Dyson College of Arts and Sciences,2.0,4.0,3.0,,"Fall, Spring",,,"$23,040/Year",,1440,"Up to $3,200",,"Merit-based, Grants, Assistantships",2 years,"$23,040/Year",Master of Science in Biochemistry and Molecular Biology,https://www.pace.edu/program/biochemistry-and-molecular-biology-ms
,Elisabeth Haub School of Law and Lubin School of Business,,4.0,,,Fall,,,,,"$2,205 per credit for Law courses; $1,450 per credit for Business courses",,,Merit-based,Four years,"$66,160/Year (first year tuition)",Master of Business Administration/Juris Doctor in Business Administration,https://prelaw.wisc.edu/wordpress/wp-content/uploads/2015/04/Dual-JD-Programs1.xlsx
,Lubin School of Business,1.0,4.0,3.0,,"Fall, Spring, Summer",,,,,1532,,,"Merit-based, Need-based, Assistantships","1 year (full-time, if foundation requirements are met)",,Master of Business Administration in Business Analytics,https://catalog.pace.edu/graduate/programs-a-z/
,Lubin School of Business,0.0,4.0,3.0,,"Fall, Spring",,,56550,,1450,,,Merit-based,Two years,56550,"Master of Business Administration in Business, General",https://catalog.pace.edu/graduate/programs-a-z/
,Dyson College of Arts and Sciences,,4.0,3.2,,Fall,,,,,1450,,,Tuition scholarships and graduate assistantships,5 years,,"Doctor of Philosophy in Clinical Psychology, Health Care Emphasis",https://catalog.pace.edu/graduate/schools/dyson-college-arts-sciences/dyson-graduate-programs-curriculum/doctoral-programs/
,Dyson College of Arts and Sciences,,4.0,3.0,,"Fall, Spring",,,,,1438,,,Merit-based,36 credits,"The total tuition fee based on the required 36 credits is $51,768.",Master of Arts in Communications and Digital Media,https://catalog.pace.edu/graduate/programs-a-z/
,Seidenberg School of Computer Science and Information Systems,1.0,4.0,3.0,,"Fall, Spring",,,,,,,,Merit-based,30 credits,,Master of Science in Computer Science,https://catalog.pace.edu/graduate/programs-a-z/
,Seidenberg School of Computer Science and Information Systems,0.0,4.0,3.5,,,,,,,1438,Full-tuition scholarship and a stipend,,Graduate Assistantships,Minimum of three years of full-time study and research beyond the master’s degree.,,Doctor of Philosophy in Computer Science,https://catalog.pace.edu/graduate/schools/seidenberg-school-computer-science-information-systems/graduate-degree-programs/doctoral-programs/computer-science-phd/computer-science-phd.pdf
,Seidenberg School of Computer Science and Information Systems,,4.0,3.0,,"Fall, Spring",,,,,1514,"$6,000 to $20,000 per year",,"Merit-based, Service-based, Graduate Assistantships",30 credits,45420,Master of Science in Cybersecurity,https://catalog.pace.edu/graduate/programs-a-z/
,Seidenberg School of Computer Science and Information Systems,,4.0,3.0,,"Fall, Spring",,,,,1482,,up to 50%,Merit-based,as little as one year,,Master of Science in Data Science,https://www.pace.edu/program/data-science-ms
,Dyson College of Arts and Sciences,1.0,4.0,3.0,,"Fall, Spring",,,,,1430,,,"Need-based, Merit-based, Military benefits (Yellow Ribbon Program, GI Bill)",36 credits,"$25,740/Year (based on 18 credits)",Master of Arts in Homeland Security,https://online.pace.edu/articles/online-learning/top-10-online-programs-military-service-members-veterans/
,School of Education,,4.0,3.0,,"Fall, Spring, Summer",,,,,1410,"Awards range from $3,300–$14,500 annually",,"Merit scholarships, grants, assistantships",,,"Master of Science in Education, Literacy Specialist",https://catalog.pace.edu/graduate/schools/school-education/graduate-degree-programs/masters-science-education-msed/literacy-specialist-msed/literacy-specialist-msed_text.pdf
,College of Health Professions,,4.0,3.0,,"Fall, Spring, Summer",,,19734,,1518,,,"Pace Graduate Grants, Pace Grad Scholarships, External Scholarship Opportunities",13 credits,19734,Master of Science in Physician Assistant Studies Completion Program,"https://www.google.com/search?q=time+in+New+York,+NY,+US"
