ProgramId,CollegeId,ProgramName,CollegeName,City,Level,QsWorldRanking,UsNewsRanking
35715,301,Bachelor of Science in Civil Engineering,University of Kentucky,Lexington,Undergraduate,,
35716,301,Bachelor of Arts in Classics,University of Kentucky,Lexington,Associate,,
35717,301,Bachelor of Science in Clinical Leadership and Management,University of Kentucky,Lexington,Undergraduate,,
35718,301,Bachelor of Arts in Communication,University of Kentucky,Lexington,Undergraduate,,
35719,301,Bachelor of Science in Community and Leadership Development,University of Kentucky,Lexington,Undergraduate,,
35720,301,Bachelor of Science in Computer Engineering,University of Kentucky,Lexington,Undergraduate,,
35721,301,Bachelor of Science in Computer Science,University of Kentucky,Lexington,Undergraduate,,
35722,301,Bachelor of Science in Consumer Economics and Financial Planning,University of Kentucky,Lexington,Undergraduate,,
35723,301,Bachelor of Arts in Criminology,University of Kentucky,Lexington,Undergraduate,,
35724,301,Bachelor of Science in Dietetics,University of Kentucky,Lexington,Undergraduate,,
35725,301,Bachelor of Arts in Digital Media and Design,University of Kentucky,Lexington,Undergraduate,,
35726,301,Bachelor of Arts in Economics,University of Kentucky,Lexington,Undergraduate,,
35727,301,Bachelor of Science in Economics,University of Kentucky,Lexington,Undergraduate,,
35728,301,Bachelor of Science in Electrical Engineering,University of Kentucky,Lexington,Undergraduate,,
35729,301,Bachelor of Arts in Elementary Education,University of Kentucky,Lexington,Undergraduate,,
35730,301,Bachelor of Arts in English,University of Kentucky,Lexington,Undergraduate,,
35731,301,Bachelor of Science in Equine Science and Management,University of Kentucky,Lexington,Undergraduate,,
35732,301,Bachelor of Science in Family Sciences,University of Kentucky,Lexington,Undergraduate,,
35733,301,Bachelor of Science in Finance,University of Kentucky,Lexington,Undergraduate,,
35734,301,Bachelor of Arts in Foreign Language and International Economics,University of Kentucky,Lexington,Undergraduate,,
35735,301,Bachelor of Science in Forest and Natural Resource Sciences,University of Kentucky,Lexington,Undergraduate,,
35736,301,Bachelor of Arts in French and Francophone Studies,University of Kentucky,Lexington,Undergraduate,,
35737,301,Bachelor of Arts in Gender and Women's Studies,University of Kentucky,Lexington,Undergraduate,,
35738,301,Bachelor of Arts in Geography,University of Kentucky,Lexington,Undergraduate,,
35739,301,Bachelor of Science in Geological Sciences,University of Kentucky,Lexington,Undergraduate,,
35740,301,Bachelor of Arts in German,University of Kentucky,Lexington,Undergraduate,,
35741,301,"Bachelor of Arts in Health, Society, and Populations",University of Kentucky,Lexington,Undergraduate,,
35742,301,Bachelor of Arts in Hispanic Studies,University of Kentucky,Lexington,Undergraduate,,
35743,301,Bachelor of Arts in History,University of Kentucky,Lexington,Undergraduate,,
35744,301,Bachelor of Science in Hospitality Management and Tourism,University of Kentucky,Lexington,Undergraduate,,
35745,301,Bachelor of Science in Human Health Sciences,University of Kentucky,Lexington,Undergraduate,,
35746,301,Bachelor of Science in Human Nutrition,University of Kentucky,Lexington,Undergraduate,,
35747,301,Bachelor of Arts in Information Communication Technology,University of Kentucky,Lexington,Undergraduate,,
35748,301,Bachelor of Science in Information Communication Technology,University of Kentucky,Lexington,Undergraduate,,
35749,301,Bachelor of Arts in Integrated Strategic Communication,University of Kentucky,Lexington,Undergraduate,,
35750,301,Bachelor of Arts in Interdisciplinary Early Childhood Education,University of Kentucky,Lexington,Undergraduate,,
35751,301,Bachelor of Arts in International Studies,University of Kentucky,Lexington,Undergraduate,,
35752,301,Bachelor of Arts in Journalism,University of Kentucky,Lexington,Undergraduate,,
35753,301,Bachelor of Arts in Kinesiology,University of Kentucky,Lexington,Undergraduate,,
35754,301,Bachelor of Science in Landscape Architecture,University of Kentucky,Lexington,Undergraduate,,
35755,301,Bachelor of Arts in Linguistics,University of Kentucky,Lexington,Undergraduate,,
35756,301,Bachelor of Science in Management,University of Kentucky,Lexington,Undergraduate,,
35757,301,Bachelor of Science in Marketing,University of Kentucky,Lexington,Undergraduate,,
35758,301,Bachelor of Science in Materials Engineering,University of Kentucky,Lexington,Undergraduate,,
35759,301,Bachelor of Arts in Mathematical Economics,University of Kentucky,Lexington,Undergraduate,,
35760,301,Bachelor of Arts in Mathematics,University of Kentucky,Lexington,Undergraduate,,
35761,301,Bachelor of Science in Mathematics,University of Kentucky,Lexington,Undergraduate,,
35762,301,Bachelor of Science in Mechanical Engineering,University of Kentucky,Lexington,Undergraduate,,
35763,301,Bachelor of Arts in Media Arts and Studies,University of Kentucky,Lexington,Undergraduate,,
35764,301,Bachelor of Science in Medical Laboratory Science,University of Kentucky,Lexington,Undergraduate,,
35765,301,"Bachelor of Science in Merchandising, Apparel and Textiles",University of Kentucky,Lexington,Undergraduate,,
35766,301,Bachelor of Arts in Middle Level Education,University of Kentucky,Lexington,Undergraduate,,
35767,301,Bachelor of Science in Mining Engineering,University of Kentucky,Lexington,Undergraduate,,
35768,301,Bachelor of Music in Music Education,University of Kentucky,Lexington,Undergraduate,,
35769,301,Bachelor of Music in Music Performance,University of Kentucky,Lexington,Undergraduate,,
35770,301,Bachelor of Arts in Music: Liberal Arts,University of Kentucky,Lexington,Undergraduate,,
35771,301,Bachelor of Science in Nursing,University of Kentucky,Lexington,Undergraduate,,
35772,301,Bachelor of Arts in Philosophy,University of Kentucky,Lexington,Undergraduate,,
35773,301,Bachelor of Arts in Physics,University of Kentucky,Lexington,Undergraduate,,
35774,301,Bachelor of Science in Physics,University of Kentucky,Lexington,Undergraduate,,
35775,301,Bachelor of Arts in Political Science,University of Kentucky,Lexington,Undergraduate,,
35776,301,Bachelor of Arts in Psychology,University of Kentucky,Lexington,Undergraduate,,
35777,301,Bachelor of Science in Psychology,University of Kentucky,Lexington,Undergraduate,,
35778,301,Bachelor of Science in Public Health,University of Kentucky,Lexington,Undergraduate,,
35779,301,Bachelor of Arts in Russian Studies,University of Kentucky,Lexington,Undergraduate,,
35780,301,Bachelor of Arts in Secondary Education - English,University of Kentucky,Lexington,Undergraduate,,
35781,301,Bachelor of Arts in Secondary Education - Social Studies,University of Kentucky,Lexington,Undergraduate,,
35782,301,Bachelor of Arts in Social Work,University of Kentucky,Lexington,Undergraduate,,
35783,301,Bachelor of Arts in Sociology,University of Kentucky,Lexington,Undergraduate,,
35784,301,Bachelor of Arts in Special Education,University of Kentucky,Lexington,Undergraduate,,
