Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url,IsRecommendationSystemOpted,error
Not Required,Not Required,"Freshman applicants must complete the online application at ApplyTexas, pay the non-refundable $45 application fee, and submit an official high school transcript. The submission of SAT or ACT test scores is optional. Assured admission criteria are based on high school class rank combined with GPA or test scores. For example, applicants in the top 10% of their class have no minimum SAT/ACT score requirement. Applicants ranking in the 11-25th percentile need a minimum 3.5 high school GPA on a 4.0 scale, a 1130 SAT score, or a 23 ACT score. Applicants who do not meet assured admission standards will be considered through an individual review process.",Not Required,True,True,False,False,False,,,program,Bachelor of Arts in Art and Design,"The official university website for the University of Houston-Clear Lake is www.uhcl.edu.

The University of Houston-Clear Lake (UHCL) is a public university located in Pasadena and Houston, Texas, with additional campuses in Pearland and the Texas Medical Center. It is a part of the University of Houston System. The university is situated on a 524-acre nature preserve near the NASA Johnson Space Center. UHCL offers a variety of undergraduate, graduate, and doctoral programs to its student body.",,
Not Required,Not Required,"Prospective freshmen must submit an application via ApplyTexas, pay a non-refundable application fee, and provide an official high school transcript. The submission of SAT/ACT scores is optional. Applicants who do not meet assured admissions criteria will undergo a holistic review. For the holistic review process, letters of recommendation, a resume, and an essay are strongly encouraged.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Communication,"The official university website for the University of Houston-Clear Lake is www.uhcl.edu.

The University of Houston-Clear Lake (UHCL) is a public university located in Pasadena and Houston, Texas, with additional campuses in Pearland and the Texas Medical Center. It is a part of the University of Houston System. The university is situated on a 524-acre nature preserve near the NASA Johnson Space Center. UHCL offers a variety of undergraduate, graduate, and doctoral programs to its student body.",,
,,,,,,,,,,,error,Bachelor of Arts in Criminology and Criminal Justice,"The official university website for the University of Houston-Clear Lake is www.uhcl.edu.

The University of Houston-Clear Lake (UHCL) is a public university located in Pasadena and Houston, Texas, with additional campuses in Pearland and the Texas Medical Center. It is a part of the University of Houston System. The university is situated on a 524-acre nature preserve near the NASA Johnson Space Center. UHCL offers a variety of undergraduate, graduate, and doctoral programs to its student body.",,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"To apply as a freshman, you must complete the online application through ApplyTexas, pay the non-refundable $45 application fee, and submit your official high school transcript. While SAT/ACT scores are not required for an admission decision, students are encouraged to submit them for scholarship consideration and course placement.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Geography,"The official university website for the University of Houston-Clear Lake is www.uhcl.edu.

The University of Houston-Clear Lake (UHCL) is a public university located in Pasadena and Houston, Texas, with additional campuses in Pearland and the Texas Medical Center. It is a part of the University of Houston System. The university is situated on a 524-acre nature preserve near the NASA Johnson Space Center. UHCL offers a variety of undergraduate, graduate, and doctoral programs to its student body.",,
Not Required,Not Required,"To apply for freshman admission, you'll need to submit the following: Apply for admission on the ApplyTexas Application, pay the non-refundable $45 application fee, and submit your official high school transcript. Submission of SAT or ACT scores is optional.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in History,"The official university website for the University of Houston-Clear Lake is www.uhcl.edu.

The University of Houston-Clear Lake (UHCL) is a public university located in Pasadena and Houston, Texas, with additional campuses in Pearland and the Texas Medical Center. It is a part of the University of Houston System. The university is situated on a 524-acre nature preserve near the NASA Johnson Space Center. UHCL offers a variety of undergraduate, graduate, and doctoral programs to its student body.",,
,,,,,,,,,,,error,Bachelor of Arts in Humanities,"The official university website for the University of Houston-Clear Lake is www.uhcl.edu.

The University of Houston-Clear Lake (UHCL) is a public university located in Pasadena and Houston, Texas, with additional campuses in Pearland and the Texas Medical Center. It is a part of the University of Houston System. The university is situated on a 524-acre nature preserve near the NASA Johnson Space Center. UHCL offers a variety of undergraduate, graduate, and doctoral programs to its student body.",,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"To apply, prospective students must complete the online ApplyTexas Application, pay a non-refundable application fee, and submit an official high school transcript. The submission of SAT or ACT scores is optional for freshman applicants.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Literature,"The official university website for the University of Houston-Clear Lake is www.uhcl.edu.

The University of Houston-Clear Lake (UHCL) is a public university located in Pasadena and Houston, Texas, with additional campuses in Pearland and the Texas Medical Center. It is a part of the University of Houston System. The university is situated on a 524-acre nature preserve near the NASA Johnson Space Center. UHCL offers a variety of undergraduate, graduate, and doctoral programs to its student body.",,
Not Required,Not Required,"To be admitted to UHCL as a freshman applicant, you must be a graduate of an accredited high school, have completed the Texas Uniform Admissions Policy, and meet one of the following criteria:

- Rank in top 25% of graduating class; OR
- Rank in the 26-50% of graduating class and have a minimum 1050 SAT or 21 ACT score; OR
- Rank in the 51% or more of graduating class and have a minimum 1150 SAT or 24 ACT score; OR
- Minimum 1250 SAT or 27 ACT score; OR
- Have a minimum 3.0 GPA (on a 4.0 scale).

UHCL is test-optional for freshman applicants for the fall 2024, spring 2025, and summer 2025 semesters.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Psychology,"The official university website for the University of Houston-Clear Lake is www.uhcl.edu.

The University of Houston-Clear Lake (UHCL) is a public university located in Pasadena and Houston, Texas, with additional campuses in Pearland and the Texas Medical Center. It is a part of the University of Houston System. The university is situated on a 524-acre nature preserve near the NASA Johnson Space Center. UHCL offers a variety of undergraduate, graduate, and doctoral programs to its student body.",,
Not Required,Not Required,"To be considered for freshman admission to UHCL, applicants should meet the assured admission standards. Applicants who do not meet the assured admissions requirements will be considered for admission through our Individual Review process.

Required Application Documents:
1. ApplyTexas Application
2. $45 Application Fee
3. Official High School Transcript
4. Official SAT or ACT Scores

Assured Admission Requirements based on High School Class Rank and test scores:
- Top 10%: No Minimum SAT/ACT Score
- 11 - 25%: 1080 SAT or 21 ACT
- 26 - 50%: 1170 SAT or 24 ACT
- 51% and Lower: Considered by Individual Review
- Not Ranked: 1170 SAT or 24 ACT

For the Fall 2024 and Spring 2025 terms, SAT or ACT scores are not required for students who rank in the top 25% of their graduating high school class. All other students must submit test scores for admissions consideration.",Not Required,True,False,False,True,True,21.0,1080.0,program,Bachelor of Arts in Sociology,"The official university website for the University of Houston-Clear Lake is www.uhcl.edu.

The University of Houston-Clear Lake (UHCL) is a public university located in Pasadena and Houston, Texas, with additional campuses in Pearland and the Texas Medical Center. It is a part of the University of Houston System. The university is situated on a 524-acre nature preserve near the NASA Johnson Space Center. UHCL offers a variety of undergraduate, graduate, and doctoral programs to its student body.",,
Not Required,Not Required,"This is a two-plus-two program, which means you will complete your first two years of study at a community college, and then transfer to UHCL to complete your last two years. The program is ideal for students who currently hold or are pursuing an Associate of Applied Science (A.A.S.) degree from a community college. To apply, prospective transfer students must submit an application, pay the non-refundable $45 application fee, and submit official transcripts from all previous colleges or universities attended.",Not Required,True,False,False,False,False,,,program,Bachelor of Applied Science in Healthcare Services,"The official university website for the University of Houston-Clear Lake is www.uhcl.edu.

The University of Houston-Clear Lake (UHCL) is a public university located in Pasadena and Houston, Texas, with additional campuses in Pearland and the Texas Medical Center. It is a part of the University of Houston System. The university is situated on a 524-acre nature preserve near the NASA Johnson Space Center. UHCL offers a variety of undergraduate, graduate, and doctoral programs to its student body.",,
