QsWorldRanking,School,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,Term,LiveDate,DeadlineDate,Fees,AverageScholarshipAmount,CostPerCredit,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,Program duration,Tuition fee,Program name,Program Page url
801-850 (2024 QS World University Rankings),"Department of Mathematical Sciences, College of Arts and Sciences",,4.0,2.0,84.73% (Fall 2022),Fall 2026,,"May 1, 2026 (Regular Admission for Fall)","Ohio Resident: $6,231.50/Semester; Non-Ohio Resident: $11,029.50/Semester (Academic Year 2023-2024 for full-time undergraduate)","$4,000 for new freshmen",Ohio Resident: $519.25/Credit Hour; Non-Ohio Resident: $919.10/Credit Hour (Academic Year 2023-2024 for part-time undergraduate),"Up to $8,000/year for Presidential Scholarship, up to $6,000/year for Trustees Scholarship, among others.",,"Merit-based, Need-based, Departmental (e.g., Department of Mathematical Sciences scholarships)",4 years (based on 120 credit hours),"Ohio Resident: $6,231.50/Semester; Non-Ohio Resident: $11,029.50/Semester (Academic Year 2023-2024 for full-time undergraduate)",Bachelor of Science in Actuarial Mathematics,https://www.kent.edu/math
,College of Arts and Sciences,,4.0,2.0,88%,Fall 2026,,,6743.00/Semester,,561.90/Credit Hour,,,"Merit-based, Need-based, Athletic, Departmental, External",4 years,6743.00/Semester,Bachelor of Arts in Africana Studies,https://catalog.kent.edu/colleges/as/afs/africana-studies-ba/africana-studies-ba.pdf
,College of Aeronautics and Aviation,,4.0,2.5,87%,Fall 2026,,,"Ohio Resident: $6,231.00/Semester, Non-Ohio Resident: $11,189.00/Semester",,"Ohio Resident: $519.25/Credit Hour, Non-Ohio Resident: $1,077.25/Credit Hour",,,"Merit-based, Talent-based",4 years,"Ohio Resident: $6,231.00/Semester, Non-Ohio Resident: $11,189.00/Semester",Bachelor of Science in Air Traffic and Airspace Management,https://catalog.kent.edu/colleges/ar/aern/air-traffic-airspace-management-bs/air-traffic-airspace-management-bs.pdf
651-660 globally (2024),College of Arts and Sciences,,4.0,2.0,88.0% (Fall 2023),Fall 2026,,,"$6,393.00/Semester (Ohio Resident); $11,357.00/Semester (Non-Ohio Resident)",,$532.75/Credit Hour (Ohio Resident); $946.45/Credit Hour (Non-Ohio Resident),"$2,000 - $10,000 per year",,Merit-based,4 years,"$6,393.00/Semester (Ohio Resident); $11,357.00/Semester (Non-Ohio Resident)",Bachelor of Arts in American Sign Language,https://catalog.kent.edu/colleges/as/mcls/american-sign-language-ba/american-sign-language-ba.pdf
601-650,"College of Education, Health and Human Services",,4.0,2.75,79%,Fall 2026,,,,,Ohio Resident: $542/credit hour; Non-Ohio Resident: $946.50/credit hour,,,"Merit-based, Need-based, Departmental, External",4 years (8 semesters),,Bachelor of Science in American Sign Language/English Interpreting,https://www.kent.edu/ehhs/ldes/asei/american-sign-languageenglish-interpreting-bs
,School of Digital Sciences,,4.0,2.5,87% (Fall 2022),Fall 2026,"August 1, 2025","May 1, 2026",,"$2,600","Ohio Resident: $538.00/credit hour, Non-Ohio Resident: $961.00/credit hour (2023-2024)",,,"Merit-based, Need-based",4 years (8 semesters),,Bachelor of Science in Animation Game Design,https://catalog.kent.edu/coursesaz/agd/
,College of Arts and Sciences,,4.0,2.5,87% (Fall 2022 Freshman admission rate),Fall 2026,"August 1, 2025","February 1, 2026 (Priority Deadline for Fall 2026 general admission)","$6,303.50/Semester (Ohio Resident); $10,939.50/Semester (Non-Ohio Resident) (for full-time, 12-18 credit hours, 2023-2024 academic year)","$3,215 (for 2022-2023 undergraduate students)",$525.25/credit hour (Ohio Resident); $911.60/credit hour (Non-Ohio Resident) (2023-2024 academic year),"$1,000 to $10,000 per year (for freshman scholarships)",,"Merit-based, Need-based, Departmental, External",4 years (minimum 120 credit hours),"$6,303.50/Semester (Ohio Resident); $10,939.50/Semester (Non-Ohio Resident) (for full-time, 12-18 credit hours, 2023-2024 academic year)",Bachelor of Arts in Anthropology,https://catalog.kent.edu/colleges/as/anth/anthropology-bs/
751-760 (QS World University Rankings 2024),College of Arts and Sciences,,4.0,2.0,87.7% (Fall 2022),Fall 2026,July 2025,"June 1, 2026 (recommended)","$6,370.00/Semester (Ohio Resident, Kent Campus, Fall 2023-Summer 2024 academic year rates for 11-18 credits)","$6,734 (Estimated Average Financial Aid Award - Grants & Scholarships for Fall 2023/Spring 2024)","$530.00/credit hour (Ohio Resident, Kent Campus, Fall 2023-Summer 2024 academic year rates for 1-10 credits)","Range from $500 to $12,000 for freshmen with exceptional academic merit (past year)",,"Merit-based, Need-based, Departmental, External",4 years (8 semesters),"$6,370.00/Semester (Ohio Resident, Kent Campus, Fall 2023-Summer 2024 academic year rates for 11-18 credits)",Bachelor of Science in Anthropology,https://www.kent.edu/anthropology/anthropology-bs
,"College of Business Administration, School of Accountancy",,4.0,2.5,87.8% (Fall 2022 freshmen),Fall 2026,"August 1, 2025","August 1, 2026","6509.00/Semester (Ohio Resident, Kent Campus, Full-Time, 2023-2024)",9076,"542.33/credit hour (Ohio Resident, Kent Campus, Part-Time, 2023-2024)",,,"Merit-based, Need-based, Endowed, Departmental, External",4 years,,Bachelor of Business Administration in Accounting,https://catalog.kent.edu/colleges/be/acct/accounting-bba/accounting-bba.pdf
Top 750 (2024),College of Applied and Technical Studies (CATS),,4.0,2.0,87% (Fall 2022),Fall 2026,,,6339.00/Year,"$5,609",$264.15,"Up to $8,000 per year",,"Merit-based, Need-based, Talent-based, Program-specific",2 years (60 credit hours),,Associate of Applied Business in Accounting Technology,https://www.kent.edu/cats/accounting-technology-aab
