Concentration name,description,program website url,Accreditation status,Program name,Program Page url,Level
,"The accounting program helps students prepare for a variety of careers in accounting, finance and business, including positions as CPAs, auditors, tax accountants, financial analysts and forensic accountants. The Bachelor of Science degree in accounting prepares students to pursue certification as a CPA in Texas or in other states that require 150 hours of college credit. The program satisfies the undergraduate requirements for admission to the Master of Science degree in accounting or the MBA with a concentration in accounting. The BS in accounting provides a broad understanding of accounting issues for those who plan to pursue careers in accounting and business. In addition, the program serves as a strong foundation for students who plan to pursue graduate studies in accounting, business, or law. The program is accredited by AACSB International.",https://catalog.unt.edu/content.php?catoid=37&navoid=4292,Accredited by AACSB International.,"Accounting, BS",https://catalog.unt.edu/content.php?catoid=37&navoid=4292,
,"The Bachelor of Science/Master of Science in accounting (BS/MS) program is designed for students seeking to qualify for the Uniform CPA Examination while simultaneously earning both a bachelor’s degree and a master’s degree in a focused and efficient timeframe. The BS/MS accounting program offers high-ability students the opportunity to earn both degrees in as little as five years. Students applying for the BS/MS accounting program must select a graduate major: Accounting, MS, or Taxation, MS. For specific requirements for these programs, please refer to the College of Business, Department of Accounting, website. Admission to the BS/MS program is competitive and requires a separate application from the general university admission process.",https://catalog.unt.edu/content.php?catoid=37&navoid=4292,,"Accounting, BS/MS",https://catalog.unt.edu/content.php?catoid=37&navoid=4292,
,"The minor in acoustics is an interdisciplinary program designed to give students a basic understanding of acoustical principles. The minor is offered by the College of Engineering and the College of Music in collaboration with the Department of Physics. Students completing this minor will gain knowledge in the measurement, analysis, and perception of sound, and will be prepared to apply this knowledge to a wide variety of careers including architectural acoustics, audio engineering, environmental noise, and biomedical acoustics.",https://catalog.unt.edu/content.php?catoid=37&navoid=4292,,Acoustics (Minor),https://catalog.unt.edu/content.php?catoid=37&navoid=4292,
,"Addiction is one of society's most complex and challenging problems. It is an epidemic that impacts individuals, families, communities, and nations. The University of North Texas has developed a comprehensive Bachelor of Science degree in Addiction Studies to prepare students to be leaders in the addiction profession. This program provides a strong foundation in addiction theory, prevention, treatment, and recovery. Students will learn about the biological, psychological, sociological, and spiritual aspects of addiction, as well as the legal and ethical considerations of working with individuals and families affected by addiction. The curriculum emphasizes evidence-based practices, cultural competence, and interdisciplinary collaboration. Upon completion of the program, students will be prepared for a variety of entry-level positions in the addiction field, including addiction counselor, prevention specialist, case manager, and recovery coach. The program also provides a solid foundation for graduate studies in addiction, counseling, social work, and related fields.",https://catalog.unt.edu/content.php?catoid=37&navoid=4292,,"Addiction Studies, BS",https://catalog.unt.edu/content.php?catoid=37&navoid=4292,
,"The Addiction Studies minor, housed in the Department of Rehabilitation and Health Services, provides students with an understanding of addictive behaviors. The minor is designed to serve students interested in working in the addiction field. The curriculum provides core competencies required for certification as an LCDC (Licensed Chemical Dependency Counselor) in Texas. Students are responsible for verifying specific certification requirements with the Texas Health and Human Services Commission.",https://catalog.unt.edu/content.php?catoid=37&navoid=4292,,Addiction Studies (Minor),https://catalog.unt.edu/content.php?catoid=37&navoid=4292,
,"The Bachelor of Arts degree with a major in advertising emphasizes creativity and problem-solving skills in developing advertising messages for a variety of media. Students learn strategic planning, media placement and research in preparation for careers as advertising professionals. Advertising faculty members have extensive professional experience and actively engage students in creative work and research. Many students gain professional experience through internships at advertising agencies or with corporate marketing departments. The major prepares students for careers in media planning, account management, creative services, production, research and other areas in advertising.",https://catalog.unt.edu/content.php?catoid=37&navoid=4292,,"Advertising, BA",https://catalog.unt.edu/content.php?catoid=37&navoid=4292,BA
,,https://catalog.unt.edu/content.php?catoid=37&navoid=4292,,Advertising (Minor),https://catalog.unt.edu/content.php?catoid=37&navoid=4292,
,"The Aerospace Studies minor is designed to provide students with a foundational understanding of aerospace power and its role in national security. Students will learn about the history of air power, the development of military aviation, and the organization and operations of the United States Air Force and Space Force. The minor complements a wide range of academic majors, offering a unique perspective on leadership, global affairs, and technological advancement within the aerospace domain. It also serves as an excellent foundation for students considering a commission in the U.S. Air Force or U.S. Space Force through the Air Force Reserve Officer Training Corps (AFROTC) program, though enrollment in AFROTC is not required to pursue the minor.",https://catalog.unt.edu/content.php?catoid=37&navoid=4292,,Aerospace Studies (Minor),https://catalog.unt.edu/content.php?catoid=37&navoid=4292,
,"The Africana Studies minor is an interdisciplinary program designed to give students a systematic and critical understanding of the experiences of African peoples in the United States, Africa, and the Caribbean. Drawing primarily upon the insights and methods of the social sciences and humanities, the curriculum focuses on topics such as the history of African peoples, socio-economic and political developments, cultural forms, and gender issues. The minor provides an excellent foundation for students interested in careers in teaching, government, law, social work, business, journalism, or public policy. It is also an excellent option for students planning to pursue graduate studies in Africana studies or related fields.",https://catalog.unt.edu/content.php?catoid=37&navoid=4292,,Africana Studies (Minor),https://catalog.unt.edu/content.php?catoid=37&navoid=4292,
,,https://catalog.unt.edu/content.php?catoid=37&navoid=4292,,American Sign Language (Minor),https://catalog.unt.edu/content.php?catoid=37&navoid=4292,
,"The American Studies minor is an interdisciplinary program designed to give students a broad understanding of American culture through a wide variety of courses in the humanities, social sciences and fine arts. The minor helps students develop critical and analytical skills that prepare them for a variety of careers in fields such as business, education, government, journalism, law, public administration, and social work. The minor in American Studies offers a strong background for graduate study in American Studies, history, literature, and other fields.",https://catalog.unt.edu/content.php?catoid=37&navoid=4292,,American Studies (Minor),https://catalog.unt.edu/content.php?catoid=37&navoid=4292,
,"The Bachelor of Arts degree with a major in anthropology requires a minimum of 120 credit hours, 42 of which must be advanced, and fulfillment of the university's core curriculum requirements. The degree program is designed to provide students with a broad understanding of the four fields of anthropology: archaeology, cultural anthropology, linguistic anthropology and physical anthropology.",https://catalog.unt.edu/content.php?catoid=37&navoid=4292,,"Anthropology, BA",https://catalog.unt.edu/content.php?catoid=37&navoid=4292,
,,https://catalog.unt.edu/content.php?catoid=37&navoid=4292,,Anthropology (Minor),https://catalog.unt.edu/content.php?catoid=37&navoid=4292,
,"The Bachelor of Applied Arts and Sciences (BAAS) is an interdisciplinary degree designed for students who have earned an Associate of Applied Arts and Sciences (AAAS), Associate of Applied Science (AAS) or other applied associate’s degree and desire to complete a bachelor’s degree. The degree provides an opportunity for career and technical education courses to apply toward a bachelor’s degree program. Students must complete 36 hours of upper-division courses, of which 18 hours must be in one of the following specializations or 18 hours of upper-division courses approved by an advisor if no specialization is chosen or available. The remaining 18 hours of upper-division courses may be chosen from other specializations offered through the BAAS program or from other approved upper-division course work in order to complete the 36 hours.",https://catalog.unt.edu/content.php?catoid=37&navoid=4292,,"Applied Arts and Sciences, BAAS",https://catalog.unt.edu/content.php?catoid=37&navoid=4292,
,"The Bachelor of Science degree in Applied Behavior Analysis (ABA) provides students with a strong academic background, including conceptual knowledge of behavior analysis and practical skills for working in areas requiring the application of behavior analytic principles. Applied behavior analysis is the scientific study of human behavior with a focus on understanding why people do what they do and how to help people acquire new skills and change behavior. The curriculum is designed to provide coursework needed for students to become a Board Certified Assistant Behavior Analyst® (BCaBA®), an undergraduate-level certification provided by the Behavior Analyst Certification Board (BACB®). Students graduating with this degree will be prepared for a variety of entry-level positions in the field, including those working with individuals with autism spectrum disorder and related disabilities, traumatic brain injury, organizational behavior management, and behavioral medicine. The program prepares students for graduate study in behavior analysis or other related fields.",https://catalog.unt.edu/content.php?catoid=37&navoid=4292,,"Applied Behavior Analysis, BS",https://catalog.unt.edu/content.php?catoid=37&navoid=4292,
,"The Applied Gerontology minor provides students with a broad knowledge base regarding the process of aging and older adults. Students gain an understanding of the physiological, psychological, and sociological aspects of aging, and learn about policy, services, and programs for older adults. This minor is an excellent complement to many majors across the university (e.g., health studies, psychology, sociology, hospitality, recreation, business, public health, nursing, nutrition, social work).",https://catalog.unt.edu/content.php?catoid=37&navoid=4292,,Applied Gerontology (Minor),https://catalog.unt.edu/content.php?catoid=37&navoid=4292,Minor
,"The Bachelor of Fine Arts degree with a major in Art Education is a professional degree providing a strong studio-based curriculum with a focus on preparing highly qualified art teachers for all levels of public and private schools. This degree combines professional education and studio art to provide students with the knowledge and skills necessary to become successful art educators. Art education majors will develop their artistic voice through study in a broad range of studio disciplines including drawing, painting, sculpture, printmaking, photography, new media, and ceramics. The Art Education program is designed to fulfill the requirements for the Texas All-Level (EC-12) Art Teacher Certification.",https://catalog.unt.edu/content.php?catoid=37&navoid=4292,,"Art Education, BFA",https://catalog.unt.edu/content.php?catoid=37&navoid=4292,
"Art Museum Education, Fashion History, Pre-Art Conservation","The Bachelor of Arts (BA) in Art History provides students with a broad and deep education in art and its history. The program prepares students for careers in museums, galleries, cultural institutions, and education, or for advanced studies in art history, museum studies, or related fields. Students develop critical thinking, visual analysis, research, and writing skills as they explore art from diverse cultures and periods.",https://catalog.unt.edu/content.php?catoid=37&navoid=4292,,"Art History, BA",https://catalog.unt.edu/content.php?catoid=37&navoid=4292,
,"This minor is designed to supplement other majors. The student who majors in art studio, communication design or visual art studies will find the minor in art history gives breadth to a course of study and prepares the student for graduate work in art history. Students who major in other areas will find the minor in art history a useful and enlightening complement to other majors.",https://catalog.unt.edu/content.php?catoid=37&navoid=4292,,Art History (Minor),https://catalog.unt.edu/content.php?catoid=37&navoid=4292,
,"The Bachelor of Science (BS) in Artificial Intelligence prepares students for careers in the rapidly growing field of AI, including machine learning, deep learning, data science, robotics, computer vision, natural language processing, and other emerging AI areas. This program offers a comprehensive curriculum covering the theoretical foundations, algorithms, and practical applications of AI. It emphasizes hands-on experience through projects and laboratory work, equipping students with the skills to design, develop, and deploy intelligent systems. Graduates will be prepared for various roles in industry, government, and research, as well as for further graduate studies in AI and related fields.",https://catalog.unt.edu/content.php?catoid=37&navoid=4292,,"Artificial Intelligence, BS",https://catalog.unt.edu/content.php?catoid=37&navoid=4292,
,This major prepares students for graduate study and careers in audiology and speech-language pathology by providing a strong science-based foundation. Graduate study is required for certification and licensure as an audiologist or speech-language pathologist. The faculty are committed to providing students with the knowledge and skills necessary to pursue a graduate degree and to succeed as professionals. The curriculum combines basic science courses with general education and core courses in communication disorders. Students who successfully complete the undergraduate program are prepared to enter graduate programs in audiology (Au.D.) and speech-language pathology (M.S.).,https://catalog.unt.edu/content.php?catoid=37&navoid=4292,,"Audiology and Speech-Language Pathology, BS",https://catalog.unt.edu/content.php?catoid=37&navoid=4292,
,"The Aviation Logistics program at the University of North Texas is designed to prepare students for management and operational careers in the aviation industry. The curriculum provides a strong foundation in aviation, business, and logistics principles, focusing on the unique challenges and opportunities within the aerospace sector. Students will gain expertise in areas such as airline operations, airport management, supply chain logistics, regulatory compliance, safety management, and aviation finance. The program emphasizes critical thinking, problem-solving, and leadership skills, equipping graduates to effectively manage resources, optimize operations, and contribute to the efficiency and sustainability of aviation organizations. Through a combination of rigorous coursework, hands-on projects, and opportunities for internships, students will develop a comprehensive understanding of the global aviation industry and be prepared for diverse roles in airlines, airports, MROs (Maintenance, Repair, and Overhaul facilities), aerospace manufacturing, and governmental agencies.",https://catalog.unt.edu/content.php?catoid=37&navoid=4292,,"Aviation Logistics, BS",https://catalog.unt.edu/content.php?catoid=37&navoid=4292,
,"Biochemistry is the study of the chemical and physical processes that occur within living organisms. It is a fundamental discipline that is at the heart of the biological sciences. The interdisciplinary nature of biochemistry means that students are well prepared for careers in fields such as health care, forensics, environmental science, and pharmaceutical research and development. The Biochemistry BA program provides a solid foundation for further study in graduate or professional school. The Biochemistry program is designed to provide students with a strong background in the molecular sciences and quantitative skills. The curriculum includes courses in general and organic chemistry, biology, physics, mathematics, and biochemistry. Through laboratory experiences, students develop critical thinking and problem-solving skills that are essential for success in a wide range of careers.",https://catalog.unt.edu/content.php?catoid=37&navoid=4292,,"Biochemistry, BA",https://catalog.unt.edu/content.php?catoid=37&navoid=4292,BA
,"The biochemistry program offers students the opportunity to learn about the chemical processes occurring in living systems. Biochemistry is a central science that bridges biology and chemistry. Understanding biochemistry is critical to making advances in fields such as medicine, biotechnology, agriculture and environmental science. In addition to gaining a fundamental understanding of life processes, the biochemistry major prepares students for graduate study in biochemistry, chemistry or cell/molecular biology, or for professional schools such as medicine, dentistry or veterinary medicine. It also provides an excellent foundation for immediate employment in biotechnology, pharmacology, environmental science or laboratory research.",https://catalog.unt.edu/content.php?catoid=37&navoid=4292,,"Biochemistry, BS",https://catalog.unt.edu/content.php?catoid=37&navoid=4292,
,"The Bachelor of Arts (BA) in Biology is a liberal arts degree primarily intended for students preparing for careers in the health professions, secondary teaching, environmental sciences, or business. This program emphasizes a broad background in biology with supporting work in chemistry, physics, and mathematics. Students may apply for admission to graduate programs in various areas of biology and the health sciences.",https://catalog.unt.edu/content.php?catoid=37&navoid=4292,,"Biology, BA",https://catalog.unt.edu/content.php?catoid=37&navoid=4292,BA
,"The Bachelor of Science (BS) degree in Biology is designed for students who desire a strong foundation in the natural sciences and mathematics. The curriculum provides the necessary breadth of knowledge and training in the major areas of biology to prepare students for successful entry into graduate school, medical and other health-related professional programs, or science-related careers. All students are advised to meet with an academic advisor in the Department of Biological Sciences each semester. A comprehensive listing of all requirements can be found in the current University of North Texas Undergraduate Catalog and by consulting with an academic advisor.",https://catalog.unt.edu/content.php?catoid=37&navoid=4292,,"Biology, BS",https://catalog.unt.edu/content.php?catoid=37&navoid=4292,
,"The minor in biology requires a minimum of 18 hours in biology, of which 6 hours must be advanced (3000- or 4000-level).",https://catalog.unt.edu/content.php?catoid=37&navoid=4292,,Biology (Minor),https://catalog.unt.edu/content.php?catoid=37&navoid=4292,
