Id,ProgramName,ProgramCode,Status,CreatedDate,UpdatedDate,Level,Term,TermCode,LiveDate,DeadlineDate,Resume,StatementOfPurpose,GreOrGmat,EnglishScore,Requirements,WritingSample,CollegeId,IsAnalyticalNotRequired,IsAnalyticalOptional,IsDuoLingoRequired,IsELSRequired,IsGMATOrGreRequired,IsGMATRequired,IsGRERequired,IsIELTSRequired,IsLSATRequired,IsMATRequired,IsMCATRequired,IsPTERequired,IsTOEFLIBRequired,IsTOEFLPBTRequired,IsEnglishNotRequired,IsEnglishOptional,AcademicYear,AlternateProgram,ApplicationType,Department,Fees,IsAvailable,ProgramType,AdmissionDepartmentId,CreatedBy,UpdatedBy,Concentration,Description,OtherConcentrations,ProgramWebsiteURL,Accredidation,AverageScholarshipAmount,CostPerCredit,IsRecommendationSystemOpted,IsStemProgram,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,QsWorldRanking,TotalAccepetedApplications,TotalCredits,TotalDeniedApplications,TotalI20sIssued,TotalScholarshipsAwarded,TotalSubmittedApplications,TotalVisasSecured,UsNewsRanking,CollegeApplicationFee,IsCollegePaying,MEContractNegotiatedFee,MyGradAppFee,ProgramCategory,IsCollegeApplicationFree,IsCouponAllowed,IsACTRequired,IsSATRequired,SftpDestinationId,MinimumACTScore,MinimumDuoLingoScore,MinimumELSScore,MinimumGMATScore,MinimumGreScore,MinimumIELTSScore,MinimumMATScore,MinimumMCATScore,MinimumPTEScore,MinimumSATScore,MinimumTOEFLScore,MLModelName,MinimumAnalyticalScore,MinimumEnglishScore,MinimumExperience,MinimumSopRating,WeightAnalytical,WeightEnglish,WeightExperience,WeightGPA,WeightSop,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,IsNewlyLaunched,BatchId,IsImported,IsImportVerified,Is_Recommendation_Sponser,AnalyticalScore,MinimumLSATScore
,Accounting Major (BS),,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Required,"To apply, students must submit an online application (either the SUNY Application or the Common Application) and an official high school transcript. A letter of recommendation is optional but recommended. Test scores (SAT/ACT) are optional.",Not Required,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,School of Business,"$7,070/Year (In-state); $16,980/Year (Out-of-state)",,,,,,,"Students completing the Accounting major are prepared for careers in public accounting (CPA firms), private accounting (business and not-for-profit organizations), and governmental accounting (local, state, and federal agencies). The program provides students with an understanding of financial accounting, managerial accounting, auditing, taxation, and accounting information systems. The curriculum, along with certain elective courses in other departments, also helps students meet the 150-hour education requirement for CPA licensure in New York State and other jurisdictions. Students typically pursue master's degrees to satisfy the 150-hour requirement. Students may also pursue Brockport's 4+1 BS/MS in Accounting program.",,https://www.brockport.edu/academics/catalogs/programs/,,,$295/credit (In-state); $708/credit (Out-of-state),,False,,4.0,2.5,66%,,,,,,,,,,"$7,070/Year (In-state); $16,980/Year (Out-of-state)",,,,,,,False,False,,,100.0,112.0,,,6.0,,,50.0,,76.0,,,,,,,,,,,"$2,500 - $10,000 per year",,Merit-based,,,,,,,
,Accounting Minor,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Required,Students who wish to minor in accounting must contact the department chair and file a 'Declaration of Minor' form in the Office of Academic Advisement. All students who wish to minor in accounting must complete the following courses with a minimum grade of C. Required Courses (6 credits): ACC 281 Principles of Financial Accounting; ACC 282 Principles of Managerial Accounting. Upper-Division Accounting Electives (12 credits).,Not Required,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,School of Business and Management,"$7,070/Year",,,,,,,"The Accounting minor provides non-business majors with foundational knowledge of financial and managerial accounting concepts. It helps students develop skills in analyzing, interpreting, and communicating financial information, which can be valuable in various professional fields. The minor may also serve as a stepping stone for students interested in pursuing an MBA or other graduate business programs.",,https://www.brockport.edu/academics/catalogs/programs/,,,$295/credit,,False,,4.0,2.0,68%,,,,,,,,,,"$7,070/Year",,,,,,,False,False,,,100.0,112.0,,,6.0,,,50.0,,76.0,,,,,,,,,,,"Up to $3,000 per year",,"Merit-based, Need-based",,,,,,,
,Actuarial and Data Science Major (BS),,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Required,"Prospective first-year students can apply using either the SUNY Application or the Common Application. Required application materials include the application and an official high school transcript. Other materials, such as letters of recommendation and a personal essay, are optional but strongly encouraged. SUNY Brockport is test-optional and does not require SAT or ACT scores for admission.",Not Required,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,School of Arts and Sciences,"NY Resident: $7,070/Year; Out-of-State: $16,980/Year",,,,,,,"The Bachelor of Science (BS) in Actuarial and Data Science at SUNY Brockport prepares students for careers in actuarial science and data science. The program includes a solid foundation in mathematics, statistics, computer science, and economics, along with practical skills in data analysis, modeling, and communication. Students will develop problem-solving skills, critical thinking, and ethical decision-making, while preparing to pass professional exams for actuarial science careers or pursue graduate studies in actuarial science, data science, or related fields.",,https://www.brockport.edu/academics/catalogs/programs/,,,NY Resident: $295/Credit; Out-of-State: $708/Credit,,True,,4.0,2.0,,,,,,,,,,,"NY Resident: $7,070/Year; Out-of-State: $16,980/Year",,,,,,,False,False,,,100.0,112.0,,,6.0,,,50.0,,76.0,,,,,,,,,,,"Up to $8,000 per year",,Merit-based,,,,,,,
,Adapted Physical Education (Concentration),,,,,Undergraduate,Fall 2026,,,,,,Not Required,Required,,,,,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,School of Arts & Sciences,"$7,070/Year (In-state); $16,980/Year (Out-of-state)",,,,,,Adapted Physical Education,"The Certificate of Advanced Study (CAS) in Adapted Physical Education (APE) is designed to give students with a bachelor’s degree in Physical Education and/or Teaching Certification in Physical Education, the academic course work and field experiences to meet the New York State (NYS) requirements for teacher certification as an Adapted Physical Education teacher.

This 24-credit graduate certificate program may be completed in one year of full-time study or in two years of part-time study. Upon completion of the CAS in APE, candidates are eligible for initial/professional certification in APE through the NYS Education Department.

The CAS in APE at Brockport is offered as a stand-alone graduate certificate and as a concentration within the MS in Education (Physical Education or Health Education). Students interested in the MS in Education (Physical Education or Health Education) with a concentration in Adapted Physical Education will apply to the MS program and complete the 24-credits of APE coursework in addition to their core MS program requirements. Students in the CAS in APE are not required to complete a thesis or comprehensive exam.

Program Goals:
* To prepare future adapted physical education teachers with the knowledge and skills necessary to provide appropriate services to individuals with disabilities in physical education.
* To provide opportunities for candidates to demonstrate proficiency in the national adapted physical education standards.
* To provide opportunities for candidates to demonstrate proficiency in the NYS teaching standards for adapted physical education.
* To prepare candidates to meet the requirements for NYS teacher certification in adapted physical education.
* To provide candidates with opportunities to engage in applied research and scholarly activities.",,https://www.brockport.edu/academics/catalogs/programs/,,,$295/credit hour (In-state); $708/credit hour (Out-of-state),,,,4.0,2.75,68%,,,,,,,,,,"$7,070/Year (In-state); $16,980/Year (Out-of-state)",,,,,,,,,,,105.0,112.0,,,6.5,,,53.0,,79.0,,,,,,,,,,,"$1,000 - $3,000 per year",,Merit-based,,,,,,,
,Addictions & Behavioral Health Major,,,,,Undergraduate,Fall 2026,,,,,,Not Required,Required,,,,,,True,True,False,False,False,True,False,False,False,True,True,False,False,False,,,,"School of Education, Health & Human Services",,,,,,,,"Brockport’s Addictions & Behavioral Health Major is a unique program dedicated to training the next generation of professionals to address the complex issues of addiction and mental health. This interdisciplinary degree prepares students to work in a variety of settings, including community agencies, hospitals, schools, and government organizations. You’ll learn to identify, prevent, and treat addiction and behavioral health issues through evidence-based practices, ethical considerations, and culturally sensitive approaches. Our curriculum emphasizes hands-on experience through internships and community engagement, ensuring graduates are well-prepared for immediate employment or further graduate studies in counseling, social work, public health, or related fields. Join us in making a difference in the lives of individuals, families, and communities affected by addiction and behavioral health challenges.",,https://www.brockport.edu/academics/catalogs/programs/,,,$295,,,,4.0,2.5,68%,,,,,,,,,,"$7,070/Year",,,,,,,,,,,100.0,112.0,,,6.0,,,50.0,,76.0,,,,,,,,,,,"$1,000 - $4,000 per year",,Merit-based,,,,,,,
,Addictions & Behavioral Health Minor (non-clinical),,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Required,"This minor consists of 18 credits, 9 of which must be taken at SUNY Brockport. A grade of “C” or better must be earned in all minor courses.",Not Required,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,School of Arts & Sciences,"In-state: $7,070/year; Out-of-state: $16,980/year",,,,,,,"The Addictions and Behavioral Health Minor (non-clinical) at SUNY Brockport is designed for students interested in a variety of professions where knowledge about mental health and addiction is helpful but does not require direct clinical counseling. This minor is suitable for students pursuing careers in fields such as social work, public health, law enforcement, education, and human services, among others. Students will gain a strong foundation in understanding substance use disorders, behavioral addictions, mental health conditions, and co-occurring disorders. The curriculum covers topics such as assessment, prevention, treatment modalities, ethical considerations, and cultural competence, all from a non-clinical perspective. The minor prepares students to support individuals and communities affected by addiction and behavioral health challenges in roles that do not involve direct therapeutic intervention. This minor is not intended for students seeking to become licensed addiction counselors (CASAC).",,https://www.brockport.edu/academics/catalogs/programs/,,,In-state: $295/credit; Out-of-state: $708/credit,,False,,4.0,2.5,70%,,,,,,,,,,"In-state: $7,070/year; Out-of-state: $16,980/year",,,,,,,False,False,,,100.0,112.0,,,6.0,,,50.0,,76.0,,,,,,,,,,,"$1,000 - $5,000 per year",,"Merit-based, Need-based, Donor-funded",,,,,,,
,Adolescence Education: Biology (BS),,,,,Undergraduate,Fall 2026,,,,,,Not Required,Required,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,"School of Arts and Sciences, School of Education, Health and Human Services","In-state: $7,070/Year, Out-of-state: $16,980/Year",,,,,,,"Our Adolescence Education: Biology (BS) program is designed for students who want to teach biology in grades 7-12. You'll gain a comprehensive understanding of biological concepts, including molecular biology, ecology, genetics, and evolution, while also developing the pedagogical skills necessary to effectively teach these subjects to adolescents. Our curriculum integrates theory with practical experience, providing opportunities for field experiences, lab work, and student teaching placements in local schools. Graduates of this program are prepared for New York State certification in Biology Grades 7-12.",,https://www.brockport.edu/academics/catalogs/programs/,,,"$295/credit (in-state), $708/credit (out-of-state)",,,,4.0,2.5,76%,,,,,,,,,,"In-state: $7,070/Year, Out-of-state: $16,980/Year",,,,,,,,,,,100.0,112.0,,,6.0,,,50.0,,76.0,,,,,,,,,,,"Up to $4,000 per year",,Merit-based,,,,,,,
,Adolescence Education: Biology with Students with Disabilities Certification (BS),,,,,Undergraduate-Certificate,,,,,Not Required,Required,Not Required,Required,"Freshman applicants must submit a completed application (SUNY Application or Common Application), an official high school transcript, a letter of recommendation, and a personal essay/statement. SUNY Brockport is test-optional, meaning students have the choice to submit SAT or ACT scores.",Not Required,,True,True,True,True,False,False,False,True,False,False,False,True,True,False,False,False,,,,"School of Education, Health & Human Services","In-state: $7,070/year; Out-of-state: $16,980/year",,,,,,,"This program of study leads to initial/professional New York State certification in Adolescence Education: Biology (grades 7-12) and Students with Disabilities (grades 7-12) Generalist. It is designed for students who are interested in teaching biology to adolescents, including those with disabilities, in public and private schools. The curriculum focuses on both the subject matter of biology and the pedagogical skills required to teach effectively across a range of student needs and abilities. It is a dual certification program.",,https://www.brockport.edu/academics/catalogs/programs/,Accredited by the Council for the Accreditation of Educator Preparation (CAEP),,In-state: $295/credit; Out-of-state: $708/credit,,True,,4.0,2.5,69.57%,,,,,,,,,,7070,,,,,,,False,False,,,100.0,112.0,,,6.0,,,50.0,,76.0,,,,,,,,,,,"$1,000 - $4,000 per year",,"Merit-based, Need-based, Donor-funded",,,,,,,
,Adolescence Education: Chemistry (BS),,,,,Undergraduate,,,,,Not Required,Required,Not Required,Required,"To apply to SUNY Brockport as a first-year student, you will need: a completed application (SUNY Application or Common Application), an official high school transcript, and an essay or personal statement. SUNY Brockport is test-optional, so you can choose whether or not to submit SAT or ACT scores. One letter of recommendation from a teacher or school counselor is optional but highly encouraged.",Not Required,,True,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,,,,School of Arts & Sciences,"$7,070/Year (In-state); $16,980/Year (Out-of-state)",,,,,,Chemistry,"The undergraduate Adolescence Education: Chemistry (BS) degree provides content in Chemistry and professional education leading to New York State initial certification in Adolescence Education: Chemistry (grades 7-12). It is designed for students seeking to become secondary school teachers of chemistry. Graduates are prepared to use a variety of instructional strategies, technologies, and assessments to support diverse student learners in the chemistry classroom. This program also meets the academic requirements for a BS in Chemistry.",,https://www.brockport.edu/academics/catalogs/programs/,,,$295/Credit (In-state); $708/Credit (Out-of-state),,True,,4.0,2.5,68%,,,,,,,,,,"$7,070/Year (In-state); $16,980/Year (Out-of-state)",,,,,,,False,False,,,100.0,112.0,,,6.0,,,50.0,,76.0,,,,,,,,,,,"$1,000 - $4,000 per year",,Merit-based,,,,,,,
,Adolescence Education: Chemistry with Students with Disabilities Certification (BS),,,,,Undergraduate-Certificate,,,,,Not Required,Required,Not Required,Required,"Prospective students must submit a completed SUNY Application or Common Application, an official high school transcript, and an essay/personal statement. A letter of recommendation is optional but encouraged. Standardized test scores (SAT/ACT) are optional.",Not Required,,True,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,,,,"School of Arts & Sciences and School of Education, Health & Human Services","$7,070/Year",,,,,,Chemistry with Students with Disabilities Certification,"This program prepares students to teach chemistry to adolescents (grades 7-12) and to instruct students with disabilities within a general education setting. Upon successful completion of the program, students are recommended for New York State Initial Certification in Adolescence Education: Chemistry and Students with Disabilities (grades 7-12).",,https://www.brockport.edu/academics/catalogs/programs/,,,$295/credit,,True,,4.0,2.5,68%,,,,,,,,,,"$7,070/Year",,,,,,,False,False,,,100.0,112.0,,,6.0,,,50.0,,76.0,,,,,,,,,,,"$1,000 - $7,000 per year",,"Merit-based, Donor-based",,,,,,,
