Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url,IsRecommendationSystemOpted,error
Not Required,Required,"Common Application or Sacred Heart University Application, Official high school transcript, Counselor recommendation, Essay, Official SAT or ACT scores (optional for students applying for Fall 2024).",Required,True,True,False,False,False,,,program,Accounting - BS,https://www.sacredheart.edu/majors--programs/,,
Not Required,Not Required,,Not Required,True,False,False,False,False,,,program,Accounting - Minor,https://www.sacredheart.edu/majors--programs/,,
Required,Required,"Completed Common Application or Sacred Heart University Application. Official high school transcript(s) or GED. Official college transcript(s) for any college-level coursework completed for credit. Letter of Recommendation (encouraged). Application Essay (Required for all applicants). First-year applicants applying for fall 2024, spring 2025, and fall 2025 are not required to submit SAT or ACT scores; however, students may still submit scores to be considered for admission. Applicants for the Performing Arts (Dance, Theatre Arts, and Music) programs are required to complete an audition and interview. Auditions will be held on specific dates on campus. Students unable to attend an on-campus audition may submit a video audition. An artistic resume (one-page maximum) is required in advance of the audition. Candidates will submit their artistic resume directly to the performing arts department prior to their audition. Candidates will also submit two short essays (250-500 words each). One essay should be a short personal statement detailing your interest in your program of choice. The second essay should be a response to a prompt from the department.",Required,False,True,False,False,False,,,program,Acting - BA,https://www.sacredheart.edu/majors--programs/,,
,,,,True,False,False,False,False,,,program,Acting - Minor,https://www.sacredheart.edu/majors--programs/,,
Not Required,Not Required,,Not Required,True,False,False,False,False,,,program,American Studies - Minor,https://www.sacredheart.edu/majors--programs/,,
Not Required,Not Required,,Not Required,True,False,True,False,False,,,program,Applied Physics - Minor,https://www.sacredheart.edu/majors--programs/,,
Not Required,Not Required,"Students applying for admission to Sacred Heart University must apply through the Common Application or through Sacred Heart University’s online application. Required Documents: Official high school transcripts, Official SAT or ACT scores (see test-optional policy), Letter of Recommendation (optional), Personal Essay (optional), Sacred Heart University’s application or Common Application, Application Fee (waived for Sacred Heart application).",Not Required,True,True,False,False,False,,,program,Art & Design - BA,https://www.sacredheart.edu/majors--programs/,,
Not Required,Not Required,,Not Required,True,True,False,False,False,,,program,Art & Design - Minor,https://www.sacredheart.edu/majors--programs/,,
Not Required,Not Required,,Not Required,True,False,False,False,False,,,program,Art History - Minor,https://www.sacredheart.edu/majors--programs/,,
,Required,"Sacred Heart University accepts either the Common Application or Sacred Heart University Application. To apply for admission, applicants should submit the following: Official high school transcript(s), A letter of recommendation from a school counselor or teacher, An essay or personal statement, Official SAT or ACT scores are optional for applicants entering the fall 2024 and spring 2025 semesters. Students who wish to be considered for the honors program or for direct entry to the doctorate of physical therapy program may still submit scores for consideration.",Required,True,True,False,False,False,,,program,Artificial Intelligence - BS,https://www.sacredheart.edu/majors--programs/,,
Not Required,Not Required,"Applicants are required to submit either the Common Application or Sacred Heart University Application and official high school transcript(s). Official SAT and/or ACT scores are optional for most programs, including Biochemistry - BS, as per Sacred Heart University's test-optional policy. Other optional application components include a letter of recommendation, personal essay, interview, and professional resumé.",Not Required,True,True,True,False,False,,,program,Biochemistry - BS,https://www.sacredheart.edu/majors--programs/,,
Not Required,Not Required,"To be considered for admission as a first-year student, you will need to submit the following:
*   Official high school transcript(s).
*   SAT/ACT scores (optional for students applying for fall 2024, spring 2025, or fall 2025). SHU’s SAT code is 3780. SHU’s ACT code is 0614.
*   One letter of recommendation.
*   Essay or personal statement (optional).
*   Official college transcript(s) (if you have taken college courses while in high school).
*   TOEFL/IELTS/Duolingo scores (for international applicants only).",Not Required,True,True,True,False,False,,,program,Biology - BS,https://www.sacredheart.edu/majors--programs/,,
Not Required,Not Required,"To declare the Biology minor, enrolled Sacred Heart University undergraduate students must complete the Declaration of Major/Minor Form available through the Registrar's Office.",Not Required,True,False,True,False,False,,,program,Biology - Minor,https://www.sacredheart.edu/majors--programs/,,
,,,,True,False,False,False,False,,,program,Black Studies - Minor,https://www.sacredheart.edu/majors--programs/,,
Not Required,Not Required,"Sacred Heart University accepts applications through the Common Application. Students applying as first-year students for the 2024-2025 academic year will have the option to apply test-optional. Required materials include: Common Application, Official high school transcript, SAT/ACT scores (Optional for 2024-2025 academic year), Counselor recommendation (strongly encouraged), Personal essay (optional).",Not Required,True,True,False,False,False,,,program,Business Economics - BS,https://www.sacredheart.edu/majors--programs/,,
Not Required,Required,"Common Application or Sacred Heart University application; Official High School Transcript; Guidance Counselor Recommendation; One Essay; Test-Optional Policy: Sacred Heart University has a test-optional policy for applicants seeking fall or spring admission. Students may choose to apply without submitting SAT or ACT scores. If you choose to submit scores, they can be sent directly from the testing agency or reported on your official high school transcript. Students who do not submit test scores will not be disadvantaged in the application process.",Required,True,True,False,False,False,,,program,Business Management - BS,https://www.sacredheart.edu/majors--programs/,,
Not Required,Not Required,,Not Required,True,True,False,False,False,,,program,Catholic Studies - Minor,https://www.sacredheart.edu/majors--programs/,,
Not Required,Required,"All applicants must submit the following documents to be considered for admission to Sacred Heart University:
*   Common Application (including Essay) OR Sacred Heart University Application
*   Official High School Transcripts (9th-11th grades, and 12th grade if available)
*   Counselor Recommendation (Optional from a teacher)
*   Official SAT or ACT scores (see SHU Test-Optional Policy)
Sacred Heart University is test-optional for students applying for the Fall 2024 and Fall 2025 entry terms. Students will be given the choice to apply with or without submitting official SAT or ACT scores as part of their application. Choosing to apply test-optional will not adversely affect an applicant’s admission or scholarship review.",Not Required,True,True,True,False,False,,,program,Chemistry - BS,https://www.sacredheart.edu/majors--programs/,,
Not Required,Not Required,,Not Required,True,False,False,False,False,,,program,Chemistry - Minor,https://www.sacredheart.edu/majors--programs/,,
Not Required,Required,"To apply, first-year students need to submit: A completed Common Application or Sacred Heart University Application, Official high school transcripts, One letter of recommendation from a guidance counselor or teacher (We recommend a letter from a teacher), Application essay. Sacred Heart University is test-optional, meaning students have the choice of whether or not to submit SAT or ACT scores as part of their application package. If you choose to submit your scores, you may self-report them through your application or upload a copy of your scores to your application portal. Official scores will be required for students who enroll and submit their scores. Students who are applying for the following programs are required to submit SAT or ACT scores: Direct Entry Nursing, Occupational Therapy, Doctor of (Dual Degree), Physical Therapy, Doctor of (Dual Degree), Physician Assistant Studies (Dual Degree).",Required,True,True,False,False,False,,,program,Communication Studies - BA,https://www.sacredheart.edu/majors--programs/,,
Not Required,Required,"Official high school transcript, Essay, Guidance counselor recommendation, Official SAT or ACT scores (optional for most programs), Portfolio or audition (for certain programs, if applicable)",Required,True,True,True,False,False,,,program,Computer Engineering - BS,https://www.sacredheart.edu/majors--programs/,,
Not Required,Not Required,"To apply to Sacred Heart University, please submit the following: Common Application or SHU Application, Official High School Transcripts, One Letter of Recommendation (counselor or teacher), Optional Essay, SAT/ACT Scores (see test-optional policy below), Personal Interview (recommended for undecided students or those in need of further assistance, but not required). Nursing applicants must submit an essay. Five-Year Bachelor's/Master's programs have additional requirements.",Not Required,True,True,True,False,False,,,program,Computer Science - BS,https://www.sacredheart.edu/majors--programs/,,
,,,,True,False,False,False,False,,,program,Computer Science - Minor,https://www.sacredheart.edu/majors--programs/,,
Not Required,Not Required,,Not Required,True,False,False,False,False,,,program,Creative Writing - Minor,https://www.sacredheart.edu/majors--programs/,,
Not Required,Not Required,"A completed application (either the Common Application or Sacred Heart University Application)
Official high school transcript
Letters of Recommendation (optional)
Personal Statement/Essay (optional)
Official standardized test scores (SAT/ACT) — Sacred Heart University is test-optional for most majors. Learn more about our test-optional policy.",Not Required,True,False,False,False,False,,,program,Criminal Justice - BA,https://www.sacredheart.edu/majors--programs/,,
,Required,"Complete our online application (Common Application or Sacred Heart University application). Official high school transcripts from all high schools attended. A letter of recommendation from your high school counselor. Official SAT or ACT scores (recommended, but optional). A personal essay (required only if applying via Common Application). A non-refundable $50 application fee.",,True,True,True,False,False,,,program,Cybersecurity - BS,https://www.sacredheart.edu/majors--programs/,,
,,,,True,False,False,False,False,,,program,Data Analytics - Minor,https://www.sacredheart.edu/majors--programs/,,
Not Required,,"Students who complete the Common Application or SHU Application must submit the following materials:
- Common Application or SHU Application
- Official High School Transcript
- Secondary School Report and Counselor Recommendation
- Two Letters of Recommendation (optional)
- Essay (optional)
- SAT/ACT scores (optional for most programs, see ""Test Optional Policy"")
- Resume (optional)
- AP/IB scores (if applicable)",,True,True,False,False,False,,,program,Digital Marketing - BS,https://www.sacredheart.edu/majors--programs/,,
Not Required,Not Required,Students interested in declaring a minor in economics must have a cumulative GPA of 2.0 and have completed or be currently enrolled in EC 101 or EC 102.,Not Required,True,False,False,False,False,,,program,Economics - Minor,https://www.sacredheart.edu/majors--programs/,,
Not Required,Not Required,Common Application or Sacred Heart University Application; Official High School Transcript(s); Counselor Recommendation (Common App only) or Secondary School Report; Optional: SAT/ACT Scores; Optional: Personal Essay.,Not Required,True,True,True,False,False,,,program,Electrical Engineering - BS,https://www.sacredheart.edu/majors--programs/,,
,,This minor is available to any student in any major at SHU. Students must maintain a 2.0 GPA in all courses that count towards the minor.,,True,False,True,False,False,,,program,Engineering - Minor,https://www.sacredheart.edu/majors--programs/,,
Not Required,Required,"Official High School Transcript, Recommendation Letter (from a teacher or counselor), SAT/ACT Scores (Optional for Fall 2024 applicants), Common Application or SHU Application (including essay).",Not Required,True,False,False,False,False,,,program,English - BA,https://www.sacredheart.edu/majors--programs/,,
