QsWorldRanking,School,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,Term,LiveDate,DeadlineDate,Fees,AverageScholarshipAmount,CostPerCredit,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,Program duration,Tuition fee,Program name,Program Page url
,Hutton School of Business,,,,,Fall 2026,,,,,,,,,4 Years,,Bachelor of Science in Accounting,https://www.ucumberlands.edu/academics/undergraduate
,Department of Art,,4.0,2.0,,Fall 2026,,,"$27,800/Year",,,,,"Merit-based, Need-based",4 years,,Bachelor of Science in Art,https://www.ucumberlands.edu/academics/undergraduate
,Department of Art,,4.0,2.0,,Fall 2026,,,"$24,500 per year for tuition and fees for on-campus undergraduate students.",,$488 per credit hour for part-time (1-11 credit hours) on-campus undergraduate students.,,,"Merit-based scholarships, Need-based grants, and other forms of financial aid are available.",4 years,"$24,500 per year for on-campus undergraduate students.",Bachelor of Science in Art - Art Education P-12,https://www.ucumberlands.edu/academics/undergraduate
,,,,,,Fall 2026,,,,,,,,,,,Bachelor of Science in Biology,https://www.ucumberlands.edu/academics/undergraduate
,Department of Biology,,4.0,2.0,,Fall 2026,,,"$19,750/Year",,$330/Credit Hour for part-time students.,,,"Merit-based, Need-based, and other scholarships are available.",4 years,"$19,750 per year for on-campus students.",Bachelor of Science in Biology - Pre-Medical Science,https://www.ucumberlands.edu/academics/undergraduate
,,,,,,,,,,,,,,,,,Bachelor of Science in Business,https://www.ucumberlands.edu/academics/undergraduate
,,,,,,Fall 2026,,,,,,,,,,,Bachelor of Science in Chemistry,https://www.ucumberlands.edu/academics/undergraduate
,,,,,,,,,,,,,,,,,Bachelor of Arts in Coaching,https://www.ucumberlands.edu/academics/undergraduate
,Hutton School of Business,,4.0,,,Fall 2026,,,,,,,,,4 years,,Bachelor of Science in Business Administration,https://www.ucumberlands.edu/academics/undergraduate
,,,,,,Fall 2026,,,,,,,,,,,Bachelor of Science in Communication Arts,https://www.ucumberlands.edu/academics/undergraduate
