Concentration name,description,program website url,Accreditation status,Level,Program name,Program Page url
,"The Bachelor of Science in Bioengineering program combines engineering sciences with biological sciences, preparing graduates to apply engineering principles to problems in biology and medicine. This interdisciplinary curriculum encompasses a broad range of subjects, including biomechanics, biomaterials, cellular and tissue engineering, medical imaging, computational modeling, and instrumentation. Students develop a strong foundation in mathematics, physics, chemistry, and biology, coupled with specialized engineering coursework and hands-on laboratory experiences. The program emphasizes problem-solving, critical thinking, and design, often in collaboration with healthcare institutions and industry partners through Northeastern's renowned co-op program. Graduates are equipped for diverse careers in the biomedical industry, research and development, healthcare, regulatory affairs, or for further graduate studies in bioengineering, medicine, or related fields. The program's objectives are to produce graduates who can solve complex engineering problems in biological and medical systems; design and conduct experiments, analyze and interpret data; apply engineering design to produce solutions that meet specified needs; communicate effectively with a range of audiences; recognize ethical and professional responsibilities in engineering situations; and understand the impact of engineering solutions in a global, economic, environmental, and societal context.",https://catalog.northeastern.edu/undergraduate/engineering/bioengineering/,"The Bioengineering program is accredited by the Engineering Accreditation Commission of ABET, https://www.abet.org.",Bachelor of Science,Bachelor of Science in Bioengineering,https://catalog.northeastern.edu/undergraduate/engineering/bioengineering/
,"The Bachelor of Science in Chemical Engineering program prepares students to apply chemical engineering principles, methods, and tools to complex, open-ended problems in a wide range of fields. Students gain a fundamental understanding of chemical engineering through study of material and energy balances, thermodynamics, fluid mechanics, heat and mass transfer, and chemical reaction engineering, and apply these principles in a state-of-the-art laboratory and design sequence. The curriculum emphasizes the application of quantitative reasoning, analysis, and synthesis to the design of chemical processes and products. Graduates are prepared for careers in the chemical, energy, environmental, materials, pharmaceutical, and biotechnology industries, and for graduate studies in engineering, science, business, or law.",https://catalog.northeastern.edu/undergraduate/engineering/chemical/chemical-engineering-bsche/,"The Bachelor of Science in Chemical Engineering program is accredited by the Engineering Accreditation Commission of ABET, https://www.abet.org.",,Bachelor of Science in Chemical Engineering,https://catalog.northeastern.edu/undergraduate/engineering/chemical/chemical-engineering-bsche/
,"The Civil Engineering undergraduate program leads to a Bachelor of Science (BS) degree. This comprehensive program prepares students for professional practice in the planning, design, and construction of buildings, bridges, and other structures; water resources and environmental facilities; and transportation systems. The program provides the necessary background for students to pursue advanced degrees in civil engineering or related fields. Our Civil Engineering curriculum prepares students to apply knowledge of mathematics, science, and engineering; design and conduct experiments, analyze and interpret data; design a system, component, or process to meet desired needs within realistic constraints such as economic, environmental, social, political, ethical, health and safety, manufacturability, and sustainability; function on multidisciplinary teams; identify, formulate, and solve engineering problems; understand professional and ethical responsibility; communicate effectively; obtain the broad education necessary to understand the impact of engineering solutions in a global, economic, environmental, and societal context; recognize the need for, and an ability to engage in, life-long learning; and know of contemporary issues.",https://coe.northeastern.edu/academics/undergraduate/civil-environmental-engineering/undergraduate-degrees/civil-engineering-bs/,"The undergraduate Civil Engineering program is accredited by the Engineering Accreditation Commission of ABET, https://www.abet.org.",,Bachelor of Science in Civil Engineering,https://admissions.northeastern.edu/academics/areas-of-study/
,"Computer engineering is a discipline that bridges electrical engineering and computer science. It combines a broad foundation in computing, science, and mathematics with an understanding of electrical engineering principles. Students learn how to design, build, and operate computer hardware and software systems and how to apply this knowledge to a wide variety of career paths. They acquire core knowledge in areas such as computer architecture, digital system design, embedded systems, software engineering, and computer networks, with opportunities for further specialization through technical electives. Experiential learning is a cornerstone of the Northeastern experience, and computer engineering students have abundant opportunities to participate in co-op, research, and global experiences. These experiences provide students with a competitive edge, preparing them for careers in industry or for graduate studies.",https://catalog.northeastern.edu/undergraduate/engineering/electrical-computer/computer-engineering-bscompe/,The BS in Computer Engineering is accredited by the Engineering Accreditation Commission of ABET.,,Bachelor of Science in Computer Engineering,https://catalog.northeastern.edu/undergraduate/engineering/electrical-computer/computer-engineering-bscompe/
"Electrical Engineering, Computer Engineering","Electrical engineering is one of the broadest and most fundamental branches of engineering. Electrical engineers design, develop, test, and supervise the deployment of electrical systems and electronic devices. As such, electrical engineering is at the heart of the digital revolution, contributing significantly to modern computing, wireless communications, and the internet. The Department of Electrical and Computer Engineering at Northeastern offers a Bachelor of Science in Electrical Engineering that encompasses the broad range of topics covered by the discipline. Students in this program take a sequence of courses that provide a strong background in mathematics and physics, as well as the fundamental theory and design methods of electrical engineering. These core topics are complemented by courses that allow students to delve more deeply into subdisciplines such as micro- and nano-electronics, electromagnetics, solid-state devices, power engineering, communications, signal processing, and control systems. Students can also elect to pursue concentrations in areas such as computer engineering, electrical engineering, and robotics. All students are encouraged to engage in research and entrepreneurial activities and to consider the global and societal impacts of their work. Students who complete the electrical engineering curriculum will receive a Bachelor of Science in Electrical Engineering.",https://catalog.northeastern.edu/undergraduate/engineering/electrical-computer/,"The Bachelor of Science in Electrical Engineering program is accredited by the Engineering Accreditation Commission of ABET, www.abet.org.",,Bachelor of Science in Electrical Engineering,https://catalog.northeastern.edu/undergraduate/engineering/electrical-computer/
,"The Bachelor of Science in Environmental Engineering prepares students for careers in environmental protection and sustainability. Environmental engineers apply scientific and engineering principles to protect and improve the environment, control air and water pollution, manage solid and hazardous waste, design sustainable water resources systems, and address public health issues. Environmental engineers work on diverse projects in both the public and private sectors, including the design of water and wastewater treatment plants, municipal solid waste management facilities, air pollution control systems, and hazardous waste remediation sites. They also develop strategies for sustainable urban development, environmental impact assessments, and resource recovery.

The program includes a strong foundation in mathematics, physics, chemistry, and biological sciences, followed by core environmental engineering courses. These courses cover topics such as environmental chemistry, fluid mechanics, water and wastewater treatment, air pollution control, solid and hazardous waste management, and hydrology. Students also gain practical experience through laboratory work, design projects, and the university’s cooperative education program (co-op).

The curriculum is designed to meet the requirements for professional engineering licensure and provides a broad background for graduates seeking employment in environmental consulting, government agencies, industry, and research organizations. Graduates are well-prepared for entry-level positions and for continued graduate studies in environmental engineering or related fields.",https://catalog.northeastern.edu/undergraduate/engineering/civil-environmental/environmental-engineering-bsenve/environmental-engineering-bsenve.pdf,,,Bachelor of Science in Environmental Engineering,https://catalog.northeastern.edu/undergraduate/engineering/civil-environmental/environmental-engineering-bsenve/environmental-engineering-bsenve.pdf
,"Industrial engineering is concerned with the design, improvement, and installation of integrated systems of people, materials, information, equipment, and energy. It draws upon specialized knowledge and skill in the mathematical, physical, and social sciences, together with the principles and methods of engineering analysis and design, to specify, predict, and evaluate the results to be obtained from such systems.
The curriculum is designed to give the student a strong foundation in mathematics, physics, and chemistry, and the general education requirements allow exploration of a variety of areas of human knowledge. The first two years are concerned primarily with the fundamental engineering sciences. In the upper-level courses, the student is introduced to the areas of design and analysis of industrial production and distribution systems, management systems, engineering economy, human factors, quality control, operations research, information systems, and simulation. The courses involve quantitative and qualitative approaches, as well as laboratory experience. These courses are supplemented by electives in the areas of computer science, humanities, and social sciences.",https://catalog.northeastern.edu/undergraduate/engineering/mechanical-industrial/bsie/,"All undergraduate programs in the Northeastern University College of Engineering are accredited by the Engineering Accreditation Commission of ABET, https://www.abet.org.",,Bachelor of Science in Industrial Engineering,https://catalog.northeastern.edu/undergraduate/engineering/mechanical-industrial/bsie/
,"Mechanical engineering is one of the broadest and most fundamental engineering disciplines. Mechanical engineers use the principles of motion, energy, and force to design, develop, and manufacture a wide range of products for virtually every industry. Mechanical engineers are involved in all aspects of mechanical device design, analysis, and fabrication, including concept, design, analysis, prototyping, and testing. Examples of products include components for aircraft, automobiles, energy-generation systems, robots, biomechanical devices, and high-tech equipment. Mechanical engineering is a continually evolving discipline that requires the integration of computers, electronics, and controls for the design and operation of electro-mechanical systems. Northeastern’s curriculum for mechanical engineering focuses on the fundamentals of mechanics, thermodynamics, and design while providing students the flexibility to pursue in-depth study in a number of areas, including aerospace, mechatronics, and biomechanics. The program also features extensive laboratory experience and opportunities for co-op experiences and research. In addition, students have the opportunity to participate in a five-year BS/MS program.",https://catalog.northeastern.edu/undergraduate/engineering/mechanical-industrial/bsme/,The Bachelor of Science in Mechanical Engineering program is accredited by the Engineering Accreditation Commission of ABET.,,Bachelor of Science in Mechanical Engineering,https://catalog.northeastern.edu/undergraduate/engineering/mechanical-industrial/bsme/
,"The Bachelor of Arts in Computer Science program is designed for students who desire a strong foundation in computer science and also wish to combine it with a substantial amount of study in another area. This program allows students to develop an understanding of the theoretical and practical foundations of computing and to explore another field of interest in depth, creating a powerful combination of skills and knowledge. The BA in Computer Science is a solid preparation for either graduate study in computer science or a career in which the abilities to design and implement computational solutions and to understand their broader context are important. Students who complete the BA in Computer Science will be well positioned to pursue careers in computing or in fields where computing knowledge is a valued asset.",https://catalog.northeastern.edu/undergraduate/computer-information-science/computer-science/bacs/,,,Bachelor of Arts in Computer Science,https://catalog.northeastern.edu/undergraduate/computer-information-science/computer-science/bacs/
,"Computer science involves the design and implementation of efficient software and hardware, the development of new ways to use computers, and the scientific study of computational problems. Areas of study include programming languages, operating systems, software engineering, databases, artificial intelligence, networking, scientific computation, computer vision, cybersecurity, and computer architecture. Northeastern’s program, which emphasizes the principles of computation, helps students acquire skills in critical thinking, abstract reasoning, and problem solving. These skills provide a strong foundation for careers in business, industry, and government, as well as for graduate study in computer science.",https://catalog.northeastern.edu/undergraduate/computer-information-science/computer-science/,,BS,Bachelor of Science in Computer Science,https://catalog.northeastern.edu/undergraduate/computer-information-science/computer-science/
