QsWorldRanking,School,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,Term,LiveDate,DeadlineDate,Fees,AverageScholarshipAmount,CostPerCredit,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,Program duration,Tuition fee,Program name,Program Page url
,College of Human Sciences and Humanities,,4.0,3.0,91%,Fall 2026,,,10006.8,,235,"$1,500 - $4,000 per year",,Merit-based,4 years (120 credit hours),7050,Bachelor of Arts in Art and Design,"The official university website for the University of Houston-Clear Lake is www.uhcl.edu.

The University of Houston-Clear Lake (UHCL) is a public university located in Pasadena and Houston, Texas, with additional campuses in Pearland and the Texas Medical Center. It is a part of the University of Houston System. The university is situated on a 524-acre nature preserve near the NASA Johnson Space Center. UHCL offers a variety of undergraduate, graduate, and doctoral programs to its student body."
,College of Human Sciences and Humanities,,4.0,2.5,,Fall 2026,,,10871,,694.7,"Up to $3,000 per year",,"Merit-based, Departmental",4 years,"$10,871/Year (Texas Resident); $26,211/Year (Non-Resident)",Bachelor of Arts in Communication,"The official university website for the University of Houston-Clear Lake is www.uhcl.edu.

The University of Houston-Clear Lake (UHCL) is a public university located in Pasadena and Houston, Texas, with additional campuses in Pearland and the Texas Medical Center. It is a part of the University of Houston System. The university is situated on a 524-acre nature preserve near the NASA Johnson Space Center. UHCL offers a variety of undergraduate, graduate, and doctoral programs to its student body."
,College of Human Sciences and Humanities,,4.0,2.0,89%,Fall 2026,,,"$5,324/Semester or $10,648/Year (Resident)",,$743.60/credit hour (Resident),"$1,000 - $3,000 per year",,"Merit-based, Need-based, Departmental",4 years (120 credit hours),"$5,324/Semester or $10,648/Year (Resident)",Bachelor of Arts in Criminology and Criminal Justice,"The official university website for the University of Houston-Clear Lake is www.uhcl.edu.

The University of Houston-Clear Lake (UHCL) is a public university located in Pasadena and Houston, Texas, with additional campuses in Pearland and the Texas Medical Center. It is a part of the University of Houston System. The university is situated on a 524-acre nature preserve near the NASA Johnson Space Center. UHCL offers a variety of undergraduate, graduate, and doctoral programs to its student body."
,College of Human Sciences and Humanities,,4.0,2.0,76% (Fall 2022),Fall 2026,,,"$9,834.90/Year",,$327.83,"Up to $3,000 per year",,"Merit-based, New-Student, Current-Student",4 years (120 credit hours),"$9,834.90/Year",Bachelor of Arts in Geography,"The official university website for the University of Houston-Clear Lake is www.uhcl.edu.

The University of Houston-Clear Lake (UHCL) is a public university located in Pasadena and Houston, Texas, with additional campuses in Pearland and the Texas Medical Center. It is a part of the University of Houston System. The university is situated on a 524-acre nature preserve near the NASA Johnson Space Center. UHCL offers a variety of undergraduate, graduate, and doctoral programs to its student body."
,College of Human Sciences and Humanities,,4.0,2.0,,Fall 2026,,,"$10,424.10/Year",,347.47,"$1,000 to $3,000 per year",,"Merit-based, Need-based, Departmental",4 years,"$10,424.10/Year",Bachelor of Arts in History,"The official university website for the University of Houston-Clear Lake is www.uhcl.edu.

The University of Houston-Clear Lake (UHCL) is a public university located in Pasadena and Houston, Texas, with additional campuses in Pearland and the Texas Medical Center. It is a part of the University of Houston System. The university is situated on a 524-acre nature preserve near the NASA Johnson Space Center. UHCL offers a variety of undergraduate, graduate, and doctoral programs to its student body."
,College of Human Sciences and Humanities,,4.0,2.0,92.9% (Fall 2023),Fall 2026,,,"Resident: $9,674.10/Year; Non-Resident: $23,894.10/Year (based on 30 credit hours)",2306.0,Resident: $243.27/credit hour (tuition only); Non-Resident: $714.27/credit hour (tuition only),"Up to $3,000 per year",,"Merit-based, Departmental",4 years (120 credit hours),"Resident: $9,674.10/Year; Non-Resident: $23,894.10/Year (based on 30 credit hours)",Bachelor of Arts in Humanities,"The official university website for the University of Houston-Clear Lake is www.uhcl.edu.

The University of Houston-Clear Lake (UHCL) is a public university located in Pasadena and Houston, Texas, with additional campuses in Pearland and the Texas Medical Center. It is a part of the University of Houston System. The university is situated on a 524-acre nature preserve near the NASA Johnson Space Center. UHCL offers a variety of undergraduate, graduate, and doctoral programs to its student body."
,College of Human Sciences and Humanities,,4.0,2.5,53.86% (Fall 2023),Fall 2026,,,,,"Texas Resident: $623.80/credit hour; Non-Resident: $1,085.80/credit hour (for College of Human Sciences and Humanities)","$1,000 - $3,000 per year",,"Merit-based, Need-based",4 years (120 credit hours),"Texas Resident: $9,834/year; Non-Resident: $23,880/year (based on 15 credit hours per semester for Fall 2023-Summer 2024)",Bachelor of Arts in Literature,"The official university website for the University of Houston-Clear Lake is www.uhcl.edu.

The University of Houston-Clear Lake (UHCL) is a public university located in Pasadena and Houston, Texas, with additional campuses in Pearland and the Texas Medical Center. It is a part of the University of Houston System. The university is situated on a 524-acre nature preserve near the NASA Johnson Space Center. UHCL offers a variety of undergraduate, graduate, and doctoral programs to its student body."
,College of Human Sciences and Humanities,,4.0,2.0,,Fall 2026,,,9713.5,,,"$1,000 - $3,000 per year",,Merit-based,4 years,,Bachelor of Arts in Psychology,"The official university website for the University of Houston-Clear Lake is www.uhcl.edu.

The University of Houston-Clear Lake (UHCL) is a public university located in Pasadena and Houston, Texas, with additional campuses in Pearland and the Texas Medical Center. It is a part of the University of Houston System. The university is situated on a 524-acre nature preserve near the NASA Johnson Space Center. UHCL offers a variety of undergraduate, graduate, and doctoral programs to its student body."
,College of Human Sciences and Humanities,,4.0,2.5,79.5%,Fall 2026,,,"$13,132.50/Year (Resident)",,437.75,"$1,000 - $3,000 per year",,Merit-based,4 years (120 credit hours),13133,Bachelor of Arts in Sociology,"The official university website for the University of Houston-Clear Lake is www.uhcl.edu.

The University of Houston-Clear Lake (UHCL) is a public university located in Pasadena and Houston, Texas, with additional campuses in Pearland and the Texas Medical Center. It is a part of the University of Houston System. The university is situated on a 524-acre nature preserve near the NASA Johnson Space Center. UHCL offers a variety of undergraduate, graduate, and doctoral programs to its student body."
,College of Human Sciences and Humanities,,4.0,2.5,90% (Fall 2022),Fall 2026,,,"$10,246/Year",,,"Up to $4,000 per year",,"Merit-based, Need-based",4 years,,Bachelor of Applied Science in Healthcare Services,"The official university website for the University of Houston-Clear Lake is www.uhcl.edu.

The University of Houston-Clear Lake (UHCL) is a public university located in Pasadena and Houston, Texas, with additional campuses in Pearland and the Texas Medical Center. It is a part of the University of Houston System. The university is situated on a 524-acre nature preserve near the NASA Johnson Space Center. UHCL offers a variety of undergraduate, graduate, and doctoral programs to its student body."
