QsWorldRanking,School,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,Term,LiveDate,DeadlineDate,Fees,AverageScholarshipAmount,CostPerCredit,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,Program duration,Tuition fee,Program name,Program Page url
,,,4.0,2.0,75%,,,,"$61,260/Year",,"$2,042","$20,000 to $40,000 annually",,Merit-Based,,"$61,260/Year",Bachelor of Science in Abolitionism and Social Justice,The official university website for Clarkson University is https://www.clarkson.edu.
,Wallace H. Coulter School of Engineering,,,,73%,Fall 2026,,,"$61,284/Year",,"$2,043","$20,000 to $45,000 annually",,Merit-based,4 years,"$61,284/Year",Bachelor of Science in Aerospace Engineering,The official university website for Clarkson University is https://www.clarkson.edu.
,School of Arts & Sciences,,4.0,2.0,79%,Fall 2026,,,"$2,184/Year","$46,263","$1,970","up to $31,000/year",,Merit-based,4 years,"$61,250/Year",Bachelor of Science in American Politics,The official university website for Clarkson University is https://www.clarkson.edu.
,,,4.0,2.0,76.8%,,,,"$59,198/Year","$44,813","$1,973","$20,000 - $38,000 per year",,Merit-based,,"$59,198/Year",Bachelor of Science in Anthropology,The official university website for Clarkson University is https://www.clarkson.edu.
,School of Arts & Sciences,,4.0,2.0,73%,,,,"$60,290/Year",,"$2,010","Up to $25,000 annually",,Merit-based,4 years,"$60,290/Year",Bachelor of Science in Applied Mathematics and Statistics,The official university website for Clarkson University is https://www.clarkson.edu.
,Wallace H. Coulter School of Engineering,,4.0,2.0,,Fall 2026,"August 1, 2025","January 15, 2026","$61,590/Year","$51,100","$2,053/credit hour","Merit scholarships range from $15,000 to $45,000 per year",,"Merit-based, Need-based, Program-specific",4 years,"$61,590/Year",Bachelor of Science in Architectural and Facilities Engineering,The official university website for Clarkson University is https://www.clarkson.edu.
751-800,School of Arts & Sciences,,4.0,2.0,75%,Fall 2026,,,61238,"over $48,000",2041,"$15,000 up to $45,000",,"Merit-based, Need-based",4 years,"$61,238/Year","Bachelor of Science in Arts, Culture and Technology",The official university website for Clarkson University is https://www.clarkson.edu.
,School of Arts & Sciences,,4.0,,78%,Fall 2026,,,"$61,400/Year",,"$2,047","$4,000 - Full tuition per year",,Merit-based,4 years,"$61,400/Year",Bachelor of Science in Biology,The official university website for Clarkson University is https://www.clarkson.edu.
,School of Arts & Sciences,,4.0,2.0,75%,,,,"$60,290/Year","$49,000+","$2,010","$15,000 to $40,000 annually",,Merit-based,4 years,"$60,290/Year",Bachelor of Science in Biomolecular Science,The official university website for Clarkson University is https://www.clarkson.edu.
,Reh School of Business,,4.0,2.0,,,,,59178,47000,1973,"$20,000 - $35,000 per year",,Merit-based,4 years,59178,Bachelor of Science in Business Administration,The official university website for Clarkson University is https://www.clarkson.edu.
,David D. Reh School of Business,,4.0,,,Fall 2026,,,58390/Year,,1946,"Our merit-based scholarships for incoming first-year students range from $19,000 up to $23,000 per year",,Merit-based,4 years,58390/Year,Bachelor of Science in Business Analytics,The official university website for Clarkson University is https://www.clarkson.edu.
,David D. Reh School of Business,,4.0,2.0,,,,,"$61,014/Year",,"$2,034 per credit hour","up to $38,000 per year",,"Merit-based, Need-based",4 years,"$61,014/Year",Bachelor of Science in Business Intelligence and Data Analytics,The official university website for Clarkson University is https://www.clarkson.edu.
,Wallace H. Coulter School of Engineering,,4.0,2.0,,Fall 2026,,,59790,,"$1,993","$20,000 to $45,000 annually",,Merit-based,4 years,"$59,790/Year",Bachelor of Science in Chemical Engineering,The official university website for Clarkson University is https://www.clarkson.edu.
,School of Arts & Sciences,,4.0,2.0,65%,,,,"$61,290/Year","$45,800","$2,043/Credit","$20,000 - Full-tuition per year",,Merit-based,4 years,"$61,290/Year",Bachelor of Science in Chemistry,The official university website for Clarkson University is https://www.clarkson.edu.
,Wallace H. Coulter School of Engineering,,,,75%,Fall 2026,,,59690,49100,1990,"$15,000 to $45,000",,"Merit-based, Need-based",4 years,"$59,690/Year",Bachelor of Science in Civil Engineering,The official university website for Clarkson University is https://www.clarkson.edu.
