Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url,IsRecommendationSystemOpted,error
Not Required,Not Required,"To declare the Accounting minor, students must have a cumulative GPA of 2.5 or higher and have completed MGT 4 and MGT 5 with a grade of C- or better. Students can declare the minor through the Major/Minor tool on TritonLink. The minor requires a total of seven courses (28 units). Lower-division required courses are MGT 4: Financial Accounting and MGT 5: Managerial Accounting. Students must then complete five upper-division courses from the following: MGT 131A. Intermediate Accounting A, MGT 132. Auditing, MGT 134. Federal Taxation-Individuals, MGT 135. Federal Taxation–Corporations, Partnerships, Estates and Trusts, MGT 136. Advanced Accounting, MGT 137. Accounting Information Systems, MGT 139. Special Topics in Accounting.",Not Required,True,False,False,False,False,,,program,Accounting Minor,"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
Not Required,Required,"To be considered for admission to UC San Diego, applicants must complete 15 A-G courses with a grade of C or better, with at least 11 of these courses completed before the final year of high school. Aerospace Engineering is a capped major within the Jacobs School of Engineering, meaning it has a limited number of spots and admission is competitive. All students must select a major when they apply, and they must meet specific coursework and GPA requirements.",Not Required,True,False,True,False,False,,,program,Aerospace Engineering (B.S.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
Not Required,Not Required,"To be considered for admission to UC San Diego, you must be on track to successfully complete 15 year-long high school courses — with a grade of C or better. This sequence of courses is also known as the A-G requirements. For success in an Engineering major, it is recommended that applicants complete the following high school courses: a full year of physics, a full year of chemistry, and four years of math, with calculus in the senior year.",Not Required,True,False,True,False,False,,,program,Aerospace Engineering with a Specialization in Aerothermodynamics (B.S.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,,,,,,,,,,,error,Aerospace Engineering with a Specialization in Astrodynamics and Space Applications (B.S.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Aerospace Engineering with a Specialization in Flight Dynamics and Controls (B.S.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Aerospace Engineering with a Specialization in Propulsion (B.S.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,African American Studies Minor,"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,African Studies Minor,"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Anthropology (Archaeology) (B.A.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Anthropology (Biological Anthropology) (B.A.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"To apply to UC San Diego, you must fill out the University of California's (UC) undergraduate application. As a first-year applicant, you must complete the 15 A-G academic courses required for admission to the UC system with a grade of 'C' or better in each course and earn a grade point average (GPA) of 3.0 or better (3.4 for non-residents). The application includes sections for academic history, activities & awards, and personal insight questions.",Not Required,True,False,False,False,False,,,program,Anthropology (Climate Change and Human Solutions) (B.A.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
Not Required,Not Required,"UC San Diego does not offer early action or early decision. All applicants must submit the UC Application. Required application materials include academic history from grades 9-12, and responses to Personal Insight Questions. While not required for admission decisions, applicants may be invited to submit a recommendation letter and an optional portfolio or resume for specific majors after the application deadline.",Not Required,True,False,False,False,False,,,program,Anthropology (Sociocultural Anthropology) (B.A.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,,,,,,,,,,,error,Anthropology with a Concentration in Climate Change and Human Solutions (B.A.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"A minor in anthropology with a concentration in archaeology requires a total of seven courses (twenty-eight units), of which at least five must be upper division. All courses for the minor must be taken for a letter grade and passed with a C– or better. Students must also meet the department’s residency requirement: at least five of the seven courses for the minor must be taken at UC San Diego. No more than two courses may overlap between a student’s major and minor.",Not Required,True,False,False,False,False,,,program,Anthropology-Archaeology Minor,"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
Not Required,Not Required,"The minor in biological anthropology consists of seven ANTH courses, of which at least five must be upper division. Of the two lower-division courses, one must be ANBI 100 or ANBI 101. Of the five upper-division courses, one must be ANBI 102. No more than three courses from a study abroad program may be petitioned to count toward the minor. All courses must be taken for a letter grade and passed with a C– or better. To declare any anthropology minor, students must complete the online minor declaration application.",Not Required,True,False,True,False,False,,,program,Anthropology-Biological Minor,"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
Not Required,Not Required,"The Climate Change and Human Solutions minor requires a total of seven courses (twenty-eight units), at least five of which must be upper-division. These include one lower-division course (ANTH 23), one upper-division methods course, one upper-division core course, and four upper-division elective courses. A minimum 2.0 GPA is required in the minor. All courses for the minor must be taken for a letter grade. Students can declare the minor using the Tritonlink Major/Minor tool.",Not Required,True,False,False,False,False,,,program,Anthropology-Climate Change and Human Solutions Minor,"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
Not Required,Not Required,"The sociocultural anthropology minor requires seven courses (twenty-eight units), of which five (twenty units) must be upper division. The seven required courses must be taken for a letter grade and students must earn a C- or better. At least five of the seven courses must be taken at UC San Diego. To declare the minor, students must log into TritonLink and use the Major/Minor tool to list the courses they have taken and plan to take. The request is then routed to the department for approval. Required courses include one lower-division course (ANTH 23) and six upper-division sociocultural courses, of which at least one must be a methods course (ANSO 100 or ANAR 105).",Not Required,True,False,False,False,False,,,program,Anthropology-Sociocultural Minor,"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,,,,,,,,,,,error,Applied Physics Minor,"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"As a Bachelor of Arts (B.A.) program, applicants apply for general undergraduate admission to UC San Diego and then declare the major. First-year applicants must complete the 15 A-G college-preparatory courses with a grade point average (GPA) of 3.0 or better (3.4 for non-California residents) and no grade lower than a C. Applicants must also complete the UC application, which includes answering 4 out of 8 personal insight questions. Letters of recommendation are not required.",Not Required,True,False,False,False,False,,,program,"Art History, Criticism and Conservation (B.A.)","The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
Not Required,Not Required,"To declare the minor, students must use the online major/minor tool on TritonLink. Students are required to meet with the Asian American and Pacific Islander Studies academic advisor to create a study plan. The minor requires a total of seven courses (twenty-eight units), at least five of which must be upper division. All courses for the minor must be taken for a letter grade and a minimum 2.0 GPA is required for graduation.",Not Required,True,False,False,False,False,,,program,Asian American and Pacific Islander Studies Minor,"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
Not Required,Not Required,"To be considered for admission to UC San Diego as a first-year student, applicants must complete the 15 A-G courses with a 'C' or better. California residents must have a minimum 3.0 GPA, while non-California residents must have a minimum 3.4 GPA in these courses. The application is submitted through the University of California application system and requires applicants to provide their academic history, a list of activities and awards, and responses to four out of eight Personal Insight Questions.",Not Required,True,False,False,False,False,,,program,Asian Studies (B.A.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
