QsWorldRanking,School,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,Term,LiveDate,DeadlineDate,Fees,AverageScholarshipAmount,CostPerCredit,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,Program duration,Tuition fee,Program name,Program Page url
,School of Business,,4.0,2.5,66%,Fall 2026,,,"$7,070/Year (In-state); $16,980/Year (Out-of-state)",,$295/credit (In-state); $708/credit (Out-of-state),"$2,500 - $10,000 per year",,Merit-based,4 years,"$7,070/Year (In-state); $16,980/Year (Out-of-state)",Accounting Major (BS),https://www.brockport.edu/academics/catalogs/programs/
,School of Business and Management,,4.0,2.0,68%,Fall 2026,,,"$7,070/Year",,$295/credit,"Up to $3,000 per year",,"Merit-based, Need-based",,"$7,070/Year",Accounting Minor,https://www.brockport.edu/academics/catalogs/programs/
,School of Arts and Sciences,,4.0,2.0,,Fall 2026,,,"NY Resident: $7,070/Year; Out-of-State: $16,980/Year",,NY Resident: $295/Credit; Out-of-State: $708/Credit,"Up to $8,000 per year",,Merit-based,,"NY Resident: $7,070/Year; Out-of-State: $16,980/Year",Actuarial and Data Science Major (BS),https://www.brockport.edu/academics/catalogs/programs/
,School of Arts & Sciences,,4.0,2.75,68%,Fall 2026,,,"$7,070/Year (In-state); $16,980/Year (Out-of-state)",,$295/credit hour (In-state); $708/credit hour (Out-of-state),"$1,000 - $3,000 per year",,Merit-based,4 years,"$7,070/Year (In-state); $16,980/Year (Out-of-state)",Adapted Physical Education (Concentration),https://www.brockport.edu/academics/catalogs/programs/
,"School of Education, Health & Human Services",,4.0,2.5,68%,Fall 2026,,,"$7,070/Year",,$295,"$1,000 - $4,000 per year",,Merit-based,4 years,,Addictions & Behavioral Health Major,https://www.brockport.edu/academics/catalogs/programs/
,School of Arts & Sciences,,4.0,2.5,70%,Fall 2026,,,"In-state: $7,070/year; Out-of-state: $16,980/year",,In-state: $295/credit; Out-of-state: $708/credit,"$1,000 - $5,000 per year",,"Merit-based, Need-based, Donor-funded",18 credits,"In-state: $7,070/year; Out-of-state: $16,980/year",Addictions & Behavioral Health Minor (non-clinical),https://www.brockport.edu/academics/catalogs/programs/
,"School of Arts and Sciences, School of Education, Health and Human Services",,4.0,2.5,76%,Fall 2026,,,"In-state: $7,070/Year, Out-of-state: $16,980/Year",,"$295/credit (in-state), $708/credit (out-of-state)","Up to $4,000 per year",,Merit-based,4 years,"In-state: $7,070/Year, Out-of-state: $16,980/Year",Adolescence Education: Biology (BS),https://www.brockport.edu/academics/catalogs/programs/
,"School of Education, Health & Human Services",,4.0,2.5,69.57%,,,,7070,,In-state: $295/credit; Out-of-state: $708/credit,"$1,000 - $4,000 per year",,"Merit-based, Need-based, Donor-funded",4 years,"In-state: $7,070/year; Out-of-state: $16,980/year",Adolescence Education: Biology with Students with Disabilities Certification (BS),https://www.brockport.edu/academics/catalogs/programs/
,School of Arts & Sciences,,4.0,2.5,68%,,,,"$7,070/Year (In-state); $16,980/Year (Out-of-state)",,$295/Credit (In-state); $708/Credit (Out-of-state),"$1,000 - $4,000 per year",,Merit-based,4 years,"$7,070/Year (In-state); $16,980/Year (Out-of-state)",Adolescence Education: Chemistry (BS),https://www.brockport.edu/academics/catalogs/programs/
,"School of Arts & Sciences and School of Education, Health & Human Services",,4.0,2.5,68%,,,,"$7,070/Year",,$295/credit,"$1,000 - $7,000 per year",,"Merit-based, Donor-based",4 years,"$7,070/Year",Adolescence Education: Chemistry with Students with Disabilities Certification (BS),https://www.brockport.edu/academics/catalogs/programs/
,School of Arts and Sciences,,4.0,2.5,68%,Fall 2026,"August 1, 2025","March 1, 2026","$7,070/Year",,$295 per credit,"$2,000 - $7,500 per year",,Merit-based,4 years,"$7,070/Year",Adolescence Education: Earth Science (BS),https://www.brockport.edu/academics/catalogs/programs/
,"School of Education, Health and Human Services",,4.0,3.0,,,,,,,NY State Resident: $295/credit; Out-of-State: $708/credit,"Up to $9,500 per year",,"Merit-based, Donor-funded, External",4 years,"NY State Resident: $7,070/Year; Out-of-State: $16,980/Year",Adolescence Education: Earth Science with Students with Disabilities Certification (BS),https://www.brockport.edu/academics/catalogs/programs/
,School of Arts and Sciences,,4.0,3.0,69%,,,,"$7,070/Year (in-state); $16,980/Year (out-of-state)",,$295/credit (in-state); $708/credit (out-of-state),"$1,000 - $7,000 per year",,Merit-based,4 years,"$1,732/Year (Comprehensive Student Fee)",Adolescence Education: English Major (BS),https://www.brockport.edu/academics/catalogs/programs/
,School of Arts and Sciences,,4.0,3.0,68%,Fall 2026,,,,,$295/credit (NYS Resident) or $708/credit (Out-of-State),"$3,000 - $7,000 per year",,"Merit-based, Need-based",4 years,"$7,070/Year (NYS Resident) or $16,980/Year (Out-of-State)",Adolescence Education: English with Students with Disabilities Certification Program (BS),https://www.brockport.edu/academics/catalogs/programs/
,School of Arts and Sciences,,4.0,3.0,69%,,,,7070,,295,"$1,500 - $7,000 per year",,"Merit-based, Donor-funded",4 years,"$7,070/Year (NY State Resident), $16,980/Year (Out-of-State)",Adolescence Education: History and Social Studies Major (BA / BS),https://www.brockport.edu/academics/catalogs/programs/
,"School of Arts and Sciences and School of Education, Health and Human Services",,4.0,3.0,68%,,,,"NY State Resident: $7,070/Year; Out-of-State: $16,980/Year",,NY State Resident: $295/credit; Out-of-State: $708/credit,"$1,500 - Full-tuition",,Merit-based,4 years,"NY State Resident: $7,070/Year; Out-of-State: $16,980/Year",Adolescence Education: History and Social Studies with Students with Disabilities Certification Major (BA / BS),https://www.brockport.edu/academics/catalogs/programs/
,"School of Education, Health and Human Services",,4.0,2.5,68%,Fall 2026,"August 1, 2025",,7070,,"$295/credit (NYS Resident), $748/credit (Out-of-State)","$1,000 - $7,000 per year",,"Merit-based, Need-based",4 years,"$7,070/Year (NYS Resident), $17,940/Year (Out-of-State)",Adolescence Education: Mathematics (BS),https://www.brockport.edu/academics/catalogs/programs/
,"School of Education, Health and Human Services",,4.0,3.0,68%,,,,"$7,070/Year",,$295/credit,"Up to $7,000 per year",,Merit-based,4 years,"$7,070/Year",Adolescence Education: Mathematics with Students with Disabilities Certification Major (BS),https://www.brockport.edu/academics/catalogs/programs/
,"School of Arts and Sciences, School of Education, Health and Human Services",,4.0,2.5,68%,Fall 2026,,,"$7,070/Year (NY State Resident); $16,980/Year (Out-of-State)",,$295/credit (NY State Resident); $708/credit (Out-of-State),"Up to $2,500 per year for freshmen",,Merit-based,4 years,"$7,070/Year (NY State Resident); $16,980/Year (Out-of-State)",Adolescence Education: Physics Major (BS),https://www.brockport.edu/academics/catalogs/programs/
,School of Arts & Sciences,,4.0,2.5,,Fall 2026,,,"$7,070/Year (In-state); $16,980/Year (Out-of-state)",,$295/credit (In-state); $708/credit (Out-of-state),"$2,000 - $8,000 per year",,"Merit-based, Donor-funded",4 years,"$7,070/Year (In-state); $16,980/Year (Out-of-state)",Adolescence Education: Physics with Students with Disabilities Certification Major (BS),https://www.brockport.edu/academics/catalogs/programs/
,"School of Arts and Sciences and School of Education, Health and Human Services",,4.0,3.0,69%,Fall 2026,,,"NY Resident: $7,070/year; Out-of-State: $16,980/year",,NY Resident: $295/credit; Out-of-State: $708/credit,"Up to $5,000 per year",,Merit-based,4 years,"NY Resident: $7,070/year; Out-of-State: $16,980/year",Adolescence Education: Spanish (BS),https://www.brockport.edu/academics/catalogs/programs/
,"School of Education, Health and Human Services",,4.0,3.0,69%,Fall 2026,,,,,"$295/credit (NY Resident), $708/credit (Out-of-State)","$1,000 - $7,000 per year",,Merit-based,4 years,"$7,070/Year (NY Resident), $16,980/Year (Out-of-State)",Adolescence Education: Spanish with Students with Disabilities Certification Major (BS),https://www.brockport.edu/academics/catalogs/programs/
,School of Arts and Sciences,,4.0,2.0,68%,Fall 2026,,,"$7,070/Year (NYS Resident)",,$295/Credit (NYS Resident),Up to full NYS tuition,,Merit-based,4 years,"$7,070/Year (NYS Resident)","African and African-American Studies Major (BA, BS)",https://www.brockport.edu/academics/catalogs/programs/
,School of Arts & Sciences,,4.0,2.0,68%,Fall 2026,,,7070/Year,,295/credit,"Up to $2,500/year",,Merit-based,,"$7,070/Year (NYS Resident), $16,980/Year (Out-of-State)",African and African-American Studies Minor,https://www.brockport.edu/academics/catalogs/programs/
,School of Arts & Sciences,,4.0,2.0,69%,Fall 2026,,,"$7,070/Year (NYS Resident), $16,980/Year (Out-of-State)",,"$295/credit (NYS Resident), $708/credit (Out-of-State)","$1,000 - $4,000 per year",,Merit-based,18 credits,"$7,070/Year (NYS Resident), $16,980/Year (Out-of-State)",Aging Studies Interdisciplinary Minor,https://www.brockport.edu/academics/catalogs/programs/
,School of Arts & Sciences,,4.0,2.0,68%,,,,"$7,070/Year",,$295,"$1,500 – $2,500 per year",,Merit-based,4 years,"$7,070/Year","Anthropology Major (BA, BS)",https://www.brockport.edu/academics/catalogs/programs/
,School of Arts and Sciences,,4.0,2.0,69%,Fall 2026,,,"$7,070/Year (In-state); $16,980/Year (Out-of-state)",,$295/credit (In-state); $708/credit (Out-of-state),"Up to $7,500 per year",,"Merit-based, Need-based, Donor-funded",,"$7,070/Year (In-state); $16,980/Year (Out-of-state)",Anthropology Minor,https://www.brockport.edu/academics/catalogs/programs/
,School of Arts & Sciences,,4.0,2.0,68%,,,,7070,,"$295 (In-state), $708 (Out-of-state)","$1,000 - $5,000 per year",,Merit-based,,7070,Art History Minor,https://www.brockport.edu/academics/catalogs/programs/
,School of Arts & Sciences,,4.0,2.0,,Fall 2026,"August 1, 2025","March 1, 2026 (Priority Deadline)","NYS Resident: $7,070/Year; Out-of-State: $16,980/Year",,NYS Resident: $295/credit; Out-of-State: $708/credit,"Up to $8,000 per year",,"Merit-based, Need-based",4 years,"NYS Resident: $7,070/Year; Out-of-State: $16,980/Year","Art Major (BA, BS)",https://www.brockport.edu/academics/catalogs/programs/
,School of Arts & Sciences,,4.0,2.0,68% (Fall 2023),,,,"$7,070 per year (NYS Resident); $16,980 per year (Out-of-State)",,$295/credit (NYS Resident); $708/credit (Out-of-State),"Up to $8,000 per year",,Merit-based,4 years,"$7,070 per year (NYS Resident); $16,980 per year (Out-of-State)",Art Major (BFA),https://www.brockport.edu/academics/catalogs/programs/
,School of Arts & Sciences,,4.0,2.0,70%,Fall 2026,,,"$7,070/Year",2714,295,"$1,000 - $5,000 per year",,Merit-based,18 credits,,Art-Studio Minor,https://www.brockport.edu/academics/catalogs/programs/
,School of Arts and Sciences,,4.0,2.0,68%,Fall 2026,,,"$7,070/Year (NYS Resident), $16,980/Year (Out-of-State)",,"$295/credit (NYS Resident), $708/credit (Out-of-State)","Varies, from $1,000 to full in-state tuition per year",,Merit-based,4 years,"$7,070/Year (NYS Resident), $16,980/Year (Out-of-State)",Biochemistry Major (BS),https://www.brockport.edu/academics/catalogs/programs/
,School of Arts & Sciences,,4.0,2.0,,Fall 2026,,,"NYS Resident: $7,070/year; Out-of-State: $16,980/year",,NYS Resident: $295/credit; Out-of-State: $708/credit,"Ranges from $1,500 to $9,500 annually depending on the scholarship.",,Merit-based,4 years,"NYS Resident: $7,070/year; Out-of-State: $16,980/year","Biology Major (BA, BS)",https://www.brockport.edu/academics/catalogs/programs/
,School of Arts and Sciences,,4.0,2.0,68%,Fall 2026,,,,,$295/credit (NYS Resident) or $708/credit (Out-of-State),"$1,500 - $5,000 per year",,"Merit-based, Need-based",,"$7,070/Year (NYS Resident) or $16,980/Year (Out-of-State)",Biology Minor,https://www.brockport.edu/academics/catalogs/programs/
,School of Arts and Sciences,,4.0,2.0,68%,Fall 2026,,,"In-State: $7,070/year; Out-of-State: $16,980/year",,In-State: $295/credit; Out-of-State: $708/credit,"$1,000 - $7,000 per year",,Merit-based,,"In-State: $7,070/year; Out-of-State: $16,980/year",Broadcast Meteorology Minor,https://www.brockport.edu/academics/catalogs/programs/
,School of Business,,4.0,2.0,,Fall 2026,,,"$7,070/Year (In-state); $16,980/Year (Out-of-state)",,$295/credit (In-state); $708/credit (Out-of-state),"$1,000 - $7,000 per year",,Merit-based,4 years,"$7,070/Year (In-state); $16,980/Year (Out-of-state)",Business Administration Major (BS),https://www.brockport.edu/academics/catalogs/programs/
