Concentration name,description,program website url,Accreditation status,Program name,Program Page url,Level
,"The Bachelor of Science in Business Administration is a professional degree providing the knowledge and skills necessary for successful careers in a variety of business fields. Students completing the degree will possess a strong foundation in all areas of business, including accounting, finance, management, and marketing. In addition, students will learn to apply quantitative and qualitative reasoning skills to complex business problems, integrate global and ethical considerations into their decision making, and effectively communicate business information. The College of Business is committed to providing students with high-quality instruction and relevant experiences in order to prepare them for leadership roles in business and society.",https://catalog.csuchico.edu/undergraduate-programs/business-administration-bs/,AACSB International – The Association to Advance Collegiate Schools of Business: Accredited.,Bachelor of Science in Business Administration,https://catalog.csuchico.edu/,
,"The Bachelor of Arts in Humanities is an interdisciplinary liberal arts degree that provides students with a broad and deep understanding of human culture. Students develop skills in critical thinking, effective communication, and creative problem-solving by engaging with diverse perspectives from various fields, including philosophy, history, literature, art, and music. The program emphasizes analyzing and interpreting cultural artifacts, ideas, and traditions, fostering an appreciation for the complexities of human experience. Graduates are well-prepared for diverse career paths, including education, journalism, arts administration, non-profit work, and further graduate studies in humanities-related fields.",https://catalog.csuchico.edu/preview_program.php?catoid=13&poid=3453,,Bachelor of Arts in Humanities,https://catalog.csuchico.edu/,
,"The Bachelor of Arts in Liberal Arts is offered with the following options: Interdisciplinary Studies, and Professional Studies. The Liberal Arts program provides students with a broad exposure to the humanities, social sciences, and natural sciences. Students develop critical thinking skills, effective communication, and a comprehensive understanding of diverse perspectives. The program emphasizes interdisciplinary study, encouraging students to explore connections across various fields of knowledge. Graduates are prepared for a wide range of career paths in fields requiring strong analytical and communication abilities, or for further graduate study in liberal arts or related disciplines. A Liberal Arts degree provides an excellent foundation for professional careers such as law, business, journalism, government, public service, and education. It also provides a foundation for graduate study in liberal arts or related disciplines. Liberal Arts majors acquire a broad base of knowledge, communication skills, critical thinking, problem-solving, and a global perspective applicable to a variety of careers.",https://catalog.csuchico.edu/preview_program.php?catoid=15&poid=5270,,Bachelor of Arts in Liberal Arts,https://catalog.csuchico.edu/,BA
,"The Bachelor of Arts in Liberal Studies program prepares students for a variety of careers and post-baccalaureate programs and offers two concentrations: General Concentration and Teacher Preparation Concentration. Students learn to critically analyze social, scientific, and aesthetic concepts from multiple disciplinary perspectives. They develop creative and analytical abilities, strong communication skills, and an understanding of our complex world necessary for active participation in the global community. The General Concentration provides a broad, interdisciplinary liberal arts degree. Graduates are well-prepared for entry-level positions in business, government, and non-profit organizations or for graduate studies in a variety of fields. The Teacher Preparation Concentration is designed for students who intend to pursue a Multiple Subject Teaching Credential. Students complete an approved program of courses that meets all subject matter requirements for the credential. This concentration also provides an excellent foundation for graduate studies in education and other related fields. Liberal Studies graduates who pursue a Multiple Subject Teaching Credential may enroll in Chico State's Master of Arts in Education-Curriculum and Instruction program. The Blended Program (Multiple Subject Credential) is designed to allow students to earn a Bachelor of Arts in Liberal Studies with the Teacher Preparation concentration and a Multiple Subject Credential at the same time.",https://catalog.csuchico.edu/programs/liberal-studies/ba-liberal-studies/,,Bachelor of Arts in Liberal Studies,https://catalog.csuchico.edu/,
,"The Bachelor of Arts in Multicultural and Gender Studies prepares students to understand and engage with diverse populations and to analyze the complex interactions between culture, power, and identity. This interdisciplinary major draws on a wide range of fields, including sociology, anthropology, history, literature, political science, and philosophy. Students will develop critical thinking skills, research abilities, and a nuanced understanding of social justice issues. The program emphasizes both theoretical analysis and practical applications, preparing graduates for a variety of careers in fields such as education, social work, public policy, non-profit organizations, human resources, and law. It also provides excellent preparation for graduate studies in a variety of disciplines.",https://catalog.csuchico.edu/preview_program.php?catoid=19&poid=5328,,Bachelor of Arts in Multicultural and Gender Studies,https://catalog.csuchico.edu/,
,"The Bachelor of Science in Nursing (BSN) degree is a post-licensure degree for registered nurses (RNs) who have an associate's degree or diploma in nursing and an unencumbered RN license. Students apply through Cal State Apply. Upon admission, students are then admitted to the online cohort.
The BSN program offers students the opportunity to advance their nursing career by building upon their prior knowledge and experience. Students will be provided with coursework that expands their understanding of evidence-based practice, community health, leadership, and professional development. The curriculum also prepares students for graduate study in nursing.
Our mission is to create an educational environment that fosters learning through evidence-based practice and scholarship. We prepare our graduates to be leaders in nursing, to be innovative and creative clinicians, and to be culturally sensitive, critically thinking, ethically competent professionals who contribute to the health and well-being of a diverse global community.
The curriculum meets the American Association of Colleges of Nursing (AACN) Essentials of Baccalaureate Education for Professional Nursing Practice and the California Board of Registered Nursing (BRN) standards. The program is offered in a fully online format.",https://catalog.csuchico.edu/colleges-departments/college-natural-sciences/nursing/bsn-nursing-rn-bsn-program/,The RN-to-BSN program is fully approved by the California Board of Registered Nursing (BRN) and is accredited by the Commission on Collegiate Nursing Education (CCNE).,RN to BSN,https://catalog.csuchico.edu/,
,"The Bachelor of Arts in Religious Studies offers students the opportunity to critically examine the major religions of the world (Buddhism, Christianity, Hinduism, Islam, Judaism), as well as indigenous and new religious movements. Through a variety of theoretical approaches and methods, students explore the diverse ways humans have organized their lives, understood their place in the universe, and developed moral guidelines for their communities. The Religious Studies major contributes to a well-rounded liberal arts education. It cultivates critical thinking, analytical skills, cultural literacy, and effective communication, all of which are highly valued in a wide variety of careers. The major is an excellent foundation for graduate study in Religious Studies, Law, Education, Public Policy, Counseling, Social Work, and Library Science, among other fields. Students with a Religious Studies degree pursue a variety of careers, including teaching (both K-12 and university), social work, community organizing, journalism, library science, non-profit administration, international relations, law, and business.",https://catalog.csuchico.edu/preview_program.php?catoid=36&poid=9241,,Bachelor of Arts in Religious Studies,https://catalog.csuchico.edu/,
Multidisciplinary Studies,"The Bachelor of Arts in Social Science is an interdisciplinary major offered by the College of Behavioral and Social Sciences. The Social Science major provides a broad background in the various social science disciplines and focuses on the study of human society and social relationships. The program offers students the opportunity to integrate knowledge and skills across disciplines within the social sciences, including Anthropology, Economics, Geography and Environmental Planning, History, Political Science and Criminal Justice, Psychology, and Sociology. Our graduates are well-prepared for entry into a variety of career fields, as well as for graduate study in specific social science disciplines or professional fields.",https://catalog.csuchico.edu/preview_program.php?catoid=31&poid=9261,,Bachelor of Arts in Social Science,https://catalog.csuchico.edu/,
,"The Bachelor of Arts (BA) in Sociology provides students with a scientific understanding of society, culture, and human interaction. Sociology majors learn to analyze social problems, social inequality, and social change using various theoretical perspectives and research methods. The curriculum emphasizes critical thinking, communication, and analytical skills, preparing students for diverse career paths in fields such as social services, criminal justice, public policy, research, and education. Graduates are well-prepared for entry-level positions in a wide range of organizations or for advanced graduate study in sociology or related fields. The program requires 120 units, including general education, major, minor (optional), and electives.",https://catalog.csuchico.edu/preview_program.php?catoid=15&poid=5573,,Bachelor of Arts in Sociology,https://catalog.csuchico.edu/,
,"The 3D Digital Modeling and Environments Minor provides students an opportunity to develop foundational skills in creating digital 3D models and environments. Students will acquire theoretical and practical knowledge regarding how digital 3D is produced for a wide array of applications in media, including, but not limited to, video games, visual effects, and architectural visualization. The minor integrates the development of technical skills in 3D software with critical thinking regarding the role of digital 3D in society and culture. This minor is open to all majors. Interested students should contact the department office for advising.",https://catalog.csuchico.edu/preview_program.php?catoid=38&poid=11074,,Minor in 3D Digital Modeling and Environments,https://catalog.csuchico.edu/,
