QsWorldRanking,School,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,Term,LiveDate,DeadlineDate,Fees,AverageScholarshipAmount,CostPerCredit,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,Program duration,Tuition fee,Program name,Program Page url
,USC School of Cinematic Arts,,4.0,2.0,,Fall 2026,,,,,2273,,,,,45460,3-D Animation in Cinematic Arts Minor,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464
,Roski School of Art and Design,,4.0,2.0,,,,,,,"$3,514/Unit",,,,,,3-Dimensional Design Minor,https://catalogue.usc.edu/content.php?catoid=11&navoid=3429&p2339=2&print=&expand=1
,Leventhal School of Accounting,,4.0,2.0,,,,,35952,,2247,,,"Merit-based, Need-based, Loans, Work-study",,35952,Accounting Minor,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464
,"USC Dornsife College of Letters, Arts and Sciences",,,2.0,,,,,,,,,,,,,Addiction Science Minor,https://catalogue.usc.edu/preview_program.php?catoid=12&poid=16590
,USC Annenberg School for Communication and Journalism,,4.0,2.0,,,,,,,,,,,,,Advertising Minor,https://annenberg.usc.edu/academics/minors
,"USC Dornsife College of Letters, Arts and Sciences",,4.0,2.0,,Fall 2026,,,34453/Semester,,2297 per unit,,,Merit-based,4 years,34453/Semester,African American Studies,https://dornsife.usc.edu/ase/undergraduate/
,"USC Dornsife College of Letters, Arts and Sciences",,4.0,3.0,,,,,,,,,,"Fellowships, Scholarships",2 years (for MA program),,American Studies and Ethnicity,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464
,"Dornsife College of Letters, Arts and Sciences",,4.0,3.0,,Fall 2026,,,61292,,2189,,,"Fellowships, Assistantships",,61292,Anthropology (Visual Anthropology),https://catalogue.usc.edu/content.php?catoid=18&navoid=7464
,"Dornsife College of Letters, Arts and Sciences",,4.0,2.0,,,,,,,,,,,4 years,,Asian American Studies,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464
,"Dornsife College of Letters, Arts and Sciences",,4.0,3.0,,,,,,,,,,Merit-based,,,Behavioral Economics and Psychology,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464
,Division of Biokinesiology and Physical Therapy,,4.0,3.0,,Fall 2026,,,76913.67/Year,,1939,,,,3 years,76913.67/Year,Biokinesiology and Physical Therapy,https://en.wikipedia.org/wiki/USC_Division_of_Biokinesiology_and_Physical_Therapy
