QsWorldRanking,School,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,Term,LiveDate,DeadlineDate,Fees,AverageScholarshipAmount,CostPerCredit,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,Program duration,Tuition fee,Program name,Program Page url
,College of Arts and Sciences,,,2.0,,,,,66366,,"$2,765 per credit",,,,4 years,"$66,366/Year",Africana Studies (BA),https://catalog.cornell.edu/programs/
,College of Agriculture and Life Sciences,,4.3,2.0,,Fall 2026,,,"New York State Resident: $45,842/Year; Out-of-State Resident: $68,380/Year",,,,,"Need-based grants, scholarships, loans, student employment",4 years,"New York State Resident: $45,842/Year; Out-of-State Resident: $68,380/Year",Agricultural Sciences (BS),https://catalog.cornell.edu/programs/
,College of Arts and Sciences,,4.3,2.0,,Fall 2026,,,"$65,204/Year","$43,250",,"$1,000 to $72,800",,Need-based,4 years,"$65,204/Year",American Studies (BA),https://catalog.cornell.edu/programs/
,College of Agriculture and Life Sciences,,4.3,2.0,,Fall 2026,,,66834,,,,,Need-based grants and scholarships,4 years,"$45,254/Year (New York State Resident); $66,834/Year (Out-of-State Resident)",Animal Science (BS),https://catalog.cornell.edu/programs/
,College of Arts & Sciences,,4.3,2.0,,,,,"$65,204/Year",,,,,Need-based grants,8 semesters,"$65,204/Year",Anthropology (BA),https://catalog.cornell.edu/programs/
,Charles H. Dyson School of Applied Economics and Management,,4.3,2.0,,Fall 2026,,,68380,,,,,Need-based,4 years,"$68,380/Year (Out-of-state) | $46,474/Year (NYS resident)",Applied Economics and Management (BS),https://catalog.cornell.edu/programs/
,College of Arts & Sciences,,4.3,2.0,,,,,68380,,,,,Need-based,4 years,"$68,380/Year",Archaeology (BA),https://catalog.cornell.edu/programs/
13,"College of Architecture, Art, and Planning",,4.3,,,,,,"$46,474/Year (for NYS residents); $68,380/Year (for out-of-state residents)",54677,,,,Need-based,5 years,"$46,474/Year (for NYS residents); $68,380/Year (for out-of-state residents)",Architecture (B.Arch.),https://catalog.cornell.edu/programs/
,College of Arts & Sciences,,4.3,2.0,,,,,"$68,380/Year",,,,,Need-based,4 years,"$68,380/Year",Asian Studies (BA),https://catalog.cornell.edu/programs/
,College of Arts and Sciences,,4.3,2.0,,Fall 2026,,,"$68,380/Year","$61,539","$2,849/Credit","$1,000 to $86,000",,Need-based,4 years,"$68,380/Year",Astronomy (BA),https://catalog.cornell.edu/programs/
