QsWorldRanking,School,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,Term,LiveDate,DeadlineDate,Fees,AverageScholarshipAmount,CostPerCredit,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,Program duration,Tuition fee,Program name,Program Page url
,College of Business,,4.0,2.0,,,,,,,,,,"Academic Merit, Leadership, Extracurricular Activities, Special Talents, Financial Need",4 years (120 credit hours),,"Accounting, BS",https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Business,,4.0,3.0,,,,,,,,,,"Merit-based, Need-based, Specific background",,,"Accounting, BS/MS",https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Science,,,2.5,,,,,,,,,,"Merit-based, Need-based",,,Acoustics (Minor),https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Education,,4.0,2.0,,Fall 2026,,,,,,,,"Merit-based, Need-based",,,"Addiction Studies, BS",https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Health and Public Service,,4.0,2.0,,Fall 2026,,,"$6,373.00/Semester (based on 15 SCH for Texas Resident Undergraduate, 2023-2024)",,"$424.87/Credit (estimated, based on 15 SCH for Texas Resident Undergraduate, 2023-2024)",,,,18 Semester Hours,"$6,373.00/Semester (based on 15 SCH for Texas Resident Undergraduate, 2023-2024)",Addiction Studies (Minor),https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,G. Brint Ryan College of Business,,4.0,2.0,,Fall 2026,,,,,,,,,,,"Advertising, BA",https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Business,,4.0,2.5,,,,,"Resident: $12,142/Academic Year; Non-Resident: $23,782/Academic Year",,,,,"Presidential Scholarships, UNT Excellence Scholarships, Transfer Excellence Scholarships, various departmental scholarships, private scholarships",,"Resident: $12,142/Academic Year; Non-Resident: $23,782/Academic Year",Advertising (Minor),https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Liberal Arts and Social Sciences,,4.0,2.0,,,,,,,,,,,,,Aerospace Studies (Minor),https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Liberal Arts and Social Sciences,,4.0,2.0,,,,,,,,,,"Merit-based, Need-based",,,Africana Studies (Minor),https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Liberal Arts and Social Sciences,,4.0,2.0,,,,,,,,,,,,,American Sign Language (Minor),https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Liberal Arts and Social Sciences,,4.0,2.0,,,,,,,"Texas Resident: $530.98/Semester Hour; Non-Resident: $1,050.98/Semester Hour",,,"Academic, Competitive, Athletic",,,American Studies (Minor),https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Liberal Arts and Social Sciences,,4.0,2.0,,Fall 2026,,,"$6,671.15/Semester (Resident, full-time 15 SCH)",,$441.41/credit hour (Resident),,,"Merit-based, Need-based",4 years,,"Anthropology, BA",https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Liberal Arts and Social Sciences,,4.0,2.0,,,,,,,Resident Undergraduate: $399.66/semester credit hour (combined tuition and fees for Fall 2023 / Spring 2024 / Summer 2024),,,,18 credit hours,,Anthropology (Minor),https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Liberal Arts and Social Sciences,,4.0,2.0,,,,,,,,,,Academic merit-based,,,"Applied Arts and Sciences, BAAS",https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Liberal Arts and Social Sciences,,4.0,2.0,,,,,,,,,,"Merit-based, Talent-based, Leadership, Need-based",4 years,,"Applied Behavior Analysis, BS",https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Health and Public Service,,4.0,2.0,,,,,6324.8,,"$49.50/SCH (Designated Tuition, Texas Resident); $450.00/SCH (Designated Tuition, Non-Resident)",,,"Institutional, Departmental, Merit-based",18 semester credit hours,"$6,324.80 (estimated for 18 SCH, Texas Resident)",Applied Gerontology (Minor),https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Visual Arts & Design,,4.0,2.5,,,,,,,267.20/credit hour,,,"Merit-based, Need-based, Major-specific, Residency-specific, Extracurricular involvement-specific",4 years,,"Art Education, BFA",https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Visual Arts and Design,,4.0,2.0,,,,,"$6,214.00/Semester (for 9 hours, Texas residents, Fall 2023/Spring 2024 average)",,"$690.44/Credit Hour (for 9 hours, Texas residents, Fall 2023/Spring 2024 average)",,,"Merit-based, Need-based",4 years,"$6,214.00/Semester (for 9 hours, Texas residents, Fall 2023/Spring 2024 average)","Art History, BA",https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Visual Arts and Design,,4.0,2.5,,,,,4180.00/Semester,,273.66/credit hour,,,,,4180.00/Semester,Art History (Minor),https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Engineering,,4.0,2.5,,Fall 2026,,,"$5,924.96/Semester (15 credit hours, Resident, Fall 2023 estimated)",,"$394.99/Credit Hour (Resident, Fall 2023 estimated)",,,,4 years (120 credit hours),"$5,924.96/Semester (15 credit hours, Resident, Fall 2023 estimated)","Artificial Intelligence, BS",https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Health and Public Service,,4.0,2.5,,,,,,,,,,"academic achievement, demonstrated financial need, participation in specific organizations or activities, or because of a particular field of study",,,"Audiology and Speech-Language Pathology, BS",https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Health and Public Service,,4.0,2.5,,,,,"Resident: $5,550/Semester; Non-Resident: $11,000/Semester",,Resident: $50/credit hour (base tuition); Non-Resident: $457/credit hour (base tuition),,,"Academic, Need-based",Minimum 120 semester hours (typically 4 years full-time),,"Aviation Logistics, BS",https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Science,,,2.0,,,,,,,,,,,,,"Biochemistry, BA",https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Science,,4.0,2.0,,,,,"$5,548.00/Semester",,$198.56/Credit Hour,,,"Academic merit, Financial need, Specific talents or interests",4 years (120 semester hours),"$5,548.00/Semester","Biochemistry, BS",https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Science,,4.0,2.0,,,,,,,,,,,120 semester hours,,"Biology, BA",https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Science,,4.0,2.0,,Fall 2026,,,,,,,,,120 semester hours (typically 4 years),,"Biology, BS",https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Science,,4.0,2.0,,Fall 2026,,,,,,,,"Federal Pell Grant, Federal Supplemental Educational Opportunity Grant, Federal Work-Study, Texas Public Education Grant, Texas Grant, Texas Educational Opportunity Grant, UNT Scholarships",,,Biology (Minor),https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Engineering,,4.0,2.0,,,,,,,,,,,4 years,,"Biomedical Engineering, BS",https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Liberal Arts and Social Sciences,,4.0,2.0,,,,,,,,,,,,,British and Irish Studies (Minor),https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,G. Brint Ryan College of Business,,4.0,2.0,,,,,,,,,,"Merit-based, Need-based, Departmental, General University",4 years (120 semester hours),,"Business Analytics, BBA",https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,G. Brint Ryan College of Business,,4.0,2.0,,Fall 2026,,,,,,,,"Merit-based, Need-based, Leadership",15 semester hours,,Business Analytics (Minor for non-business majors),https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Business,,4.0,2.5,,Fall 2026,,,,,,,,"Merit-based, Need-based",,,Business Computer Information Systems (Minor),https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Business,,4.0,2.0,,Fall 2026,,,"Texas Resident: $10,200/Year; Non-Resident: $20,010/Year (for 15 credit hours/semester, tuition & mandatory fees)",,Texas Resident: $98/credit hour; Non-Resident: $425/credit hour (Tuition only),,,"Merit-based, Need-based",4 years (full-time),"Texas Resident: $10,200/Year; Non-Resident: $20,010/Year (for 15 credit hours/semester, tuition & mandatory fees)","Business Integrated Studies, BBA",https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,G. Brint Ryan College of Business,0.0,4.0,2.0,,,,,,,,,,,,,Business (Minor for non-business majors),https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Business,,4.0,2.0,,,,,,,Texas Resident: $401.20/credit hour; Non-Resident: $736.40/credit hour,,,"Merit-based, Need-based, Special talents",,,Business/Public Administration (Minor for non-business majors),https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Liberal Arts and Social Sciences,,4.0,2.5,,,,,,,388.46,,,,,,Catholic Campus Ministry (Minor),https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Science,,4.0,2.0,,Fall 2026,,,,,,,,"Academic, Competitive, Departmental",120 semester hours (typically 4 years),,"Chemistry, BA",https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Science,,4.0,2.0,,Fall 2026,,,$5992.50/Semester,,$399.50/credit hour,,,"State Grants, Institutional Grants, General Scholarships",4 years,$5992.50/Semester,"Chemistry, BS",https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Science,,4.0,2.0,,,,,,,"approx. $379.44/credit hour (for Texas Resident Undergraduate, based on 18 SCH load, Fall 2023 rates)",,,"Merit-based, Need-based, Leadership, Specific Talents",18 semester hours,,Chemistry (Minor),https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Education,,4.0,2.0,,Fall 2026,,,"$6,378/Semester (2023-2024 Resident UG)",,$425.20/Credit (2023-2024 Resident UG),,,"Academic merit, financial need, specific talents or interests",,"$6,378/Semester (2023-2024 Resident UG)",Child Development and Family Studies (Minor),https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Liberal Arts and Social Sciences,,4.0,2.0,,,,,,,,,,"Merit-based, Need-based",,,Chinese (Minor),https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Liberal Arts and Social Sciences,,4.0,2.0,,Fall 2026,,,,,488.00 USD/credit hour (estimated average for Resident Undergraduate taking 12+ hours for 2023-2024 academic year),,,"Merit-based, Need-based, Leadership, Community service, Program-specific",,,Classical Studies (Minor),https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Visual Arts and Design,,4.0,2.5,,,,,,,,,,"Academic merit, special talents, financial need",4 years,,"Communication Design, BFA",https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Liberal Arts and Social Sciences,,4.0,2.0,,,,,,,,,,"Institutional, State, Endowed, Departmental, General Academic, Distinguished, Transfer, Non-resident tuition waivers",4 years,,"Communication Studies, BA",https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Liberal Arts and Social Sciences,,4.0,2.0,,Fall 2026,,,,,,,,"Merit-based, Need-based, Leadership, Special talent, Institutional, Departmental, External",,,Communication Studies (Minor),https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Engineering,,4.0,2.0,,,,,"Texas Resident: $12,960/Year, Non-Resident: $26,712/Year",,,,,"Merit-based, Institutional, Privately Endowed, Departmental",4 years,,"Computer Engineering, BS",https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Engineering,,4.0,2.5,,,,,"$11,560/Year (estimated for Texas Resident, full-time undergraduate, 2023-2024 academic year)",,"Texas Resident: $343/semester hour; Non-Resident: $733/semester hour (tuition component, excludes other fees)",,,"Academic merit, financial need, leadership, special talent, specific major",,"$11,560/Year (estimated for Texas Resident, full-time undergraduate, 2023-2024 academic year)","Computer Science, BA",https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Engineering,,4.0,2.0,,Fall 2026,,,"Resident: $4,366.00/Semester (based on 15 hours); Non-Resident: $9,916.00/Semester (based on 15 hours)",,Resident: $50.00/SCH; Non-Resident: $420.00/SCH (excluding additional mandatory fees),,,"Institutional, Private Donor, State scholarships; based on academic merit, leadership, artistic talent, athletic skills, and/or financial need.","4 years (based on 120 semester credit hours, full-time enrollment)","Resident: $4,366.00/Semester (based on 15 hours); Non-Resident: $9,916.00/Semester (based on 15 hours)","Computer Science, BS",https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,"Department of Computer Science and Engineering, College of Engineering",,4.0,2.0,,Fall 2026,,,,,,,,"Merit-based, need-based, departmental, private",,,Computer Science (Minor),https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Engineering,,4.0,2.0,,Fall 2026,,,5727.50/Semester,,477.29/Credit Hour,,,"Merit-based, Departmental Scholarships",4 years,5727.50/Semester,"Construction Engineering Technology, BS",https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Engineering,,4.0,2.5,,Fall 2026,,,"15316/Year (Texas Resident, estimated academic year 2023-2024)",,"510.53/credit hour (Texas Resident, based on 15 hours/semester)",,,"Academic, Departmental, Athletic, Private",4 years,"15316/Year (Texas Resident, estimated academic year 2023-2024)","Construction Management, BS",https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,"College of Merchandising, Hospitality and Tourism",,4.0,2.0,,,,,"$5,948.50/Semester (Estimated Resident Undergraduate Tuition & Fees for 15 SCH/Semester, 2023-2024 Academic Year)",,"$396.56/Credit Hour (Estimated Resident Undergraduate Tuition & Fees, 2023-2024 Academic Year)",,,,4 years (120 credit hours),"$5,948.50/Semester (Estimated Resident Undergraduate Tuition & Fees for 15 SCH/Semester, 2023-2024 Academic Year)","Consumer Experience Management, BS",https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,Mayborn School of Journalism,,4.0,2.0,,,,,,,,,,"Academic Scholarships, Departmental Scholarships",4 years,,"Converged Broadcast Media, BA",https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Health and Public Service,,4.0,2.5,,Fall 2026,,,"$6,535/Semester (Resident, 15 hours)",,,,,"Need-based, Merit-based",4 years,"$6,535/Semester (Resident, 15 hours)","Criminal Justice, BS",https://catalog.unt.edu/content.php?catoid=37&navoid=4292
,College of Health and Public Service,,4.0,2.0,,Fall 2026,,,,,,,,"Merit-based, Need-based, Institutional, Departmental, Privately funded, Endowed",,,Criminal Justice (Minor),https://catalog.unt.edu/content.php?catoid=37&navoid=4292
