Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url,IsRecommendationSystemOpted,error
Not Required,Not Required,"Application requirements for this undergraduate program are managed centrally by the college. For the College of Arts & Sciences, first-year applicants must submit the Common Application, a School Report, a Counselor Recommendation, two Teacher Evaluations, a Midyear Report, official transcripts, and the Cornell University Questions and Writing Supplement. An interview is not required or offered.",Not Required,True,False,False,False,False,,,program,Africana Studies (BA),https://catalog.cornell.edu/programs/,,
Not Required,Required,"To apply as a first-year applicant, you will need to submit the following: Common Application (CA), School Report, Counselor Recommendation, two Teacher Evaluations, Midyear Report, Official Transcript, and the Cornell Questions and Writing Supplement (CA).",Not Required,True,False,True,False,False,,,program,Agricultural Sciences (BS),https://catalog.cornell.edu/programs/,,
Not Required,Not Required,"First-year applicants to the College of Arts & Sciences must submit the Common Application, Cornell University Questions and Writing Supplement, School Report, Counselor Recommendation, Two Teacher Evaluations, Midyear Report, and Official transcript(s).",Not Required,True,False,False,False,False,,,program,American Studies (BA),https://catalog.cornell.edu/programs/,,
Not Required,Required,"To apply as a first-year applicant, you will need to submit: Common Application; Cornell University Questions and Writing Supplement (CALS), which includes a program-specific essay; Official secondary/high school transcript(s); Counselor recommendation; Two teacher evaluations; and Midyear Report. Cornell has a test-optional policy for SAT/ACT scores. Recommended high school coursework includes 4 units of English, 4 units of mathematics (including calculus), 3 units of science (biology, chemistry, and physics recommended), and 3 years of one foreign language.",Not Required,True,False,True,False,False,,,program,Animal Science (BS),https://catalog.cornell.edu/programs/,,
,,,,,,,,,,,error,Anthropology (BA),https://catalog.cornell.edu/programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Applied Economics and Management (BS),https://catalog.cornell.edu/programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Archaeology (BA),https://catalog.cornell.edu/programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Required,"All first-year applicants must submit the Common Application (CA), Cornell Questions and Writing Supplement, School Report, Counselor Recommendation, two Teacher Evaluations, Midyear Report, and an official transcript. For the Bachelor of Architecture (B.Arch.) program, applicants are also required to submit a portfolio and complete an interview. The portfolio should consist of 15-20 images showcasing freehand drawings and work in other media. Required high school coursework includes: 4 units of English, 3 units of mathematics (including pre-calculus), 3 units of science (including physics), and 3 units of a foreign language. One unit of physics and four units of math (including calculus) are recommended.",Not Required,True,False,True,False,False,,,program,Architecture (B.Arch.),https://catalog.cornell.edu/programs/,,
Not Required,Not Required,"Required application materials for first-year applicants include the Common Application (CA), School Report, Counselor Recommendation, two Teacher Evaluations, Midyear Report, Cornell Questions and Writing Supplement (CA), an $80 application fee or fee waiver, and official transcript(s).",Not Required,True,False,False,False,False,,,program,Asian Studies (BA),https://catalog.cornell.edu/programs/,,
,,,,,,,,,,,error,Astronomy (BA),https://catalog.cornell.edu/programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Atmospheric Science (BS),https://catalog.cornell.edu/programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Biological Engineering (BS),https://catalog.cornell.edu/programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"As this is an undergraduate program, applicants must submit the Common Application, Cornell University Questions and Writing Supplement, a School Report, Counselor Recommendation, two Teacher Evaluations, a Midyear Report, an official high school transcript, and an $80 application fee or fee waiver.

Since the Biological Sciences (BA) major is offered through two different colleges, applicants must meet the high school coursework requirements for the college they are applying to:

1. College of Arts & Sciences: 4 units of English, 4 units of mathematics (including calculus), 3 units of science, and 3 units of one foreign language.

2. College of Agriculture and Life Sciences (CALS): 4 units of English, 4 units of Mathematics, and 3 units of Science (Biology, Chemistry, and Physics are recommended). One year of biology and one year of chemistry are required.",Not Required,True,False,True,False,False,,,program,Biological Sciences (BA),https://catalog.cornell.edu/programs/,,
,,,,,,,,,,,error,Biological Sciences (BS),https://catalog.cornell.edu/programs/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
