Id,ProgramName,ProgramCode,Status,CreatedDate,UpdatedDate,Level,Term,TermCode,LiveDate,DeadlineDate,Resume,StatementOfPurpose,GreOrGmat,EnglishScore,Requirements,WritingSample,CollegeId,IsAnalyticalNotRequired,IsAnalyticalOptional,IsDuoLingoRequired,IsELSRequired,IsGMATOrGreRequired,IsGMATRequired,IsGreRequired,IsIELTSRequired,IsLSATRequired,IsMATRequired,IsMCATRequired,IsPTERequired,IsTOEFLIBRequired,IsTOEFLPBTRequired,IsEnglishNotRequired,IsEnglishOptional,AcademicYear,AlternateProgram,ApplicationType,Department,Fees,Fees.1,IsAvailable,ProgramType,AdmissionDepartmentId,CreatedBy,UpdatedBy,Concentration,Description,OtherConcentrations,ProgramWebsiteURL,Accredidation,AverageScholarshipAmount,CostPerCredit,IsRecommendationSystemOpted,IsStemProgram,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,QsWorldRanking,TotalAccepetedApplications,TotalCredits,TotalDeniedApplications,TotalI20sIssued,TotalScholarshipsAwarded,TotalSubmittedApplications,TotalVisasSecured,UsNewsRanking,CollegeApplicationFee,IsCollegePaying,MEContractNegotiatedFee,MyGradAppFee,ProgramCategory,IsCollegeApplicationFree,IsCouponAllowed,IsACTRequired,IsSATRequired,SftpDestinationId,MinimumACTScore,MinimumDuoLingoScore,MinimumELSScore,MinimumGMATScore,MinimumGreScore,MinimumIELTSScore,MinimumMATScore,MinimumMCATScore,MinimumPTEScore,MinimumSATScore,MinimumTOEFLScore,MLModelName,MinimumAnalyticalScore,MinimumEnglishScore,MinimumExperience,MinimumSopRating,WeightAnalytical,WeightEnglish,WeightExperience,WeightGPA,WeightSop,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,IsNewlyLaunched,BatchId,IsImported,IsImportVerified,Is_Recommendation_Sponser,AnalyticalScore,MinimumLSATScore,IsGRERequired
,Advanced Certificate in Enterprise Systems Management,,,,,Graduate-Certificate,Fall 2026,,,,Not Required,Not Required,Not Required,REQUIRED,"Applicants must hold a bachelor’s degree from an accredited institution and be eligible for admission to graduate studies at San José State University. The minimum requirement for admission to the certificate program is a GPA of 2.5 on a 4.0 scale. In general, applicants should have completed a four-year undergraduate degree in business, engineering, or a quantitative field. Applicants from other fields will be considered for admission on a case-by-case basis. Work experience in a related field is desirable but not a requirement for admission to the program.",Not Required,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,Lucas College and Graduate School of Business,,,,,,,,,"The Advanced Certificate in Enterprise Systems Management provides students with the background to successfully deploy and maintain enterprise systems. These systems, which include SAP and Oracle/Peoplesoft, are increasingly being adopted by firms to run their operations. A major challenge in the adoption of these systems is the shortage of people with the required business and technical knowledge to implement them. The certificate is offered in collaboration with the SAP University Alliance and provides students with a strong background in both the business and technical aspects of enterprise systems. The program consists of a set of four courses designed to provide a solid understanding of the various facets of enterprise systems. Students will gain an appreciation of how enterprise systems can be used to improve business operations, and also obtain some hands-on experience in using these systems.",,https://catalog.sjsu.edu/content.php?catoid=15&navoid=5394,,,444,FALSE,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,120.0,,,,8.0,,,85.0,,80,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Advanced Certificate in Systems Engineering,,,,,Graduate-Certificate,Fall 2026,,,,,,,,,,,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,Charles W. Davidson College of Engineering,"Tuition fees are based on the number of units. For graduate students, there are basic registration fees and per-unit fees. Specific fees for this certificate program are not listed. [106]",Tuition fees are calculated based on enrollment units and residency status. A specific total tuition fee for the 'Advanced Certificate in Systems Engineering' is not available on the San Jose State University website. [106],,,,,,,,,https://www.sjsu.edu/ise/programs/,,,"In addition to basic registration fees, non-resident students pay $444 per unit. [106] Specific per-credit costs for this certificate program are not available on the provided websites.",FALSE,False,"A graduate student is subject to academic disqualification if their GPA falls below 3.0 for two consecutive semesters. Some policies also mention that an accumulation of more than eight units of 'F' or 'U' grades can lead to disqualification. [71, 79]",4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Certificate in Assistive Technology,,,,,Graduate-Certificate,Fall 2026,,,,,,,,,,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,Lurie College of Education,,,,,,,,,,,https://www.sjsu.edu/specialed/academics/credentials.php,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Certificate of Advanced Study in Geographic Information Science,,,,,Graduate-Certificate,Fall 2026,,,,Not Required,Required,Not Required,REQUIRED,"In addition to the requirements for admission to the university with classified standing, applicants for the Certificate of Advanced Study in Geographic Information Science must have a baccalaureate degree from an accredited university, a grade point average of 3.0 or better in the last 60 semester units (or 90 quarter units) of coursework, and competence in written English (as demonstrated by the GRE Writing Assessment, a score of 4.0 or better). A written statement of purpose that explains the applicant’s interest and goals for the certificate and two letters of recommendation are also required.",Not Required,,False,False,False,False,False,False,,True,False,False,False,True,True,True,False,False,,,,"School of Planning, Policy and Environmental Studies",,,,,,,,,"The Advanced Certificate program in Geographic Information Science provides graduate students and professionals the opportunity to develop expertise in the creation, manipulation, analysis, and display of geographic information science. [5] The certificate program is open to matriculated students enrolled in any graduate program at San José State University (SJSU). [5] The program is also open to students who hold a Bachelor's degree from an accredited institution, non-matriculated students may register for courses through SJSU Open University. [5]",,https://catalog.sjsu.edu/content.php?catoid=15&navoid=5394,,,,FALSE,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,6.5,,,53.0,,550 for PBT or 80 for iBT,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Certificate of Special Study in Transportation Management,,,,,Graduate-Certificate,Fall 2026,,,,,,Not Required,,,,,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,Lucas College and Graduate School of Business,,"This program is not eligible for financial aid. [48, 56] Fees are based on a per-unit cost for Special Session courses. [55] The fee for graduate-level courses is $400 per unit. [55]",,,,,,,"The Certificate in Transportation Management, offered by the Lucas Graduate School of Business and supported by the Mineta Transportation Institute, provides an introduction to the graduate study of transportation management. [3, 5, 6] It is intended primarily for professionals working in the field of transportation who wish to enhance their qualifications for advancement and promotion in their existing agency, or to provide opportunities to advance at other agencies. [3, 5, 6] The program enables students to earn 9 units of course credit that may later be applied to the Master of Science in Transportation Management (MSTM) program. [3, 5, 6]",,https://catalog.sjsu.edu/content.php?catoid=15&navoid=5394,"The search results indicate that the Master of Science in Transportation Management (MSTM) program is fully accredited by the Association to Advance Collegiate Schools of Business (AACSB). [2] Additionally, educational programs offered through the affiliation with San José State University's Lucas Graduate School of Business are accredited by WASC and AACSB. [9] However, a specific accreditation status for the 'Certificate of Special Study in Transportation Management' is not explicitly mentioned.",,$400/unit,FALSE,False,2,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Career and Technical Education Credential,,,,,Graduate,Fall 2026,,,,Not Required,Required,Not Required,REQUIRED,"Admission requirements for the Preliminary Credential include: completing the university application, a statement of purpose, two letters of recommendation, official transcripts, subject matter competency, meeting the Basic Skills Requirement, fulfilling the U.S. Constitution Requirement, obtaining a Certificate of Clearance, providing TB Clearance, and verifying three years of relevant work experience. For the Clear Credential, requirements include holding a preliminary credential, completing professional coursework, and being recommended by an approved program.",Not Required,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,Connie L. Lurie College of Education,,,,,,,,,"The Career and Technical Education (CTE) program offers two credential pathways for qualified applicants to earn a California Designated Subjects (DS) Teaching Credential in one of over 50 industry sectors. This credential authorizes the holder to teach in their industry sector in grades 12 and below, and in classes organized primarily for adults. The program is specifically designed for individuals who have a minimum of three years of verifiable work experience in their industry. The program provides a pathway for individuals to transition from an industry expert to a classroom teacher. The curriculum focuses on developing the skills and knowledge necessary to be a successful teacher, including instructional strategies, classroom management, and curriculum development. The Designated Subjects Career and Technical Education Teaching Credential program is approved by the California Commission on Teacher Credentialing.",,https://catalog.sjsu.edu/content.php?catoid=15&navoid=5394,The Designated Subjects Career and Technical Education Teaching Credential program is approved by the California Commission on Teacher Credentialing.,,,FALSE,False,,,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,"$2,500",,Merit-based,FALSE,,,FALSE,FALSE,,,
,Master of Science in Accountancy,,,,,Graduate,Fall 2026,,,,,,Optional,REQUIRED,"Applicants must be in the last semester of study or have earned a four-year baccalaureate degree from a regionally accredited U.S. institution or a degree from a recognized institution in a foreign country judged to be equivalent in scope. A grade point average (GPA) of 3.0 (on a 4.0 scale) or better in the last 60 semester (or 90 quarter) units of baccalaureate and/or post-baccalaureate work is required for admission to the MSA program. Applicants must take the Graduate Management Admission Test (GMAT) or the Graduate Record Examination (GRE) and have the scores sent to the university. There is no minimum GMAT/GRE score required. An applicant who meets the minimum GPA requirement is not guaranteed admission. The applicant’s GMAT or GRE score, and upper-division GPA are the major factors in the admission decision.",,,False,False,False,False,False,False,,True,False,False,False,True,True,False,False,False,,,,Lucas College and Graduate School of Business,,,,,,,,,"The Master of Science in Accountancy (MSA) program is designed to prepare students for a variety of professional career paths in the rapidly expanding and challenging field of accounting. The program is structured to meet the needs of both full-time and part-time students. It provides the necessary coursework to sit for the CPA exam in California. The MSA program will provide students with: an understanding of the professional and ethical responsibilities of an accountant; knowledge in a broad range of business and accounting topics including financial accounting, managerial accounting, taxation, and auditing; the ability to communicate effectively; and the skills to think critically and solve problems. This program has two paths for completing the degree: the on-campus program, offered through the Lucas Graduate School of Business, and a special session online program, offered through the College of Professional and Global Education.",,https://catalog.sjsu.edu/content.php?catoid=15&navoid=5394,The Lucas College and Graduate School of Business is the only business school in Silicon Valley accredited by the Association to Advance Collegiate Schools of Business (AACSB) at both the graduate and undergraduate levels. This is the highest form of accreditation available for a college of business.,,,FALSE,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Master of Science in Aerospace Engineering,,,,,Graduate,Fall 2026,,,,Not Required,Required,Not Required,REQUIRED,"Applicants must meet the university’s general admission requirements. A bachelor’s degree in aerospace, mechanical engineering, or a similar field is required, with a GPA of 3.0 or higher in the last 60 semester units of their undergraduate work. Conditional admission may be available for those with a GPA between 2.75 and 2.99. Two letters of recommendation are also required. International applicants may need to provide proof of English proficiency.",Not Required,,False,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,Charles W. Davidson College of Engineering,,,,,,,,,"The Master of Science in Aerospace Engineering (MSAE) program at SJSU is intended for students with an undergraduate degree in aerospace, mechanical, or a closely-related engineering discipline who are interested in advanced study of aerospace-related topics. The program offers a choice of thesis (Plan A) or a comprehensive examination (Plan B) as the culminating experience. It is a 30-unit program with a common core of courses that is intended to provide a solid foundation in aerospace engineering. The program has been very successful in placing its graduates in the local and national aerospace industry.",,https://catalog.sjsu.edu/content.php?catoid=15&navoid=5394,,,,FALSE,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Master of Arts in Applied Anthropology,,,,,Graduate,Fall 2026,,,,Not Required,Not Required,Not Required,REQUIRED,"Candidates must meet all the university admission requirements. You will need to apply separately gaskets the to obtain university-level admission and to the department to obtain admission into the Applied Anthropology Program. Minimum requirements for the program are a bachelor's degree in Anthropology or a core of introductory Cultural and Physical or Archaeological Anthropology; an upper-division methods course in Ethnography, Archaeology, or Osteology; an upper-division anthropological theory course; and 6 elective units in upper-division Anthropology (approximately 18 units overall). A 3.0 grade point average (B or better) in the last 60 semester units of undergraduate work and all Anthropology courses is required. Depending on their level of preparation, applicants can be admitted in either classified or conditionally classified standing. [2]",Not Required,,True,False,False,False,False,False,,True,False,False,False,True,True,False,False,False,,,,Department of Anthropology,,,,,,,,,"The Master of Arts in Applied Anthropology is a relevant and flexible degree program focused on building competitive, marketable skills for the application of anthropological perspectives, methods, theories, and practices in a diverse array of careers in academic, professional, and global contexts. Students in the program develop a cohesive educational meditative and career plan while they focus on one of the modern or traditional areas of anthropology or utilize the freedom that is intrinsic within the discipline to bridge disciplines as relevant to research and career interests. Options for culminating experience, including thesis, project, or exam tracks, enable program customization to meet students where they are and work towards future goals.",,https://catalog.sjsu.edu/content.php?catoid=15&navoid=5394,,,,FALSE,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,6.5,,,53.0,,80,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Master of Archival Studies,,,,,Graduate,Fall 2026,,,,,,Not Required,REQUIRED,,,,True,True,False,False,False,False,,True,False,False,False,False,True,True,False,False,,,,,,,,,,,,,"The Master of Archival Studies (MAS) degree prepares students for careers as archivists, records managers, and related information professionals. Students learn to manage, preserve, and provide access to records in a variety of formats, including both analog and digital materials. The program emphasizes the use of information technology in the creation, management, and preservation of information. Graduates of the program are prepared to work in a variety of settings, including government agencies, corporations, universities, and cultural heritage institutions.",,https://catalog.sjsu.edu/content.php?catoid=15&navoid=5394,"The Master of Library and Information Science (MLIS) degree at San José State University is accredited by the American Library Association Committee on Accreditation, with the status of Continued accreditation. The next comprehensive review visit is scheduled for spring 2029.",,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,8.0,,,,,100,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
