Id,ProgramName,ProgramCode,Status,CreatedDate,UpdatedDate,Level,Term,TermCode,LiveDate,DeadlineDate,Resume,StatementOfPurpose,GreOrGmat,EnglishScore,Requirements,WritingSample,CollegeId,IsAnalyticalNotRequired,IsAnalyticalOptional,IsDuoLingoRequired,IsELSRequired,IsGMATOrGreRequired,IsGMATRequired,IsGreRequired,IsIELTSRequired,IsLSATRequired,IsMATRequired,IsMCATRequired,IsPTERequired,IsTOEFLIBRequired,IsTOEFLPBTRequired,IsEnglishNotRequired,IsEnglishOptional,AcademicYear,AlternateProgram,ApplicationType,Department,Fees,Fees.1,IsAvailable,ProgramType,AdmissionDepartmentId,CreatedBy,UpdatedBy,Concentration,Description,OtherConcentrations,ProgramWebsiteURL,Accredidation,AverageScholarshipAmount,CostPerCredit,IsRecommendationSystemOpted,IsStemProgram,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,QsWorldRanking,TotalAccepetedApplications,TotalCredits,TotalDeniedApplications,TotalI20sIssued,TotalScholarshipsAwarded,TotalSubmittedApplications,TotalVisasSecured,UsNewsRanking,CollegeApplicationFee,IsCollegePaying,MEContractNegotiatedFee,MyGradAppFee,ProgramCategory,IsCollegeApplicationFree,IsCouponAllowed,IsACTRequired,IsSATRequired,SftpDestinationId,MinimumACTScore,MinimumDuoLingoScore,MinimumELSScore,MinimumGMATScore,MinimumGreScore,MinimumIELTSScore,MinimumMATScore,MinimumMCATScore,MinimumPTEScore,MinimumSATScore,MinimumTOEFLScore,MLModelName,MinimumAnalyticalScore,MinimumEnglishScore,MinimumExperience,MinimumSopRating,WeightAnalytical,WeightEnglish,WeightExperience,WeightGPA,WeightSop,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,IsNewlyLaunched,BatchId,IsImported,IsImportVerified,Is_Recommendation_Sponser,AnalyticalScore,MinimumLSATScore,IsGRERequired
,Master of Arts in Anthropology,,,,,Graduate,Fall 2026,,,,,,,,,,,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,"['Archaeology', 'Biological Anthropology', 'Sociocultural Anthropology']","The University of Cincinnati offers a comprehensive Master of Arts degree in Anthropology, which includes preparation in archaeology, cultural anthropology, and biological anthropology. [2, 3] The Department of Anthropology has a strong tradition of graduate training at the Master's level with diverse opportunities for graduate student involvement in research in and near Cincinnati, and abroad. [2, 6] The MA is a professional program that provides graduate training in the concepts, research skills, and knowledge base of anthropology. [2] An MA degree provides preparation for application to a PhD program in Anthropology (not offered at UC). [2, 6] The PhD is required for a career in academic research and four-year college teaching, and for many nonacademic positions at the professional level. [2] The MA degree in anthropology may also be appropriate preparation for further study or careers in such fields as law, medicine, or business, where the student expects to work in a multicultural or international environment. [2, 6] Students who have completed their education at the MA level have found employment in cultural resource management (archaeology), museums, education, and related public service fields. [2, 3] The Master of Arts (M.A.) degree in Anthropology focuses on delivering advanced training and research opportunities in applied, interdisciplinary, archaeological, biological, and sociocultural anthropology. [4] Students choose to specialize in Archaeology, Biological Anthropology, or Sociocultural Anthropology. [4]",,https://www.uc.edu/,"The University of Cincinnati and all regional campuses are accredited by the Higher Learning Commission. [2, 10]",,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Master of Arts in Applied Economics,,,,,Graduate,Fall 2026,,,,,,,REQUIRED,,,,False,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,Lindner College of Business,"$33,320/Year",,,,,,,,,,https://www.uc.edu/,,,,FALSE,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,110.0,,,,6.5,,,47.0,,80,,,,,,,,,,,,,"Merit-based scholarships, fellowships, and assistantships. [26, 22]",FALSE,,,FALSE,FALSE,,,
,Master of Arts in Classics,,,,,Graduate,Fall 2026,,,,Not Required,Required,Optional,REQUIRED,"An undergraduate major in Classics, Classical Studies, Greek or Latin, Ancient History, or Archaeology or its equivalent is necessary for admission. [2] The Classics Department will judge candidates partly on their competence in Classical Greek and Latin. [2] At least two year's study in both languages is ordinarily required for students applying to the masters programs intended to lead to the doctorate. [2] A completed application must include three letters of reference, official transcripts, and for international students, TOEFL scores. [2]",Required,,True,True,True,True,False,False,,True,False,False,False,True,True,False,False,False,,,,College of Arts and Sciences,,,,,,,,"['Greek and Latin language and literature', 'classical and pre-classical archaeology', 'Greek and Roman history']","Die Abteilung für Klassische Philologie bietet Studiengänge an, die zum Master of Arts in Classics führen, mit Möglichkeiten zur Spezialisierung in griechischer und lateinischer Sprache und Literatur, klassischer und vorklassischer Archäologie sowie griechischer und römischer Geschichte. Die einzelnen klassischen Disziplinen sind voneinander abhängig. Von den Studierenden wird daher erwartet, dass sie in jedem Hauptfach ein angemessenes Maß an Arbeit leisten. Das Kursangebot ist umfangreich. Normalerweise werden jedes Semester mindestens acht Kurse angeboten. Die Themen reichen vom bronzezeitlichen Griechenland bis zur späten römischen Geschichte, von Homer bis zur späteren lateinischen Literatur.",,https://www.uc.edu/,Die University of Cincinnati und alle regionalen Campus sind von der Higher Learning Commission akkreditiert. [15],,,FALSE,False,,4.0,,,,,,,,,,,,,,,,,,,False,False,,,110.0,,,,6.5,,,54.0,,80,,,,,,,,,,,,,"University Graduate Scholarship (UGS), Graduate Assistantships (GA)",FALSE,,,FALSE,FALSE,,,
,Master of Arts in Communication,,,,,Graduate,Fall 2026,,,,,,Not Required,REQUIRED,,,,True,False,True,True,False,False,,True,False,False,False,True,True,False,False,False,,,,College of Arts and Sciences,,,,,,,,,,,https://www.uc.edu/,,,,FALSE,False,,4.0,3,,,,,,,,,,,,,,,,,,False,False,,,105.0,112.0,,,6.5,,,47.0,,80,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Master of Arts in English and Comparative Literature,,,,,Graduate,Fall 2026,,,,,,Not Required,REQUIRED,,,,False,False,True,True,False,False,,True,False,False,False,True,True,False,False,False,,,,,,,,,,,,,,,https://www.uc.edu/,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,105.0,112.0,,,6.5,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Master of Arts in French,,,,,Graduate,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"Admission requirements for the Master of Arts in French at the University of Cincinnati include a bachelor's degree (preferably in French or literature), a minimum GPA of 3.0, three letters of recommendation (preferably from recent language or literature professors), official transcripts from all colleges and universities attended, a 500-word statement of purpose (preferably in French), and a writing sample in French. [4] For non-native English speakers, TOEFL scores are required. [4]",Required,,True,False,True,False,False,False,,True,False,False,False,True,True,True,False,False,,,,College of Arts and Sciences,,,,,,,,,"Please note: We are NOT accepting applications for the Masters of French program for the 2025-2026 or 2026-2027 academic years. 

OurMaster of Arts in French isdesigned for students with expansive and interdisciplinary academic interests, who would like to complement their work in French with coursework in other departments as part of a coherent academic plan. Our MA students pursue non-traditional outcomes reflecting the methodologies and scholarly expertise of our core faculty. Particular departmental strengths lie in Translation Studies; Francophone Studies and French as a Global Language; Cultural History of the Francophone World; Textual Studies, Book History and Digital Humanities; Gender Studies; Pedagogy and Second Language Acquisition. MA projects therefore lead to such outcomes as a translation, a publishable academic research article, the creation of a digital edition or archive, a public humanities project, an online dictionary, or a bank of teaching resources. Students are strongly encouraged to complete a Graduate Certificate in conjunction with their French MA, as part of their interdisciplinary work. Popular certificates include Textual and Digital Studies (housed in French and Italian Studies), Secondary and Foreign Language Teaching; Cinema and Media Studies; Public Humanities; Feminist Studies; and Sexuality and Queer Studies. Almost all of our MA students support themselves with a Teaching Assistantship, through which they gain valuable experience teaching language courses under close supervision of our Second Language Acquisition faculty. Classified as Academic Student Employees, our teaching assistants enjoy generous benefits, union representation, and a tuition waiver. Incoming MA students are also automatically considered for a one-time Top Scholar Research Assistant award, payable over one year. In their second year, they are eligible for a Taft Graduate Enhancement Fellowship, to support their project work.",,https://www.uc.edu/,,,,FALSE,False,,,3.0,,,,,,,,,,,,,,,,,,False,False,,,110.0,,,,6.5,,,47.0,,"80 (iBT), 550 (PBT)",,,,,,,,,,,,,Teaching Assistantships,FALSE,,,FALSE,FALSE,,,
,Master of Arts in German Studies,,,,,Graduate,Fall 2026,,,,,,Not Required,REQUIRED,,,,False,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,College of Arts and Sciences,"{'in-state': '$14,902/Year', 'out-of-state': '$26,674/Year'}","{'in-state': '$14,902/Year', 'out-of-state': '$26,674/Year'}",,,,,,,"The graduate program in German Studies at the University of Cincinnati enjoys a national and international reputation. The faculty members are active scholars and innovative, dedicated teachers. The course offerings of the department span the entire spectrum of German literature with an emphasis on 20th and 21st-century literary culture and film. [4] The program is strongly student-oriented, providing both theoretical and practical experience in the teaching of German language, literature, and culture. [4] German is an interdisciplinary program that focuses on the language, culture, history, politics and literature of Germany and other German-speaking countries, as well as their influence on other cultures in Europe and beyond. [2] The Department of German Studies at UC specializes in contemporary Germany, which boasts one of the world's most powerful economies and holds a central leadership role within the European Union. [2]",,https://www.uc.edu/,"The University of Cincinnati and all regional campuses are accredited by the Higher Learning Commission. [4, 12]",,"{'in-state': '$746/Credit Hour', 'out-of-state': '$1,408/Credit Hour'}",FALSE,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,110.0,,,,6.5,,,54.0,,80,,,,,,,,,,,,,"Teaching assistantships, graduate fellowships, tuition remission.",FALSE,,,FALSE,FALSE,,,
,Master of Arts in History,,,,,Graduate,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"Required application materials: academic transcripts, CV, statement of purpose, writing sample, and (for international students, as relevant) English proficiency scores. [8] Applicants to the MA program must have a Bachelor's degree before matriculating. [8] The degrees are typically in History although they are sometimes in 'sister' disciplines like art history, political science, sociology, literature, or law. [8]",Required,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,College of Arts and Sciences,,,,,,,,,,,https://www.uc.edu/,,,,FALSE,False,,,3.0,,,,,,,,,,,,,,,,,,False,False,,,110.0,,,,6.5,,,59.0,,79,,,,,,,,,,,,,Merit-based,FALSE,,,FALSE,FALSE,,,
,Master of Arts in Human Resources,,,,,Graduate,Fall 2026,,,,Required,Required,,,"Applicants are required to submit an online application, a resume, a personal statement addressing their career goals and qualifications, unofficial transcripts from all institutions attended, and one letter of recommendation. International applicants may need to provide proof of English proficiency.",Not Required,,False,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,"The program does not have formal concentrations, but students can specialize by adding a graduate certificate in fields such as information systems, data analytics or AI in business. [12]","Ranked No. 7 in the nation by Fortune Online, the Master of Science (MS) in Human Resources degree program at the University of Cincinnati's Lindner College of Business prepares students at any professional level to advance in careers in HR through hands-on projects and flexible course schedules. [12] A comprehensive curriculum equips HR professionals to tackle increasingly complex challenges in managing human resources functions such as compensation, benefits, innovation and business development. This practical approach includes a research capstone, foundational business courses, core courses and optional electives. The master's program requirements ensure that whether you are new to the HR field or have years of experience, you gain valuable insights through faculty guidance and the latest research. [12]",,https://www.uc.edu/,The Lindner College of Business is accredited by the Association to Advance Collegiate Schools of Business (AACSB). [2],,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Master of Arts in Political Science,,,,,Graduate,Fall 2026,,,,,,GRE,REQUIRED,,,,False,False,True,False,True,False,,True,False,False,False,True,True,False,False,False,,,,,,,,,,,,"['American Government and Politics', 'Comparative Politics', 'International Relations', 'Public Policy', 'Security Studies']","The Master of Arts program focuses on the core scholarly Areas of Political Science. Courses in the MA program serve as foundation for work in doctoral program or as preparation for careers in government, nonprofit organizations, or related work in the private sector. Students specialize in one of the five concentration areas.",,https://www.uc.edu/,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,110.0,,,,6.5,,,54.0,,80,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
