Id,ProgramName,ProgramCode,Status,CreatedDate,UpdatedDate,Level,Term,TermCode,LiveDate,DeadlineDate,Resume,StatementOfPurpose,GreOrGmat,EnglishScore,Requirements,WritingSample,CollegeId,IsAnalyticalNotRequired,IsAnalyticalOptional,IsDuoLingoRequired,IsELSRequired,IsGMATOrGreRequired,IsGMATRequired,IsGreRequired,IsIELTSRequired,IsLSATRequired,IsMATRequired,IsMCATRequired,IsPTERequired,IsTOEFLIBRequired,IsTOEFLPBTRequired,IsEnglishNotRequired,IsEnglishOptional,AcademicYear,AlternateProgram,ApplicationType,Department,Fees,Fees.1,IsAvailable,ProgramType,AdmissionDepartmentId,CreatedBy,UpdatedBy,Concentration,Description,OtherConcentrations,ProgramWebsiteURL,Accredidation,AverageScholarshipAmount,CostPerCredit,IsRecommendationSystemOpted,IsStemProgram,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,QsWorldRanking,TotalAccepetedApplications,TotalCredits,TotalDeniedApplications,TotalI20sIssued,TotalScholarshipsAwarded,TotalSubmittedApplications,TotalVisasSecured,UsNewsRanking,CollegeApplicationFee,IsCollegePaying,MEContractNegotiatedFee,MyGradAppFee,ProgramCategory,IsCollegeApplicationFree,IsCouponAllowed,IsACTRequired,IsSATRequired,SftpDestinationId,MinimumACTScore,MinimumDuoLingoScore,MinimumELSScore,MinimumGMATScore,MinimumGreScore,MinimumIELTSScore,MinimumMATScore,MinimumMCATScore,MinimumPTEScore,MinimumSATScore,MinimumTOEFLScore,MLModelName,MinimumAnalyticalScore,MinimumEnglishScore,MinimumExperience,MinimumSopRating,WeightAnalytical,WeightEnglish,WeightExperience,WeightGPA,WeightSop,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,IsNewlyLaunched,BatchId,IsImported,IsImportVerified,Is_Recommendation_Sponser,AnalyticalScore,MinimumLSATScore,IsGRERequired
,M.S. in Artificial Intelligence Engineering - Biomedical Engineering,,,,,Graduate,Fall 2026,,,,,,Not Required,REQUIRED,,,,True,True,True,False,False,False,,True,False,False,False,False,True,False,False,False,,,,College of Engineering,,,,,,,,Biomedical Engineering,"The M.S. in Artificial Intelligence Engineering (MSAIE) offers concentrations in different engineering disciplines. It is for students with an undergraduate degree in engineering or a related field who are interested in a professional master’s degree to jumpstart a career in AI engineering.

The Department of Biomedical Engineering offers the Biomedical Engineering (BME) concentration of the MSAIE degree. In this concentration, students develop an AI specialty in the area of biomedical and healthcare applications. Artificial intelligence is already disrupting all areas of healthcare: medical imaging and diagnostics, electronic health records, drug discovery, and medical robotics. This trend is expected to grow in the future. The M.S. in AIE-BME program at CMU builds upon core strengths in engineering and computer science to develop leaders in the area of AI applications in healthcare. The graduates will be ideally positioned for successful careers in this rapidly growing field.",,http://coursecatalog.web.cmu.edu/degreesoffered/graduate-degrees/,,,,FALSE,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,125.0,,,,7.5,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,M.S. in Artificial Intelligence Engineering - Biomedical Engineering - Research,,,,,Graduate,Fall 2026,,,,,,Not Required,REQUIRED,,,,True,True,True,False,False,False,,True,False,False,False,False,True,False,False,False,,,,College of Engineering,"$28,500 per semester","$28,500 per semester",,,,,,Biomedical Engineering - Research,"The M.S. in Artificial Intelligence Engineering (MSAIE) provides students with the knowledge and skills needed to engineer and develop AI systems, products, and services. The MSAIE requires a core curriculum in AI foundations and markets, plus specialized AI engineering coursework in a specific engineering discipline. Each engineering discipline offers one of two options: either a coursework-only option or a research option where students conduct original research with a faculty member. The degree requires a minimum of 11 courses and can be completed in 3 semesters.",,http://coursecatalog.web.cmu.edu/degreesoffered/graduate-degrees/,,,$792 per unit,FALSE,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,105.0,,,,7.0,,,,,84.0,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,M.S. in Biomedical Engineering,,,,,Graduate,Fall 2026,,,,,,Not Required,REQUIRED,,,,True,True,True,False,False,False,,True,False,False,False,False,True,False,False,False,,,,College of Engineering,"$28,380/Semester or $56,760/Year","$28,380/Semester or $56,760/Year",,,,,,"Bioimaging, Biomechanics and Medical Devices, Cellular and Molecular Biotechnology, Computational Biomedical Engineering","The M.S. program in biomedical engineering requires 96 units of coursework. It is designed to be completed in two semesters (fall and spring) of full-time study. The curriculum consists of biomedical engineering core courses, engineering/science elective courses, and a BME M.S. seminar course series. This curriculum provides M.S. students with the advanced skills necessary to be successful in industry or to be a competitive applicant for a top-tier Ph.D. program.",,http://coursecatalog.web.cmu.edu/degreesoffered/graduate-degrees/,,,$789/unit,FALSE,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,M.S. in Biomedical Engineering - Applied Study,,,,,Graduate,Fall 2026,,,,,,Optional,REQUIRED,,,,True,True,True,False,False,False,,True,False,False,False,False,True,False,False,False,,,,College of Engineering,,,,,,,,Applied Study,"The Master of Science (M.S.) in Biomedical Engineering program provides students with the engineering and life science skills to succeed in careers in the biomedical engineering industry, academia or government, or to pursue further graduate studies in the field. The M.S. BME program emphasizes an in-depth, research-based educational experience that is tailored to each student’s career goals. Our focus on both engineering and biology from the molecular to the systems levels is a key feature of our program, as is our close collaboration with clinicians at local hospitals. This clinical collaboration opens up opportunities for our students to engage in translational research and to explore clinical applications of biomedical engineering. The department offers three options for completing the M.S. in Biomedical Engineering: the course-work option, the research-based option (thesis), and the applied study option (practicum). The applied study option is similar to the course-work option in most regards, except that students gain practical off-campus experience at a company site through a one-semester, full-time practicum.",,http://coursecatalog.web.cmu.edu/degreesoffered/graduate-degrees/,,,,FALSE,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,125.0,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,M.S. in Biomedical Engineering - Research,,,,,Graduate,Fall 2026,,,,Required,Required,Not Required,REQUIRED,The following materials are required to be submitted as part of the application for all BME M.S. degree programs: Online application form; Statement of Purpose; Transcripts of all undergraduate and graduate coursework; Three letters of recommendation; Resume; Official TOEFL or IELTS scores (for international applicants whose native language is not English). The GRE is NOT required. There is an application fee.,,,True,False,True,False,False,False,,True,False,False,False,False,True,False,False,False,,,,College of Engineering,27515/Semester,27515/Semester,,,,,,Research,"The Department of Biomedical Engineering offers a Master of Science (M.S.) degree in Biomedical Engineering. The M.S. degree is earned by the successful completion of a minimum of 96 units of graduate-level coursework. The department’s graduate curriculum consists of core courses in biomedical engineering, a menu of advanced engineering and biology electives, free electives, and a seminar series. The core courses provide an advanced understanding of the fundamentals of biomedical engineering in the areas of physiology, biomaterials, bioinstrumentation, and cell and molecular biology. The advanced electives permit students to tailor their graduate education to match their research interests and career goals. Students also participate in a graduate seminar series, which exposes them to cutting-edge research through presentations from academic and industry leaders in biomedical engineering. The M.S. research option is a thesis-based degree that prepares students for R&D careers in industry or for Ph.D. studies in biomedical engineering or related fields. The research option requires a minimum of three semesters of full-time enrollment and provides students with an in-depth research experience that culminates in a master’s thesis.",,http://coursecatalog.web.cmu.edu/degreesoffered/graduate-degrees/,,,765/unit,FALSE,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,105.0,,,,6.5,,,,,84.0,,,,,,,,,,,,,"research assistantships, fellowships",FALSE,,,FALSE,FALSE,,,
,M.S. in Computational Biomedical Engineering,,,,,Graduate,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"Students applying to the M.S.-CBE program should have an undergraduate degree in an engineering or a quantitative science discipline (e.g., math, physics, computational biology, or computer science). Successful applicants are expected to have a minimum QPA of 3.0. The application requires a statement of purpose, a resume, three letters of recommendation, and transcripts from all universities attended. The GRE test is optional for all M.S. applicants. International applicants are required to take the TOEFL or IELTS test, and minimum scores are specified on the BME departmental graduate program website.",,,True,True,False,False,False,False,,True,False,False,False,False,True,False,False,False,,,,College of Engineering,"$28,521/Semester","$28,521/Semester",,,,,,,"The M.S. in Computational Biomedical Engineering program trains students to apply advanced computational techniques to solve problems in biology and medicine. This professional M.S. program is designed to be completed in two semesters of coursework with the option of a one-semester research project or a third semester of coursework. The curriculum is composed of courses from engineering, computer science, and biological sciences. The program culminates in a practicum course in which students work in teams to solve real-world problems in the biomedical industry. Students who successfully complete the program will be prepared to enter the biomedical industry in positions that require advanced computational skills. Examples of typical positions include data scientists in large medical centers, analysts in biotechnology companies, or developers of biomedical software.",,http://coursecatalog.web.cmu.edu/degreesoffered/graduate-degrees/,,,$793/Unit,FALSE,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,6.5,,,,,84.0,,,,,,,,,,,,,"Fellowships, Traineeships, Research Assistantships",FALSE,,,FALSE,FALSE,,,
,M.S. in Computational Biomedical Engineering - Applied Study,,,,,Graduate,Fall 2026,,,,Required,Required,Optional,REQUIRED,"A complete application includes: Online application form; Statement of purpose; Resume/CV; Three letters of recommendation; Transcripts from all universities attended; TOEFL/IELTS/Duolingo score (if applicable); Application fee; Video essay. A three-page statement of purpose is requested that describes your motivation for pursuing the BME M.S. degree, relevant past experiences, and future career goals. Explain how your skills and background make you a good fit for our program. Provide a resume or CV highlighting your relevant skills and experiences. The GRE is not required and will not be accepted for the BME M.S. programs. A three-minute video essay is also required, where you should briefly introduce yourself, elaborate on your motivation for pursuing an M.S. degree in BME, and how this degree will help you achieve your career goals.",,,True,False,True,False,False,False,,True,False,False,False,False,True,False,False,False,,,,College of Engineering,"$27,650 per semester","$27,650 per semester",,,,,,,"The M.S. in Computational Biomedical Engineering (MS-CBME) trains students in the application of state-of-the-art computational approaches to solve problems in biology and medicine. The program provides the necessary depth and breadth of knowledge in biomedical engineering and computational sciences as well as hands-on experience in research and development. Students complete core competency courses to develop skills in computational modeling and data science as well as biomedical engineering application courses in areas such as neuroengineering, medical robotics, and cardiovascular engineering. The program culminates in a project in which students apply the learned skills to solve a substantial problem in a biomedical domain. The MS-CBME program is appropriate for students with undergraduate backgrounds in biomedical engineering or other engineering disciplines, as well as computer science, biology, chemistry, and physics, who may not have a traditional engineering background.",,http://coursecatalog.web.cmu.edu/degreesoffered/graduate-degrees/,,,$768 per unit,FALSE,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,105.0,,,,6.5,,,,,84.0,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,M.S. in Computational Biomedical Engineering - Research,,,,,Graduate,Fall 2026,,,,,,Optional,REQUIRED,,,,True,True,True,False,False,False,,True,False,False,False,False,True,False,False,False,,,,College of Engineering,"$56,060/Year","$56,060/Year",,,,,,Research,"The M.S. in Computational Biomedical Engineering (MS-CBME) program provides cutting-edge training in the growing area of computational biomedical engineering. Students will be trained in applying engineering approaches to understand complex biological systems, and to develop computational models and platforms to solve biomedical problems. This program combines the strengths of the Biomedical Engineering and the Computational Biology departments. Students can choose to pursue either a research-intensive track or a professionally-oriented track. The research track will prepare students for careers in academic or industrial research and development. The applied track is intended for students who wish to pursue careers in industry. Both tracks will provide students with the fundamental knowledge and practical skills for addressing biomedical problems using computational approaches.",,http://coursecatalog.web.cmu.edu/degreesoffered/graduate-degrees/,,,"$2,340/unit",FALSE,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,Partial tuition scholarship,FALSE,,,FALSE,FALSE,,,
,Ph.D. in Biomedical Engineering,,,,,Graduate,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"Applicants for admission to graduate study in biomedical engineering are expected to have a bachelor's degree in an engineering discipline or a physical or biological science. Successful applicants will have strong undergraduate academic records and demonstrated potential for creative research. Completed applications, including the application form and fee, transcripts of all university-level academic work, three letters of recommendation, and a statement of purpose are required. International applicants whose native language is not English are also required to submit a TOEFL or IELTS score. While not required, submission of the Graduate Record Examination (GRE) is highly recommended. For additional details regarding graduate admission, please refer to the department website.",,,True,True,True,False,False,False,,True,False,False,False,False,True,False,False,False,,,,College of Engineering,"$26,500/Semester","$26,500/Semester",,,,,,"Biomechanics and Mechanobiology Track, Biomaterials and Tissue Engineering Track, Computational Biomedical Engineering Track, Neuroengineering Track","The Ph.D. program in biomedical engineering requires a minimum of 96 units of coursework. In general, 36 units must consist of graduate courses in biomedical engineering, 24 units in an allied engineering or science field and 36 units in biomedical engineering research. The Ph.D. program is strongly research-oriented and requires a research specialty in one of the primary areas of the department faculty. After passing a qualifying examination, the student will pursue an individual research program under the guidance of a faculty advisor. Upon completion of the research, the student must submit a thesis based on this research and defend it in a a final oral examination.",,http://coursecatalog.web.cmu.edu/degreesoffered/graduate-degrees/,,,$552/Unit,FALSE,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,105.0,,,,6.5,,,,,84.0,,,,,,,,,,,,,"Fellowship, Graduate Research Assistantship",FALSE,,,FALSE,FALSE,,,
,M.S. in Artificial Intelligence Engineering - Chemical Engineering,,,,,Graduate,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"Applicants for the M.S. in AIE-ChemE program are expected to have a bachelor’s degree in chemical engineering or a related engineering/science discipline from an accredited institution. A complete application includes the online application form, a statement of purpose, a current resume, three letters of recommendation, and unofficial transcripts. The GRE test is not required for admission to this program. TOEFL/IELTS/Duolingo scores are required for all international applicants unless they have completed a university-level degree in the U.S. or another English-speaking country.",,,True,False,True,False,False,False,,True,False,False,False,False,True,False,False,False,,,,College of Engineering,"$29,170/Semester","$29,170/Semester",,,,,,Chemical Engineering,"The M.S. in Artificial Intelligence Engineering (MSAIE) is an interdepartmental degree program offered by the College of Engineering. This catalog page covers the MSAIE degree with a concentration in Chemical Engineering (MSAIE-ChemE). Today's engineers are expected to be experts in their own discipline and also to be proficient at using computer hardware, software and the network to design, analyze, and deploy complex systems. With the rising prominence of artificial intelligence, a new generation of engineers will need to also be proficient in using AI to build and analyze autonomous and intelligent engineering systems. The College of Engineering at Carnegie Mellon is meeting this need with a new master’s degree in Artificial Intelligence Engineering that will train students to innovate and develop solutions in this emerging field. The curriculum will provide students with a strong foundation in both the engineering and AI domains. Students will develop their knowledge of AI principles, models, and methods to conceptualize, design, and validate engineering systems that require the integration of AI components and analysis. Upon completion of the degree, graduates will have the unique skills to design, develop and deploy AI solutions for engineering applications.",,http://coursecatalog.web.cmu.edu/degreesoffered/graduate-degrees/,,,$812 per unit,FALSE,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,105.0,,,,7.0,,,,,84.0,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
