Id,ProgramName,ProgramCode,Status,CreatedDate,UpdatedDate,Level,Term,TermCode,LiveDate,DeadlineDate,Resume,StatementOfPurpose,GreOrGmat,EnglishScore,Requirements,WritingSample,CollegeId,IsAnalyticalNotRequired,IsAnalyticalOptional,IsDuoLingoRequired,IsELSRequired,IsGMATOrGreRequired,IsGMATRequired,IsGreRequired,IsIELTSRequired,IsLSATRequired,IsMATRequired,IsMCATRequired,IsPTERequired,IsTOEFLIBRequired,IsTOEFLPBTRequired,IsEnglishNotRequired,IsEnglishOptional,AcademicYear,AlternateProgram,ApplicationType,Department,Fees,Fees.1,IsAvailable,ProgramType,AdmissionDepartmentId,CreatedBy,UpdatedBy,Concentration,Description,OtherConcentrations,ProgramWebsiteURL,Accredidation,AverageScholarshipAmount,CostPerCredit,IsRecommendationSystemOpted,IsStemProgram,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,QsWorldRanking,TotalAccepetedApplications,TotalCredits,TotalDeniedApplications,TotalI20sIssued,TotalScholarshipsAwarded,TotalSubmittedApplications,TotalVisasSecured,UsNewsRanking,CollegeApplicationFee,IsCollegePaying,MEContractNegotiatedFee,MyGradAppFee,ProgramCategory,IsCollegeApplicationFree,IsCouponAllowed,IsACTRequired,IsSATRequired,SftpDestinationId,MinimumACTScore,MinimumDuoLingoScore,MinimumELSScore,MinimumGMATScore,MinimumGreScore,MinimumIELTSScore,MinimumMATScore,MinimumMCATScore,MinimumPTEScore,MinimumSATScore,MinimumTOEFLScore,MLModelName,MinimumAnalyticalScore,MinimumEnglishScore,MinimumExperience,MinimumSopRating,WeightAnalytical,WeightEnglish,WeightExperience,WeightGPA,WeightSop,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,IsNewlyLaunched,BatchId,IsImported,IsImportVerified,Is_Recommendation_Sponser,AnalyticalScore,MinimumLSATScore,IsGRERequired
,Master of Science in Aeronautics and Astronautics,,,,,Graduate,Fall 2026,,,,,Required,Not Required,REQUIRED,Required: Online application; Statement of objectives; Three letters of recommendation; Transcripts; English proficiency exam scores – international applicants only. [10],Not Required,,True,False,True,False,False,False,,True,False,False,False,False,True,False,False,False,,,,Aeronautics and Astronautics,"$32,155/term","$64,310/year",,,,,,"['Autonomous Systems & Decision-Making', 'Computational Science & Engineering', 'Earth & Space Sciences', 'Human-System Collaboration', 'Systems Design & Engineering', 'Transportation & Exploration', 'Vehicle Design & Engineering']","The Master of Science (SM) degree is a one- to two-year graduate program with abeginning-level research or design experience represented by the SM thesis. [4] This degree prepares the graduate for an advanced position in the aerospace field, and provides a solid foundation for future doctoral study. [4] The specific departmental requirements include at least 66 graduate subject units, typically in subjects relevant to the candidate's area of technical interest. Of the 66 units, at least 21 units must be in departmental subjects. To be credited toward the degree, graduate subjects must carry a grade of B or better. In addition, a 24-unit thesis is required beyond the 66 units of coursework. Full-time students normally must be in residence one full academic year.",,https://oge.mit.edu/graduate-admissions/programs/,,,,FALSE,True,,5.0,,,,,,,,,,,,,,,,,,,False,False,,,,,,,7.0,,,,,100,,,,,,,,,,,,,"['MIT-sponsored Fellowship', 'Research Assistantship', 'External Fellowship']",FALSE,,,FALSE,FALSE,,,
,Doctor of Philosophy in Aeronautics and Astronautics,,,,,Doctoral,Fall 2026,,,,Not Required,Required,Not Required,REQUIRED,"The admissions checklist includes: Online graduate application and admissions fee, Required Objective Statements addressing your past research and academic experience, your areas of interest in our department and how they can help you realize your goals, Transcripts for each school from which you received or will receive a degree, and Three recommendation letters. [1]",Not Required,,True,False,True,False,False,False,,True,False,False,False,False,True,False,False,False,,,,School of Engineering,,,,,,,,,"The Doctoral Program of the Department of Aeronautics and Astronautics at MIT provides opportunities for advanced graduate study and research in the disciplines of aeronautics and astronautics. The department awards either the Doctor of Philosophy (PhD) or the Doctor of Science (ScD) degree in recognition of creative and independent accomplishment at a high level of excellence. [21] The program's objectives are to produce original research and technologies critical to the engineering of aerospace vehicles, information, and systems, and to educate future leaders in aerospace research and technology. [6] The doctoral degree is awarded after the completion of an individual course of study, submission and defense of a thesis proposal, and submission and defense of a thesis that embodies an original research contribution. [10] Students must complete a Major Program of Study, which consists of at least 60 units in a proposed field of study, and a Minor Program of Study with at least 30 units in a related field. [8, 21]",,https://oge.mit.edu/graduate-admissions/programs/,,,,FALSE,True,,,,,,,,,,,,,,,,,,,,,False,False,,,135.0,,,,7.0,,,,,100,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Master of Architecture,,,,,Graduate,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"The MArch is awarded upon satisfactory completion of an approved program of 282 graduate units and an acceptable 24-unit thesis for 306 total graduate credits. [19] Requirements include six architectural design studios, Geometric Disciplines and Architectural Skills I, one Computation restricted elective, three Building Technology subjects, Architectural Assemblies, Precedents in Critical Practice, Professional Practice, Architecture from 1750 to the Present, one History, Theory and Criticism restricted elective, one History, Theory and Criticism elective, one Computation/Media Lab elective, an Urban Design elective, an ACT elective, three open elective subjects, Preparation for MArch Thesis, and a Graduate Design Thesis. [19]",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,School of Architecture + Planning,,,,,,,,,,,https://oge.mit.edu/graduate-admissions/programs/,,,,FALSE,True,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,"Fellowships, Assistantships",FALSE,,,FALSE,FALSE,,,
,Doctor of Philosophy in Architecture,,,,,Doctoral,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"The application requirements for the Doctor of Philosophy in Architecture include: Letters of recommendation (3–4), transcripts for all relevant degrees, an English Language Test Score where applicable, a Curriculum Vitae, a Statement of Objectives, a $90 application fee, and a writing sample. [5] The GRE is not required. [5]",Required,,True,False,True,False,False,False,,True,False,False,False,False,True,False,False,False,,,,Department of Architecture,,,,,,,,"['Building Technology', 'Computation', 'History, Theory and Criticism of Architecture and Art', 'Advanced Urbanism']","The Department of Architecture offers the degree of Doctor of Philosophy in Architecture (PhD), which may be pursued in any of these disciplines: Building Technology; Computation; History, Theory and Criticism of Architecture and Art; Concentration in Advanced Urbanism. [3] Each student admitted into the doctoral program will work closely with one faculty advisor in their area to develop a plan of study. The minimum residence required by the Institute for the doctorate is two full academic years. [3] Completion of all of the requirements for the doctorate, including the dissertation, ordinarily takes five years. [3]",,https://oge.mit.edu/graduate-admissions/programs/,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,135.0,,,,7.0,,,,,100,,,,,,,,,,,,,direct tuition awards and Departmental employment,FALSE,,,FALSE,FALSE,,,
,Master of Science in Architecture Studies - Building Technology,,,,,Graduate,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"Online application; Statement of objectives; Transcripts; English proficiency exam scores – international applicants only; Portfolio or Writing Sample, as appropriate. [2]",Not Required,,True,False,False,False,False,False,,True,False,False,False,False,True,False,False,False,,,,Department of Architecture,,,,,,,,Building Technology,"The Building Technology (BT) Program at MIT is a group of students, faculty, and staff working on design concepts and technologies to create buildings that contribute to a more humane and sustainably built environment. [1] Our work ranges from fundamental discovery to full scale application. [1] Students are challenged to address topics of clear and important relevance to the future of the built environment through creative and analytically rigorous approaches. [1] Students entering into the program are able to engage with active and ongoing research projects while pursuing their own intellectual and career agendas. [1] Areas of study are highly interdisciplinary and address topics at diverse scales, from individual building components to broader urban energy and material flows. [1] Each student works on research directly with a Building Technology faculty member. [1] The Master of Science in Architecture Studies (SMArchS) is a two-year program of advanced study founded on research and inquiry in architecture as a discipline and as a practice. [1]",,https://oge.mit.edu/graduate-admissions/programs/,,,,FALSE,True,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,7.0,,,,,100,,,,,,,,,,,,,Financial aid from the Department is in the form of direct tuition awards and Departmental employment. Financial aid awards to Master's degree students are in the form of a partial tuition award. Master's degree students are also eligible to compete for work opportunities in the form of Teaching or Research Assistantships or hourly positions. [13],FALSE,,,FALSE,FALSE,,,
,Master of Science in Architecture Studies - Computation,,,,,Graduate,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"The Master of Science in Architecture Studies (SMArchS) is a two-year program of advanced study founded on research and inquiry in architecture as a discipline and as a practice. [1] The SMArchS Computation program requires an undergraduate or higher degree in architecture or a related field (like design, art, computer science, or engineering) with high academic standing. [1] General requirements for graduate programs in architecture at MIT include an online application, a statement of objectives, transcripts, and for international applicants, English proficiency exam scores (TOEFL or IELTS). [3] A portfolio is required for all SMArchS applicants. [1] Three letters of recommendation are also necessary. The Graduate Record Examination (GRE) is not required or accepted for any Architecture program at MIT. [3, 6]",Not Required,,True,False,True,False,False,False,,True,False,False,False,False,True,False,False,False,,,,School of Architecture and Planning,"$57,590/Year","$57,590/Year",,,,,,Computation,"The Master of Science in Architecture Studies (SMArchS) is a two-year program of advanced study founded on research and inquiry in architecture as a discipline and as a practice. The program is intended both for students who already have a professional degree in architecture and those interested in advanced non-professional graduate study. [4] The Computation Group inquires into the varied nature and practice of computation in architectural design, and the ways in which design meaning, intention, and knowledge are constructed through sensing, thinking, and making computationally. [2, 4] It focuses on the development of innovative computational tools, processes and theories, and applying these in creative, socially meaningful responses to challenging design problems. [2, 4] Students are expected to acquire both the technical skills and the theoretical and conceptual foundations to rethink and challenge the limits of current design processes and practices, and to consider the social and cultural implications of their positions. [4]",,https://oge.mit.edu/graduate-admissions/programs/,,,,FALSE,True,,,,,,,,,,,,,,,,,,,,,False,False,,,135.0,,,,7.0,,,,,100,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Master of Science in Architecture Studies - Design,,,,,Graduate,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"To be admitted as a regular graduate student, an applicant must have earned a bachelor's degree or its equivalent from a college, university, or technical school of acceptable standing. [2] Students in their final year of undergraduate study may be admitted on the condition that their bachelor's degree is awarded before they enroll at MIT. [2] The application includes an online application, statement of objectives, transcripts, and English proficiency exam scores for international applicants. [1] A portfolio or writing sample is also required. [1] Some programs, including the SMArchS Urbanism, require three letters of recommendation. [3]",Required,,True,False,False,False,False,False,,True,False,False,False,False,True,False,False,False,,,,Department of Architecture,"$61,990/year","$61,990 per year",,,,,,Architectural Design,"The Master of Science in Architecture Studies (SMArchS) is a two-year program of advanced study founded on research and inquiry in architecture as a discipline and as a practice. [1, 2, 6, 8] The program is intended for students who already have a professional degree in architecture and those interested in advanced non-professional graduate study. [1, 2, 8] The SMArchS Design program provides both a theoretical foundation in the history and development of architectural design pedagogy and practice, as well as a platform for applied research into new design methodologies. [2] The program aims to equip students with a critical understanding of different modes of creative synthetic production with a particular focus on emerging modes of design activity, whether conceptual or technical, and on the potential for radicalizing current modes of architectural and building practice. [2] The program encourages interdisciplinary engagement with other areas of specialist research within the Department and across the entire Institute, seeking to benefit from the remarkable academic and research environment of MIT. [1, 2] It supports collaborative work that bridges to other domains of knowledge. [1, 2]",,https://oge.mit.edu/graduate-admissions/programs/,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,7.0,,,,,100,,,,,,,,,,,,,Federal Student Aid,FALSE,,,FALSE,FALSE,,,
,"Master of Science in Architecture Studies - History, Theory and Criticism of Architecture and Art",,,,,Graduate,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"The application deadline is December 31. Requirements include three letters of recommendation, transcripts from all relevant degrees, and an application fee of $75. [2] Applicants whose first language is not English must submit an IELTS or TOEFL score. [2] The minimum required score for the IELTS is 7, and the minimum for the TOEFL is 100 for the internet-based test. [2, 5]",Required,,True,False,True,False,False,False,,True,False,False,False,False,True,False,False,False,,,,School of Architecture and Planning,,,,,,,,"History, Theory and Criticism of Architecture and Art","The History, Theory and Criticism of Architecture and Art (HTC) program aims to produce leading-edge scholars and intellectuals in the field of art and architectural history. [1] We place a strong emphasis on historiography and analytical methodologies. [1] Courses deal with the social and physical context of the built environment, the significant issues in current disciplinary thinking, as well as with the philosophical, political, and material contexts for works of art and architecture. [1] We are proud of our long-standing relationship to and connection with peer institutions all around the world. [1] Our faculty members explore the history of art and architectural works, the shifting attitudes toward their interpretation, and the geopolitical pressures on their appearance, preservation, and disappearance. [1] We also seek to produce interdisciplinary tools for probing the wider significance of such shifts over time. [1] The HTC Forum Lecture Series, the Aga Khan Lecture Series, and Thresholds (the departmental journal) are just some of the activities that we organize for the enrichment of all. [1] The goal of the HTC program is to prepare PhD students for an intellectual life in universities, in architecture schools, and in architectural practice. [1] SMArchS graduates pursue a wide variety of fields ranging from historic park management to criticism. [1] Undergraduate Minors and Concentrators develop a strong foundation in architectural and art history, paving the way for a vibrant cultural life, further study, or a career in architecture, the arts, or related fields. [1] Within each degree program, emphasis is placed simultaneously on critical method and historical substance. [1] Students are encouraged to identify research projects that are relevant to their own concerns and allow them to reflect on contemporary issues. [1] At the same time, the program demands rigorous historical scholarship. [1] It is this combination, we believe, that leads to real change in the ways we think about art and architecture. [1]",,https://oge.mit.edu/graduate-admissions/programs/,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,135.0,,,,7.0,,,,,100,,,,,,,,,,,,,merit basis,FALSE,,,FALSE,FALSE,,,
,Master of Science in Architecture Studies - Islamic Architecture,,,,,Graduate,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"Required application materials include the online application, a Statement of Objectives, transcripts from each university attended, and English proficiency exam scores for international applicants. [1] Three to four letters of recommendation are also required. [3, 5] The GRE is not required for SMArchS applicants. [10]",Required,,True,False,True,False,False,False,,True,False,False,False,False,True,True,False,False,,,,School of Architecture and Planning,"$61,990/Year","$61,990/Year",,,,,,Aga Khan Program for Islamic Architecture,"AKPIA@MIT concentrates on the critical study of the history and historiography of Islamic architecture and urbanism; urgent issues facing cities and landscapes in the contemporary Islamic world; heritage issues; the problems of mass urbanization, informal settlement, migration and forced displacement in the global context; and the quality and conditions of civic space. [2]",,https://oge.mit.edu/graduate-admissions/programs/,,,,FALSE,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,135.0,,,,7.0,,,,,100,,,,,,,,,,,,,Merit-based and need-based,FALSE,,,FALSE,FALSE,,,
,Master of Science in Biological Engineering,,,,,Graduate,Fall 2026,,,,,Required,,,"MIT Undergraduates majoring in any of the departments of the Schools of Engineering or Science are eligible to apply. No applicants are accepted from other institutions. In addition to the requirements of the major department, applicants must also complete the following by the end of their Senior year: Organic Chemistry (5.12), Differential Equations (18.03), and Biochemistry (5.07 or 7.05).",,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,School of Engineering,,,,,,,,,,,https://oge.mit.edu/graduate-admissions/programs/,,,,FALSE,True,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
