Program name,Program Page url
Master of Accountancy (MAcc),https://www.mnsu.edu/find-a-program/graduate-programs/
Master of Arts in Art and Design,https://www.mnsu.edu/programs/art-design/
Master of Arts in Communication and Media,https://www.mnsu.edu/find-a-program/graduate-programs/
Master of Arts in English,https://www.mnsu.edu/find-a-program/graduate-programs/
Master of Arts in English Education,https://www.mnsu.edu/find-a-program/graduate-programs/
Master of Arts in Gender and Women's Studies,https://catalog.aucegypt.edu/preview_program.php?catoid=39&poid=6921&returnto=1977
Master of Arts in Industrial-Organizational Psychology,https://www.mnsu.edu/find-a-program/graduate-programs/
Master of Arts in Literature and English Studies,https://www.mnsu.edu/find-a-program/graduate-programs/
Master of Arts in Teaching English to Speakers of Other Languages,https://www.mnsu.edu/programs/teaching-english-to-speakers-of-other-languages/teaching-english-to-speakers-of-other-languages-ma/
Master of Arts in Teaching: K-12 and Secondary Programs (MAT),https://www.mnsu.edu/find-a-program/graduate-programs/
Master of Business Administration (MBA),https://www.mnsu.edu/find-a-program/graduate-programs/
Master of Fine Arts in Creative Writing,https://www.mnsu.edu/find-a-program/graduate-programs/
Master of Fine Arts in Theatre Arts,https://www.mnsu.edu/programs/theatre-arts/theatre-and-dance-mfa/
Master of Public Health (MPH),https://www.mnsu.edu/find-a-program/graduate-programs/
Master of Science in Advanced Dental Therapy,https://www.mnsu.edu/find-a-program/graduate-programs/
Master of Science in Anthropology,https://www.mnsu.edu/academic-catalog/graduate/applied-anthropology-ms/
Master of Science in Athletic Training,https://www.mnsu.edu/find-a-program/graduate-programs/
Master of Science in Aviation,https://www.mnsu.edu/find-a-program/graduate-programs/
Master of Science in College Student Affairs,https://www.mnsu.edu/find-a-program/graduate-programs/
Master of Science in Communication and Media,https://hss.mnsu.edu/about/departments/department-of-communications-and-media/communication-and-media-graduate-programs/
Master of Science in Communication Sciences and Disorders,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=d46e010f-472c-407b-b5c9-8702b067f904&efp=160&site=ashacms&webcode=edfinddetail
Master of Science in Computer Engineering,https://www.mnsu.edu/find-a-program/graduate-programs/
Master of Science in Computer Science,https://catalogs.northwestern.edu/tgs/computer-science/computer-science-ms/
Master of Science in Computer Science and Information Technology,https://www.mnsu.edu/find-a-program/graduate-programs/
Master of Science in Counseling and Student Personnel,https://ed.mnsu.edu/academic-programs/counseling-student-personnel/master-of-science-in-counseling-and-student-personnel/about/
Master of Science in Criminal Justice,https://www.mnsu.edu/find-a-program/graduate-programs/
Master of Science in Educational Administration,https://www.mnsu.edu/programs/educational-leadership/educational-leadership-ms/
Master of Science in Educational Leadership,https://www.mnsu.edu/programs/educational-leadership/educational-leadership-ms/
Master of Science in Educational Technology,https://www.mnsu.edu/find-a-program/graduate-programs/
Master of Science in Electrical Engineering,https://www.mnsu.edu/find-a-program/graduate-programs/
Master of Science in Elementary Education,https://www.mnsu.edu/find-a-program/graduate-programs/
Master of Science in Elementary Teaching,https://www.mnsu.edu/find-a-program/graduate-programs/
Master of Science in Engineering,https://www.mnsu.edu/find-a-program/graduate-programs/
Master of Science in English,https://www.mnsu.edu/programs/english/literature-ma/
Master of Science in English Language Studies,https://www.mnsu.edu/find-a-program/graduate-programs/
Master of Science in Ethnic and Multi-Cultural Studies,https://www.mnsu.edu/find-a-program/graduate-programs/
Master of Science in Ethnic Studies,https://www.mnsu.edu/find-a-program/graduate-programs/
Master of Science in Exercise Physiology,https://www.mnsu.edu/find-a-program/graduate-programs/
Master of Science in Exercise Science,https://www.mnsu.edu/find-a-program/graduate-programs/
Master of Science in Gender and Women's Studies,https://mankato.mnsu.edu/academics/academic-catalog/all-active-catalogs/2024-2025-academic-catalog/graduate/gender-and-womens-studies-ms/
Master of Science in Geography,https://www.mnsu.edu/find-a-program/graduate-programs/
Master of Science in History,https://www.mnsu.edu/find-a-program/graduate-programs/
Master of Science in Information Technology,https://www.mnsu.edu/find-a-program/graduate-programs/
Master of Science in Manufacturing Engineering Technology,https://www.mnsu.edu/find-a-program/graduate-programs/
Master of Science in Math and Stats,https://www.mnsu.edu/find-a-program/graduate-programs/
Master of Science in Mental Health Counseling,https://www.tc.columbia.edu/counseling-and-clinical-psychology/counseling/degrees--requirements/psychological-counseling-mental-health-counseling-edm/
"Master of Science in Parks, Recreation and Leisure Studies",https://www.mnsu.edu/programs/recreation-and-parks-leadership-studies/
Master of Science in Reading,https://ed.mnsu.edu/academic-programs/reading/masters-of-science-in-reading/
Master of Science in Special Education,https://www.mnsu.edu/find-a-program/graduate-programs/
Master of Science in Special Education and Teaching,https://www.mnsu.edu/find-a-program/graduate-programs/
Master of Science in Technical Communication,https://www.mnsu.edu/find-a-program/graduate-programs/
Master of Science in Teaching: Elementary Education,https://www.mnsu.edu/find-a-program/graduate-programs/
Master of Science in Teaching: K-12 and Secondary Programs,https://ed.mnsu.edu/academic-programs/K12-secondary-programs/
Master of Science in Teaching: Special Education,https://www.mnsu.edu/find-a-program/graduate-programs/
Master of Social Work (MSW),https://www.mnsu.edu/find-a-program/graduate-programs/
Professional Science Master's in Computer Science and Information Technology,https://www.mnsu.edu/find-a-program/graduate-programs/
Specialist in Educational Leadership,https://www.mnsu.edu/find-a-program/graduate-programs/
Doctor of Education in Educational Leadership,https://www.mnsu.edu/find-a-program/graduate-programs/
Doctorate in Educational Administration,https://www.mnsu.edu/find-a-program/graduate-programs/
"Doctorate in Nursing Science, Education, and Practice",https://www.mnsu.edu/find-a-program/graduate-programs/
Doctorate in School Counseling and Guidance Services,https://www.mnsu.edu/find-a-program/graduate-programs/
Doctorate in School Psychology,https://www.mnsu.edu/find-a-program/graduate-programs/
Certificate in Applied Health Science,https://www.mnsu.edu/find-a-program/graduate-programs/
Certificate in Educational Technology,https://www.mnsu.edu/find-a-program/graduate-programs/
Graduate Certificate in Accounting,https://www.mnsu.edu/find-a-program/graduate-programs/
Graduate Certificate in Aging Studies,https://www.mnsu.edu/find-a-program/graduate-programs/
Graduate Certificate in Communication and Media,https://hss.mnsu.edu/academic-programs/communication-media/communication-and-media-graduate-programs/
Graduate Certificate in Computer Science and Information Technology,https://www.mnsu.edu/find-a-program/graduate-programs/
Graduate Certificate in Counseling and Student Personnel,https://www.mnsu.edu/programs/counseling-and-student-personnel/college-student-affairs-gc/
Graduate Certificate in Criminal Justice,https://www.mnsu.edu/find-a-program/graduate-programs/
Graduate Certificate in Educational Leadership,https://www.mnsu.edu/programs/educational-leadership/racially-conscious-school-and-systems-leadership-gc/
Graduate Certificate in English,https://english.as.virginia.edu/applicants
Graduate Certificate in Teaching English to Speakers of Other Languages,https://www.mnsu.edu/find-a-program/graduate-programs/
Graduate Certificate in Teaching: K-12 and Secondary Programs,https://www.mnsu.edu/find-a-program/graduate-programs/
Graduate Certificate in Teaching: Reading,https://www.mnsu.edu/find-a-program/graduate-programs/
Graduate Certificate in Teaching: Special Education,https://www.mnsu.edu/find-a-program/graduate-programs/
Graduate Certificate in Technical Communication,https://www.mnsu.edu/find-a-program/graduate-programs/
Postgraduate Certificate in Aging Studies,https://www.mnsu.edu/find-a-program/graduate-programs/
