Program name,Program Page url
Accounting,https://www.mnsu.edu/academic-catalog/
Accounting Minor,https://catalog.purdue.edu/preview_program.php?catoid=15&poid=24130
Actuarial Science Minor,https://www.mnsu.edu/academic-catalog/
Advocating for Social Justice Minor,https://www.mnsu.edu/academic-catalog/
Aeronautics Minor,https://www.mnsu.edu/academic-catalog/undergraduate/aeronautics-minor/
Aging Studies for Nursing Students Minor,https://www.mnsu.edu/academic-catalog/
Aging Studies Minor,https://mankato.mnsu.edu/academics/academic-catalog/all-active-catalogs/2021-2022/undergraduate/aging-studies/
Agribusiness and Food Innovation,https://www.mnsu.edu/academic-catalog/
Agribusiness and Food Innovation Minor,https://www.mnsu.edu/academic-catalog/undergraduate/agribusiness-and-food-innovation-minor/
Agricultural Sciences,https://mankato.mnsu.edu/academics/academic-catalog/all-active-catalogs/2024-2025-academic-catalog/undergraduate/agricultural-sciences-bs/
Agriculture Minor,https://www.mnsu.edu/academic-catalog/undergraduate/agriculture-minor/
Agronomy,https://www.mnsu.edu/academic-catalog/
Alcohol and Drug Studies,https://www.mnsu.edu/academic-catalog/
Alcohol & Drug Studies Minor,https://www.mnsu.edu/academic-catalog/
American Indigenous Studies,https://www.mnsu.edu/academic-catalog/
Anthropology,https://www.mnsu.edu/academic-catalog/
Anthropology Minor,https://www.mnsu.edu/academic-catalog/
Applied Health Science,https://www.mnsu.edu/academic-catalog/
Applied Health Science Minor,https://www.mnsu.edu/academic-catalog/
Applied Leadership,https://www.mnsu.edu/academic-catalog/
Art & Design,https://www.mnsu.edu/academic-catalog/
Art & Design Minor,https://www.mnsu.edu/academic-catalog/
Art History,https://www.mnsu.edu/academic-catalog/
Art History Minor,https://hss.mnsu.edu/academic-programs/art/art-degree-programs/art-history-program/
Art Teaching (K-12),https://mankato.mnsu.edu/academics/academic-catalog/all-active-catalogs/2022-2023-academic-catalog/undergraduate/art-teaching-k-12/
Astronomy Minor,https://www.mnsu.edu/academic-catalog/
Athletic Coaching Minor,https://mankato.mnsu.edu/academics/academic-catalog/all-active-catalogs/2022-2023-academic-catalog/undergraduate/athletic-coaching/athletic-coaching-minor/
Automotive Engineering Technology,https://mankato.mnsu.edu/academics/academic-catalog/all-active-catalogs/2021-2022/undergraduate/automotive-engineering-technology/
Automotive Engineering Technology Minor,https://www.mnsu.edu/academic-catalog/undergraduate/automotive-engineering-technology-minor/
Aviation,https://www.mnsu.edu/academic-catalog/
Aviation Minor,https://www.mnsu.edu/academic-catalog/
Biochemistry,https://www.mnsu.edu/contentassets/36d4dc099f7f4227bb5251c31d34be28/2024-biochemistry.pdf
Biology,https://www.mnsu.edu/academic-catalog/
Biology Minor,https://academics.charlotte.edu/program/biology-minor-on-campus-online/
Biology Teaching (5-12),"https://www.google.com/search?q=time+in+Nicollet+County,+US"
Biotechnology,https://www.mnsu.edu/academic-catalog/
Business Administration,https://www.mnsu.edu/academic-catalog/
Business Administration Minor,https://www.mnsu.edu/academic-catalog/
Business Law Minor,https://mankato.mnsu.edu/academics/academic-catalog/all-active-catalogs/2024-2025-academic-catalog/undergraduate/business-law-minor/
Business Teaching (5-12),https://www.mnsu.edu/academic-catalog/
Chemistry,https://www.mnsu.edu/academic-catalog/
Chemistry Minor,https://www.mnsu.edu/academic-catalog/
Chemistry Teaching,https://mankato.mnsu.edu/academics/academic-catalog/all-active-catalogs/2022-2023-academic-catalog/undergraduate/chemistry/
Civil Engineering,https://www.mnsu.edu/academic-catalog/
Cognitive Science,https://www.mnsu.edu/academic-catalog/
Communication and Media,https://www.mnsu.edu/academic-catalog/
Communication and Media Minor,https://www.mnsu.edu/academic-catalog/
Earth Science,https://www.mnsu.edu/academic-catalog/
Earth Science Minor,https://www.mnsu.edu/academic-catalog/undergraduate/earth-science-minor/
Gender and Women's Studies,https://www.mnsu.edu/academic-catalog/
Latin American Studies Minor,https://www.mnsu.edu/academic-catalog/
Networking & Information Security Minor,https://www.mnsu.edu/academic-catalog/undergraduate/networking-information-security-minor/
Philosophy,https://www.mnsu.edu/academic-catalog/
Scandinavian Studies,https://www.mnsu.edu/academic-catalog/
Scandinavian Studies Minor,https://www.mnsu.edu/academic-catalog/
