Id,ProgramName,ProgramCode,Status,CreatedDate,UpdatedDate,Level,Term,TermCode,LiveDate,DeadlineDate,Resume,StatementOfPurpose,GreOrGmat,EnglishScore,Requirements,WritingSample,CollegeId,IsAnalyticalNotRequired,IsAnalyticalOptional,IsDuoLingoRequired,IsELSRequired,IsGMATOrGreRequired,IsGMATRequired,IsGreRequired,IsIELTSRequired,IsLSATRequired,IsMATRequired,IsMCATRequired,IsPTERequired,IsTOEFLIBRequired,IsTOEFLPBTRequired,IsEnglishNotRequired,IsEnglishOptional,AcademicYear,AlternateProgram,ApplicationType,Department,Fees,Fees,IsAvailable,ProgramType,AdmissionDepartmentId,CreatedBy,UpdatedBy,Concentration,Description,OtherConcentrations,ProgramWebsiteURL,Accredidation,AverageScholarshipAmount,CostPerCredit,IsRecommendationSystemOpted,IsStemProgram,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,QsWorldRanking,TotalAccepetedApplications,TotalCredits,TotalDeniedApplications,TotalI20sIssued,TotalScholarshipsAwarded,TotalSubmittedApplications,TotalVisasSecured,UsNewsRanking,CollegeApplicationFee,IsCollegePaying,MEContractNegotiatedFee,MyGradAppFee,ProgramCategory,IsCollegeApplicationFree,IsCouponAllowed,IsACTRequired,IsSATRequired,SftpDestinationId,MinimumACTScore,MinimumDuoLingoScore,MinimumELSScore,MinimumGMATScore,MinimumGreScore,MinimumIELTSScore,MinimumMATScore,MinimumMCATScore,MinimumPTEScore,MinimumSATScore,MinimumTOEFLScore,MLModelName,MinimumAnalyticalScore,MinimumEnglishScore,MinimumExperience,MinimumSopRating,WeightAnalytical,WeightEnglish,WeightExperience,WeightGPA,WeightSop,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,IsNewlyLaunched,BatchId,IsImported,IsImportVerified,Is_Recommendation_Sponser,AnalyticalScore,MinimumLSATScore
,Doctor of Business Administration in Finance,,,,,Doctoral,,,,,Required,Required,Optional,REQUIRED,"Submit an online application
Upload a professional resumé
Submit a 750-1,000 word statement of purpose describing your professional goals and aspirations, your previous academic preparation, and an explanation of how the DBA program fits your professional and personal aspirations.
Submit two letters of recommendation. At least one of the letters must come from a faculty member or other individual qualified to attest to your academic ability. You will submit contact information for the recommenders in the online application and they will receive instructions for submitting their letters electronically.
Submit official transcripts from all institutions of higher education attended.
An earned master’s degree in business or a related field from a regionally accredited institution, or its international equivalent, with a minimum GPA of 3.0
An earned bachelor’s degree from a regionally accredited institution, or its international equivalent, with a minimum GPA of 3.0
Students whose native language is not English must submit official TOEFL or IELTS scores unless they have earned a degree from an accredited United States institution or from an institution in a country where English is the official language. Minimum scores required for TOEFL are 80 (internet-based), 213 (computer-based), or 550 (paper-based). The minimum IELTS score is 6.5.
Students are not required to submit GRE or GMAT scores.",Not Required,,True,False,True,False,True,True,,True,False,False,False,False,True,False,False,True,,,,,,,,,,,,Finance,"The Doctor of Business Administration (DBA) program at Sacred Heart University’s Jack Welch College of Business & Technology is a practitioner-oriented doctoral program designed for executives who seek to further their careers as transformational leaders, applied researchers, and university faculty. Rooted in applied research, the program allows students to delve into real-world business challenges, integrating academic theories with practical solutions. Our DBA curriculum is designed to sharpen critical thinking, analytical skills, and leadership capabilities, preparing graduates to influence decision-making at the highest levels of organizations. The program emphasizes ethical leadership and social responsibility, aligning with Sacred Heart University's mission. Graduates emerge as thought leaders, equipped to contribute to both academic scholarship and professional practice, making a significant impact in their chosen fields.",,https://www.youtube.com/watch?v=NutgiiaYME8,AACSB International (The Association to Advance Collegiate Schools of Business) accreditation for the Jack Welch College of Business & Technology,,,True,False,,,,,,,,,,,,,,,,,,,,,False,False,,,105.0,,,,6.5,,,,,80.0,,,,,,,,,,,,,,,,,,,,
,Doctor of Education in Educational Leadership,,,,,Doctoral,Fall,,,,Required,Required,,REQUIRED,"Admission to the Doctor of Education in Educational Leadership program is a competitive process. Admission is based upon an applicant's academic record, professional experience, recommendations, and a personal interview with the Doctoral Admissions Committee.
Admission to the Ed.D. program requires:
*   An earned master's degree from a regionally accredited institution with a minimum cumulative GPA of 3.3.
*   Evidence of five or more years of professional experience in an educational leadership role (i.e., teacher, administrator, school leader, or other leadership role).
*   Official transcripts of all undergraduate and graduate work submitted directly to Sacred Heart University.
*   Two letters of recommendation from individuals who can speak to the applicant's leadership potential and/or academic ability.
*   A written statement outlining the applicant's professional goals and interest in the Ed.D. program.
*   A current resume or curriculum vitae.
*   A successful interview with the Doctoral Admissions Committee.
*   Submission of the completed online application and application fee.",Not Required,,True,False,True,True,False,False,,True,False,False,False,True,True,False,False,False,,,,College of Education and Human Development,,,,,,,,,"The Doctor of Education (Ed.D.) in Educational Leadership program, developed and taught by accomplished practitioner-scholars, prepares educational leaders for roles in both public and private schools, higher education, and other educational and nonprofit settings. The program is committed to developing leaders who can translate current research and best practices into effective action. Designed for working professionals, the program offers flexible scheduling through a blended model of online and face-to-face instruction at our Fairfield campus. Graduates of the Ed.D. program serve as leaders, scholars, and advocates for equity and excellence. Through a focus on collaboration and social justice, graduates are equipped with a diverse set of professional skills including: research and evaluation, program and policy development, advocacy, communication, and management.",,https://sacredheart.smartcatalogiq.com/en/2022-2023/2022-2023-graduate-catalog/programs-of-study,,,1050,,False,2.0,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,105.0,112.0,,,6.5,,,53.0,,80.0,,,,,,,,,,,,,Graduate Assistantships,,,,,,,
,Doctor of Education in Higher Education Leadership,,,,,Doctoral,"Fall, Spring, Summer",,,,Required,Required,Optional,REQUIRED,"A master's degree in a related field from a regionally accredited institution with a minimum 3.0 cumulative GPA
Official transcripts from all institutions attended
Two letters of recommendation (professional or academic)
Current resume
Statement of professional goals and objectives
No GRE required",Not Required,,True,False,True,True,False,False,,True,False,False,False,True,True,True,False,False,,,,College of Education & Human Development,"$20,790/Year","$20,790/Year",,,,,,,"Our Doctor of Education (EdD) in Higher Education Leadership program is ideal for professionals seeking to advance into leadership and management positions in colleges and universities. The curriculum emphasizes leadership, organizational behavior, policy, finance, and assessment in higher education settings. With an EdD, you’ll become a critical analyst of higher education policy and practice, capable of leading institutions through complex changes. This program is designed for working professionals, with flexible evening and weekend classes offered at our Stamford graduate center. As an EdD in Higher Education Leadership student, you will delve into crucial topics relevant to today's evolving higher education landscape. This program is designed to provide you with the theoretical knowledge and practical skills needed to address complex challenges in higher education. You'll learn about: Leadership and Organizational Change (understanding theories of leadership, organizational behavior, and change management within higher education institutions); Higher Education Policy and Governance (analyzing the policy landscape, governance structures, and legal frameworks impacting colleges and universities); Finance and Resource Management (exploring financial models, budgeting, and resource allocation strategies specific to higher education); Assessment and Accreditation (learning about institutional effectiveness, program evaluation, and the accreditation process); Research Methods and Data Analysis (developing advanced research skills, including qualitative and quantitative methodologies, to inform data-driven decision-making); Diversity, Equity, and Inclusion (examining issues of access, equity, and inclusion in higher education and developing strategies for fostering inclusive environments); and Strategic Planning and Innovation (mastering the principles of strategic planning, innovation, and entrepreneurship in higher education).",,https://www.sacredheart.edu/majors--programs/higher-education-leadership---edd/,,,"$1,155 per credit",True,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,105.0,,,,6.5,,,53.0,,,,,,,,,,,,,,,"Merit-based, Graduate Assistantships",,,,,,,
,Doctor of Physical Therapy,,,,,Doctoral,Fall,,,,Required,Required,Not Required,REQUIRED,"The Department of Physical Therapy participates in the Physical Therapy Centralized Application Service (PTCAS). All applicants must apply through PTCAS. Applicants are expected to possess a bachelor's degree from an accredited institution. Applicants may be admitted to the DPT program with the understanding that the undergraduate degree will be completed prior to the start of the professional phase of the program. Minimum Cumulative GPA 3.0. Minimum Science GPA 2.75. The following must be submitted to PTCAS: Completed online application to PTCAS. Official transcripts from ALL colleges and universities attended. Two letters of recommendation from professional individuals who can attest to the applicant's academic potential, communication skills, and work ethic. One letter must be from a licensed physical therapist and one from a college professor. A minimum of 50 observation hours supervised by a licensed Physical Therapist. These hours can be paid or volunteer, in a minimum of two different settings. All applicants must submit official GRE scores directly from ETS to PTCAS (Sacred Heart University Code: 0746). The GRE must be taken within five years of the application. A CV or Resume is required from all applicants. A personal statement, one page in length, addressing the following: Why are you interested in pursuing a career in physical therapy? Why have you selected Sacred Heart University's DPT program? Additional requirements apply for international applicants, including TOEFL scores, WES evaluation, and financial certification.",,,False,False,True,True,False,False,,True,False,False,False,True,True,False,False,False,,,,College of Health Professions,"$51,733.33/Year (Average Estimated)","$155,200 (Total Program Estimated)",,,,,,,"The Doctor of Physical Therapy (DPT) program at Sacred Heart University is a rigorous, post-baccalaureate, entry-level professional program designed to prepare students for the practice of physical therapy. The DPT program is a full-time, three-year program consisting of a sequential plan of study that includes classroom, laboratory, and clinical coursework. The program is specifically designed to meet the academic and clinical requirements for students to be eligible for licensure examinations in all 50 states and the District of Columbia. Physical therapists are health care professionals who help patients reduce pain and improve or restore mobility. They treat patients of all ages who have injuries, disabilities, or other health conditions. The comprehensive program prepares students as generalist physical therapy practitioners, while emphasizing a commitment to community service, global engagement, and professional development. The curriculum integrates basic sciences, clinical sciences, and research to prepare graduates for contemporary physical therapy practice. The program’s learning environment stresses critical thinking, problem-solving, and evidence-based practice across the lifespan. The Doctor of Physical Therapy program at Sacred Heart University is committed to providing outstanding education, compassionate service, and rigorous scholarship within an interprofessional environment dedicated to improving health outcomes.",,https://sacredheart.smartcatalogiq.com/en/2022-2023/2022-2023-graduate-catalog/programs-of-study,"The Doctor of Physical Therapy program at Sacred Heart University is accredited by the Commission on Accreditation in Physical Therapy Education (CAPTE), 3030 Potomac Ave., Suite 100, Alexandria, Virginia 22305-3085; telephone: 703-706-3245; email: accreditation@apta.org; website: http://www.capteonline.org. If needing to contact the program/institution directly, please call 203-371-7788 or email dpt@sacredheart.edu. The program is undergoing a review for re-accreditation that will conclude in 2023.",,"$1,300/credit",True,False,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,105.0,112.0,,,6.5,,,53.0,,80.0,,,,,,,,,,,,,"University Scholarships, Grants, and Endowments",,,,,,,
,Family Nurse Practitioner Doctor of Nursing Practice,,,,,Doctoral,,,,,Required,Required,Not Required,REQUIRED,"Master of Science in Nursing from an accredited institution. Minimum GPA of 3.2 on a 4.0 scale. Official transcripts from all post-secondary institutions attended. Current, unencumbered RN license from the state in which the student plans to complete clinical hours. Current national certification as an Advanced Practice Registered Nurse (APRN). Evidence of successful completion of a graduate-level statistics course. Two letters of recommendation from professional colleagues/supervisors who can attest to the applicant’s academic and clinical abilities. Current curriculum vitae or résumé. Statement of professional goals. Interview with a faculty member.",,,True,False,True,True,False,False,,True,False,False,False,True,True,True,False,True,,,,College of Nursing,,,,,,,,Family Nurse Practitioner,"The DNP is a terminal practice degree that prepares advanced practice nurses for leadership roles in healthcare. Sacred Heart University offers a DNP with several concentrations. The program is designed to prepare graduates to translate research into practice, lead quality improvement initiatives, and impact healthcare policy. The curriculum emphasizes evidence-based practice, patient safety, health informatics, and interprofessional collaboration. Students will engage in scholarly activities, including the completion of a DNP project, which addresses a clinical problem or health system issue. The DNP program is offered in both full-time and part-time formats. The Family Nurse Practitioner (FNP) concentration within the DNP program prepares registered nurses to provide comprehensive primary healthcare to individuals and and families across the lifespan. FNPs assess, diagnose, treat, and manage acute and chronic illnesses, focusing on health promotion, disease prevention, and patient education. Graduates are eligible for national certification as a Family Nurse Practitioner and state licensure.",,https://sacredheart.smartcatalogiq.com/en/2022-2023/2022-2023-graduate-catalog/programs-of-study,"The Doctor of Nursing Practice (DNP) program at Sacred Heart University is accredited by the Commission on Collegiate Nursing Education (CCNE), 655 K Street NW, Suite 750, Washington, DC 20001, 202-887-6791.",,"$1,050.00",True,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,105.0,112.0,,,6.5,,,53.0,,80.0,,,,,,,,,,,,,"Scholarships, Grants, Endowments, Graduate Assistantships",,,,,,,
,"Ph.D. in Organization Development, Change & Effectiveness",,,,,Graduate,,,,,Required,Required,Not Required,REQUIRED,"Applicants for admission to the Ph.D. in Organization Development, Change & Effectiveness program must possess a master's degree from an accredited institution. Applicants must submit the following materials:
*   Online application
*   Official transcripts of all undergraduate and graduate coursework
*   Current resume or curriculum vitae
*   Three letters of recommendation submitted by former professors or supervisors
*   A personal statement of at least 750 words describing professional experiences, reasons for pursuing a Ph.D. in ODCE, and career aspirations following completion of the degree
*   A research statement of 500 words or less addressing a current issue in organization development, change, or effectiveness. The statement should articulate a research question that could be explored in the Ph.D. program.
*   Official scores from the Graduate Record Examination (GRE) or Graduate Management Admissions Test (GMAT) must be submitted unless the applicant has received a master’s degree from Sacred Heart University and maintained a minimum 3.0 cumulative GPA. The GRE/GMAT must have been taken within the last five years.
*   All international students from non-English speaking countries must submit official scores from the Test of English as a Foreign Language (TOEFL) or International English Language Testing System (IELTS).",Required,,False,False,True,False,False,False,,True,False,False,False,False,True,False,False,False,,,,,,,,,,,,,"Sacred Heart University’s Ph.D. in Organization Development, Change & Effectiveness (ODCE) prepares leaders to transform organizations and communities through theory and practice. The doctoral program prepares scholar-practitioners who apply critical inquiry, ethical decision-making, and organizational theory to design and implement transformational change. Students develop knowledge and skills to lead complex change processes, evaluate organizational interventions, and contribute to the body of knowledge in ODCE. This program is for working professionals with a minimum of a master’s degree and at least five years of professional work experience. Students are prepared for careers in internal and external consulting, human resources, organizational leadership, and academia. The ODCE Ph.D. is a cohort model where students work together from admission to graduation and develop professional networks and friendships. Courses are delivered in a hybrid format, with monthly residencies meeting in person on the Sacred Heart University campus. Students complete their studies with a research-based dissertation.",,https://sacredheart.smartcatalogiq.com/en/2022-2023/2022-2023-graduate-catalog/programs-of-study,,,,,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ph.D. in Social Work,,,,,Graduate,,,,,Required,Required,,,"The Social Work Ph.D. program will accept applications on a rolling basis. Admission requires a master’s degree in social work from a CSWE-accredited program, with a minimum cumulative GPA of 3.0 (on a 4.0 scale). The following documents must be submitted to complete your application: Official transcripts from all universities and colleges attended; Two letters of recommendation from individuals who can speak to your academic abilities and readiness for doctoral study. At least one of these letters must be from an academic source; Resume or Curriculum Vitae (CV); Personal statement detailing your academic and professional goals, research interests, and why you are interested in pursuing a Ph.D. in Social Work at Sacred Heart University (minimum 750 words); Master’s degree writing sample (e.g., thesis, research paper, scholarly paper, journal article, etc.) that demonstrates your capacity for scholarly writing; Graduate Record Examination (GRE) scores are not required; A copy of your current social work license (LCSW preferred); Non-native English speakers must submit a Test of English as a Foreign Language (TOEFL) or International English Language Testing System (IELTS) score. A minimum TOEFL score of 80 (internet-based) or IELTS score of 6.5 is required.",Required,,True,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,"Our online Ph.D. in Social Work program is designed for social work professionals who want to develop the advanced research and practice skills needed to make a meaningful impact in the field. This unique program provides an opportunity for students to advance their knowledge and prepare for leadership roles in social work education, administration, practice, and research. With a focus on social justice and human rights, students in our Ph.D. in Social Work program engage in rigorous scholarship, critical thinking, and ethical decision-making. Through advanced coursework, research projects, and dissertation, students will gain the expertise to address complex social problems and contribute to the advancement of social work knowledge. The curriculum is delivered in an online, interactive format, allowing working professionals to balance their studies with their personal and professional commitments.",,https://www.youtube.com/watch?v=bVa2xu274to,,,,,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Post-Master's Doctor of Nursing Practice,,,,,Doctoral,"Fall, Spring, Summer",,,,Required,Required,Not Required,REQUIRED,"Completed online graduate application (including the non-refundable application fee)
Official transcripts of all college-level work (undergraduate and graduate) sent directly from the issuing institution(s). If accepted, official final transcripts noting degree conferral are required prior to matriculation.
Minimum undergraduate GPA of 3.0 on a 4.0 scale.
Official transcripts verifying a Master of Science in Nursing (MSN) degree with an overall GPA of 3.25 on a 4.0 scale from a nationally accredited program. The Post-Master's DNP requires a non-clinical MSN.
Current, active, unencumbered RN license(s) from the state(s) in which clinical practice will occur and current, active, unencumbered advanced practice registered nurse (APRN) license(s), if applicable.
Professional Resume or Curriculum Vitae
Personal Statement/Essay that speaks to your professional goals and how the DNP will help you achieve them (1-2 pages)
Two letters of recommendation (one from a supervisor/employer and one from an academician is preferred)
Interview with a College of Nursing faculty member
Evidence of completed 500 clinical hours at the graduate level
Copy of BLS/ACLS/PALS certification(s) per specialty",,,True,False,True,True,False,False,,True,False,False,False,True,True,True,False,False,,,,College of Nursing,15750,15750,,,,,,,"The Post-Master’s DNP is designed for master’s-prepared advanced practice registered nurses (APRNs) seeking to advance their knowledge and skills in evidence-based practice, leadership, and health care policy. It is a doctoral-level program to prepare the APRN at the highest level of clinical nursing practice. The program focuses on providing advanced knowledge in nursing science, theory, and research, as well as developing advanced competencies in evidence-based practice, organizational leadership, and health care systems. Graduates of the program are prepared to lead complex health care systems, translate research into practice, and improve population health outcomes. Coursework for the DNP program builds upon master’s level coursework in the areas of: Nurse Anesthesia, Family Nurse Practitioner, Psychiatric Mental Health Nurse Practitioner, Clinical Nurse Leader.
The DNP curriculum is based on the AACN’s Essentials of Doctoral Education for Advanced Practice.
For more information, please visit the Sacred Heart University College of Nursing website.",,https://sacredheart.smartcatalogiq.com/en/2022-2023/2022-2023-graduate-catalog/programs-of-study,The Doctor of Nursing Practice (DNP) program is accredited by the Commission on Collegiate Nursing Education (CCNE).,,1050,,False,2.0,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,105.0,112.0,,,6.5,,,53.0,,80.0,,,,,,,,,,,,,,,,,,,,
,Master of Science in Athletic Training,,,,,Graduate,Fall,,,,Required,Required,,REQUIRED,"Baccalaureate degree from a regionally accredited institution, or international equivalent. Undergraduate cumulative GPA of 3.0 on a 4.0 scale. Completion of prerequisite coursework (Anatomy and Physiology I with lab, Anatomy and Physiology II with lab, Biology with lab, Chemistry with lab, Physics with lab, Statistics, General Psychology, and Medical Terminology). Official transcripts from all universities and colleges attended. Two letters of recommendation from faculty members, supervisors, or athletic training professionals. Resume or curriculum vitae. Personal statement addressing the applicant’s interest in the athletic training profession and desire to attend Sacred Heart University. Official scores from the Graduate Record Examination (GRE) general test are NOT required. Demonstration of 50 hours of observation under the direct supervision of a BOC-certified athletic trainer. The observation hours can be in any setting (e.g., high school, college/university, clinic, professional sport, industrial). These hours must be verified by the supervising athletic trainer(s). International applicants must provide evidence of English language proficiency through official TOEFL or IELTS scores unless they have completed a baccalaureate degree from an accredited institution where English is the language of instruction. Official scores must be submitted directly to the Sacred Heart University Office of Graduate Admissions.",Not Required,,True,False,True,True,False,False,,True,False,False,False,True,True,False,False,False,,,,College of Health Professions,"$33,830/Year",67660,,,,,,,"The Sacred Heart University Master of Science in Athletic Training (MSAT) is an entry-level professional program designed for students with a bachelor’s degree in a related field who are seeking to become certified athletic trainers. The program prepares students to become highly competent, compassionate, and ethical healthcare professionals capable of providing patient-centered care in a variety of clinical settings. The curriculum emphasizes evidence-based practice, critical thinking, and interprofessional collaboration, providing students with the knowledge, skills, and abilities necessary to excel in the dynamic field of athletic training.",,https://sacredheart.smartcatalogiq.com/en/2022-2023/2022-2023-graduate-catalog/programs-of-study,"The Master of Science in Athletic Training program at Sacred Heart University is accredited by the Commission on Accreditation of Athletic Training Education (CAATE), 2001 K Street NW, Third Floor North, Washington, DC 20006. The program has been placed on Probation as of February 24, 2023, by the CAATE. For more information, please see the CAATE's Public Disclosure Statement.",,995,True,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,105.0,112.0,,,6.5,,,53.0,,80.0,,,,,,,,,,,,,Graduate Assistantships,,,,,,,
,Master of Arts in Clinical Mental Health Counseling,,,,,Graduate,,,,,Required,Required,Not Required,REQUIRED,"To be considered for admission to the Sacred Heart University MA in Clinical Mental Health Counseling program, you must hold a bachelor’s degree from a regionally accredited institution and a minimum 3.0 cumulative GPA. While a background in psychology or a related field is helpful, it is not required for admission. Candidates must provide: Completed Application Form, Resume, Personal Statement, Official Transcripts from all previously attended colleges and universities, Two Letters of Recommendation, Interview.",Not Required,,True,False,True,True,False,False,,True,False,False,False,True,True,True,False,False,,,,,,,,,,,,,"The CACREP-accredited online MA in Clinical Mental Health Counseling program at Sacred Heart University prepares students for careers as licensed professional counselors (LPCs). In as few as three years, you can learn to assess, diagnose, and treat clients from diverse backgrounds in a wide variety of settings. Through comprehensive coursework, hands-on practicum and internship experiences, and faculty mentorship, you will develop the clinical skills and knowledge needed to help individuals, families, and groups achieve optimal mental health and well-being. Upon graduation, you will be eligible for licensure in many states, though requirements may vary by state. This program also fulfills the educational requirements for students interested in pursuing the Marriage and Family Therapy (MFT) credential.",,https://www.onlineeducation.com/counseling/schools/sacred-heart-university-ma-clinical-mental-health-counseling,Accredited by the Council for Accreditation of Counseling and Related Educational Programs (CACREP),,,,False,,,,,,,,,,,,,,,,,,,,,False,False,,,105.0,,,,6.5,,,53.0,,80.0,,,,,,,,,,,,,,,,,,,,
