QsWorldRanking,School,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,Term,LiveDate,DeadlineDate,Fees,AverageScholarshipAmount,CostPerCredit,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,Program duration,Tuition fee,Program name,Program Page url
,Wallace H. Coulter School of Engineering,,4.0,3.0,,"Fall, Spring",,,"$51,120/Year",,1704,,,Merit-based,One calendar year,"$51,120/Year",Master of Science in Applied Data Science,https://www.clarkson.edu/academics/graduate/programs
,David D. Reh School of Business,,4.0,3.0,,"Fall, Spring",,,,,1422.53,,25% to over 70%,Merit-based,1-2 years,54056,Master of Business Administration (MBA),https://www.clarkson.edu/academics/graduate/programs
,Reh School of Business,,,,,"Fall, Spring, Summer",,,,,"$1,475 per credit hour",,,"Merit-based, Graduate Assistantships, Alumni Scholarships",1-2 years,"$1,475 per credit hour",Master of Business Administration in Healthcare Management,https://www.clarkson.edu/academics/graduate/programs
,Reh School of Business,,4.0,3.0,,"Fall, Spring, Summer",,,"$1,466 per credit hour",,1466,,20 to 50 percent of tuition,Merit-based,As little as one year,"$1,466 per credit hour",Master of Science in Healthcare Data Analytics,https://www.clarkson.edu/academics/graduate/programs
,Reh School of Business,,4.0,3.0,,Rolling basis,,Rolling basis,,,1563,,,Merit-based,1 year,,Master of Science in Clinical Leadership in Healthcare Management,https://www.clarkson.edu/academics/graduate/programs
,Reh School of Business,,4.0,3.0,,"Fall, Spring, Summer",,,25770,,1718,,,Merit-based,Can be completed in as little as one semester,25770,Advanced Certificate in Business,https://www.clarkson.edu/academics/graduate/programs
751-800,David D. Reh School of Business,,4.0,3.0,,"Fall, Spring, Summer",,,19095,,1273,,10% to 60%,Merit-based,9 months,19095,Advanced Certificate in Business Fundamentals,https://www.clarkson.edu/academics/graduate/programs
751-800,David D. Reh School of Business,0.0,4.0,3.0,,"Fall, Spring, Summer",,,22125,,1475,,,Merit-based,Can be completed in as little as one year,22125,Advanced Certificate in Healthcare Management,https://www.clarkson.edu/academics/graduate/programs
,David D. Reh School of Business,,4.0,3.0,,,,,24645,,1643,,,Merit-based,1 year,24645,Advanced Certificate in Human Resource Management,https://www.clarkson.edu/academics/graduate/programs
,David D. Reh School of Business,,4.0,,,"Fall, Spring",,,,,1504,,,Merit-based,one or two semesters,18048,Advanced Certificate in Innovation & New Venture Management,https://www.clarkson.edu/academics/graduate/programs
,Reh School of Business,,4.0,3.0,,"Spring, Summer, Fall",,,,,"$1,732 per credit hour","$5,000 to $20,000",About 40% of tuition,Merit-based,As little as nine months,,Advanced Certificate in Management & Leadership,https://www.clarkson.edu/academics/graduate/programs
,David D. Reh School of Business,,4.0,3.0,,"Fall, Spring",,,25860,,"$1,724 per credit hour",,10 to 50 percent of tuition costs,Merit-based,as little as one year,25860,Advanced Certificate in Supply Chain Management,https://www.clarkson.edu/academics/graduate/programs
1001-1200,David D. Reh School of Business,,4.0,3.0,,"Fall, Spring, Summer",,,"$25,308/Semester",,1688,,10% to over 50% of tuition,Merit-based,One year,"$50,616/Year",Master of Business Administration in Business Analytics,https://www.clarkson.edu/academics/graduate/programs
751-800,David D. Reh School of Business,,4.0,3.0,,"Fall, Spring, Summer",,,,,1507,,,Merit-based,One year,,Master of Business Administration in Global Supply Chain Management,https://www.clarkson.edu/academics/graduate/programs
,Wallace H. Coulter School of Engineering,,4.0,3.0,,"Fall, Spring",,,$310/Year,,"$1,788","$25,000-$32,000 per year stipend",100%,Assistantships and Fellowships,4 years,"$32,184/Year",Doctor of Philosophy in Chemical Engineering,https://www.clarkson.edu/academics/graduate/programs
,Wallace H. Coulter School of Engineering,,4.0,3.0,,"Fall, Spring",,,,,1748,,,"Merit-based scholarships, graduate assistantships, fellowships",One year,,Master of Science in Chemical Engineering,https://www.clarkson.edu/academics/graduate/programs
,Wallace H. Coulter School of Engineering,,4.0,3.0,,"Fall, Spring, Summer",,,"$25,110 per semester",,1674,,Full tuition coverage may be provided as part of an assistantship.,"Graduate assistantships, Research assistantships",,"$25,110 per semester",Doctor of Philosophy in Civil & Environmental Engineering,https://www.clarkson.edu/academics/graduate/programs
,Coulter School of Engineering,,4.0,3.0,,"Fall, Spring",,,33966/Year,,1887 per credit hour,,,"Merit-based scholarships, Assistantships",Three to four academic semesters,33966/Year,Master of Science in Civil and Environmental Engineering,https://www.clarkson.edu/academics/graduate/programs
,School of Arts & Sciences,,4.0,3.0,,"Fall, Spring",,,,"nearly $21,000 per year",1744,"Up to 60% of tuition, with higher awards for exceptional applicants",40% on average,Merit-based,Can be completed in as little as one year,"$26,160 per semester or $52,320 per year",Master of Science in Computer Science,https://www.clarkson.edu/academics/graduate/programs
,School of Arts & Sciences,0.0,4.0,3.0,,"Fall, Spring, Summer",,,"$31,176/Year",,1732,"Full tuition waiver and a minimum stipend of $30,000 for funded students.",100% for funded students,"Teaching Assistantship, Research Assistantship, Fellowships",,"$31,176/Year",Doctor of Philosophy in Computer Science,https://www.clarkson.edu/academics/graduate/programs
,Wallace H. Coulter School of Engineering,0.0,4.0,3.0,,"Fall, Spring, Summer",,,32778/Year,,1821,,20% to 40%,"Merit-based, Research Assistantships, Teaching Assistantships",One year (30 credit hours),32778/Year,Master of Science in Construction Engineering Management,https://www.clarkson.edu/academics/graduate/programs
,Wallace H. Coulter School of Engineering,,4.0,3.0,,"Fall, Spring, Summer",,,,,1801,,,"Merit-based, Assistantships",As little as nine months,21612,Advanced Certificate in Construction Engineering Management,https://www.clarkson.edu/academics/graduate/programs
466,Wallace H. Coulter School of Engineering,,4.0,3.0,,"Fall, Spring",,,15282,,1698,"Stipends range from $22,000 to $33,000 for the academic year",up to 100%,Graduate assistantships,4-5 years,"$15,282/Semester",Doctor of Philosophy in Electrical and Computer Engineering,https://www.clarkson.edu/academics/graduate/programs
,Wallace H. Coulter School of Engineering,,4.0,3.0,,"Fall, Spring, Summer",,,,,"$1,760 per credit hour",,20-40 percent of tuition,Merit-based,1 calendar year,,Master of Science in Electrical and Computer Engineering,https://www.clarkson.edu/academics/graduate/programs
,Wallace H. Coulter School of Engineering,,4.0,3.0,,"Fall, Spring, Summer",,,32184,,1788,"$1,000 to over $10,000",15-50%,"Merit-based scholarships, Assistantships (teaching, research and graduate)",30 credit hours,32184,"Master of Science in Electrical and Computer Engineering, Power Engineering Concentration",https://www.clarkson.edu/academics/graduate/programs
,Wallace H. Coulter School of Engineering,,4.0,3.0,,"Fall, Spring, Summer",,,21948,,1829,,20% to 60%,"Merit-based, Assistantships, Fellowships",12 credits,21948,Advanced Certificate in Power Systems Engineering,https://www.clarkson.edu/academics/graduate/programs
,Wallace H. Coulter School of Engineering,,4.0,3.0,,"Fall, Spring, Summer",,,,,1748,,Up to 50%,"Merit-based, Graduate Assistantships",As little as one calendar year,"$43,790/Year",Master of Science in Engineering Management,https://www.clarkson.edu/academics/graduate/programs
,Wallace H. Coulter School of Engineering,,4.0,3.0,,"Fall, Spring",,,,,1732,,33%,"Tuition Scholarship, Graduate Assistantships",30 credit hours,"$1,732 per credit hour",Master of Science in Engineering Science,https://www.clarkson.edu/academics/graduate/programs
751-800,Institute for a Sustainable Environment,,,,,Fall,,January 15,,,1749,"Full tuition waiver and a minimum living stipend of $30,000 per nine-month academic year",100% (tuition waiver),"Teaching or Research Assistantships, Fellowships",,,Doctor of Philosophy in Environmental Science and Engineering,https://www.clarkson.edu/academics/graduate/programs
741-750,The Wallace H. Coulter School of Engineering,,4.0,3.0,,"Fall, Spring, Summer",,,,,"$1,772",,up to 50%,"Merit-based scholarships, Research Assistantships, Teaching Assistantships",30 credit hours,,Master of Science in Environmental Science and Engineering,https://www.clarkson.edu/academics/graduate/programs
741-750,Wallace H. Coulter School of Engineering,,4.0,3.25,,"Fall, Spring",,,,,1739,"Stipends from $30,000 to $31,500",full or partial tuition waiver,"Research assistantships (RAs), Teaching assistantships (TAs)",3 to 5 years,,Doctor of Philosophy in Materials Science and Engineering,https://www.clarkson.edu/academics/graduate/programs
701-750,Coulter School of Engineering,0.0,4.0,3.0,,"Fall, Spring",,,,,"$1,811",,,"Merit-based, Teaching Assistantships, Research Assistantships",1.5 to 2 years,,Master of Science in Materials Science and Engineering,https://www.clarkson.edu/academics/graduate/programs
,Wallace H. Coulter School of Engineering,,4.0,3.0,,"Fall, Spring, Summer",,,,,1724,"Stipend of $30,000 for 12 months",,"Teaching Assistantship, Research Assistantship",4-6 years for a student who enters with a bachelor's degree,"$33,480 per year",Doctor of Philosophy in Mechanical Engineering,https://www.clarkson.edu/academics/graduate/programs
,Wallace H. Coulter School of Engineering,2.0,4.0,3.0,,"Fall, Spring, Summer",,,"$30,924/Year",,1718,,15 percent of tuition to 40 percent of tuition,Merit-based,30 credit hours,"$30,924/Year",Master of Science in Mechanical Engineering,https://www.clarkson.edu/academics/graduate/programs
,School of Arts & Sciences,,4.0,3.0,,"Fall, Spring, Summer",,,36432,,,Full-tuition scholarships available,Up to 100%,"Merit-based, TEACH Grants",1 year,"$36,432 for the full program",Master of Arts in Teaching,https://www.clarkson.edu/academics/graduate/programs
,,,,,,,,,,,,,,,,,Master of Arts in Teaching English to Speakers of Other Languages,https://www.clarkson.edu/news-events/clarkson-university-transfer-16-teaching-programs-siena-college
,Lewis School of Health Sciences,,4.0,3.0,,Summer,mid-July,March 1st,"$15,904/Semester",,,,,Merit-based,24 months (six-semester),"$15,904/Semester",Master of Science in Occupational Therapy,https://www.clarkson.edu/academics/graduate/programs
,Lewis School of Health Sciences,0.0,4.0,3.0,,Summer,,,"$54,300/Year",,,"$5,000 to $10,000 annually",,Merit-based,3 years,"$54,300/Year",Doctor of Physical Therapy,https://www.clarkson.edu/academics/graduate/programs
,Lewis School of Health Sciences,0.0,4.0,3.0,,Summer,Late April 2025,"August 1, 2025","$109,044 for the 28-month program",,,,,,28 months,"$109,044 for the 28-month program",Master of Science in Physician Assistant Studies,https://www.clarkson.edu/academics/graduate/programs
,The Graduate School,1.0,4.0,3.0,,"Fall, Spring, Summer",,,41646,,"$1,262 per credit hour",,A 30 percent tuition scholarship is automatically awarded to all accepted students. Clarkson alumni and professionals in partner programs receive a 50 percent tuition scholarship.,Automatic and Merit-based,1 year (33 credit hours),"$41,646 for the 33-credit-hour program",Master of Science in Bioethics,https://www.clarkson.edu/academics/graduate/programs
