Concentration name,description,program website url,Accreditation status,Program name,Program Page url,Level
,,,,Master of Accountancy in Accountancy and Data Analytics,https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,
,,,,PhD in Accountancy,https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,
,"The Graduate Certificate in AI, Analytics, and FinTech Innovation (GCAAF) provides students with the foundational knowledge and practical skills required to navigate the rapidly changing landscape of the financial industry. Students will learn about the latest developments in AI, machine learning, and data analytics and how these technologies are being applied in the financial sector. The program will also cover the legal and ethical implications of these technologies and provide students with a comprehensive understanding of the FinTech ecosystem.",https://www.csulb.edu/college-of-business/graduate-programs/graduate-certificate-in-ai-analytics-and-fintech-innovation,The College of Business at CSULB is accredited by AACSB International.,"Graduate Certificate in AI, Analytics and FinTech Innovation",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,
,"The Applied Behavior Analysis (ABA) Graduate Certificate is designed for individuals who have already earned a master’s degree in education, psychology, or behavior analysis and who are interested in pursuing the Board Certified Behavior Analyst (BCBA) credential. The program consists of coursework that has been verified by the Association for Behavior Analysis International (ABAI) as meeting the coursework requirements for eligibility to take the Board Certified Behavior Analyst® examination. The ABA Certificate program is designed to provide students with the knowledge and skills necessary to work as a Board Certified Behavior Analyst (BCBA) in a variety of settings including schools, homes, and community agencies.",https://www.csulb.edu/college-of-education/applied-behavior-analysis-aba-graduate-certificate,The program consists of coursework that has been verified by the Association for Behavior Analysis International (ABAI) as meeting the coursework requirements for eligibility to take the Board Certified Behavior Analyst® examination.,Graduate Certificate in Applied Behavior Analysis,https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,
,"The Master of Science in Artificial Intelligence (MSAI) is a professional degree program designed to prepare students for careers in the field of Artificial Intelligence. This program provides students with the knowledge and skills necessary to design, develop, and implement AI systems and applications. Students will learn about the latest trends and techniques in AI, including machine learning, natural language processing, computer vision, and robotics.",https://www.csulb.edu/college-of-engineering/master-of-science-artificial-intelligence,,Master of Science in Artificial Intelligence Engineering (Computing Sciences),https://www.emerald.com/bij/article/32/6/2330/1252566/Process-supply-chain-integration-construct,
,,,,PhD in Artificial Intelligence,https://www.csulb.edu/sites/default/files/2024/documents/2023_Joint%20PhD%20Handbook.pdf,
,,,,Graduate Certificate in Assessment of Integrative Health Modalities,https://degrees.apps.asu.edu/masters-phd/major/ASU00/PPSWGGRCH/assessment-of-integrative-health-modalities-graduate-certificate?init=false&nopassive=true,
,,,,Master of Science in Biomimicry,https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,
,,,,Master of Science in Biomedical Diagnostics,https://graduation.asu.edu/sites/g/files/litvpz3431/files/fall2014-all-pages-web-030515.pdf,
,,,,Master of Science in Complex Systems Science,https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,
