Id,ProgramName,ProgramCode,Status,CreatedDate,UpdatedDate,Level,Term,TermCode,LiveDate,DeadlineDate,Resume,StatementOfPurpose,GreOrGmat,EnglishScore,Requirements,WritingSample,CollegeId,IsAnalyticalNotRequired,IsAnalyticalOptional,IsDuoLingoRequired,IsELSRequired,IsGMATOrGreRequired,IsGMATRequired,IsGreRequired,IsIELTSRequired,IsLSATRequired,IsMATRequired,IsMCATRequired,IsPTERequired,IsTOEFLIBRequired,IsTOEFLPBTRequired,IsEnglishNotRequired,IsEnglishOptional,AcademicYear,AlternateProgram,ApplicationType,Department,Fees,Fees,IsAvailable,ProgramType,AdmissionDepartmentId,CreatedBy,UpdatedBy,Concentration,Description,OtherConcentrations,ProgramWebsiteURL,Accredidation,AverageScholarshipAmount,CostPerCredit,IsRecommendationSystemOpted,IsStemProgram,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,QsWorldRanking,TotalAccepetedApplications,TotalCredits,TotalDeniedApplications,TotalI20sIssued,TotalScholarshipsAwarded,TotalSubmittedApplications,TotalVisasSecured,UsNewsRanking,CollegeApplicationFee,IsCollegePaying,MEContractNegotiatedFee,MyGradAppFee,ProgramCategory,IsCollegeApplicationFree,IsCouponAllowed,IsACTRequired,IsSATRequired,SftpDestinationId,MinimumACTScore,MinimumDuoLingoScore,MinimumELSScore,MinimumGMATScore,MinimumGreScore,MinimumIELTSScore,MinimumMATScore,MinimumMCATScore,MinimumPTEScore,MinimumSATScore,MinimumTOEFLScore,MLModelName,MinimumAnalyticalScore,MinimumEnglishScore,MinimumExperience,MinimumSopRating,WeightAnalytical,WeightEnglish,WeightExperience,WeightGPA,WeightSop,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,IsNewlyLaunched,BatchId,IsImported,IsImportVerified,Is_Recommendation_Sponser,AnalyticalScore,MinimumLSATScore
,Master of Accountancy in Accountancy and Data Analytics,,,,,Graduate,Fall,,,,Required,Required,Either,REQUIRED,"Applicants must fulfill the requirements of both the Graduate College and the W. P. Carey School of Business. Applicants are eligible to apply to the program if they have earned a bachelor's or master's degree in any field from a regionally accredited institution. Applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = 'A') in the last 60 hours of their first bachelor's degree program, or a minimum cumulative GPA of 3.00 (scale is 4.00 = 'A') in an applicable master's degree program. Applicants are required to submit: 1. graduate admission application and application fee, 2. official transcripts, 3. GMAT or GRE scores, 4. personal statement, 5. resume, 6. two letters of recommendation, 7. proof of English proficiency.",,,False,False,True,False,True,False,,True,False,False,False,True,True,False,False,False,,,,W. P. Carey School of Business,,,,,,,,,,,https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,,,,True,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,105.0,,,,6.5,,,60.0,,80.0,,,,,,,,,,,,,Merit-based,,,,,,,
,PhD in Accountancy,,,,,Doctoral,Fall,,,January 2,Required,Required,Either,REQUIRED,"Applicants must fulfill the requirements of both the Graduate College and the W. P. Carey School of Business. Applicants are eligible to apply to the program if they have earned a bachelor's or master's degree in any field, from a regionally accredited institution. Applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = 'A') in the last 60 hours of their first bachelor's degree program, or applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = 'A') in an applicable master's degree program. Applicants are required to submit: 1. graduate admission application and application fee 2. official transcripts 3. GMAT or GRE scores 4. letters of recommendation 5. personal statement 6. resume or curriculum vitae 7. proof of English proficiency",,,False,False,True,False,True,False,,True,False,False,False,True,True,False,False,False,,,,W. P. Carey School of Business,,,,,,,,,,,https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,,,,True,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,105.0,,,,6.5,,,60.0,,80.0,,,,,,,,,,,,100%,Assistantships (includes stipend and tuition waiver),,,,,,,
,"Graduate Certificate in AI, Analytics and FinTech Innovation",,,,,Graduate-Certificate,"Fall, Spring",,,,Required,,Not Required,REQUIRED,"Applicants must fulfill the requirements of both the Graduate College and the W. P. Carey School of Business. Applicants are eligible to apply to the program if they have earned a bachelor's or master's degree in any field from a regionally accredited institution. Applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = 'A') in the last 60 hours of their first bachelor's degree program, or applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = 'A') in an applicable master's degree program. All applicants must submit: graduate admission application and application fee, official transcripts, resume, and proof of English proficiency.",,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,W. P. Carey School of Business,,,,,,,,,"The Graduate Certificate in AI, Analytics, and FinTech Innovation (GCAAF) provides students with the foundational knowledge and practical skills required to navigate the rapidly changing landscape of the financial industry. Students will learn about the latest developments in AI, machine learning, and data analytics and how these technologies are being applied in the financial sector. The program will also cover the legal and ethical implications of these technologies and provide students with a comprehensive understanding of the FinTech ecosystem.",,https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,The College of Business at CSULB is accredited by AACSB International.,,,False,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,105.0,,,,6.5,,,60.0,,80.0,,,,,,,,,,,,,,,,,,,,
,Graduate Certificate in Applied Behavior Analysis,,,,,Graduate-Certificate,"Fall, Spring, Summer",,,July 23,Required,Required,Not Required,REQUIRED,"To be eligible for admission to the ABA Certificate program, an applicant must have a bachelor’s degree from an accredited institution and a minimum 3.0 GPA in the last 60 semester (90 quarter) units of study. Applicants must complete prerequisite courses EDP 301 or 302 and EDP 419 (or equivalents). Required application materials include a statement of purpose, a current resume, and three letters of recommendation.",,,True,False,True,True,False,False,,True,False,False,False,True,True,True,False,False,,,,Mary Lou Fulton Teachers College,,,,,,,,,"The Applied Behavior Analysis (ABA) Graduate Certificate is designed for individuals who have already earned a master’s degree in education, psychology, or behavior analysis and who are interested in pursuing the Board Certified Behavior Analyst (BCBA) credential. The program consists of coursework that has been verified by the Association for Behavior Analysis International (ABAI) as meeting the coursework requirements for eligibility to take the Board Certified Behavior Analyst® examination. The ABA Certificate program is designed to provide students with the knowledge and skills necessary to work as a Board Certified Behavior Analyst (BCBA) in a variety of settings including schools, homes, and community agencies.",,https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,The program consists of coursework that has been verified by the Association for Behavior Analysis International (ABAI) as meeting the coursework requirements for eligibility to take the Board Certified Behavior Analyst® examination.,,,True,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,112.0,,,6.5,,,58.0,,80.0,,,,,,,,,,,,,,,,,,,,
,Master of Science in Artificial Intelligence Engineering (Computing Sciences),,,,,Graduate,Fall,,,December 1,Required,Required,,,"A bachelor's degree in computer science, computer engineering, or a related field from an accredited institution. A grade point average (GPA) of at least 2.7 in the last 60 semester units (90 quarter units) attempted. Three letters of recommendation. Statement of purpose. Resume.",,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,Ira A. Fulton Schools of Engineering,,,,,,,,,"The Master of Science in Artificial Intelligence (MSAI) is a professional degree program designed to prepare students for careers in the field of Artificial Intelligence. This program provides students with the knowledge and skills necessary to design, develop, and implement AI systems and applications. Students will learn about the latest trends and techniques in AI, including machine learning, natural language processing, computer vision, and robotics.",,https://www.emerald.com/bij/article/32/6/2330/1252566/Process-supply-chain-integration-construct,,,,,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PhD in Artificial Intelligence,,,,,Doctoral,Fall,,,February 1st,Required,Required,GRE,REQUIRED,"Applicants must have a bachelor’s or master’s degree in Computer Science, Computer Engineering, or a closely related field from an accredited institution. A minimum GPA of 3.0 in the last 60 semester units (or 90 quarter units) is required. Required application materials include official transcripts, a statement of purpose, a CV/resume, and three letters of recommendation. The GRE is not required for admission to this program.",,,True,False,True,False,True,False,,True,False,False,False,True,True,True,False,False,,,,College of Engineering,,,,,,,,,,,https://www.csulb.edu/sites/default/files/2024/documents/2023_Joint%20PhD%20Handbook.pdf,,,,,True,2.0,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,105.0,,,,6.5,,,58.0,,80.0,,,,,,,,,,,,,"Teaching Assistantships, Research Assistantships, Graduate Assistantships, Tuition Waivers",,,,,,,
,Graduate Certificate in Assessment of Integrative Health Modalities,,,,,Graduate-Certificate,Fall,,,July 1,,,Not Required,REQUIRED,"Applicants must fulfill the requirements of both the Graduate College and the Edson College of Nursing and Health Innovation. Applicants are eligible to apply to the program if they have earned a bachelor's or master's degree in any field from a regionally accredited institution. Applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in the last 60 hours of their first bachelor's degree program, or applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = ""A"") in an applicable master's degree program. All applicants must submit: 1. graduate admission application and fee 2. official transcripts 3. proof of English proficiency",,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,Edson College of Nursing and Health Innovation,,,,,,,,,,,https://degrees.apps.asu.edu/masters-phd/major/ASU00/PPSWGGRCH/assessment-of-integrative-health-modalities-graduate-certificate?init=false&nopassive=true,,,,False,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,105.0,,,,6.5,,,60.0,,80.0,,,,,,,,,,,,,,,,,,,,
,Master of Science in Biomimicry,,,,,Graduate,"Fall, Spring, Summer",,,,Required,Required,Not Required,REQUIRED,"Applicants must fulfill the requirements of both the Graduate College and the College of Global Futures. Applicants are eligible to apply to the program if they have earned a bachelor's or master's degree in any field from a regionally accredited institution. Applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = 'A') in the last 60 hours of their first bachelor's degree program, or applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = 'A') in an applicable master's degree program. All applicants must submit: 1. graduate admission application and fee 2. official transcripts 3. personal statement 4. professional resume 5. three letters of recommendation 6. proof of English proficiency. Graduate Record Examination (GRE) scores are not required for this program.",,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,School of Complex Adaptive Systems,"$26,850",$895 per credit hour,,,,,,,,,https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,,,895,True,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,105.0,,,,6.5,,,60.0,,80.0,,,,,,,,,,,,,,,,,,,,
,Master of Science in Biomedical Diagnostics,,,,,Graduate,"Fall, Spring",,,July 1,Required,Required,Not Required,REQUIRED,"Applicants must fulfill the requirements of both the Graduate College and the College of Health Solutions. Applicants are eligible to apply to the program if they have earned a bachelor's or master's degree in biological sciences, chemistry, bioengineering, nursing, health sciences or a related field from a regionally accredited institution. Applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = 'A') in the last 60 hours of their first bachelor's degree program, or applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = 'A') in an applicable master's degree program.",,,True,False,True,False,False,False,,True,False,False,False,True,True,True,False,False,,,,College of Health Solutions,,,,,,,,,,,https://graduation.asu.edu/sites/g/files/litvpz3431/files/fall2014-all-pages-web-030515.pdf,,,,True,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,105.0,,,,6.5,,,60.0,,80.0,,,,,,,,,,,,,,,,,,,,
,Master of Science in Complex Systems Science,,,,,Graduate,Fall,,,January 15,Required,Required,Not Required,REQUIRED,"Applicants must fulfill the requirements of both the Graduate College and the The College of Liberal Arts and Sciences. Applicants are eligible to apply to the program if they have earned a bachelor's or master's degree from a regionally accredited institution in any field. Applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = 'A') in the last 60 hours of their first bachelor's degree program, or applicants must have a minimum cumulative GPA of 3.00 (scale is 4.00 = 'A') in an applicable master's degree program. All applicants must submit: graduate admission application and application fee, official transcripts, personal statement, resume or CV, three letters of recommendation, and proof of English proficiency.",,,True,False,True,False,False,False,,True,False,False,False,True,True,True,False,False,,,,College of Global Futures,,,,,,,,,,,https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true,,,,True,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,105.0,,,,6.5,,,60.0,,80.0,,,,,,,,,,,,,,,,,,,,
