QsWorldRanking,School,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,Term,LiveDate,DeadlineDate,Fees,AverageScholarshipAmount,CostPerCredit,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,Program duration,Tuition fee,Program name,Program Page url
,School of Education,,4.0,3.0,,"Fall, Spring, Summer",,The general application deadline for the Fall semester is August 7th. [1],"The total estimated tuition for the 15-credit-hour program for the 2026-2027 academic year is $5,400 for Indiana residents and $7,350 for non-residents. This is calculated based on the per-credit-hour rate. [1]",,"For the 2026-2027 academic year, the cost per credit hour is $360.00 for Indiana residents and $490.00 for non-residents. This includes a $40.00 'DE Fee' per credit hour. [1]",,,,15 credit hours. [1],"For the 2026-2027 academic year, the tuition is $320 per credit hour for Indiana residents and $450 per credit hour for non-residents. An additional 'DE Fee' of $40.00 per credit hour applies to all students. [1]",Academic Advising (Graduate Certificate),https://graduate.indiana.edu/degrees-programs/degrees.html
,Kelley School of Business,,4,,,Fall,,,"$55,695/year (2025-2026)",,,,,Merit-based,2 years,"$55,695 (2025-2026 academic year). [21]",Accounting (Master of Business Administration),https://graduate.indiana.edu/degrees-programs/degrees.html
,,,,,,,,,,,,,,,,,Accounting - Financial Analysis (Master of Business Administration),https://graduate.indiana.edu/degrees-programs/degrees.html
,Kelley School of Business,,4.0,3.2,,Fall,The application for Fall 2026 is open.,The admissions page lists deadlines of January 15 for non-US undergraduates and April 1 for US undergraduates. [1] The 'How to Apply' page mentions a December 1 deadline for international applicants and a June 1 deadline for domestic applicants. [2],"In-state tuition: $25,020; Non-Indiana resident/International: $45,436 per year.",,,"A 5-hour Graduate Assistantship is valued at $7,827 for nonresident students. [12]",A competitive student admitted to the MSADA program saw her tuition reduced by 20% through a 5-hour GA. [12],"Merit-based financial awards, Graduate Assistantships (GA), including teaching assistantships (TA), and GAP fellowships are available. [11, 12]","The program is a one-year, two-semester degree. [11, 13]","$25,020 for in-state residents and $45,436 for non-Indiana residents/international students per year.",Accounting with Data and Analytics (Master of Science),https://graduate.indiana.edu/degrees-programs/degrees.html
,School of Science,,4,3.2,,Fall,Early September,December 1,,,,,,Financial support is typically provided to all students in good standing.,5 years,,Addiction Neuroscience (PhD),https://graduate.indiana.edu/degrees-programs/degrees.html
=306,School of Education,,4,2.75,,Fall,,Jan 15,"Indiana resident: $488.15/credit hour, Non-resident: $1607.92/credit hour (2025-2026). For 2026-2027: Indiana resident: $488.15, Non-resident: $1640.07",,"For the 2026-2027 academic year, the cost per credit hour is $488.15 for Indiana residents and $1,640.07 for non-residents.",,,fellowships and assistantships,60-credit hour,"The total estimated tuition for the 60-credit hour program for the 2026-2027 academic year is approximately $29,289 for Indiana residents and $98,404.20 for non-residents, excluding other fees.",Addictions Counseling (M.S.Ed.),https://graduate.indiana.edu/degrees-programs/degrees.html
,,,,,,,,,,,,,,,,,"Adult Gerontology Acute Care Nurse Practitioner (Certificate, MSN)",https://graduate.indiana.edu/degrees-programs/degrees.html
,,,,,,,,,,,,,,,,,"Adult Gerontology Primary Care Nurse Practitioner (Certificate, MSN)",https://graduate.indiana.edu/degrees-programs/degrees.html
,,,,,,,,,,,,,,,,,Advanced Materials and Manufacturing (Doctorate in Philosophy),https://graduate.indiana.edu/degrees-programs/degrees.html
,"Luddy School of Informatics, Computing, and Engineering",,,,,,,,Varies,,,,,Financial support,,Varies,Aerospace Engineering (PhD),https://graduate.indiana.edu/degrees-programs/degrees.html
,College of Arts & Sciences,,4.0,3.3,,Fall,2025-09-01,2026-01-09,,,,,,"Fellowships, associate instructorships, and research assistantships. [16]",The program requires the completion of 90 credit hours. [2],,African American Studies (PhD),https://graduate.indiana.edu/degrees-programs/degrees.html
=306,Indiana University School of Medicine,,4,3.0,,Fall,2025-08-13,2025-12-01,"In-state: $11,756/year, Out-of-state: $33,454/year",,"In-state: $426, Out-of-state: $1,331","Students admitted to the program typically receive a financial support package that includes a competitive stipend, a 30-credit-hour tuition remission, and health insurance.",,Teaching assistantships (associate instructor positions),90 credit hours,,Anatomy (PhD),https://graduate.indiana.edu/degrees-programs/degrees.html
,Indiana University School of Medicine,,4.0,3.0,,"Fall, Spring, Summer","For the MS Clinical Anatomy Track, applications are accepted starting September 3 for fall admission.","For the MS Clinical Anatomy Track, the application deadline is July 1 for domestic applicants for the fall semester. For the Preprofessional MS, applications are accepted year-round but should be submitted by July 1 for fall admission.",,,,,,,30 credit hours,"The program-specific tuition fee is not explicitly stated. The Indiana University School of Medicine website advises applicants to use the IU Indianapolis cost estimator and select “All Other Graduate Programs” to estimate tuition and fees. The Pre-Professional MS and the Clinical Anatomy & Physiology MS degree programs do not offer financial support to students, but students may be eligible for financial aid through the IU Indianapolis Office of Student Financial Services.","Anatomy, Cell Biology and Physiology (M.Sc.)",https://graduate.indiana.edu/degrees-programs/degrees.html
1001-1200,Indiana University School of Medicine,,4.0,,,Fall,,,"In-state: $13,650.64/semester, Non-resident: $17,166.66/semester",,,,,,28 months,"The tuition for in-state students is $13,650.64 per semester; tuition for non-resident students is $17,166.66 per semester. [3] The program is seven semesters in length. [3] These numbers are approximate and do not include additional university fees or living expenses. [3]",Anesthesia (M.Sc.),https://graduate.indiana.edu/degrees-programs/degrees.html
,College of Arts and Sciences,,,,,Fall,,December 01,,,,,,competitive stipends and multi-year funding packages,,,Anthropology (Doctorate in Philosophy),https://graduate.indiana.edu/degrees-programs/degrees.html
,College of Arts and Sciences,,,,,Fall,,,,,,,,,,,Anthropology (MA),https://graduate.indiana.edu/degrees-programs/degrees.html
1001-1200,School of Liberal Arts,,4.0,3.0,,Fall,,"January 15 (Priority), May 15 (Regular)",,,,,,,30 credit hours,,Applied Communication (M.A.),https://graduate.indiana.edu/degrees-programs/degrees.html
,School of Science,,,3.0,,,,,,,,,,,"The degree requires 90 credit hours. Upon advancement to candidacy, students must complete all remaining degree requirements within five years. [4]",,Applied Earth Sciences (PhD),https://graduate.indiana.edu/degrees-programs/degrees.html
,School of Education,,4,2.75,,Fall,,"May 30, 2025",,,,,,,60 credit hours,,"Art Education (Ed.D. in Curriculum and Instruction, Residential or Online)",https://graduate.indiana.edu/degrees-programs/degrees.html
,School of Education,,4,2.75,,Fall,,January 15,,,,,,Dean's Fellowship and University Graduate School diversity fellowships,90 credit hours,,Art Education (Ph.D. in Curriculum and Instruction),https://graduate.indiana.edu/degrees-programs/degrees.html
,,,4.0,,,,,,,,,,,,,,Art Therapy (Master),https://graduate.indiana.edu/degrees-programs/degrees.html
,School of Education,,4,2.75,,Fall,,Jan 15,,,The official website lists the residential Ed.D. in Art Education tuition for the 2026-2027 academic year as $488.15 per credit hour for Indiana residents and $1640.07 per credit hour for non-residents. Specific per-credit costs for the Ph.D. program are not detailed.,,,"The Lowell Scholarship is available for all Art Education students. Additionally, applicants are automatically considered for the Dean's Fellowship and University Graduate School diversity fellowships.",90 credit hours,,Arts Education (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html
313,O'Neill School of Public and Environmental Affairs,,4,3.0,,,,,,,,,Certificate programs are not eligible for departmental funding. [19],Fellowships,,"$38,107",Arts Management and Leadership (Certificate),https://graduate.indiana.edu/degrees-programs/degrees.html
,Indiana University School of Medicine,,4.0,3.0,,"Fall, Spring",,,,,,,,,11 months,,Biochemistry and Molecular Biology (M.Sc.),https://graduate.indiana.edu/degrees-programs/degrees.html
,,,,,,,,,,,,,,,,,Biology (PhD),https://graduate.indiana.edu/degrees-programs/degrees.html
,College of Arts and Sciences,,4,3.0,,Fall,,"December 1, 2025",,,$535 per credit plus fees,,,"Teaching Assistantships, Research Assistantships, Fellowships",2 years,,Biology (M.Sc.),https://graduate.indiana.edu/degrees-programs/degrees.html
,,,,,,,,,,,,,,,,,Biostatistics (M.Sc.),https://graduate.indiana.edu/degrees-programs/degrees.html
,Kelley School of Business,,4.0,3.0,We typically receive approximately 300 applications and we admit about 12-15 students in a typical year. [8],Fall,,,"As is typical in doctoral programs in business, Kelley doctoral students do not pay tuition. [8]",,,,100%,All doctoral students at Kelley receive a basic financial aid package that provides a stipend for living expenses and health insurance through Indiana University's student health and dental insurance plan. [8],"Our program is typically completed in five years—two years of coursework, followed by three years to complete the dissertation. [8]","As is typical in doctoral programs in business, Kelley doctoral students do not pay tuition. [8]",Business (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html
,,,,,,,,,,,,,,,,,Business Administration (MS),https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHfw852EknuadqfukWCzqLPBI63JWcuptjFF342oF6NcQ8Tg1pQIdaZkA9uu6yqW3w9_1eKaRf1xLDUZ4Yb3TkjknaNq3zT0XhB_Qd-oIrAJH5SQ5x3EWZ50Bn1XBaPFR1Qknr23VlxdLWq79joABr5xQ==
