QsWorldRanking,School,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,Term,LiveDate,DeadlineDate,Fees,AverageScholarshipAmount,CostPerCredit,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,Program duration,Tuition fee,Program name,Program Page url
72,Scripps Institution of Oceanography,,4.0,3.0,,Fall,,,"$45,000/Year",,,,,Merit-based,9 months,"$45,000/Year",Master of Advanced Studies in Climate Science and Policy,https://grad.ucsd.edu/admissions/programs.html
62,Scripps Institution of Oceanography,,4.0,3.0,,Fall,,,"$19,617/Year (CA Resident), $34,719/Year (Non-Resident)",,,,,"Fellowships, scholarships, and graduate student researcher (GSR) appointments",2 years,"$19,617/Year (CA Resident), $34,719/Year (Non-Resident)",Master of Science in Earth Sciences,https://grad.ucsd.edu/admissions/programs.html
,Scripps Institution of Oceanography,,4.0,3.0,,Fall,,,"$19,301/Year",,,"All admitted PhD students receive a financial support package that covers tuition, fees, and an annual stipend ($39,534.84 for 2024-2025).",,"Fellowships, Graduate Student Researcher (GSR) appointments, and/or Teaching Assistant (TA) appointments",The average time to completion is 5.7 years.,"$19,301/Year",PhD in Earth Sciences,https://grad.ucsd.edu/admissions/programs.html
62,Scripps Institution of Oceanography,,4.0,3.0,,Fall,Early September 2025,December 2025,"$19,471.01/Year",,,,,"Fellowships, Graduate Student Research Assistantships (GSR), Teaching Assistantships (TA)",5 years (guaranteed financial support period),"$19,471.01/Year",PhD in Earth Sciences with a Specialization in Interdisciplinary Environmental Research,https://grad.ucsd.edu/admissions/programs.html
62,Scripps Institution of Oceanography,,4.0,3.0,,Fall,,,,,,"All admitted PhD students receive a funding package which includes a monthly stipend ($3,349.50 as of Oct 2023) and payment of all university fees and tuition.",100% of admitted students are guaranteed financial support.,"Fellowships, Graduate Student Research (GSR) positions",5.5 years on average,"$18,694/Year (CA Resident), $33,937/Year (Non-Resident)",PhD in Geophysics (Joint with San Diego State University),https://grad.ucsd.edu/admissions/programs.html
,Scripps Institution of Oceanography,,4.0,3.0,28.4% (Fall 2023),Fall,,,42000,"approximately $10,000",,,,"Fellowships, Need-based scholarships, Paid student researcher positions",1 year,42000,Master of Advanced Studies in Marine Biodiversity and Conservation,https://grad.ucsd.edu/admissions/programs.html
62,Scripps Institution of Oceanography,,4.0,3.0,,Fall,,,"$19,532.74/Year (California Resident), $34,777.74/Year (Non-Resident)",,,,,"Fellowships, Assistantships",1-2 years,"$19,532.74/Year (California Resident), $34,777.74/Year (Non-Resident)",Master of Science in Marine Biology,https://grad.ucsd.edu/admissions/programs.html
62nd,Scripps Institution of Oceanography,,4.0,3.0,,Fall,,,"$17,064/Year",,,"Full tuition and fees plus a stipend (2023-2024 nine-month GSR salary is $37,000)",,"Fellowships, Graduate Student Researcher (GSR) appointments, and Teaching Assistant (TA) appointments",5.7 years (average),"$17,064/Year",PhD in Marine Biology,https://grad.ucsd.edu/admissions/programs.html
62,Scripps Institution of Oceanography,,4.0,3.0,,Fall,,,18033,,,"Up to $32,000 stipend plus tuition and fees",,"Fellowships, Research Assistantships (RA), Teaching Assistantships (TA)",5-6 years,"$18,033/Year (CA Resident); $33,135/Year (Non-Resident)",PhD in Marine Biology with a Specialization in Interdisciplinary Environmental Research,https://grad.ucsd.edu/admissions/programs.html
,Scripps Institution of Oceanography,,4.0,3.0,10% (Fall 2023),Fall,Early September 2025,,"California Resident: $19,617.00/Year; Non-California Resident: $34,719.00/Year (2024-2025)",,,,,Merit-based fellowships,About two years,"California Resident: $19,617.00/Year; Non-California Resident: $34,719.00/Year (2024-2025)",Master of Science in Oceanography,https://grad.ucsd.edu/admissions/programs.html
