Id,ProgramName,ProgramCode,Status,CreatedDate,UpdatedDate,Level,Term,TermCode,LiveDate,DeadlineDate,Resume,StatementOfPurpose,GreOrGmat,EnglishScore,Requirements,WritingSample,CollegeId,IsAnalyticalNotRequired,IsAnalyticalOptional,IsDuoLingoRequired,IsELSRequired,IsGMATOrGreRequired,IsGMATRequired,IsGreRequired,IsIELTSRequired,IsLSATRequired,IsMATRequired,IsMCATRequired,IsPTERequired,IsTOEFLIBRequired,IsTOEFLPBTRequired,IsEnglishNotRequired,IsEnglishOptional,AcademicYear,AlternateProgram,ApplicationType,Department,Fees,Fees,IsAvailable,ProgramType,AdmissionDepartmentId,CreatedBy,UpdatedBy,Concentration,Description,OtherConcentrations,ProgramWebsiteURL,Accredidation,AverageScholarshipAmount,CostPerCredit,IsRecommendationSystemOpted,IsStemProgram,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,QsWorldRanking,TotalAccepetedApplications,TotalCredits,TotalDeniedApplications,TotalI20sIssued,TotalScholarshipsAwarded,TotalSubmittedApplications,TotalVisasSecured,UsNewsRanking,CollegeApplicationFee,IsCollegePaying,MEContractNegotiatedFee,MyGradAppFee,ProgramCategory,IsCollegeApplicationFree,IsCouponAllowed,IsACTRequired,IsSATRequired,SftpDestinationId,MinimumACTScore,MinimumDuoLingoScore,MinimumELSScore,MinimumGMATScore,MinimumGreScore,MinimumIELTSScore,MinimumMATScore,MinimumMCATScore,MinimumPTEScore,MinimumSATScore,MinimumTOEFLScore,MLModelName,MinimumAnalyticalScore,MinimumEnglishScore,MinimumExperience,MinimumSopRating,WeightAnalytical,WeightEnglish,WeightExperience,WeightGPA,WeightSop,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,IsNewlyLaunched,BatchId,IsImported,IsImportVerified,Is_Recommendation_Sponser,AnalyticalScore,MinimumLSATScore
,Master of Arts in Applied Anthropology,,,,,Graduate,Fall,,,January 15,Required,Required,Not Required,REQUIRED,"To be considered for admission to the Master of Arts in Applied Anthropology degree program, prospective students must have a bachelor’s degree in Anthropology or a related field (e.g., Sociology, Geography, History, Political Science, Philosophy, Religious Studies, Women’s and Gender Studies, Environmental Studies). Applicants with a bachelor’s degree in a non-related field may be considered for admission if their undergraduate training or professional experience has provided appropriate background. Students who are admitted but lack sufficient background in anthropology may be required to complete preparatory coursework. Application to the MA in Applied Anthropology program is a two-part process requiring applicants to apply to both the Toulouse Graduate School and the Department of Anthropology. You must provide the following materials to the Toulouse Graduate School: An official transcript from each college or university you have attended. Official GRE scores (verbal, quantitative, analytical writing). You must provide the following materials to the Department of Anthropology: A current curriculum vita (CV) or resume. A Statement of Purpose that explains your academic and research background, your interest in the MA in Applied Anthropology program at UNT, and your career goals, as well as an identification of one or more faculty members with whom you would like to work and why (approximately 1,000 words). A writing sample (e.g., a paper or thesis from an undergraduate course). Three letters of recommendation. For international applicants whose native language is not English, a minimum TOEFL score of 79 (internet-based), IELTS score of 6.0, or PTE score of 53 is required. The departmental recommendation is a minimum TOEFL score of 90 (internet-based).",Required,,False,False,True,True,False,False,,True,False,False,False,True,True,True,False,False,,,,College of Liberal Arts and Social Sciences (CLASS),10958,10958,,,,,,Cultural Anthropology and Public Archeology,"The Master of Arts (MA) program in Applied Anthropology offers two tracks: Cultural Anthropology and Public Archeology. The MA program helps students develop skills in grant writing, research design, project management, and cultural resource management. Students can also participate in fieldwork, internships, and laboratory research. The program prepares students for careers in cultural resource management, museums, non-profit agencies, community advocacy organizations, government agencies, international development, and more. A PhD in Applied Anthropology is also available.",,https://tgs.unt.edu/future-students/graduate-programs.html,,,,True,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,100.0,,,,6.5,,,53.0,,79,,,,,,,,,,,,,"Merit-based, Research-based, Conference/Travel, Assistantships (Service-based)",,,,,,,
,Master of Arts in Art Education,,,,,Graduate,"Fall, Spring",,,,Required,Required,Not Required,REQUIRED,"In addition to the requirements of the Toulouse Graduate School, applicants for the MA in Art Education must meet the following program requirements:
* A strong interest in art education.
* Minimum 3.0 cumulative GPA in undergraduate work.
* Resume or CV
* Statement of purpose explaining your interest in art education and professional goals.
* Two letters of recommendation, with at least one from a university faculty member.
* Writing sample of an academic paper completed during undergraduate or previous graduate work (5-10 pages).
* Portfolio of 10-15 images of recent artwork. Include a list of images (title, medium, dimensions, date). Applicants will upload their writing sample and portfolio to their personal Slideroom account, accessed through the application.
* Official GRE scores are not required for admission.
* International applicants must fulfill requirements of the Toulouse Graduate School regarding English proficiency.",Required,,True,False,True,True,False,False,,True,False,False,False,True,True,True,False,False,,,,College of Visual Arts and Design,,,,,,,,,"The MA in Art Education allows students to tailor their graduate studies to suit their interests and career goals. Students choose courses from the fields of art education, art history, studio art and related areas. The program offers thesis and non-thesis options. Graduates are prepared for a range of professional opportunities as art educators in K-12 schools, community organizations, museums, galleries and other institutions.",,https://tgs.unt.edu/future-students/graduate-programs.html,,,Texas Resident: ~$486/credit hour; Non-Resident: ~$1025/credit hour (based on 1-9 credit hours for 2023-2024 academic year),True,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,100.0,112.0,,,6.5,,,53.0,,79,,,,,,,,,,,,,"Assistantships (Teaching, Research, Graduate), Fellowships (Merit-based, Doctoral, Master's, External), UNT Scholarships",,,,,,,
,Master of Arts in Art History,,,,,Graduate,"Fall, Spring, Summer",,,,Required,Required,Not Required,REQUIRED,"In addition to the general admission requirements of the Toulouse Graduate School, applicants to the MA in Art History must meet the following departmental requirements:
1. An undergraduate major in art history or 18 semester hours of advanced courses in art history that are approved by the department.
2. A minimum undergraduate GPA of 3.0.
3. Three letters of recommendation submitted directly to the Graduate School.
4. A statement of purpose (1,000 words maximum) outlining the student’s interests in art history and reasons for pursuing graduate study.
5. A writing sample (8-10 pages) that demonstrates the student’s ability to write critically and clearly about art history. This should be an essay written for an advanced undergraduate art history course.
6. A CV or resume.
7. Official transcripts from all universities and colleges attended.
8. GRE scores are NOT required for admission to the MA program in Art History.",Required,,True,False,True,True,False,False,,True,False,False,False,True,True,True,False,False,,,,College of Visual Arts and Design,,,,,,,,,"The Master of Arts in Art History degree program offers two paths to completion: a thesis option and a non-thesis option. In both cases, the program is a 30-hour course of study for students interested in advanced work in art history. Students pursuing the M.A. in Art History work closely with faculty in their areas of interest, are involved in research and critical analysis, and have opportunities to develop their teaching skills and gain professional experience. The M.A. prepares students for careers in museums, galleries, and archives, as well as for further graduate study at the doctoral level.",,https://catalog.unt.edu/preview_entity.php?catoid=36&ent_oid=3708&returnto=4051,,,,,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,110.0,,,,6.5,,,53.0,,79,,,,,,,,,,,,,"Merit-based, Fellowships, Assistantships",,,,,,,
,Master of Arts in Communication Studies,,,,,Graduate,"Fall, Spring, Summer",,,,Required,Required,Optional,OPTIONAL,"Admission to the M.A. program is competitive. Successful applicants generally have an undergraduate GPA of 3.0 or better and a combined Verbal and Quantitative score of 300 or better on the Graduate Record Examinations (GRE). The analytical writing score from the GRE is also taken into consideration. To apply for the M.A. in Communication Studies, you must submit the following: A completed application for graduate admission. Official transcripts of all college-level work. Official GRE scores (Verbal, Quantitative, and Analytical Writing). A statement of purpose (1,000 words max) that explains your interest in the MA program in Communication Studies at UNT, your research interests, and your professional goals. A current resume or CV. A writing sample (e.g., a scholarly paper, a research paper, a chapter from an undergraduate thesis, etc.) that demonstrates your ability to write clearly and persuasively. For additional information, see the Communication Studies Graduate Catalog.",Required,,False,False,True,True,False,False,,True,False,False,False,True,True,True,False,True,,,,College of Liberal Arts and Social Sciences,,,,,,,,"Health Communication, Intercultural Communication, Mediated Communication","The Master of Arts in Communication Studies program prepares students for a diverse range of careers in higher education, research, and for positions within private and public organizations. The program allows students to specialize within the areas of Health Communication, Intercultural Communication, and Mediated Communication, while preparing them for doctoral work. The curriculum helps students develop knowledge and skills in critical inquiry, research design, theory, and professional presentation within and beyond the communication discipline. Faculty expertise includes intercultural communication, health communication, rhetorical studies, media studies, organizational communication, and interpersonal communication.",,https://tgs.unt.edu/future-students/graduate-programs.html,,,,,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,105.0,112.0,,combined verbal and quantitative GRE score of at least 290 and an analytical writing score of at least 3.5,6.5,,,53.0,,79,,,,,,,,,,,"$1,000 to $10,000",,"Merit-based, Need-based, Competitive Scholarships, Graduate Tuition Benefit Plan",,,,,,,
,Master of Arts in Creative Writing,,,,,Graduate,"Fall, Spring, Summer",,,,Required,Required,GRE,REQUIRED,"To be considered for admission to the MA in Creative Writing, applicants must meet the following requirements in addition to the general requirements for admission to the Toulouse Graduate School: Bachelor’s degree from an accredited institution. A minimum 3.0 grade point average on the last 60 hours of undergraduate work and in any previous graduate work. Satisfactory scores on the Graduate Record Examination (GRE). Statement of Purpose that explains the applicant's reasons for wishing to pursue graduate study in Creative Writing, outlining previous experience in the field and discussing literary influences. Resume (or curriculum vitae) listing academic and professional achievements. Writing Sample of 15-25 pages of original fiction, poetry or creative nonfiction. Applicants must identify the genre of the writing sample. Three letters of recommendation from former professors or professionals who can attest to the applicant's academic abilities and/or professional aptitudes.",Required,,False,False,True,True,True,False,,True,False,False,False,True,True,True,False,False,,,,College of Liberal Arts and Social Sciences,,,,,,,,"Fiction, Poetry, Literary Nonfiction","The Master of Arts in Creative Writing at UNT provides advanced study in the writing of fiction, poetry, and literary nonfiction. Our program emphasizes work in one primary genre, as well as the study of literature and literary theory, culminating in the composition of a book-length manuscript or thesis. Graduates of our program teach creative writing and English at the high school and college levels, work in editing and publishing, or continue on to Ph.D. programs.",,https://tgs.unt.edu/future-students/graduate-programs.html,,,,,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,105.0,,,,6.5,,,53.0,,79,,,,,,,,,,,,,"Merit-based, Need-based",,,,,,,
,Master of Arts in English,,,,,Graduate,"Fall, Spring, Summer",,,,,Required,Not Required,REQUIRED,"To be considered for admission to the MA in English program, an applicant must satisfy the general requirements for admission to the Toulouse Graduate School, hold a bachelor’s degree with an undergraduate major in English, or at least 18 hours of upper-division English credit, including a minimum of three hours in American literature, three hours in British literature, and three hours in advanced writing. Applicants are also required to submit a personal statement (300-500 words) and a critical writing sample (8-10 pages) demonstrating their ability to formulate and support an argument about literary texts. Applicants must also provide three letters of recommendation from faculty members familiar with their academic work.",Required,,True,False,True,True,False,False,,True,False,False,False,True,True,True,False,False,,,,College of Liberal Arts and Social Sciences,,,,,,,,,"The Master of Arts program in English at UNT provides graduate students with a rigorous, comprehensive education in literary studies. Students engage in advanced critical thinking and research, developing expertise in various literary periods, genres, and theoretical approaches. The curriculum emphasizes analytical skills, clear communication, and scholarly writing, preparing graduates for doctoral studies, teaching positions, and diverse professional careers.",,https://tgs.unt.edu/future-students/graduate-programs.html,,,,,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,105.0,,,,6.5,,,53.0,,79,,,,,,,,,,,,,"Fellowships, Assistantships, Grants",,,,,,,
,Master of Arts in History,,,,,Graduate,"Fall, Spring, Summer",,,June 15 (Domestic Fall); April 15 (International Fall),Optional,Required,Not Required,REQUIRED,"Applicants must meet the general admission requirements for the Graduate School and the following program requirements: One official transcript of all college work. A minimum undergraduate GPA of 3.0 (on a 4.0 scale) in the last 60 hours of undergraduate work and/or a 3.5 GPA on all graduate work. GRE revised General Test required. A minimum score of 153 on the verbal portion, 144 on the quantitative portion, and 4.0 on the analytical writing portion is recommended. A statement of purpose (1,000 words, double-spaced) describing your previous academic and/or professional training, the areas of history you propose to study at UNT, and your future career goals. A writing sample (8-15 pages, double-spaced) demonstrating your ability to conduct research and write a scholarly paper. Three letters of recommendation from former professors who are familiar with your academic work. Resume/CV (optional).",Required,,False,False,True,True,False,False,,True,False,False,False,True,True,True,False,False,,,,College of Liberal Arts and Social Sciences (Department of History),,,,,,,,,"The Department of History offers a Master of Arts degree that provides advanced training in historical research and writing. The program prepares students for continued graduate work at the Ph.D. level or for a variety of public and private sector careers, including teaching at the community college level, work in museums, archives, or government agencies. Students select a major field (American History, European History, or Latin American History) and a minor field from a different region (American, European, or Latin American) or from a topical field (African History, Asian History, Ancient/Classical History, or Public History). Students also select a subfield, which may be a specific time period or a particular approach to history (e.g., gender history, environmental history, etc.).",,https://tgs.unt.edu/future-students/graduate-programs.html,,,,True,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,100.0,112.0,,,6.5,,,53.0,,79,,,,,,,,,,,,,"Merit-based, Need-based, Fellowships, Assistantships (Teaching, Research, Graduate)",,,,,,,
,Master of Arts in Interdisciplinary Studies,,,,,Graduate,"Fall, Spring, Summer",,,,,,Not Required,REQUIRED,A formal application to The Graduate School and the Department of Interdisciplinary Studies. Applicants must meet the general requirements for admission to The Graduate School. GRE is required.,,,False,False,True,True,False,False,,True,False,False,False,True,True,True,False,False,,,,Toulouse Graduate School,,,,,,,,,"The MA in Interdisciplinary Studies is a research-based, customizable graduate program that provides students with the opportunity to pursue an individualized course of study. The curriculum is constructed around three academic areas, or fields of study, chosen by the student. These fields of study draw from the rich and diverse faculty and departmental offerings across the university.
The MA in Interdisciplinary Studies is designed for students seeking a graduate program that transcends traditional disciplinary boundaries and fosters critical thinking, problem-solving, and cross-disciplinary communication skills. Graduates are prepared for careers that require adaptability, creativity, and the ability to synthesize knowledge from multiple perspectives.
Students work closely with an Interdisciplinary Studies faculty advisor and a faculty committee chosen by the student, ensuring personalized guidance throughout their academic journey.",,https://tgs.unt.edu/future-students/graduate-programs.html,,,,,False,,,3.0,,,,,,,,,,,,,,,,,,False,False,,,100.0,,,,6.5,,,53.0,,79,,,,,,,,,,,"$1,000 to $4,000 per academic year",,Merit-based,,,,,,,
,Master of Arts in Interdisciplinary Studies with a concentration in Applied Gerontology,,,,,Graduate,"Fall, Spring, Summer",,,,Required,Required,GRE,REQUIRED,Official transcripts of all undergraduate and graduate coursework. Graduate Record Examinations (GRE) general test is required. Statement of Purpose. Two letters of recommendation. Resume.,Not Required,,False,False,True,True,True,False,,True,False,False,False,True,True,True,False,False,,,,Toulouse Graduate School,"Resident: $4,917.48/semester (for 9 credit hours); Non-Resident: $9,711.48/semester (for 9 credit hours)","Resident: $4,917.48/semester (for 9 credit hours); Non-Resident: $9,711.48/semester (for 9 credit hours)",,,,,,Applied Gerontology,"The Interdisciplinary Studies (M.A.) with a concentration in Applied Gerontology combines the expertise of UNT’s Gerontology program with the flexibility of the Interdisciplinary Studies M.A. The program is designed for students interested in working with older adults in a variety of settings, as well as those pursuing further graduate education in gerontology. Coursework is designed to provide students with a strong theoretical and practical understanding of gerontology.",,https://tgs.unt.edu/future-students/graduate-programs.html,,,Resident: $546.39; Non-Resident: $1079.05,,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,105.0,112.0,,,6.5,,,53.0,,79,,,,,,,,,,,,,"Teaching Assistantships, Research Assistantships, Doctoral Fellowships, Master's Fellowships, Tuition Waivers, Graduate Student Health Insurance, Travel Grants, Research Grants",,,,,,,
,Master of Arts in Interdisciplinary Studies with a concentration in Digital Social Science,,,,,Graduate,"Fall, Spring",,,,Required,Required,Not Required,REQUIRED,"Completion of a bachelor's degree. A strong academic record, typically a GPA of 3.0 or higher. Two letters of recommendation from individuals familiar with the applicant's academic abilities and/or professional experience. A statement of purpose (approximately 500-750 words) that addresses: Why you are interested in the MAIS program and the Digital Social Science concentration specifically; How your academic and professional background has prepared you for this interdisciplinary program; Your research interests and career goals, and how this program aligns with them. A curriculum vitae or resume. GRE scores are NOT required.",,,True,False,True,False,False,False,,True,False,False,False,True,True,True,False,False,,,,College of Liberal Arts and Social Sciences,,,,,,,,Digital Social Science,"The Master of Arts in Interdisciplinary Studies (MAIS) degree program is designed for students whose intellectual and professional interests require a unique combination of courses from three academic disciplines at UNT. This degree provides flexibility in course selection and research options. Students, with the help of a faculty advisory committee, design a plan of study that crosses departmental, college and institutional boundaries. The MAIS degree allows for flexibility in course selection and research options within areas such as Digital Humanities, Information Science, Music, Public Administration, Public Relations, Rehabilitation Counseling, Sociology, Technical Communication and Urban Planning.",,https://tgs.unt.edu/future-students/graduate-programs.html,,,,True,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,105.0,,,,6.5,,,53.0,,79,,,,,,,,,,,,,"Departmental, Excellence, Tuition Grant, International Student, External, Need-based",,,,,,,
