QsWorldRanking,School,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,Term,LiveDate,DeadlineDate,Fees,AverageScholarshipAmount,CostPerCredit,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,Program duration,Tuition fee,Program name,Program Page url
114,Daniel Guggenheim School of Aerospace Engineering,,4.0,2.7,,"Fall, Spring, Summer",2025-12-01,2026-03-02,"$32,144/Year",,"$1,276 for out-of-state students",,,"Fellowships, Graduate Research Assistantships (GRA), Graduate Teaching Assistantships (GTA), and merit-based scholarships. [39, 42]",1.5 - 2 years,"$32,144/Year",Master of Science in Aerospace Engineering,https://www.gatech.edu/academics/masters-degree-programs
,,,,,,,,,,,,,,,,,Master of Science in Aerospace Engineering – Online Degree,https://www.gatech.edu/academics/masters-degree-programs
114,"College of Engineering, Georgia Tech Professional Education (GTPE), and the Georgia Tech Research Institute (GTRI)",,4.0,3,,Fall,Applications are open for Fall 2026. [2],"The standard application deadline for Fall 2026 is March 1, 2026, and the final deadline is April 15, 2026. [2, 5]",,,"$601 for Georgia residents and $1,276 for out-of-state students for part-time graduate students. [7]",,,"U.S. citizens and permanent residents may be eligible for education loans. [2] Qualified U.S. veterans may be eligible for financial support through the Post-9/11 GI Bill. [2] Georgia Tech also coordinates numerous student fellowships, which can range from a few hundred dollars to full fellowships covering tuition and fees. [21] Federal Work-Study is also available for graduate students with financial need. [18]","Two years. [2, 4, 5]","For the 2024-2025 academic year, the average graduate school tuition & fees are $15,962 for Georgia residents and $32,144 for out-of-state students. [7]",Professional Master's in Applied Systems Engineering,https://www.gatech.edu/academics/masters-degree-programs
123 in QS World University Rankings 2026. [6],"The Master of Science in Analytics is an interdisciplinary program offered by the College of Engineering's Stewart School of Industrial & Systems Engineering, the College of Computing's School of Computational Science and Engineering, and the Scheller College of Business. [8]",,4.0,3.0,"The on-campus program is highly selective, receiving over 1,000 applications annually for a class of approximately 100 students. [11]",Fall. [11],"The application for the Fall 2026 on-campus cohort will be available by August 31, 2025. [4]","For the Fall 2026 on-campus cohort, the Priority Application Deadline is January 1, 2026, and the Late Deadline is March 2, 2026. [4]","The total estimated tuition cost for the 36-credit on-campus program is $41,737 for in-state residents, $55,505 for non-Georgia residents, and $58,519 for out-of-country residents. [5]",,"The approximate cost per credit hour for the on-campus program is $1,159 for in-state residents, $1,542 for non-Georgia residents, and $1,626 for out-of-country residents.","The university offers graduate teaching assistantships with an approximate value of more than $12,000 per semester for in-state students and more than $17,750 per semester for all other students. [5]",,"The program offers assistantships and a limited number of fellowships. [5] U.S. citizens and permanent residents may also be eligible for federal financial aid programs, such as student loans. [5]","The on-campus Master of Science in Analytics program is structured to be completed in one year, spanning the fall, spring, and summer semesters. [6]","The total estimated tuition for the on-campus program is $41,737 for in-state residents, $55,505 for non-Georgia residents, and $58,519 for out-of-country residents, covering the full 36 credits of the program. [5]",Master of Science in Analytics,https://www.gatech.edu/academics/masters-degree-programs
,"College of Computing, College of Engineering, and Scheller College of Business",,4.0,3,,"Fall, Spring",,"March 15, 2026","Total tuition under $12,000",,327,,,,24-36 months,"Total tuition under $12,000",Master of Science in Analytics — Online Degree,https://www.gatech.edu/academics/masters-degree-programs
,"School of Modern Languages, Ivan Allen College of Liberal Arts",,4.0,3,,Fall,,"The regular application deadline is January 15, with a priority deadline of November 20 and an extended deadline of February 10. [1, 5] These are general deadlines and are not specific to the Fall 2026 intake.",,,,,,Merit-based scholarships are available through the Ivan Allen College of Liberal Arts. [2],The program requires 30 credit hours and can be completed in three semesters or on a part-time basis. [1],,Master of Science in Applied Languages and Intercultural Studies,https://www.gatech.edu/academics/masters-degree-programs
,,,,,,,,,,,,,,,,,Master of Architecture,https://www.gatech.edu/academics/masters-degree-programs
,,,,,,,,,,,,,,,,,Master of Science in Biomedical Engineering,https://www.gatech.edu/academics/masters-degree-programs
,Wallace H. Coulter Department of Biomedical Engineering,,4.0,3,,Fall,,January 15,,,,,,,12 months,,Master of Biomedical Innovation and Development,https://www.gatech.edu/academics/masters-degree-programs
,,,,,,,,,,,,,,,,,Master of Business Administration (MBA),https://www.gatech.edu/academics/masters-degree-programs
,Scheller College of Business,,4.0,2.7,,Fall,,,,,,,,,seventeen-month,,Master of Business Administration - Global Business,https://www.gatech.edu/academics/masters-degree-programs
,Scheller College of Business,3.0,,2.7,,Fall,,"Priority will be given to applications received prior to April 1. After that date, applications will be reviewed on a space-available basis.",,,,,,,17 months,,Master of Business Administration - Management of Technology,https://www.gatech.edu/academics/masters-degree-programs
,School of Chemical & Biomolecular Engineering,,4.0,3,,Fall,,,,,,,,,1-2 years,,Master of Science in Chemical Engineering,https://www.gatech.edu/academics/masters-degree-programs
,,,,,,,,,,,,,,,,,Master of Science in City and Regional Planning,https://www.gatech.edu/academics/masters-degree-programs
,,,,,,,,,,,,,,,,,Master of Science in Civil Engineering,https://www.gatech.edu/academics/masters-degree-programs
,"The Master of Science in Computational Science and Engineering (CSE) program is an interdisciplinary program offered by the College of Computing, the College of Engineering, and the College of Sciences. [4] Each student is admitted to a specific 'home unit' within the program. [32, 36]",,,"After completing one semester, students with a GPA of 3.5 or above are eligible to apply for a shared credit agreement with the Master of Science in Quantitative and Computational Finance program. [4]",,Fall,,"Application deadlines vary by the 'home unit' a student applies to. For the School of Computational Science and Engineering home unit, the M.S. CSE application deadline is February 1st. [32]",,,,,,"Financial assistance, such as assistantships and fellowships, is available and typically determined by the rules and practices of each 'home unit'. [4, 36]",The program can be completed with a course option or a thesis option. [4],,Master of Science in Computational Science and Engineering,https://www.gatech.edu/academics/masters-degree-programs
,College of Computing,,4.0,3,,Fall,,"February 1, 2026",,,,,,,,,Master of Science in Computer Science,https://www.gatech.edu/academics/masters-degree-programs
,College of Computing,,4.0,3,Approximately 85%,"Fall, Spring",Applications for the OMSCS program are accepted year-round. A specific application opening date for the Fall 2026 term is not available on the official Georgia Institute of Technology website.,The application deadline for Fall matriculation is March 1. [1],"The total cost for the OMSCS program is approximately $7,000. [15] For the 2023-2024 academic year, the tuition was $180 per credit hour, with a mandatory technology fee of $107 per semester. [7] Given that the program requires 30 credit hours, the total tuition is around $5,400, with additional fees per semester. [13]",,$180 per semester credit hour. [7],"The OMSCS SnapTravel Fellowships provide two $1,000 fellowships annually. [39] Additionally, JPMorgan Chase has provided fellowships that cover tuition for 10 students. [35]",,"Fellowships are available for students with entrepreneurial initiative, as well as for female, non-binary, and minority students. [26, 39] There is also support for students working to support historically underserved communities. [35]","Students must complete the 30 credit hours required for the degree. [3] The program is designed to be completed in two to three years, though students can take longer if needed.",,Master of Science in Computer Science – Online Degree,https://www.gatech.edu/academics/masters-degree-programs
123,"The Online Master of Science in Cybersecurity is an interdisciplinary program offered collaboratively by the College of Computing, the School of Electrical and Computer Engineering, and the School of Public Policy.",,4.0,3.0,,"Fall, Spring",,"The standard application deadline for Fall 2026 is February 1, 2026, and the final application deadline is March 15, 2026. [13]","The total tuition for the Online Master of Science in Cybersecurity is less than $12,000. [13]",,,,,"Georgia Tech offers various merit-based fellowships, such as the President's Fellowship and the Georgia Tech Institute Fellowship, which are typically awarded by the individual schools. [22] The Georgia Tech Alumni Association also provides scholarships to graduate students based on factors including academic merit and financial need. [29]",The part-time program is designed to be completed in two to three years. [13],"The total tuition for the Online Master of Science in Cybersecurity is less than $12,000. [13]",Master of Science in Cybersecurity,https://www.gatech.edu/academics/masters-degree-programs
,"The Online Master of Science in Cybersecurity (OMS Cybersecurity) is an interdisciplinary degree offered by the School of Cybersecurity and Privacy (SCP), the School of Electrical and Computer Engineering (ECE), and the School of Public Policy (PUBP).",,4.0,3.0,,"Fall, Spring","Applications for Fall 2026 open prior to the first deadline of February 1, 2026.","The standard application deadline for Fall 2026 is February 1, 2026, and the final deadline is March 15, 2026. [4]","The total tuition for the OMS Cybersecurity program is less than $12,000. [4]",,"The program requires 32 credit hours and the total tuition is less than $12,000, making the cost per credit less than $375.",,,The program page mentions financial aid options such as employer tuition reimbursement and the Post-9/11 GI Bill for qualified U.S. veterans.,The program is designed for working professionals and can typically be completed in two to three years. [4],"Less than $12,000",Master of Science in Cybersecurity — Online Degree,https://www.gatech.edu/academics/masters-degree-programs
,,,,,,,,,,,,,,,,,Master of Science in Digital Media,https://www.gatech.edu/academics/masters-degree-programs
,"School of Earth and Atmospheric Sciences, College of Sciences",,4.0,3,,Fall,,,,,,,,"Fellowships, Teaching Assistantships, Research Assistantships",,,Master of Science in Earth and Atmospheric Sciences,https://www.gatech.edu/academics/masters-degree-programs
,,,,,,,,,,,,,,,,,Master of Science in Economics,https://www.gatech.edu/academics/masters-degree-programs
,School of Electrical and Computer Engineering,,,,,"Fall, Spring","September 1, 2025","February 15, 2026",,,,,,,30 credit hours,,Master of Science in Electrical and Computer Engineering,https://www.gatech.edu/academics/masters-degree-programs
,School of Electrical and Computer Engineering,,,,,"Fall, Spring",,"May 1, 2026",,,,,,,6 years to complete degree. [2],"$3,415 for 3 credits, $6,632 for 6 credits",Master of Science in Electrical and Computer Engineering – Online Degree,https://www.gatech.edu/academics/masters-degree-programs
,,,,,,,,,,,,,,,,,Master of Science in Engineering Science and Mechanics,https://www.gatech.edu/academics/masters-degree-programs
,School of Civil and Environmental Engineering,,,,,,,,,,,,,,A non-thesis master's degree can be completed in three semesters and a thesis degree program can be completed in two years. [6],,Master of Science in Environmental Engineering,https://www.gatech.edu/academics/masters-degree-programs
,"Ivan Allen College of Liberal Arts (with courses in the School of City and Regional Planning, School of Economics, and Sam Nunn School of International Affairs)",,4.0,,,Fall,,"The priority deadline for merit-based financial aid consideration is January 15. The final application deadlines vary by school: February 15 for the School of City and Regional Planning, and April 1 for the School of Economics and the Sam Nunn School of International Affairs. [8]",,,,,,Global Development M.S. students are eligible for fellowships and for appointment as Graduate Research Assistants and Graduate Teaching Assistants. [8],12 months [8],,Master of Science in Global Development,https://www.gatech.edu/academics/masters-degree-programs
,"School of Modern Languages and School of Literature, Media, and Communication",,4.0,,,"Fall, Spring, Summer",,,,,,,,Graduate Assistantships,"3 semesters (Fall, Spring, and Summer)",,Master of Science in Global Media and Cultures,https://www.gatech.edu/academics/masters-degree-programs
114,H. Milton Stewart School of Industrial and Systems Engineering,,4.0,,,Fall,,January 15,,,"$1,276 for out-of-state students",,,,30 credit hours,"$32,144 for out-of-state students",Master of Science in Health Systems,https://www.gatech.edu/academics/masters-degree-programs
,"School of History and Sociology, Ivan Allen College of Liberal Arts",,4.0,3,,Fall,,2026-02-15,,,,,,Merit-based,2 Years,,Master of Science in History and Sociology of Technology and Science,https://www.gatech.edu/academics/masters-degree-programs
,"The interdisciplinary Master of Science in Human-Computer Interaction (HCI) degree program is a cooperative effort of the School of Interactive Computing, the School of Literature, Media and Communication, the School of Industrial Design, and the School of Psychology. [16]",,4.0,3.0,,Fall,,,,,,,,,The HCI master's degree is a four-semester program. [16],,Master of Science in Human-Computer Interaction,https://www.gatech.edu/academics/masters-degree-programs
,,,,,,,,,,,,,,,,,Master of Science in Industrial Design,https://www.gatech.edu/academics/masters-degree-programs
,,,,,,,,,,,,,,,,,Master of Science in Industrial Engineering,https://www.gatech.edu/academics/masters-degree-programs
