Concentration name,description,program website url,Accreditation status,Program name,Program Page url,Level
,"The Educational Leadership Doctorate at University of Houston-Clear Lake is a professional degree designed to develop effective, ethical and socially responsible leaders who will transform and improve educational organizations. Our Educational Leadership Doctorate program prepares you to serve in formal school leadership positions, as a superintendent, principal or other school administrator. You will earn your Ed.D. by completing cohort-based courses in a prescribed sequence. You will also participate in labs and field experiences designed to facilitate the integration of theory and practice. The final clinical dissertation requires you to identify and resolve a real problem of practice.",https://www.uhcl.edu/education/degrees/educational-leadership-edd,The College of Education is accredited by the Texas Education Agency (TEA). It is also accredited by the Council for the Accreditation of Educator Preparation (CAEP).,Doctor of Education in Educational Leadership,https://www.baypath.edu/academics/graduate-programs/educational-leadership-edd/,
,"The Doctor of Philosophy (Ph.D.) in Clinical Psychology program is based on a scientist-practitioner model of training. The program trains students in the foundations of clinical psychological science and evidence-based practice of psychology. The goal of the Ph.D. in Clinical Psychology is to graduate doctoral-level psychologists who are well-rounded in their clinical, theoretical, and empirical knowledge and skills. Our program is a full-time, in-person, year-round program located at the main UHCL campus. Consistent with our mission, the program emphasizes the provision of culturally-sensitive psychological services to diverse populations.",https://www.uhcl.edu/human-sciences-humanities/departments/psychological-and-behavioral-health-sciences/clinical-psychology/,"The Ph.D. in Clinical Psychology program is accredited by the Commission on Accreditation of the American Psychological Association (APA). Our next site visit will be in 2029. Questions related to the program's accredited status should be directed to the Commission on Accreditation: Office of Program Consultation and Accreditation American Psychological Association 750 1st Street, NE, Washington, DC 20002 Phone: (202) 336-5979 / E-mail: apaaccred@apa.org Web: www.apa.org/ed/accreditation",Doctor of Philosophy in Clinical Psychology,https://www.uhcl.edu/human-sciences-humanities/departments/psychological-and-behavioral-health-sciences/clinical-psychology/,PhD
"science, technology, engineering, and mathematics (STEM)","The Doctor of Education in Curriculum and Instruction with a focus on science, technology, engineering, and mathematics (STEM) from University of Houston-Clear Lake is a 60-hour program designed to develop you into a leader in curriculum and instruction. Whether you're interested in working as a faculty member at a college or university, or serving as a curriculum leader in a school district or the private sector, our goal is to cultivate your skills and give you the tools and experiences you'll need to succeed. Our dynamic and highly-qualified faculty will help you build your knowledge in pedagogy, research, and curriculum, and your coursework will explore subjects such as diversity, social justice, and educational foundations. With its strong emphasis on research, the Ed.D. will also prepare you to identify a subject you’re passionate about and complete a doctoral dissertation.",https://www.uhcl.edu/education/departments/teaching-learning-and-educator-preparation/curriculum-and-instruction/doctoral-curriculum-instruction-stem/,The College of Education at University of Houston-Clear Lake is accredited by the Council for the Accreditation of Educator Preparation (CAEP). This accreditation covers initial teacher preparation programs and advanced educator preparation programs.,"Doctor of Education in Curriculum and Instruction with a focus on science, technology, engineering, and mathematics",https://www.uhcl.edu/education/departments/teaching-learning-and-educator-preparation/curriculum-and-instruction/doctoral-curriculum-instruction-stem/,Doctoral
"Bilingual Education, Early Childhood, Educational Technology (Instructional Technology), Reading Specialist, School Library and Information Science, Special Education, ESL","The University of Houston-Clear Lake’s College of Education offers a Master of Science in Curriculum and Instruction that prepares you to serve in a variety of teaching and leadership positions at all levels of education, from early childhood through college and within community organizations. This degree can be completed fully online, allowing you the flexibility to complete your coursework on your own schedule. Your coursework will emphasize the use of research to make informed decisions about curriculum, instruction, and learning that can assist a diverse community of students.",https://www.uhcl.edu/academics/degrees/curriculum-instruction-ms,,Master of Arts in Curriculum and Instruction,https://www.uhcl.edu/academics/degrees/curriculum-instruction-ms,
,The University of Houston-Clear Lake’s Master of Science in Educational Leadership and Administration prepares you to become an innovative school leader who can meet the needs of diverse learning communities. The program is designed for professional educators who wish to pursue a career in public or private school administration. This degree will prepare you for the Principal as Instructional Leader Certificate and the TExES principal certification exam.,https://www.uhcl.edu/academics/degrees/educational-leadership-and-administration-ms,UHCL’s College of Education is accredited by the Texas State Board for Educator Certification.,Master of Arts in Educational Leadership and Administration,https://www.uhcl.edu/academics/degrees/educational-leadership-and-administration-ms,Master of Science
,"With technology advancing at an amazing pace, the need for individuals with the knowledge and skills to develop effective training and instructional solutions for corporations, organizations, K-12 and higher education institutions continues to grow. A Master of Arts in Educational/Instructional Technology from University of Houston-Clear Lake will prepare you to be an educational technology leader, able to succeed in multiple roles, such as an instructional designer, technology integrator, trainer, or instructional technologist.",https://www.uhcl.edu/academics/degrees/educational-instructional-technology-ma,The College of Education is accredited by the Texas State Board for Educator Certification (SBEC). UHCL’s professional education programs are accredited by the Council for the Accreditation of Educator Preparation (CAEP).,Master of Arts in Educational/Instructional Technology,https://www.uhcl.edu/academics/degrees/,Master of Arts
,"Become a certified school counselor and provide the critical social and emotional support students need to succeed in their academic and professional careers. The University of Houston-Clear Lake’s School Counseling M.S. program will train you to work with students from diverse backgrounds in public and private school systems from early childhood to high school. You’ll be prepared for the TExES School Counseling certification exam and for Licensed Professional Counselor (LPC) eligibility in Texas.

This master’s program will equip you with a variety of tools to become an effective, compassionate, and skilled school counselor. You’ll learn to address students’ needs with a foundation in counseling theories, techniques, and principles while gaining the real-world skills needed to help them navigate academic, emotional, and social challenges.

You’ll gain hands-on experience through practicum and internship placements in local schools, providing direct counseling services to students under the supervision of experienced professionals. This practical training is invaluable for honing your skills and building your confidence as a counselor. By working in a real-world setting, you’ll be prepared to make a meaningful difference in the lives of students from day one.

The need for school counselors is on the rise as schools recognize the importance of mental health and well-being for academic success. With a master’s degree from UHCL, you’ll be in high demand for a career that offers a competitive salary and the deep satisfaction of knowing you are making a difference. Launch a career where you can empower the next generation with the skills you learn in our graduate program.",https://www.uhcl.edu/academics/degrees/school-counseling-ms,The School Counseling M.S. degree program at UHCL is accredited by the Council for Accreditation of Counseling and Related Educational Programs (CACREP). This prestigious accreditation signifies that our program meets the highest standards of academic and professional excellence in the field of counseling.,Master of Arts in Counselor Education/School Counseling and Guidance Services,https://www.uhcl.edu/academics/degrees/school-counseling-ms,M.S.
,,,,Master of Arts in Early Childhood Education and Teaching,https://coe.uga.edu/academics/graduate/,
"Business Analytics, Cybersecurity Management, Energy Management, Environmental Management, Finance, Human Resource Management, Leadership, Management of Technology-Leadership, Marketing, Sustainability, Women and Leadership, General M.B.A.","For business professionals looking to improve their career trajectory, the Master of Business Administration from the University of Houston-Clear Lake College of Business offers a high-quality education in a dynamic and supportive learning environment. The M.B.A. program has been developed to meet the needs of current and future business leaders in a fast-paced, highly competitive, and ever-changing global environment. Our graduates gain broad-based, cross-functional business knowledge with the ability to manage and lead organizations effectively.",https://www.uhcl.edu/academics/degrees/business-administration-mba,The College of Business is accredited by the Association to Advance Collegiate Schools of Business (AACSB) International. This distinction is held by less than 5 percent of business schools worldwide.,Master of Business Administration,https://www.uhcl.edu/academics/degrees/,Masters
,"The University of Houston-Clear Lake’s Master of Science in Accounting program offers the academic preparation necessary for you to pursue a professional career in accounting. This 30-hour program can be completed online or face-to-face, or a combination of both. Core coursework will cover relevant subject matter that includes accounting information systems, financial accounting theory and research, auditing, and accounting ethics. The program is specifically designed to satisfy the educational requirements of the Texas State Board of Public Accountancy for both the Certified Public Accountant (CPA) and the Certified Management Accountant (CMA) examinations.",https://www.uhcl.edu/academics/degrees/accounting-ms,"The College of Business is accredited by the Association to Advance Collegiate Schools of Business (AACSB) International. This is a globally recognized, hallmark of excellence for business schools.",Master of Science in Accounting,https://www.uhcl.edu/academics/degrees/accounting-ms,Masters
