Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsRecommendationSystemOpted,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url,error
,,,,False,False,False,False,False,False,,,none,Master of Arts in English,The official university website for the University of Central Missouri is https://www.ucmo.edu/.,
,,,,,,,,,,,,error,Master of Arts in History,The official university website for the University of Central Missouri is https://www.ucmo.edu/.,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Master of Arts in Mass Communication,The official university website for the University of Central Missouri is https://www.ucmo.edu/.,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Master of Arts in Music,The official university website for the University of Central Missouri is https://www.ucmo.edu/.,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Master of Arts in Sociology,https://www.ucmo.edu/about/university-leadership/board-of-governors/meeting-schedule-and-information/documents/2013-meetings/2013march21-meet.pdf,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Master of Arts in Speech Communication,The official university website for the University of Central Missouri is https://www.ucmo.edu/.,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Master of Arts in Teaching English as a Second Language,The official university website for the University of Central Missouri is https://www.ucmo.edu/.,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Master of Arts in Theatre,The official university website for the University of Central Missouri is https://www.ucmo.edu/.,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Master of Science in Social Gerontology,The official university website for the University of Central Missouri is https://www.ucmo.edu/.,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Graduate Certificate in Social Gerontology,https://www.ucmo.edu/harmon-college-of-business-and-professional-studies/department-of-human-services/,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
