Concentration name,description,program website url,Accreditation status,Program name,Program Page url,Level
Aerodynamics; Aerospace Systems; Astrodynamics and Space Applications; Autonomy and Control; Propulsion; Structures and Materials,"The Doctor of Philosophy degree is the highest degree offered by the School of Aeronautics and Astronautics. It is awarded to students who have demonstrated proficiency in their field of study and the ability to conduct independent research that results in an original and significant contribution to knowledge in the field. To earn a PhD, a student must complete a rigorous program of coursework, pass the qualifying and comprehensive examinations, and successfully defend a dissertation that makes a significant contribution to the field.",https://engineering.purdue.edu/AAE/academics/graduate/phd,,Doctor of Philosophy in Aeronautics and Astronautics,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global.",
Ecological Sciences and Engineering,"Our Agricultural and Biological Engineering graduate program is ranked #1 in the country by US News and World Report. Our graduate program allows you to customize your coursework and research to fit your career goals and interests. Research is conducted in areas such as machine systems, fluid power, sensors and control, hydrology and water quality, ecological engineering, food processing, bioprocessing, renewable energy, and biological engineering. Many of our students are co-advised by faculty in other departments such as Mechanical Engineering, Electrical and Computer Engineering, Civil Engineering, Environmental and Ecological Engineering, Chemical Engineering, Agronomy, Horticulture, Food Science, Forestry and Natural Resources, and Earth and Atmospheric Sciences. Our graduate students are fully funded on research assistantships, teaching assistantships, or fellowships. Our PhD graduates go on to work in industry, academia, and government.",http://www.purdue.edu/abe,,Doctor of Philosophy in Agricultural and Biological Engineering,https://www.purdue.edu/academics/ogsps/admissions/gradrequirements/westlafayette/agricultural-and-biological-engineering/,
,"The Ph.D. program in Agricultural Economics at Purdue University is designed to produce economists with high-level skills in economic theory and quantitative analysis who can address problems in agriculture and the environment. Graduates of the program are well prepared for careers in research, teaching, and policy analysis.",https://ag.purdue.edu/department/agecon/graduate-programs/phd-program/index.html,,Doctor of Philosophy in Agricultural Economics,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global.",
,"The Department of Agricultural Sciences Education and Communication (ASEC) offers graduate programs leading to the Master of Science (MS) and Doctor of Philosophy (PhD) degrees. The mission of the graduate program in Agricultural Sciences Education and Communication is to prepare students to be effective educators, researchers, and leaders in the fields of agricultural education, communication, and leadership. The Ph.D. program is designed to develop the students’ ability to perform independent research and to prepare them for positions in academia, industry, or government. Students will develop a deep understanding of the research process and will be able to apply research methods to solve complex problems in agricultural sciences education and communication.",https://ag.purdue.edu/department/asec/asec-grad-program/phd.html,,Doctor of Philosophy in Agricultural Sciences Education and Communication,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global.",
Ecological Sciences and Engineering,"The Department of Agronomy offers graduate programs leading to the Master of Science (MS) and Doctor of Philosophy (PhD) degrees. Our program provides students with the opportunity to conduct research in various fields including crop science, soil science, and atmospheric science. The goal of our graduate program is to prepare students for careers in research, teaching, extension, and industry by providing them with a strong foundation in their chosen field and the skills necessary to conduct independent research.",https://ag.purdue.edu/department/agry/graduate/index.html,,Doctor of Philosophy in Agronomy,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global.",
,"The American Studies Program at Purdue University is one of the oldest in the country, but our approach is decidedly contemporary. At Purdue, American Studies is an interdisciplinary program that draws on more than 100 faculty from across the university. Our graduate students are challenged to cross boundaries and make connections as they examine the American experience in a global context. We offer a MA and a PhD, as well as a graduate certificate. Students in the PhD program work with a primary and secondary research cluster, focusing on areas such as Transnationalism, Migration, and Ethno-racial Identities; Science, Technology, and Environment; Human Rights, Social Justice, and Social Movements; and Cultural Production and Performance.",https://www.cla.purdue.edu/academic/american-studies/index.html,,Doctor of Philosophy in American Studies,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global.",
,"The Department of Animal Sciences graduate program offers programs leading to the Master of Science (M.S.) and Doctor of Philosophy (Ph.D.) degrees. Programs are designed to prepare students for careers in research, teaching, extension, or management. Research programs are available in the following areas: Animal Breeding and Genetics, Animal Health and Food Safety, Ethology and Welfare, Meat Science and Muscle Biology, Monogastric Nutrition, Physiology, and Ruminant Nutrition.",https://www.purdue.edu/gradschool/prospective/gradprograms/animal-sciences.html,,Doctor of Philosophy in Animal Science,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global.",
,,,,Doctor of Philosophy in Animal Science with a Concentration in Cancer Research,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global.",
Ecological and Environmental Anthropology; Health and Well-being; Power and Social Justice,"The Department of Anthropology at Purdue University is a holistic department with a focus on preparing students for professional careers in academic and non-academic settings. The graduate program is designed around three main focal areas: Ecological and Environmental Anthropology, Health and Well-being, and Power and Social Justice. Research in the department spans the subfields of socio-cultural, biological, archaeological, and linguistic anthropology. The PhD program is designed to provide students with the theoretical and methodological skills necessary to conduct independent research and to pursue careers in academia, government, or the private sector.",https://www.purdue.edu/gradschool/prospective/gradprograms/university-catalog/liberal-arts/anthropology.html,,Doctor of Philosophy in Anthropology,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global.",
Gerontology,The Department of Anthropology and the Center on Aging and the Life Course offer a dual-title PhD in Anthropology and Gerontology. This program provides doctoral students with a strong background in anthropology and a comprehensive understanding of aging and its impact on individuals and society. It is designed to prepare students for careers in research and teaching in gerontology and related fields.,https://www.purdue.edu/gradschool/admissions/programs/west-lafayette/anthropology.html,,Doctor of Philosophy in Anthropology with a Concentration in Gerontology,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global.",
