QsWorldRanking,School,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,Term,LiveDate,DeadlineDate,Fees,AverageScholarshipAmount,CostPerCredit,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,Program duration,Tuition fee,Program name,Program Page url
,W. P. Carey School of Business,,4.0,3.0,,Fall,,,,,,,,Merit-based,9 months,,Master of Accountancy in Accountancy and Data Analytics,https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
,W. P. Carey School of Business,,4.0,3.0,,Fall,,January 2,,,,,100%,Assistantships (includes stipend and tuition waiver),84 credit hours,,PhD in Accountancy,https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
,W. P. Carey School of Business,,4.0,3.0,,"Fall, Spring",,,,,,,,,15 credit hours,,"Graduate Certificate in AI, Analytics and FinTech Innovation",https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
,Mary Lou Fulton Teachers College,,4.0,3.0,,"Fall, Spring, Summer",,July 23,,,,,,,,,Graduate Certificate in Applied Behavior Analysis,https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
,Ira A. Fulton Schools of Engineering,,4.0,3.0,,Fall,,December 1,,,,,,,30 credit hours,,Master of Science in Artificial Intelligence Engineering (Computing Sciences),https://www.emerald.com/bij/article/32/6/2330/1252566/Process-supply-chain-integration-construct
,College of Engineering,2.0,4.0,3.0,,Fall,,February 1st,,,,,,"Teaching Assistantships, Research Assistantships, Graduate Assistantships, Tuition Waivers",Seven years,,PhD in Artificial Intelligence,https://www.csulb.edu/sites/default/files/2024/documents/2023_Joint%20PhD%20Handbook.pdf
,Edson College of Nursing and Health Innovation,,4.0,3.0,,Fall,,July 1,,,,,,,15 credit hours,,Graduate Certificate in Assessment of Integrative Health Modalities,https://degrees.apps.asu.edu/masters-phd/major/ASU00/PPSWGGRCH/assessment-of-integrative-health-modalities-graduate-certificate?init=false&nopassive=true
,School of Complex Adaptive Systems,,4.0,3.0,,"Fall, Spring, Summer",,,"$26,850",,895,,,,30 credit hours,$895 per credit hour,Master of Science in Biomimicry,https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
,College of Health Solutions,,4.0,3.0,,"Fall, Spring",,July 1,,,,,,,30 credit hours,,Master of Science in Biomedical Diagnostics,https://graduation.asu.edu/sites/g/files/litvpz3431/files/fall2014-all-pages-web-030515.pdf
,College of Global Futures,,4.0,3.0,,Fall,,January 15,,,,,,,30 credit hours,,Master of Science in Complex Systems Science,https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
,College of Engineering,,4.0,3.0,,"Fall, Spring",,,"$16,364/Year",,$420,,,,2 years,"$16,364/Year",Master of Science in Computer Science,https://www.csulb.edu/college-of-engineering/master-of-science-computer-science
,Ira A. Fulton Schools of Engineering,,4.0,3.0,,"Fall, Spring",,,,,,,,,30 credit hours,,Master of Science in Computer Science (Cybersecurity),https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
1201-1400,College of Engineering,,4.0,3.0,,Fall,"October 1, 2025","January 15, 2026","$4,514/Semester",,$396,,,Merit-based,,"$4,514/Semester",PhD in Computer Science,https://www.csulb.edu/college-of-engineering/undergraduate-programs-0
,College of Engineering,,4.0,3.0,,"Fall, Spring","September 1, 2025","December 1, 2025",,,,,,,,"$37,044/Year",PhD in Computer Science (Cybersecurity),https://www.csulb.edu/college-of-engineering/computer-engineering-computer-science/page/dr-bo-fu
200,College of Integrative Sciences and Arts,,4.0,3.0,,Fall,,December 1,"$27,518/Year",,,,,"Fellowships, scholarships, research or teaching assistantships",101 credit hours,"$27,518/Year",PhD in Counseling Psychology,https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
,Mary Lou Fulton Teachers College,,4.0,3.0,,"Fall, Spring",,,,,,,,,30 credit hours,,Master of Education in Global Education,https://www.calstatela.edu/coe/degrees-and-credentials
,College of Natural Sciences and Mathematics (CSULB) and School of Sustainability (ASU),,4.0,3.0,,Fall,,,,,,,,,1 year,,Master of Science in Global Sustainability Science,https://www.csulb.edu/news/article/csulbs-first-sustainability-masters-grads-are-already-making-an-impact
179,School for the Future of Innovation in Society,,4.0,3.0,,"Fall, Spring","September 1, 2025","July 1, 2026","$34,000/Year",,,,,,30 credit hours,"$34,000/Year",Master of Science in Global Technology and Development,https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
,School of the Future of Innovation in Society,,4.0,3.0,,Fall,,December 1,,,,,,,30 credit hours,,Master of Science in Global Technology and Development (Applied International Development),https://www.csulb.edu/college-of-liberal-arts/international-studies/dr-richard-marcus
,College of Health Solutions,,4.0,3.0,,"Fall, Spring",,,,,,,,,30 credit hours,,Master of Science in Health Informatics,https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
,College of Education,,4.0,3.0,,Summer,October 1,February 1,"$5,919/Semester",,,,,,3 years,"$5,919/Semester",Doctor of Education in Leadership and Innovation,https://www.csulb.edu/college-of-education/educational-doctorate-educational-leadership
,Mary Lou Fulton Teachers College,,4.0,3.0,,"Fall, Spring, Summer",,,,,,,,,30 credit hours,,Master of Education in Learning Design and Technologies,https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
,Mary Lou Fulton Teachers College,,,3.0,,"Fall, Spring",,July 1,,,,,,,30 credit hours,,Master of Arts in Education,https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
,,,,,,,,,,,,,,,,,Master of Arts in Education (Autism and Developmental Disabilities),https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
,College of Education,,4.0,2.85,,Fall,,,"$4,432/Semester",,,,,Merit-based and Need-based,2 years,"$4,432/Semester",Master of Arts in Education (Educating Multilingual Learners),https://www.csulb.edu/college-of-education/assessment-office/dual-language-development
,The College of Liberal Arts and Sciences,,4.0,3.0,,Fall,,January 15,,,,,,,30 credit hours,,Master of Arts in Spanish,https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
200,Mary Lou Fulton Teachers College,,4.0,3.0,,"Fall, Spring",,Rolling,,,,,,,,,Master of Arts in Special Education (Autism Spectrum Disorders),https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
,Mary Lou Fulton Teachers College,,,3.0,,"Fall, Spring",,,,,,,,,30 credit hours,,Master of Education in Early Childhood Education,https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
200,Mary Lou Fulton Teachers College,,4.0,3.0,,"Fall, Spring, Summer",,,$543 per credit hour,,543,,,,30 credit hours,"$16,290",Master of Education in Gifted Education,https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
,Mary Lou Fulton Teachers College,,4.0,3.0,,Fall,,January 15,,,,,,,30 credit hours,,Master of Science in Applied Behavior Analysis,https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
,The Sidney Poitier New American Film School,,4.0,3.0,,Fall,,December 15,,,,,,,30 credit hours,,Master of Arts in Narrative and Emerging Media,https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
,,,,,,,,,,,,,,,,,PhD in Applied Behavior Analysis,https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
,Mary Lou Fulton Teachers College,,4.0,3.0,,Fall,,December 1,,,,,,,84 credit hours,,PhD in Educational Psychology,https://www.csulb.edu/college-of-education/school-psychology/school-psychology-program-description
,Mary Lou Fulton Teachers College,,4.0,3.0,,Fall,,December 1,,,,,,Mary Lou Fulton Teachers College Fellowship,84 credit hours,,PhD in Educational Studies (Special Education),https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
,College of Education,,4.0,3.0,,Fall,October 1,January 15,"$4,572/Semester",,$396,,,Merit-based and Need-based,3 years,"$4,572/Semester",PhD in School Psychology,https://www.csulb.edu/college-of-education/school-psychology
,Watts College of Public Service and Community Solutions,,4.0,3.0,,"Fall, Spring",,,,,,,,,33 credit hours,,Master of Science in Program Evaluation and Data Analytics,https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
,College of Global Futures,,4.0,3.0,,Fall,,,,,,,,,30 credit hours,,Master of Science in Public Interest Technology,https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
,Ira A. Fulton Schools of Engineering,,4.0,3.0,,"Fall, Spring","September 1, 2025","August 1, 2026","$31,232/Year",,,,,,30 credit hours,"$31,232/Year",Master of Science in Software Engineering,https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
,Mary Lou Fulton Teachers College,,4.0,3.0,,"Fall, Spring, Summer",,,,,,,,,30 credit hours,,Master of Arts in Special Education (Applied Behavior Analysis),https://degrees.apps.asu.edu/masters-phd?init=false&nopassive=true
,College of Global Futures,,4.0,3.0,,Fall,,January 15,,,,,,,30 credit hours,,Master of Science in Sustainable Food Systems,https://www.csulb.edu/sites/default/files/2023/documents/Madeline%20Haber%20Poster.pdf
