Concentration name,description,program website url,Accreditation status,Program name,Program Page url,Level
,"Kent State University’s Master of Science in Athletic Training (MSAT) program provides a comprehensive professional education in athletic training. Our program is designed to develop athletic trainers that are reflective, skilled, and professional practitioners. The program features a rigorous curriculum, hands-on immersive clinical experiences, and an applied research project, providing you with the skills and knowledge to excel in diverse healthcare settings. This program is accredited by the Commission on Accreditation of Athletic Training Education (CAATE) and prepares graduates to be eligible for the Board of Certification (BOC) exam.

The Master of Science in Athletic Training (MSAT) program at Kent State University provides students with a dynamic, immersive learning environment. Here’s what sets our program apart:
*   Comprehensive Curriculum: Our curriculum integrates foundational sciences, clinical skills, and evidence-based practices to ensure you gain a holistic understanding of athletic training.
*   Immersive Clinical Experiences: Gain hands-on experience in diverse clinical settings, including intercollegiate athletics, high schools, outpatient clinics, and physician offices. You’ll work alongside experienced clinicians and apply classroom knowledge to real-world scenarios.
*   Expert Faculty: Learn from dedicated faculty members who are experts in their fields, committed to your academic and professional growth.
*   Research Opportunities: Engage in applied research projects, contributing to the advancement of athletic training knowledge and developing critical inquiry skills.
*   Professional Development: Our program emphasizes professional ethics, interprofessional collaboration, and leadership development, preparing you for a successful career in healthcare.

Upon completion of the Master of Science in Athletic Training program, graduates will be able to:
*   Demonstrate competence in foundational and advanced athletic training knowledge and skills.
*   Apply evidence-based practice principles to clinical decision-making.
*   Exhibit professional behaviors and ethical conduct in all aspects of practice.
*   Collaborate effectively with healthcare professionals and patients.
*   Critically evaluate research and integrate findings into clinical practice.",https://www.kent.edu/ehhs/hs/attr/athletic-training-ms,Accredited by the Commission on Accreditation of Athletic Training Education (CAATE),Master of Science in Athletic Training,https://www.kent.edu/ehhs/hs/attr/athletic-training-ms,
,"The Doctor of Audiology (Au.D.) program is a four-year post-baccalaureate professional degree. The curriculum is delivered over 10 semesters (fall, spring, summer) and includes extensive clinical experiences. Graduates of the Au.D. program will possess the knowledge and skills necessary to serve the hearing and balance needs of the public across the lifespan and to obtain professional licensure and certification.",https://www.kent.edu/communication/audiology,"The Doctor of Audiology (Au.D.) program at Kent State University is accredited by the Council on Academic Accreditation in Audiology and Speech-Language Pathology (CAA) of the American Speech-Language-Hearing Association (ASHA), 2200 Research Boulevard #310, Rockville, Maryland 20850, 800-498-2071 or 301-296-5700.",Doctor of Audiology (Au.D.),https://www.youtube.com/watch?v=-nM7cZd9vAg,
,"The Master of Arts (M.A.) in Audiology program provides education and training necessary for future audiologists to enter the profession. Students gain knowledge in areas such as anatomy and physiology of the auditory and vestibular systems, psychoacoustics, diagnostic audiology, amplification and aural rehabilitation, implantable devices, professional issues, research methods, and statistics. Through clinical experiences in the Kent State University Speech and Hearing Clinic and other regional sites, students develop clinical skills in various areas of audiology practice, including diagnostic and rehabilitative audiology across the lifespan. Graduates of the program will be prepared to work in a variety of clinical settings, including hospitals, private practices, schools, and university clinics. The program also prepares students for further doctoral study, specifically the Doctor of Audiology (Au.D.) degree. The M.A. in Audiology program is designed to provide students with a strong foundation in audiological theory and practice, preparing them for successful careers as audiologists and for continued professional growth and development.",https://catalog.kent.edu/colleges/eh/hs/audiology-ma/,"The Master of Arts (M.A.) education program in audiology at Kent State University is accredited by the Council on Academic Accreditation in Audiology and Speech-Language Pathology (CAA) of the American Speech-Language-Hearing Association, 2200 Research Boulevard, #310, Rockville, MD 20850, 800-498-2071 or 301-296-5700.",Master of Arts in Audiology,https://catalog.kent.edu/colleges/eh/hs/audiology-ma/,Master of Arts
,"The Doctor of Audiology (Au.D.) program at the University of Kansas Medical Center is designed to educate professionals to diagnose, treat and manage individuals with hearing and balance disorders. The curriculum integrates basic science with clinical knowledge and experience to provide the education necessary for a clinical career in audiology. Graduates of the KU Au.D. program are eligible for national certification and state licensure in audiology. They are prepared to work in a variety of settings including hospitals, private practices, schools, universities, industry, and government agencies.",,"The Clinical Doctorate (Au.D.) education program in audiology at the University of Kansas Medical Center is accredited by the Council on Academic Accreditation in Audiology and Speech-Language Pathology (CAA) of the American Speech-Language-Hearing Association, 2200 Research Boulevard #310, Rockville, MD 20850, 800-498-2071 or 301-296-5700.",Doctor of Philosophy in Audiology,https://www.kumc.edu/school-of-health-professions/academics/departments/hearing-and-speech/academics/audiology-degrees/clinical-doctor-in-audiology-(au.d.)/curriculum-and-degree-requirements.html,
,"The Autism Spectrum Disorders post-baccalaureate certificate program provides individuals with an in-depth understanding of autism spectrum disorders (ASD) across the lifespan. The certificate focuses on diagnostic characteristics, assessment, evidenced-based intervention strategies and challenges faced by individuals with ASD and their families.",https://catalog.kent.edu/programs/autism-spectrum-disorders-certificate-post-baccalaureate/,,Graduate Certificate in Autism Spectrum Disorders,https://catalog.kent.edu/programs/,
,"The Master of Science in Accounting (M.S.A.) degree prepares students for accounting careers in public accounting, industry, government and non-profit organizations. The program provides the advanced knowledge necessary for students to develop competencies in professional accounting and fulfill the educational requirements to sit for the CPA exam in Ohio and many other states. The curriculum balances applied accounting topics with professional skills development (e.g., communication, critical thinking, problem solving) to meet the evolving demands of the accounting profession.",https://catalog.kent.edu/colleges/be/acct/accounting-msa/,,Master of Science in Accounting (M.S.A.),https://catalog.kent.edu/colleges/be/acct/accounting-msa/,
,"The Accounting Analytics Graduate Certificate offers students an understanding of accounting analytics, forensic accounting and data analysis, with a focus on real-world application, while simultaneously developing valuable career skills such as critical thinking, professional skepticism, written and oral communication, teamwork and decision-making. Students develop the ability to apply techniques used to evaluate and analyze data to improve business decision-making, detect fraud and communicate findings. Students also gain hands-on experience using different types of software and tools to analyze accounting data and apply data visualization techniques. The certificate is especially valuable for accounting professionals seeking to update their analytics skills, for professionals seeking to transition to an accounting analytics role and for international students who desire to enhance their understanding of data analytics. The certificate is offered primarily online.",https://catalog.kent.edu/programs/accounting-analytics-gc/,,Graduate Certificate in Accounting Analytics,https://catalog.kent.edu/programs/,Certificate
,,,,Graduate Certificate in Accounting Fundamentals,https://online.uconn.edu/programs/accounting-fundamentals/,
,"The Master of Science in Accounting, Business Technology and Analytics (MS-ABTA) degree program provides students with the advanced accounting and analytical skills necessary for careers in accounting, including public accounting, industry, government and not-for-profit organizations. The program trains students to utilize data analytics and business technologies in accounting decision-making. Through this program, students develop expertise in accounting, business analysis, business intelligence, data management and data analytics. This program fulfills the 150-semester hour education requirement for CPA licensure in Ohio and many other states.",https://catalog.kent.edu/colleges/be/acct/accounting-business-technology-analytics-ms/,,"Master of Science in Accounting, Business Technology and Analytics",https://catalog.kent.edu/colleges/be/acct/accounting-business-technology-analytics-ms/,
,"The three-year Master of Fine Arts in Acting program at Kent State University is a rigorous, demanding program designed to prepare talented and dedicated individuals for professional careers in theatre, film, and television. A small cohort of highly selective graduate students work with our internationally recognized faculty in a vibrant and supportive atmosphere that fosters both artistic and personal growth. Our approach to training is rooted in Stanislavski-based techniques, but also includes a diverse palette of contemporary and classical acting methods and pedagogies. We are proud to be members of the University/Resident Theatre Association (U/RTA) and The National Alliance of Acting Teachers. Through an intensive array of classes, productions, and workshops, students will hone their skills in voice, speech, movement, stage combat, acting for the camera, Shakespeare, and other relevant areas. The program culminates in a New York City showcase, providing students with direct exposure to industry professionals. Our alumni have gone on to perform on Broadway, off-Broadway, in regional theatres, and in film and television roles. Many have also become successful educators and theatre practitioners.",https://www.kent.edu/theatredance/acting-mfa,,Master of Fine Arts in Acting,https://www.kent.edu/theatredance/acting-mfa,
