QsWorldRanking,School,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,Term,LiveDate,DeadlineDate,Fees,AverageScholarshipAmount,CostPerCredit,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,Program duration,Tuition fee,Program name,Program Page url
1001-1200 (globally) / 84 (U.S.) for 2024,"School of Health Sciences, College of Education, Health and Human Services",,4.0,3.0,,Fall,July 1,"March 1 for priority consideration, August 1 for final consideration","23170/Year (Non-Ohio Resident, estimated based on 2 semesters of full-time tuition and general fees for 2023-2024)",,"1286.90/Credit Hour (Non-Ohio Resident, for 1-8 credit hours including general fee for 2023-2024)",,,"Assistantships (Teaching, Research, Administrative), University/College/Departmental Scholarships and Grants","2 years (6 semesters, including 2 summers)","23170/Year (Non-Ohio Resident, estimated based on 2 semesters of full-time tuition and general fees for 2023-2024)",Master of Science in Athletic Training,https://www.kent.edu/ehhs/hs/attr/athletic-training-ms
,School of Speech Pathology and Audiology,,4.0,3.0,,Fall,early July 2025,"February 1, 2026",,,Ohio Resident: $665.50/credit hour; Non-Ohio Resident: $1340.00/credit hour (2023-2024 academic year),,,"Graduate Assistantships (with tuition waivers), Departmental Scholarships, University Fellowship, Diversity Fellowships, Kent State University Grants, Travel Grants",Four years (full-time),,Doctor of Audiology (Au.D.),https://www.youtube.com/watch?v=-nM7cZd9vAg
,School of Health Sciences,,4.0,3.0,,Fall,,January 15,"Estimated $18,487.50/Year (Non-Ohio Resident, for 15 credits per year)",,"Ohio Resident: $742.50/credit; Non-Ohio Resident: $1,232.50/credit; International: $1,241.50/credit",,,"Graduate Assistantships (Teaching, Research, Administrative), Scholarships, Fellowships",Minimum 30 credit hours,"Estimated $18,487.50/Year (Non-Ohio Resident, for 15 credits per year)",Master of Arts in Audiology,https://catalog.kent.edu/colleges/eh/hs/audiology-ma/
801-850,College of Arts and Sciences,0.0,,3.25,,Fall,,December 1,"Ohio Resident: $7,629.00/semester; Non-Resident: $12,794.00/semester (2023-2024 rates)",,Ohio Resident: $847.30/credit hour; Non-Resident: $1421.20/credit hour (2023-2024 rates),,,"Graduate Assistantships (Teaching, Research), Graduate Fellowships, Scholarships",4-5 years of full-time study,"Ohio Resident: $7,629.00/semester; Non-Resident: $12,794.00/semester (2023-2024 rates)",Doctor of Philosophy in Audiology,https://www.kumc.edu/school-of-health-professions/academics/departments/hearing-and-speech/academics/audiology-degrees/clinical-doctor-in-audiology-(au.d.)/curriculum-and-degree-requirements.html
Top 700 worldwide (QS 2024),School of Lifespan Development and Educational Sciences,,4.0,3.0,,Fall,,,13638.0,,"Ohio Resident: $687.40/credit hour; Non-Ohio Resident: $1,136.50/credit hour (estimated for AY 2024-2025, includes tuition and fees)",,,"Merit-based, Assistantships (Teaching, Research, Administrative), Fellowships",,,Graduate Certificate in Autism Spectrum Disorders,https://catalog.kent.edu/programs/
Among the top 700 universities globally (2023-2024),College of Business and Entrepreneurship,0.0,4.0,3.0,,"Fall, Spring",,,"Ohio Residents: $18,255 (for 30 credits); Non-Ohio Residents: $31,737 (for 30 credits)",,"Ohio Resident: $608.50; Non-Ohio Resident: $1,057.90","$6,500 - $18,000 (stipends for graduate assistantships)",,"Graduate Assistantships (includes tuition waiver), Dean's Fellowships, Research Fellowships",1 year (full-time),"Ohio Residents: $18,255 (for 30 credits); Non-Ohio Residents: $31,737 (for 30 credits)",Master of Science in Accounting (M.S.A.),https://catalog.kent.edu/colleges/be/acct/accounting-msa/
,Ambassador Crawford College of Business and Entrepreneurship,1.0,4.0,3.0,85.4%,"Fall, Spring, Summer",,,"Ohio Resident: $8,983.20 (total for 12 credits), Non-Ohio Resident: $16,301.40 (total for 12 credits)",,"Ohio Resident: $748.60/credit hour, Non-Ohio Resident: $1,358.45/credit hour",,,"Merit-based, Need-based, Departmental, Graduate Assistantships, Fellowships",,"Ohio Resident: $8,983.20 (total for 12 credits), Non-Ohio Resident: $16,301.40 (total for 12 credits)",Graduate Certificate in Accounting Analytics,https://catalog.kent.edu/programs/
,,,,,,,,,,,,,,,,,Graduate Certificate in Accounting Fundamentals,https://online.uconn.edu/programs/accounting-fundamentals/
,"Department of Accounting, College of Business Administration",,4.0,3.0,,"Fall, Spring",,,12210/Year,,603/Credit Hour,,,"Graduate Assistantships, Departmental Scholarships",,12210/Year,"Master of Science in Accounting, Business Technology and Analytics",https://catalog.kent.edu/colleges/be/acct/accounting-business-technology-analytics-ms/
801-1000,Department of Theatre and Dance,,4.0,3.0,,Fall,,,,,,,"100% (for tuition, via assistantship)","Teaching Assistantship (TA), Graduate Assistantship (GA)",3 years,,Master of Fine Arts in Acting,https://www.kent.edu/theatredance/acting-mfa
