Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsRecommendationSystemOpted,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url,error
Required,Required,"To be considered for admission, you should have a bachelor's degree in accounting from a U.S. school. If you have a business degree from a U.S. school but not in accounting, you may be required to complete additional coursework. We do not require work experience for admission.",Not Required,False,True,,True,False,False,,,program,Accounting MS,https://www.buffalo.edu/grad/explore/about/programs.html,
Required,Required,"Applicants must submit an online application and then will be emailed a link to a Status Portal to submit supporting documents. Required documents include a personal statement and a resume. Transcripts from every college/university attended are required. For the application review process, official transcripts are needed from where the bachelor's degree in nursing was obtained and a master's degree, if applicable. The Post-MS to DNP Program is not designed to educate nurse practitioners in a new specialty area. Applicants must already hold national certification in the specialty area to which they are applying. [1]",,True,False,True,False,False,False,,,program,Adult/Gerontology Nurse Practitioner (Post-MS) DNP,https://www.buffalo.edu/grad/explore/about/programs.html,
Required,Required,"Prospective students for the Doctor of Nursing Practice (DNP) program must hold a bachelor's or master's degree in nursing. A grade point average of 3.0 or higher is preferred, along with a current New York State RN license. Applicants are required to have completed an undergraduate-level statistics course. The application also necessitates a written statement of professional and educational goals, a resume, and for those whose native language is not English, a satisfactory score on the TOEFL exam. Three letters of recommendation are also mandatory. Notably, GRE scores are not required for admission.",Not Required,True,False,,False,False,False,,,program,Adult/Gerontology Nurse Practitioner DNP,https://www.buffalo.edu/grad/explore/about/programs.html,
Required,Required,"Prospective students who wish to pursue this certificate and are not currently enrolled in or applying to another SEAS graduate program at UB should provide transcripts from all prior institutions, along with a personal statement, resume, and one letter of recommendation. [1] All other applicants (e.g., applicants who wish to earn the advanced certificate without enrolling in one of the related graduate degree programs or applicants from other departments) must meet the following admission requirements: A baccalaureate degree in engineering or a related technical field. A minimum grade point average of 3.0 (on a scale of 4.0) for all undergraduate work taken during the last two years of the applicant's studies. [1]",Not Required,True,False,Required,True,False,False,,,program,Advanced Manufacturing Advanced Certificate,https://www.buffalo.edu/grad/explore/about/programs.html,
Required,Required,"Students who wish to apply to the Aerospace Engineering MS must provide the following materials: an online application form, a non-refundable application fee of $100, copies of transcripts for all post-secondary schoolwork, a Statement of Purpose, a Resume/CV, and two letters of recommendation. Master's applicants are only required to submit GRE scores if their bachelor's degree was obtained from a non-US institute; otherwise, GRE scores are optional. [15]",Not Required,False,True,True,True,False,False,,,program,Aerospace Engineering MS,https://www.buffalo.edu/grad/explore/about/programs.html,
,,,,,,,False,False,False,,,institute,Aerospace Engineering PhD,https://www.buffalo.edu/grad/explore/about/programs.html,
,,"The Graduate Affordable Housing Advanced Certificate is designed for individuals with an earned bachelor's degree and interested in gaining further knowledge about issues facing affordable housing in the United States. In the U. S., the pervasiveness of affordability problems among lower-income renters is primarily due to the shortage of appropriately priced housing and the low and decreasing incomes of renters.",,True,False,,False,False,False,,,program,Affordable Housing Advanced Certificate,https://www.buffalo.edu/grad/explore/about/programs.html,
Required,Required,A student interested in pursuing a master's degree in American Studies must first apply for admission to the Graduate School and satisfy the school's minimum requirements as stated in the catalog. [3] The University at Buffalo requires an undergraduate GPA of 3.0 or higher. [8] Applications must include a statement of purpose that explains the specific academic interest in the program. [3] Applicants must also address one or more explicit aspects of American culture that they would like to pursue. [3] The application must include a writing sample (approximately 15 pages) and letters of recommendation from evaluators who can speak to the candidates' academic potential. [3] A total of 32 credits are required for the MA degree in American Studies. [9],Required,True,False,,False,False,False,,,program,American Studies MA,https://www.buffalo.edu/grad/explore/about/programs.html,
Required,Required,"The following supporting materials must be included as part of the online application: Unofficial Academic Transcripts, 3 Letters of Recommendation, 1-2 Page Personal Statement, 10-15 Page Academic Writing Sample, Curriculum Vitae or Resume. [9] The University at Buffalo requires an undergraduate GPA of 3.0 or higher. [9]",Required,True,False,,False,False,False,,,program,American Studies PhD,https://www.buffalo.edu/grad/explore/about/programs.html,
Required,Required,"Applications to our graduate programs are evaluated on: Academic background; i.e. college coursework. A strong basic science background – chemistry, physics, math – is desirable, as is good performance in upper level biology courses. Personal statement and letters of recommendation. These provide a gauge of interest and commitment, as well as an additional indication of abilities. Research experience is a major plus because graduate training is very research-oriented, and so can be very different from one's undergraduate classroom experience. [7]",Not Required,True,False,,True,False,False,,,program,Anatomy and Cell Biology PhD,https://www.buffalo.edu/grad/explore/about/programs.html,
Required,Required,"Application requirements for the Anthropology and Law MA include: electronic transcripts with a minimum undergraduate GPA of 3.0, three letters of recommendation, a statement of purpose, a resume/CV, and a writing sample. [1, 4] Official transcripts are only required if you are admitted and enroll. [1]",Required,True,False,,False,False,False,,,program,Anthropology and Law MA,https://www.buffalo.edu/grad/explore/about/programs.html,
Not Required,Required,The combined BA/MA in anthropology-medical anthropology concentration program is an accelerated five-year track for students interested in pursuing careers in the health professions requiring an advanced degree. Anthropology majors who meet the eligibility requirements may apply to the MA in anthropology-medical anthropology concentration during the spring semester of their junior year.,Not Required,False,True,,False,False,False,,,program,Anthropology BA/MA,https://www.buffalo.edu/grad/explore/about/programs.html,
Required,Required,"A minimum undergraduate GPA of 3.0 is required. Applicants must provide scanned copies of transcripts from all institutions attended, with official transcripts required upon admission and enrollment. Additionally, three letters of recommendation are needed from individuals familiar with the applicant's academic or professional work. [5]",Not Required,True,False,,False,False,False,,,program,Anthropology MA,https://www.buffalo.edu/grad/explore/about/programs.html,
,,If you intend to get a PhD in Anthropology we encourage you to apply directly to the PhD program. Students who have been admitted to the MA program may subsequently wish to enter the doctoral program. Students who apply for the PhD must have retained at least a 3.2 GPA in their graduate coursework and fulfilled all MA requirements. [13],,False,False,,False,False,False,,,program,Anthropology PhD,https://www.buffalo.edu/grad/explore/about/programs.html,
,,"This certificate program will provide an intensive training on biostatistical methodology and data analysis skills. [7, 9] Upon completion, students will be equipped with statistical knowledge and programming techniques needed for analyzing data from a variety of sources such as clinical trials, observational studies and laboratory studies. [7, 9] This certificate program is targeted towards people who have already obtained their terminal degree (e.g., MD or PhD) and would like additional professional development outlets. [7, 9]",,True,False,,False,False,False,,,program,Applied Biostatistics Advanced Certificate,https://www.buffalo.edu/grad/explore/about/programs.html,
Required,Required,"To apply for the MS program, you'll need a Bachelor's degree (GPA of 3.0 or higher, with exceptions possible), a writing sample of approximately 2,500 words, a statement of purpose of 500 words or fewer, a resume or CV, and two letters of recommendation. [11] Proof of English proficiency is required for international applicants. [11] There is also a Symbolic Logic Requirement for the program. [4]",Required,True,False,,False,False,False,,,program,Applied Ontology MS,https://www.buffalo.edu/grad/explore/about/programs.html,
,,"This certificate is open to any MA or PhD student from any discipline, or students who hold a BA or BS and meet the general requirements for acceptance. [12] This program is open to any part-time or full-time student enrolled in any master's or doctoral degree program. [12] This program is officially registered with the New York State Education Department (SED). [12]",,True,False,False,False,False,False,,,program,Applied Statistical Analysis Advanced Certificate,https://www.buffalo.edu/grad/explore/about/programs.html,
,,,,True,False,,False,False,False,,,program,Architecture MArch,https://www.buffalo.edu/grad/explore/about/programs.html,
Not Required,Required,"A bachelor's degree or higher from a regionally accredited four-year US college or university, or an equivalent credential from a qualifying international institution, is all that is required. [4] There are no architectural or studio coursework prerequisites for the 3-year track. [4] Application requirements include a personal statement, reference letters, and a sample of creative work. [8]",Optional,True,False,True,True,False,False,,,program,Architecture MArch (3 Year Track),https://www.buffalo.edu/grad/explore/about/programs.html,
Required,Required,"For the dual MArch/MBA program, applicants must apply to and be accepted by both the School of Architecture and Planning and the School of Management. The general application requirements for the Master of Architecture (MArch) include a resume, a personal statement of 500 words or less, transcripts from all previous institutions, and a minimum of two letters of recommendation. [12] A portfolio of creative and design work is also a required component of the MArch application. [12] The Master of Business Administration (MBA) program recommends, but does not require, GMAT or GRE scores. [4] Additional requirements for the MBA program include recommendation letters, a writing sample, a statement of purpose, a résumé, and transcripts. [4] An exemption for the GMAT/GRE requirement for the MBA may be granted to candidates with a minimum of two years of full-time professional work experience and either a quantitative Bachelor of Science degree with a GPA of 2.75 or higher, an accredited bachelor's degree with a US GPA of 3.25 or higher, or a doctorate degree. [7]",Not Required,True,True,,False,False,False,,,program,Architecture MArch/Business Administration MBA,https://www.buffalo.edu/grad/explore/about/programs.html,
Required,Required,"Complete applications must include the following, uploaded to your online application: Official transcript(s) from every institution you have previously attended. Personal Statement: 5oo words or less describing your interests in planning and your aspirations for the MUP degree. Please be specific about influential courses, instructors, books, personal or professional experiences, and goals. Two recommendations (minimum). Resume that outlines your work and educational background and experiences. [2]",Not Required,True,True,False,True,False,False,,,program,Architecture MArch/Urban Planning MUP,https://www.buffalo.edu/grad/explore/about/programs.html,
,,,,False,False,False,False,False,False,,,none,Architecture MS,https://www.buffalo.edu/grad/explore/about/programs.html,
,,,,,,,,,,,,error,Arts Management MA,https://www.buffalo.edu/grad/explore/about/programs.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Behavioral Neuroscience PhD,https://www.buffalo.edu/grad/explore/about/programs.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Bilingual Education Advanced Certificate,https://www.buffalo.edu/grad/explore/about/programs.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
Not Required,Required,"Applicants must have a bachelor's degree in biochemistry, chemistry, or a biological science, including courses in general chemistry, organic chemistry, physical chemistry, and calculus. A minimum GPA of 3.0 is required. GRE General Test scores are not required. International applicants must demonstrate English proficiency with a minimum TOEFL score of 79, an IELTS score of 6.5, a PTE Academic score of 55, or a Cambridge English score of 180.",Not Required,True,False,,True,False,False,,,program,Biochemistry MS,https://www.buffalo.edu/grad/explore/about/programs.html,
,,,,,,,,,,,,error,Biochemistry PhD,https://www.buffalo.edu/grad/explore/about/programs.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,False,False,False,False,False,False,,,none,Bioinformatics and Biostatistics MS,https://www.buffalo.edu/grad/explore/about/programs.html,
,,,,,,,,,,,,error,Biological Sciences BA/MS,https://www.buffalo.edu/grad/explore/about/programs.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
