Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsRecommendationSystemOpted,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url,error
,,"Be a high school graduate or have a high school equivalency diploma (GED); Pass the entrance exam; Submit a completed application form; Provide proof of U.S. citizenship, permanent residency, or other legal status; Attend a personal interview with the Program Director; Be in good health and be able to perform all the essential functions of a sonographer; Prior to enrollment, prospective students must have completed a two-year allied health education program that is patient-care related. Examples include, but are not limited to, diagnostic medical sonographer, radiologic technologist, registered nurse, respiratory therapist, or medical assistant. All prerequisite coursework must be completed with a grade of C or better.",,True,False,False,False,False,False,,,program,Diagnostic Cardiac Sonography Certificate,https://aimseducation.edu/,
,,,,,,,,,,,,error,Cardiovascular Invasive Specialist Certificate,https://aimseducation.edu/cardiovascular-invasive-specialist,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"To be considered for admission, prospective students must meet the following general requirements: Be at least 18 years of age; Possess a high school diploma or its equivalent (GED); Submit an application for admission; Complete an admissions interview; Provide a valid, government-issued photo ID; Pass the entrance exam. In addition to the general admissions requirements, applicants to the Anesthesia Technologist program must also: Complete the AIMS Pre-Entrance Health Assessment Packet; Submit to a background check and drug screen; Meet all applicable program-specific requirements.",Not Required,True,False,False,False,False,False,,,program,Anesthesia Technician Certificate of Achievement,https://aimseducation.edu/,
Not Required,Not Required,"The admissions requirements are as follows:

*   Submit a completed application for admission.
*   Must have a high school diploma or its equivalent (i.e. GED – General Education Diploma).
*   Schedule a personal interview with an admissions representative.
*   Take and pass the entrance exam. *Students who have an associate’s degree or higher from an accredited institution are not required to take the entrance exam.*
*   Submit an official high school transcript or an official copy of the GED test scores. If an applicant has an associate’s degree or higher from an accredited institution, an official college transcript can be submitted in lieu of the high school transcript. All official transcripts must be sent directly to AIMS Education from the issuing institution.
*   Submit a completed Health (Physical) Examination Form.
*   Submit proof of immunization for measles, mumps, rubella, and varicella.
*   Submit a completed criminal background check with no disqualifying information.
*   Submit results of a 10-panel drug screening.",Not Required,True,False,False,True,False,False,,,program,Pharmacy Technician Certificate,https://aimseducation.edu/,
,,,,,,,,,,,,error,Medical Billing and Coding Certificate,https://aimseducation.edu/,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,"All applicants must have a high school diploma or its equivalent (e.g., GED). Applicants must be at least 18 years of age or older (17 years of age with parental consent). Prospective students are required to complete an informational interview with an admissions representative and take and pass the Wonderlic Scholastic Level Exam. Prior to starting class, students must complete the enrollment agreement.",,True,False,False,True,False,False,,,program,Sterile Processing Technician Certificate,https://aimseducation.edu/,
Not Required,Not Required,"To be considered for admission, prospective students must:
Be at least 18 years of age (or 17 with parental consent)
Provide a valid form of identification
Have a high school diploma or its equivalent (e.g. GED, TASC)
Complete an interview with an admissions representative
Successfully pass the entrance exam
Submit a completed application and enrollment agreement
Attend a new student orientation",Not Required,True,False,False,False,False,False,,,program,Medical Assistant Certificate,https://aimseducation.edu/,
Not Required,Not Required,Must be a high school graduate or have a recognized equivalent (GED). Must be 18 years of age or older. (Applicants who are 17 may be admitted with parental consent.) Must complete an admissions interview. Must submit a completed enrollment application. Must achieve a minimum score on the entrance examination. Must be a U.S. citizen or a permanent resident.,Not Required,True,False,,False,False,False,,,program,Patient Care Technician Certificate,https://aimseducation.edu/,
,,,,,,,,,,,,error,EKG/Phlebotomy Technician Certificate,https://aimseducation.edu/,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,,error,Cardiac Monitor Technician Certificate,https://aimseducation.edu/,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,,error,Phlebotomy Technician Certificate,https://aimseducation.edu/phlebotomy-technician,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
