Concentration name,description,program website url,Accreditation status,Program name,Program Page url,Level
Finance,"The Doctor of Business Administration (DBA) program at Sacred Heart University’s Jack Welch College of Business & Technology is a practitioner-oriented doctoral program designed for executives who seek to further their careers as transformational leaders, applied researchers, and university faculty. Rooted in applied research, the program allows students to delve into real-world business challenges, integrating academic theories with practical solutions. Our DBA curriculum is designed to sharpen critical thinking, analytical skills, and leadership capabilities, preparing graduates to influence decision-making at the highest levels of organizations. The program emphasizes ethical leadership and social responsibility, aligning with Sacred Heart University's mission. Graduates emerge as thought leaders, equipped to contribute to both academic scholarship and professional practice, making a significant impact in their chosen fields.",https://www.sacredheart.edu/academics/collegeofbusiness/doctoral-programs/doctor-of-business-administration-dba/,AACSB International (The Association to Advance Collegiate Schools of Business) accreditation for the Jack Welch College of Business & Technology,Doctor of Business Administration in Finance,https://www.youtube.com/watch?v=NutgiiaYME8,
,"The Doctor of Education (Ed.D.) in Educational Leadership program, developed and taught by accomplished practitioner-scholars, prepares educational leaders for roles in both public and private schools, higher education, and other educational and nonprofit settings. The program is committed to developing leaders who can translate current research and best practices into effective action. Designed for working professionals, the program offers flexible scheduling through a blended model of online and face-to-face instruction at our Fairfield campus. Graduates of the Ed.D. program serve as leaders, scholars, and advocates for equity and excellence. Through a focus on collaboration and social justice, graduates are equipped with a diverse set of professional skills including: research and evaluation, program and policy development, advocacy, communication, and management.",https://sacredheart.smartcatalogiq.com/en/2022-2023/2022-2023-graduate-catalog/programs-of-study/doctor-of-education-edd-in-educational-leadership,,Doctor of Education in Educational Leadership,https://sacredheart.smartcatalogiq.com/en/2022-2023/2022-2023-graduate-catalog/programs-of-study,
,"Our Doctor of Education (EdD) in Higher Education Leadership program is ideal for professionals seeking to advance into leadership and management positions in colleges and universities. The curriculum emphasizes leadership, organizational behavior, policy, finance, and assessment in higher education settings. With an EdD, you’ll become a critical analyst of higher education policy and practice, capable of leading institutions through complex changes. This program is designed for working professionals, with flexible evening and weekend classes offered at our Stamford graduate center. As an EdD in Higher Education Leadership student, you will delve into crucial topics relevant to today's evolving higher education landscape. This program is designed to provide you with the theoretical knowledge and practical skills needed to address complex challenges in higher education. You'll learn about: Leadership and Organizational Change (understanding theories of leadership, organizational behavior, and change management within higher education institutions); Higher Education Policy and Governance (analyzing the policy landscape, governance structures, and legal frameworks impacting colleges and universities); Finance and Resource Management (exploring financial models, budgeting, and resource allocation strategies specific to higher education); Assessment and Accreditation (learning about institutional effectiveness, program evaluation, and the accreditation process); Research Methods and Data Analysis (developing advanced research skills, including qualitative and quantitative methodologies, to inform data-driven decision-making); Diversity, Equity, and Inclusion (examining issues of access, equity, and inclusion in higher education and developing strategies for fostering inclusive environments); and Strategic Planning and Innovation (mastering the principles of strategic planning, innovation, and entrepreneurship in higher education).",https://www.sacredheart.edu/majors--programs/higher-education-leadership---edd/,,Doctor of Education in Higher Education Leadership,https://www.sacredheart.edu/majors--programs/higher-education-leadership---edd/,
,"The Doctor of Physical Therapy (DPT) program at Sacred Heart University is a rigorous, post-baccalaureate, entry-level professional program designed to prepare students for the practice of physical therapy. The DPT program is a full-time, three-year program consisting of a sequential plan of study that includes classroom, laboratory, and clinical coursework. The program is specifically designed to meet the academic and clinical requirements for students to be eligible for licensure examinations in all 50 states and the District of Columbia. Physical therapists are health care professionals who help patients reduce pain and improve or restore mobility. They treat patients of all ages who have injuries, disabilities, or other health conditions. The comprehensive program prepares students as generalist physical therapy practitioners, while emphasizing a commitment to community service, global engagement, and professional development. The curriculum integrates basic sciences, clinical sciences, and research to prepare graduates for contemporary physical therapy practice. The program’s learning environment stresses critical thinking, problem-solving, and evidence-based practice across the lifespan. The Doctor of Physical Therapy program at Sacred Heart University is committed to providing outstanding education, compassionate service, and rigorous scholarship within an interprofessional environment dedicated to improving health outcomes.",https://sacredheart.smartcatalogiq.com/en/2022-2023/2022-2023-graduate-catalog/programs-of-study/doctor-of-physical-therapy-dpt,"The Doctor of Physical Therapy program at Sacred Heart University is accredited by the Commission on Accreditation in Physical Therapy Education (CAPTE), 3030 Potomac Ave., Suite 100, Alexandria, Virginia 22305-3085; telephone: 703-706-3245; email: accreditation@apta.org; website: http://www.capteonline.org. If needing to contact the program/institution directly, please call 203-371-7788 or email dpt@sacredheart.edu. The program is undergoing a review for re-accreditation that will conclude in 2023.",Doctor of Physical Therapy,https://sacredheart.smartcatalogiq.com/en/2022-2023/2022-2023-graduate-catalog/programs-of-study,
Family Nurse Practitioner,"The DNP is a terminal practice degree that prepares advanced practice nurses for leadership roles in healthcare. Sacred Heart University offers a DNP with several concentrations. The program is designed to prepare graduates to translate research into practice, lead quality improvement initiatives, and impact healthcare policy. The curriculum emphasizes evidence-based practice, patient safety, health informatics, and interprofessional collaboration. Students will engage in scholarly activities, including the completion of a DNP project, which addresses a clinical problem or health system issue. The DNP program is offered in both full-time and part-time formats. The Family Nurse Practitioner (FNP) concentration within the DNP program prepares registered nurses to provide comprehensive primary healthcare to individuals and and families across the lifespan. FNPs assess, diagnose, treat, and manage acute and chronic illnesses, focusing on health promotion, disease prevention, and patient education. Graduates are eligible for national certification as a Family Nurse Practitioner and state licensure.",https://sacredheart.smartcatalogiq.com/en/2022-2023/2022-2023-graduate-catalog/programs-of-study/doctor-of-nursing-practice-dnp/dnp-family-nurse-practitioner-fnp,"The Doctor of Nursing Practice (DNP) program at Sacred Heart University is accredited by the Commission on Collegiate Nursing Education (CCNE), 655 K Street NW, Suite 750, Washington, DC 20001, 202-887-6791.",Family Nurse Practitioner Doctor of Nursing Practice,https://sacredheart.smartcatalogiq.com/en/2022-2023/2022-2023-graduate-catalog/programs-of-study,
,"Sacred Heart University’s Ph.D. in Organization Development, Change & Effectiveness (ODCE) prepares leaders to transform organizations and communities through theory and practice. The doctoral program prepares scholar-practitioners who apply critical inquiry, ethical decision-making, and organizational theory to design and implement transformational change. Students develop knowledge and skills to lead complex change processes, evaluate organizational interventions, and contribute to the body of knowledge in ODCE. This program is for working professionals with a minimum of a master’s degree and at least five years of professional work experience. Students are prepared for careers in internal and external consulting, human resources, organizational leadership, and academia. The ODCE Ph.D. is a cohort model where students work together from admission to graduation and develop professional networks and friendships. Courses are delivered in a hybrid format, with monthly residencies meeting in person on the Sacred Heart University campus. Students complete their studies with a research-based dissertation.",https://sacredheart.smartcatalogiq.com/en/2022-2023/2022-2023-graduate-catalog/programs-of-study/ph-d-in-organization-development-change-effectiveness,,"Ph.D. in Organization Development, Change & Effectiveness",https://sacredheart.smartcatalogiq.com/en/2022-2023/2022-2023-graduate-catalog/programs-of-study,
,"Our online Ph.D. in Social Work program is designed for social work professionals who want to develop the advanced research and practice skills needed to make a meaningful impact in the field. This unique program provides an opportunity for students to advance their knowledge and prepare for leadership roles in social work education, administration, practice, and research. With a focus on social justice and human rights, students in our Ph.D. in Social Work program engage in rigorous scholarship, critical thinking, and ethical decision-making. Through advanced coursework, research projects, and dissertation, students will gain the expertise to address complex social problems and contribute to the advancement of social work knowledge. The curriculum is delivered in an online, interactive format, allowing working professionals to balance their studies with their personal and professional commitments.",https://online.sacredheart.edu/academics/phd-social-work/,,Ph.D. in Social Work,https://www.youtube.com/watch?v=bVa2xu274to,
,"The Post-Master’s DNP is designed for master’s-prepared advanced practice registered nurses (APRNs) seeking to advance their knowledge and skills in evidence-based practice, leadership, and health care policy. It is a doctoral-level program to prepare the APRN at the highest level of clinical nursing practice. The program focuses on providing advanced knowledge in nursing science, theory, and research, as well as developing advanced competencies in evidence-based practice, organizational leadership, and health care systems. Graduates of the program are prepared to lead complex health care systems, translate research into practice, and improve population health outcomes. Coursework for the DNP program builds upon master’s level coursework in the areas of: Nurse Anesthesia, Family Nurse Practitioner, Psychiatric Mental Health Nurse Practitioner, Clinical Nurse Leader.
The DNP curriculum is based on the AACN’s Essentials of Doctoral Education for Advanced Practice.
For more information, please visit the Sacred Heart University College of Nursing website.",https://sacredheart.smartcatalogiq.com/en/2022-2023/2022-2023-graduate-catalog/programs-of-study/doctor-of-nursing-practice-dnp/post-master-s-doctor-of-nursing-practice,The Doctor of Nursing Practice (DNP) program is accredited by the Commission on Collegiate Nursing Education (CCNE).,Post-Master's Doctor of Nursing Practice,https://sacredheart.smartcatalogiq.com/en/2022-2023/2022-2023-graduate-catalog/programs-of-study,
,"The Sacred Heart University Master of Science in Athletic Training (MSAT) is an entry-level professional program designed for students with a bachelor’s degree in a related field who are seeking to become certified athletic trainers. The program prepares students to become highly competent, compassionate, and ethical healthcare professionals capable of providing patient-centered care in a variety of clinical settings. The curriculum emphasizes evidence-based practice, critical thinking, and interprofessional collaboration, providing students with the knowledge, skills, and abilities necessary to excel in the dynamic field of athletic training.",https://sacredheart.smartcatalogiq.com/en/2022-2023/2022-2023-graduate-catalog/programs-of-study/athletic-training-m-s-entry-level,"The Master of Science in Athletic Training program at Sacred Heart University is accredited by the Commission on Accreditation of Athletic Training Education (CAATE), 2001 K Street NW, Third Floor North, Washington, DC 20006. The program has been placed on Probation as of February 24, 2023, by the CAATE. For more information, please see the CAATE's Public Disclosure Statement.",Master of Science in Athletic Training,https://sacredheart.smartcatalogiq.com/en/2022-2023/2022-2023-graduate-catalog/programs-of-study,
,"The CACREP-accredited online MA in Clinical Mental Health Counseling program at Sacred Heart University prepares students for careers as licensed professional counselors (LPCs). In as few as three years, you can learn to assess, diagnose, and treat clients from diverse backgrounds in a wide variety of settings. Through comprehensive coursework, hands-on practicum and internship experiences, and faculty mentorship, you will develop the clinical skills and knowledge needed to help individuals, families, and groups achieve optimal mental health and well-being. Upon graduation, you will be eligible for licensure in many states, though requirements may vary by state. This program also fulfills the educational requirements for students interested in pursuing the Marriage and Family Therapy (MFT) credential.",https://online.sacredheart.edu/programs/online-ma-clinical-mental-health-counseling/,Accredited by the Council for Accreditation of Counseling and Related Educational Programs (CACREP),Master of Arts in Clinical Mental Health Counseling,https://www.onlineeducation.com/counseling/schools/sacred-heart-university-ma-clinical-mental-health-counseling,
