DepartmentName,Description,Status,CollegeId,CreatedDate,CreatedBy,UpdatedDate,UpdatedBy,City,Country,CountryCode,CountryName,Email,PhoneNumber,PhoneType,State,Street1,Street2,ZipCode,StateName,MaximumApplicationsPerTerm,IsRecommendationSystemOpted,AdmissionUrl,BuildingName,BatchId,IsImportVerified,IsImported,CollegeName
Undergraduate Admission,,,,,,,,Los Angeles,US,US,United States,uars@admin.ucla.edu,(310) 825-3101,Landline,CA,1147 Murphy Hall,Box 951436,90095-1436,California,,False,https://admission.ucla.edu/contact,Murphy Hall,,False,False,"University of California, Los Angeles"
"Recruitment, Outreach and Admissions (ROA)",,,,,,,,Los Angeles,US,US,United States,askgrad@grad.ucla.edu,(310) 825-3819,Landline,CA,410 Charles E Young Dr E,Murphy Hall: Suite 1247 — Box 951419,90095-1419,California,,False,https://grad.ucla.edu/admissions/,Murphy Hall,,False,False,"University of California, Los Angeles"
Office of Admissions,,,,,,,,Los Angeles,US,US,United States,admissions@law.ucla.edu,(310) 825-2080,Landline,CA,71 Dodd Hall,Box 951445,90095-1445,California,,False,https://law.ucla.edu/admissions/jd-admissions/first-year-jd-applicants,Dodd Hall,,False,False,"University of California, Los Angeles"
MBA Admissions & Financial Aid,,,,,,,,Los Angeles,US,US,United States,mba.admissions@anderson.ucla.edu,(310) 825-6944,Landline,CA,110 Westwood Plaza,Suite B201,90095-1481,California,,False,https://www.anderson.ucla.edu/degrees/mba-program/admissions,Gold Hall,,False,False,"University of California, Los Angeles"
MD Admissions,,,,,,,,Los Angeles,US,US,United States,somadmiss@mednet.ucla.edu,(310) 825-6081,Landline,CA,885 Tiverton Drive,Suite 305,90095,California,,False,https://medschool.ucla.edu/admissions,Geffen Hall,,False,False,"University of California, Los Angeles"
Recruitment & Admissions,,,,,,,,Los Angeles,US,US,United States,info@tft.ucla.edu,(310) 206-8441,Landline,CA,103 East Melnitz Hall,Box 951622,90095,California,,False,https://www.tft.ucla.edu/admissions-overview,Melnitz Hall,,False,False,"University of California, Los Angeles"
Undergraduate Admissions - Music,,,,,,,,Los Angeles,US,US,United States,admissions@schoolofmusic.ucla.edu,(310) 825-4761,Landline,CA,2520 Schoenberg Music Building,445 Charles E Young Drive East,90095,California,,False,https://schoolofmusic.ucla.edu/admissions/,Schoenberg Music Building,,False,False,"University of California, Los Angeles"
Recruitment & Admissions Office,,,,,,,,Los Angeles,US,US,United States,admissions@sonnet.ucla.edu,(310) 825-3109,Landline,CA,700 Tiverton Avenue,Box 951702,90095-1702,California,,False,https://www.nursing.ucla.edu/admissions,Factor Building,,False,False,"University of California, Los Angeles"
Associate Director of Admissions & Recruitment,,,,,,,,Los Angeles,US,US,United States,sean@luskin.ucla.edu,(310) 825-8957,Landline,CA,3357E Public Affairs Building,3250 Public Affairs Building - Box 951656,90095-1656,California,,False,https://luskin.ucla.edu/admissions,Public Affairs Building,,False,False,"University of California, Los Angeles"
Office of Student Services,,,,,,,,Los Angeles,US,US,United States,admissions@ph.ucla.edu,(310) 825-5524,Landline,CA,650 Charles E Young Dr S,16-035 Center for Health Sciences,90095-1772,California,,False,https://ph.ucla.edu/admissions,Center for Health Sciences,,False,False,"University of California, Los Angeles"
Office of Student Services,,,,,,,,Los Angeles,US,US,United States,dds_admissions@dentistry.ucla.edu,(310) 794-7971,Landline,CA,10833 Le Conte Ave,33-039 CHS,90095-1668,California,,False,https://dentistry.ucla.edu/apply,Center for Health Sciences,,False,False,"University of California, Los Angeles"
Office of Enrollment Management,,,,,,,,Los Angeles,US,US,United States,admission@arts.ucla.edu,(310) 206-6465,Landline,CA,"Broad Art Center, Suite 2200",240 Charles E. Young Dr. North,90095-1427,California,,False,https://arts.ucla.edu/admissions,Broad Art Center,,False,False,"University of California, Los Angeles"
Undergraduate Admissions to the Major,,,,,,,,Los Angeles,US,US,United States,edmajor@seis.ucla.edu,(310) 825-8326,Landline,CA,457 Portola Plaza,Moore Hall,90095,California,,False,https://seis.ucla.edu/contact-us,Moore Hall,,False,False,"University of California, Los Angeles"
International Programs Administration,,,,,,,,Los Angeles,US,US,United States,internationalprograms@uclaextension.edu,800-825-9971,Landline,CA,,,,California,,False,https://www.uclaextension.edu/international,,,False,False,"University of California, Los Angeles"
