Program name,Program Page url
Master of Arts in Education,https://www.findlay.edu/education/graduate-programs/master-of-arts-in-education
Master of Arts in Professional Communication,https://www.findlay.edu/arts-humanities-social-sciences/professional-communication/
Master of Arts in Rhetoric and Writing,https://www.findlay.edu/arts-humanities-social-sciences/rhetoric/
Master of Arts in TESOL and Applied Linguistics,https://findlay.smartcatalogiq.com/en/current/graduate-catalog/graduate-programs/master-of-arts-in-teaching-english-to-speakers-of-other-languages-tesol-and-applied-linguistics
Master of Business Administration,https://www.findlay.edu/business/mba/business-administration
Master of Occupational Therapy,https://www.findlay.edu/health-professions/occupational-therapy/weekend-masters-program
Master of Physician Assistant,https://www.findlay.edu/health-professions/physician-assistant-ma/
Master of Science in Applied Security and Analytics,https://www.findlay.edu/admissions/graduate/graduate-programs
"Master of Science in Environmental, Safety and Health Management",https://www.findlay.edu/admissions/graduate/graduate-programs
Master of Science in Health Informatics,https://www.findlay.edu/admissions/graduate/graduate-programs
Master of Science in Radiologic Sciences,https://www.findlay.edu/admissions/graduate/graduate-programs
Doctor of Education (Ed.D.),https://www.findlay.edu/admissions/graduate/graduate-programs
Doctor of Education in School Psychology,https://www.findlay.edu/admissions/graduate/graduate-programs
Doctor of Occupational Therapy (OTD),https://www.findlay.edu/health-professions/occupational-therapy/doctor-of-occupational-therapy
Doctor of Physical Therapy (DPT),https://www.findlay.edu/health-professions/physical-therapy/
Doctor of Pharmacy (Pharm. D.),https://www.findlay.edu/pharmacy/
Data Analytics Certificate,https://findlay.smartcatalogiq.com/en/current/graduate-catalog/graduate-programs/computer-science/data-analytics-certificate
Dual Enrollment Certificate in Communication,https://findlay.smartcatalogiq.com/en/current/graduate-catalog/graduate-programs/education/dual-enrollment-certificate-in-communication
Dual Enrollment Certificate in Language Arts,https://www.findlay.edu/majors/graduate-certificates-and-nondegree
Dual Enrollment Certificate in Mathematics,https://www.findlay.edu/education/graduate-programs/dual-enrollment-certificate
Emergency and Disaster Management Certificate,https://www.findlay.edu/admissions/graduate/graduate-programs
Environmental Management Certificate,https://www.findlay.edu/admissions/graduate/graduate-programs
Health Informatics Certificate,https://www.findlay.edu/admissions/graduate/graduate-programs
Literacy Leadership Certificate,https://www.findlay.edu/education/graduate-programs/literacy-leadership-certificate
Occupational Health and Safety Management Certificate,https://www.findlay.edu/admissions/graduate/graduate-programs
Online Instruction Certificate,https://www.findlay.edu/admissions/graduate/graduate-programs
School Counselor Leadership Certificate,https://www.findlay.edu/admissions/graduate/graduate-programs
Training and Online Instruction Certificate,https://www.findlay.edu/majors/graduate-certificates-and-nondegree
