QsWorldRanking,School,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,Term,LiveDate,DeadlineDate,Fees,AverageScholarshipAmount,CostPerCredit,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,Program duration,Tuition fee,Program name,Program Page url
,,,4.0,3.0,,"Fall, Spring, Summer",,,36000,,1000,1000 to 10000,,"Merit-based, Need-based",1.5 to 2 years,36000,Master of Science in Information Technology,https://www.wust.edu/graduate-program
,School of Technology,0.0,4.0,2.5,,"Fall, Spring, Summer",,,28800,,800,"$500 to $6,000 annually",,"Presidential Scholarship, Dean's Scholarship, Academic Excellence Scholarship, International Student Scholarship, Military Scholarship",24 months,28800,Master of Science in Information Technology with a Concentration in IT Systems & Management,https://www.wust.edu/graduate-program
,School of Technology,,4.0,3.0,,"Fall, Spring, Summer",,,27000,,750,"$500 - $2,000",up to 60%,"Presidential Scholarship, Dean's Scholarship, WUST Grant, Referral Scholarship",,27000,Master of Science in Information Technology with a Concentration in Data Management & Analytics,https://www.wust.edu/graduate-program
,Department of Information Technology,,4.0,2.5,,"Spring, Summer, Fall",,,27000,,750,,up to 25%,"Presidential Scholarship, Dean's Scholarship, WUST Scholarship, Military Scholarship",,27000,Master of Science in Information Technology with a Concentration in Software Design & Management,https://www.wust.edu/graduate-program
,School of Technology,2.0,4.0,2.5,,"Fall, Spring, Summer",,,30600,,850,"up to $10,000",up to 60%,Merit-based,1.5 to 2 years,30600,Master of Science in Cybersecurity,https://www.wust.edu/graduate-program
,,2.0,4.0,3.0,,"Fall, Spring, Summer",,,27000,,750,"Amounts range from $2,000 to $5,000",,"Merit-based, Need-based",2 years,27000,Master of Business Administration,https://www.lamar.edu/business/management-marketing-and-general-business/master-of-business-administration/
,,,4.0,2.5,,"Fall, Spring, Summer",,,26100,,725,"Up to $3,000",,"Merit-based, Need-based",2 academic years,26100,Master of Business Administration with a Concentration in Leadership and Management,https://www.wust.edu/graduate-program
,School of Business,,4.0,3.0,,"Spring, Summer, Fall",,,30375,,675,"$2,000 - $10,000",up to 100%,"Merit-based, Need-based",5 semesters,30375,Master of Business Administration with a Concentration in Accounting & Finance,https://www.wust.edu/mba
,School of Business,,4.0,3.0,,"Fall, Spring, Summer",,,27000,,750,1000,up to 100%,"Merit-based, Alumni Scholarship",1.5 - 2 Years,27000,Master of Business Administration with a Concentration in Information Technology,https://www.jcu.edu.au/courses/master-of-information-technology-master-of-business-administration
,School of Business,2.0,4.0,3.0,,"Fall, Spring, Summer",,,27000,,750,"up to $10,000",,Merit-based,two academic years,27000,Master of Business Administration with a Concentration in Health Care Management,https://www.wust.edu/graduate-program
,School of Business,,4.0,2.5,,"Fall, Spring, Summer",,,28800,,800,"Up to $2,000",Up to 50%,Merit-based,36 credit hours,28800,Master of Business Administration with a Concentration in Human Resources Management,https://www.wust.edu/graduate-program
,School of Business,,4.0,2.5,,"Fall, Spring, Summer",,,29880,,830,,"Up to 100% (Presidential Scholarship), 10% (Alumni Scholarship)","Merit-Based, Presidential Scholarship, WUST Grant, Alumni Scholarship",1.5 to 2 years,29880,Master of Business Administration with a Concentration in Project Management,https://www.wust.edu/graduate-program
